,N6AMT2 (221143)
ACH-000004,0.3248674433
ACH-000007,-0.352161144639
ACH-000009,0.220140847167
ACH-000011,0.0558294563312
ACH-000012,-0.027801097734400003
ACH-000013,-0.051936157831300005
ACH-000014,-0.068382837838
ACH-000015,-0.134140955682
ACH-000017,0.08371312930439999
ACH-000018,0.167657579763
ACH-000019,0.229991342397
ACH-000021,-0.023873932812099995
ACH-000022,0.314162551245
ACH-000025,0.139040137325
ACH-000028,-0.00906784700795
ACH-000030,0.0717568736708
ACH-000035,0.09366072620219999
ACH-000036,0.0821304998139
ACH-000037,-0.055634032653700004
ACH-000039,0.138902625085
ACH-000040,0.10816228618799999
ACH-000041,0.158320546906
ACH-000042,-0.0388449645889
ACH-000045,-0.109157116358
ACH-000047,0.19624016062199998
ACH-000052,0.125701267941
ACH-000053,0.056932676694099994
ACH-000054,0.0865788286827
ACH-000055,0.0657722110013
ACH-000060,-0.040923991130199996
ACH-000067,0.0176096613479
ACH-000070,0.201214259859
ACH-000075,0.0625814598202
ACH-000078,0.20752104979000002
ACH-000082,0.0813462174255
ACH-000085,0.125622524988
ACH-000086,-0.0144871973722
ACH-000087,0.21164214039999998
ACH-000092,0.12390578981599999
ACH-000095,0.058141382716899996
ACH-000097,0.011443260122200002
ACH-000098,0.1705104293
ACH-000099,0.0477893490338
ACH-000108,0.0144720284958
ACH-000113,0.263529806882
ACH-000115,0.0142649072434
ACH-000116,0.0006392694642359999
ACH-000118,-0.0567266334109
ACH-000120,0.0905883946345
ACH-000123,0.0368154059777
ACH-000127,-0.00440317770495
ACH-000128,-0.164762025
ACH-000132,0.037000788121
ACH-000133,0.05502673207230001
ACH-000137,0.12915086273499998
ACH-000138,-0.0334368539062
ACH-000142,0.04736096098130001
ACH-000143,-0.10034526764
ACH-000146,0.125056700229
ACH-000148,0.054935144928599994
ACH-000150,-0.08772124157859999
ACH-000152,-0.16784724063200002
ACH-000153,0.416567257381
ACH-000159,-0.11341604143799999
ACH-000160,0.1661455725
ACH-000163,-0.0832316780515
ACH-000167,-0.243161518964
ACH-000168,0.10555483144200001
ACH-000169,0.17090804697700002
ACH-000178,0.0509580172109
ACH-000182,-0.121246809644
ACH-000183,0.18771852217999999
ACH-000188,-0.0444617522841
ACH-000189,0.052003034419200005
ACH-000190,0.126007470758
ACH-000198,0.062271172242900005
ACH-000204,-0.199895670887
ACH-000206,-0.27183331831700003
ACH-000207,0.108180684907
ACH-000211,0.11625984044099999
ACH-000215,0.11685113525999999
ACH-000221,0.171959300426
ACH-000222,0.09393281211589999
ACH-000223,-0.0572926039905
ACH-000226,0.13227532988
ACH-000227,0.0881552507773
ACH-000228,-0.13130889848
ACH-000231,-0.0734555556009
ACH-000232,0.07758011251289999
ACH-000233,0.183263522366
ACH-000234,-0.100346929139
ACH-000235,0.0776518033665
ACH-000237,0.168386815883
ACH-000238,0.0890769592564
ACH-000243,0.08484445309119999
ACH-000244,-0.0699264707881
ACH-000246,0.224999008079
ACH-000248,-0.059103107528099996
ACH-000250,0.15486431838
ACH-000251,0.175637653346
ACH-000253,0.112827725371
ACH-000255,-0.0300263168582
ACH-000256,0.403766732416
ACH-000257,0.252923288094
ACH-000258,0.13482962273399998
ACH-000259,0.085709872009
ACH-000260,0.19600817437800003
ACH-000261,0.0121213375254
