,GDI2 (2665)
ACH-000348,-0.25990808875
ACH-000350,-0.169131002777
ACH-000352,-0.08467535582180001
ACH-000356,-0.6416259557639999
ACH-000361,-0.320688806537
ACH-000362,-0.399238456462
ACH-000363,-0.38880082727
ACH-000364,0.127980057411
ACH-000365,-0.9890245727310001
ACH-000366,-0.189501222228
ACH-000368,-0.373026787698
ACH-000374,-0.12196928611400001
ACH-000375,-0.260207201124
ACH-000376,-0.406406960754
ACH-000381,-0.443041294951
ACH-000383,-0.436662577874
ACH-000387,-0.29507276626999995
ACH-000389,-0.351385458623
ACH-000390,-0.291721170244
ACH-000393,-0.15558312601399998
ACH-000395,-0.794787087421
ACH-000397,-0.239948653525
ACH-000401,-0.454615642601
ACH-000402,-0.47804652837800005
ACH-000403,-0.358400926012
ACH-000404,0.037011272630900004
ACH-000406,-0.152472774834
ACH-000407,-0.19611676524500002
ACH-000408,-0.35204268014300005
ACH-000410,0.0781513691479
ACH-000411,-0.0464955688365
ACH-000414,-0.351397011696
ACH-000415,-0.448851965758
ACH-000416,-0.129449980966
ACH-000420,-0.15842727418
ACH-000421,-0.106899817547
ACH-000424,-0.198898578544
ACH-000425,-0.0701143935743
ACH-000426,-0.26835447699799997
ACH-000427,-0.0331054403479
ACH-000433,-0.294235798649
ACH-000436,-0.33093451709000005
ACH-000444,-0.556174101712
ACH-000445,-0.47418434613399996
ACH-000448,-0.09503300711370001
ACH-000450,-0.238508371252
ACH-000452,-0.0020038146225
ACH-000454,-0.12221269898800001
ACH-000458,-0.111628335209
ACH-000459,-0.08579338314719999
ACH-000460,-0.273205899846
ACH-000461,-0.764667863786
ACH-000463,-0.140483458003
ACH-000464,-0.48861030044
ACH-000466,-0.315964770979
ACH-000467,-0.19790729249699998
ACH-000468,-0.0255905986087
ACH-000469,-0.396828672812
ACH-000470,-0.939678065748
ACH-000471,-0.361094523597
ACH-000472,-0.314260961831
ACH-000473,-0.6015953865
ACH-000475,-0.22904906323000002
ACH-000476,-0.023817303247000002
ACH-000477,0.0626403359888
ACH-000480,-0.316661963413
ACH-000481,-0.29020530254099997
ACH-000483,-0.105552583552
ACH-000484,-0.137485937022
ACH-000485,-0.00922436727553
ACH-000486,-0.239716816886
ACH-000487,-0.326970835517
ACH-000488,-0.048991446623800006
ACH-000490,-0.121568438893
ACH-000491,-0.0489446016341
ACH-000495,-0.11117114087200002
ACH-000496,-0.5379616519
ACH-000499,-0.11256143361099999
ACH-000500,0.0899191064934
ACH-000502,-0.140118812767
ACH-000503,-0.051161873175599996
ACH-000505,-0.0461024422305
ACH-000507,-0.0450452579813
ACH-000510,-0.391771759101
ACH-000511,-0.256208814434
ACH-000512,-0.153984412183
ACH-000516,-0.09528541351289999
ACH-000517,-0.178899935852
ACH-000518,-0.694987579486
ACH-000520,-0.333396608635
ACH-000521,-0.191046918061
ACH-000522,-0.08429234648
ACH-000524,-0.136887265036
ACH-000527,-0.09601372392999999
ACH-000528,-0.7803360290189999
ACH-000537,-0.0511802140519
ACH-000541,-0.0672633872863
ACH-000542,-0.557519879652
ACH-000544,-0.375274134292
ACH-000545,-0.454705311653
ACH-000547,-0.227770277876
ACH-000548,-0.640068042222
ACH-000549,-0.258324917438
ACH-000550,0.00934912741367
ACH-000552,-0.260616904887
ACH-000556,-0.135641934934
ACH-000557,-0.0378589845497
ACH-000570,-0.0835685381075
ACH-000571,-0.405647549684
ACH-000573,0.094074335803
ACH-000576,-0.22075818766999997
ACH-000580,-0.267581789385
ACH-000584,-0.19045922709899998
ACH-000585,-0.236630577486
ACH-000588,0.0811790320791
ACH-000589,-0.29797687488
ACH-000591,-0.0125585140197
ACH-000593,-0.26332719563900003
ACH-000600,-0.43150553484899995
ACH-000601,-0.14609853129699998
ACH-000604,-0.42357637880000004
ACH-000605,-0.46736714315399996
ACH-000606,-0.496995722371
ACH-000608,-0.314595740621
ACH-000614,-0.07126223353950001
ACH-000616,-0.236849945423
ACH-000618,-0.166651241435
ACH-000619,-0.453353755156
ACH-000620,-0.0340927699083
ACH-000621,-0.157164477884
ACH-000622,-0.157144248757
ACH-000623,-0.180145263561
ACH-000624,-0.30670717941799996
ACH-000627,-0.33163016973000004
ACH-000630,-0.16796214769200002
ACH-000632,-0.0682913429191
ACH-000633,-0.06266513052780001
ACH-000637,-0.012278159669500001
ACH-000638,-0.23396639618700002
ACH-000646,-0.162107516521
ACH-000647,-0.269569701083
ACH-000648,-0.319499360364
ACH-000649,-0.645629505323
ACH-000651,-0.20280021448199997
ACH-000652,-0.2599559307
ACH-000653,-0.295739426752
ACH-000657,-0.265024206506
ACH-000658,-0.254864530485
ACH-000661,0.04716573966
ACH-000662,-0.13002365784199998
ACH-000663,-0.122280996258
ACH-000665,0.021496757405500003
ACH-000671,-0.131413814445
ACH-000673,-0.337679511565
ACH-000676,-0.0976083898009
ACH-000677,-0.10070674298
ACH-000681,-0.347584517533
ACH-000682,-0.296808001313
ACH-000683,-0.546728350656
ACH-000684,-0.342259085082
ACH-000688,-0.48723960193099997
ACH-000693,-0.23512629353199999
ACH-000694,-0.15498443854900001
ACH-000695,0.174497290121
ACH-000696,-0.392327282571
ACH-000697,-0.030204559981200002
ACH-000699,-0.230538833489
ACH-000701,-0.164542665275
ACH-000706,-0.539592571341
ACH-000711,-0.467000832029
ACH-000713,-0.10725050127999998
ACH-000714,-0.004894069518899999
ACH-000718,-0.37203897495300003
ACH-000720,-0.11311780555999999
ACH-000721,-0.22042557653099998
ACH-000724,-0.209717077827
ACH-000725,-0.0956479710231
ACH-000732,-0.290432895726
ACH-000734,-0.29657398113899996
ACH-000735,-0.0408361921646
ACH-000736,-0.00513463964176
ACH-000738,-0.091931124441
ACH-000746,0.243280894384
ACH-000747,-0.109697300351
ACH-000748,-0.12050182684499999
ACH-000753,-0.336314330353
ACH-000756,0.00624252365645
ACH-000757,-0.28336468161899997
ACH-000758,-0.0805969251602
ACH-000760,0.0503042568421
ACH-000763,-0.0641184074829
ACH-000764,-0.253186863862
ACH-000765,0.123501860724
ACH-000766,-0.46465150169
ACH-000767,0.0354773232169
ACH-000768,-0.278910781224
ACH-000769,-0.246619485226
ACH-000770,-0.305929621041
ACH-000771,-0.11750650907400001
ACH-000773,-0.17973886144
ACH-000776,-0.202165583398
ACH-000777,-0.116643443731
ACH-000778,-0.43672129625100004
ACH-000781,-0.135212470296
ACH-000782,-0.38308294988700003
ACH-000783,-0.261099939067
ACH-000784,-0.27013429393800004
ACH-000785,-0.360095155938
ACH-000787,-0.384605713697
ACH-000788,-0.112870988962
ACH-000791,-0.18847382065
ACH-000792,-0.998307914705
ACH-000794,-0.163467755034
ACH-000796,-0.688622906465
ACH-000799,-0.08816100903820001
ACH-000800,-0.159845969957
ACH-000802,-0.378906843024
ACH-000804,-0.101577435972
ACH-000805,-0.213569896309
ACH-000809,-0.139988829591
ACH-000810,-0.482592792696
ACH-000811,-0.287330945234
ACH-000817,-0.660120499554
ACH-000819,0.12512818880100002
ACH-000820,0.10982900121400001
ACH-000821,-0.389704741521
ACH-000822,-0.39573708079400005
ACH-000823,-0.350417441175
ACH-000824,-0.23902571754000002
ACH-000827,-0.29563897755699997
ACH-000829,-0.362232332355
ACH-000831,-0.04443074033890001
ACH-000832,-0.881713488247
ACH-000833,-0.31222409631299997
ACH-000834,-0.19592396883699997
ACH-000835,-0.07390844139569999
ACH-000836,-0.595452734282
ACH-000837,-0.511782680641
ACH-000838,-0.295178414428
ACH-000839,-0.387355469986
ACH-000840,-0.0486472261113
ACH-000841,-0.77742731745
ACH-000843,-0.165091957031
ACH-000846,-0.169339223726
ACH-000847,-0.380511760811
ACH-000848,-0.167007123116
ACH-000849,-0.166198603458
ACH-000851,-0.352815604265
ACH-000855,0.062179291918400006
ACH-000856,-0.85748686952
ACH-000858,-0.366775864831
ACH-000859,-0.207127398877
ACH-000861,-0.08991413992999998
ACH-000862,-0.17493809642000002
ACH-000865,-0.23454973878600002
ACH-000866,-0.136033288108
ACH-000867,-0.00881979891809
ACH-000869,-0.39091152425399994
ACH-000872,-0.287385183076
ACH-000873,-0.551893018067
ACH-000876,-0.0657616873384
ACH-000878,-0.516043238478
ACH-000880,-0.0634120807752
ACH-000881,-0.147089454867
ACH-000882,0.161818358467
ACH-000884,-0.294304360956
ACH-000885,-0.452973966864
ACH-000887,-0.982362157615
ACH-000888,-0.366119444819
ACH-000889,-0.011412650020000002
ACH-000890,-0.373491681492
ACH-000896,-0.491023348009
ACH-000898,-0.028821597862900002
ACH-000900,-0.0691760045752
ACH-000901,-0.254726386854
ACH-000905,-0.178464475165
ACH-000906,-0.111763572421
ACH-000907,-0.048714385122600005
ACH-000910,-0.097842739727
ACH-000911,-0.146198030201
ACH-000912,0.154329609836
ACH-000913,-0.12326015179300001
ACH-000915,0.130812629258
ACH-000916,-0.596540626575
ACH-000917,-0.790239265871
ACH-000921,-0.17725890988499998
ACH-000924,-0.021103288777
ACH-000926,-0.451476981787
ACH-000928,-0.689908768986
ACH-000929,-0.38992173424000004
ACH-000932,-0.147471391339
ACH-000935,-0.620995694523
ACH-000936,-0.271299669903
ACH-000937,-0.37403673678599997
ACH-000938,-0.219140640015
ACH-000939,-0.131268611698
ACH-000941,-0.710088517024
ACH-000943,-0.10873111777200001
ACH-000946,-0.0469893873508
ACH-000947,-0.306617690385
ACH-000948,-0.0735183600368
ACH-000950,-0.3327729942
ACH-000953,-0.030318709870599998
ACH-000957,-0.440417255887
ACH-000958,-0.282696448078
ACH-000960,-0.29238081774999997
ACH-000963,-0.201555180326
ACH-000968,0.015623842530200003
ACH-000969,-0.189403335038
ACH-000973,-0.03881463956469999
ACH-000974,-0.13838056402899998
ACH-000975,-0.0467698301004
ACH-000976,-0.333599525493
ACH-000978,-0.195989329745
ACH-000980,-0.0513733991479
ACH-000984,-0.163589822389
ACH-000986,-0.047724409059100005
ACH-000988,-0.176116843715
ACH-000993,-0.15627078216499998
ACH-000994,-0.237046254211
ACH-000996,-0.201127125846
ACH-001001,-0.257645999506
ACH-001020,-0.344661690763
ACH-001028,-0.122482945339
ACH-001031,0.338465461474
ACH-001038,0.042960766695
ACH-001048,-0.246785115286
ACH-001050,-0.434376637601
ACH-001053,-0.581352173049
ACH-001054,-0.264357660955
ACH-001061,-0.29768280777
ACH-001067,-0.28148563267
ACH-001075,-0.554579303477
ACH-001096,-0.052701224283199996
ACH-001128,-0.164899976485
ACH-001134,-0.0414168421086
ACH-001151,-0.526040295559
ACH-001163,-0.0443089553778
ACH-001164,-0.249014446565
ACH-001173,-0.101814729856
ACH-001183,-0.274157014478
ACH-001184,-0.0144613222388
ACH-001190,-0.333897039683
ACH-001192,0.13830897735099998
ACH-001193,-0.375558443131
ACH-001196,-0.394856261183
ACH-001197,-0.46014651470600004
ACH-001205,0.484220661926
ACH-001211,-0.473894657501
ACH-001212,0.0412471167855
ACH-001228,-0.11615434926200001
ACH-001232,-0.281747150248
ACH-001239,-0.0333505890671
ACH-001274,-0.0856923931176
ACH-001275,-0.018176704119700002
ACH-001277,-0.018143750346099996
ACH-001278,-0.320355363405
ACH-001280,-0.08846467144680001
ACH-001283,-0.154150966505
ACH-001289,-0.390601145738
ACH-001295,-0.011212088770000002
ACH-001300,-0.042918051735
ACH-001301,0.0259940311995
ACH-001302,-0.287550268864
ACH-001303,-0.32301942272
ACH-001306,0.105892037684
ACH-001318,-0.195571907826
ACH-001322,-0.129969876545
ACH-001328,-0.275793970799
ACH-001332,-0.0521099204885
ACH-001333,-0.028868130481400002
ACH-001336,-0.449217183893
ACH-001340,-0.441916921969
ACH-001346,-0.46446966902599995
ACH-001353,-0.599403857016
ACH-001354,-0.39570508530799997
ACH-001367,-0.18566098440099998
ACH-001368,-0.0073990205371200005
ACH-001374,-0.483658592838
ACH-001375,-0.22183207325100002
ACH-001377,-0.24241117168200002
ACH-001380,-0.27157941337200003
ACH-001391,-0.165171197496
ACH-001407,-0.229139144731
ACH-001408,-0.0703827808873
ACH-001413,0.00998163075985
ACH-001430,-0.151205725387
ACH-001431,0.119005390889
ACH-001450,-0.758785738768
ACH-001496,-0.241304219593
ACH-001500,-0.345707080037
ACH-001521,-0.417314174751
ACH-001523,-0.136003842656
ACH-001532,-0.304520152878
ACH-001536,-0.629870702624
ACH-001550,-0.077824757075
ACH-001552,-0.146665504482
ACH-001554,-0.21322960095600002
ACH-001645,-0.011233341439900001
ACH-001654,-0.480684695593
ACH-001715,-0.61644903717
ACH-001735,-0.300539283768
ACH-001736,-0.16565424488
ACH-001737,-0.34619126513899995
ACH-001740,-0.52002354515
ACH-001745,-0.543973188493
ACH-001750,-0.19706402420000002
ACH-001765,0.175533554372
ACH-001956,-0.263615656687
ACH-001957,-0.317241972976
