,NUP210L (91181)
ACH-000004,-0.07796377971089999
ACH-000007,0.10424424258
ACH-000009,-0.11144415828
ACH-000011,0.171905960706
ACH-000012,-0.08029589930639999
ACH-000013,-0.0169269103419
ACH-000014,-0.0141381445311
ACH-000015,0.0202976254384
ACH-000017,0.008132551252270002
ACH-000018,0.0147138257201
ACH-000019,-0.0188544340926
ACH-000021,-0.12402602468
ACH-000022,0.092026520951
ACH-000025,-0.10345040333799999
ACH-000028,-0.040649064228
ACH-000030,0.018071081699900002
ACH-000035,-0.0336064778824
ACH-000036,-0.0010981996875
ACH-000037,0.248568522895
ACH-000039,-0.131062678176
ACH-000040,-0.0311629037721
ACH-000041,0.0256967990893
ACH-000042,-0.0668739855305
ACH-000045,0.154623545995
ACH-000047,0.00125342723083
ACH-000052,0.148457421517
ACH-000053,0.0119391488677
ACH-000054,0.00182551480032
ACH-000055,0.0209664499685
ACH-000060,-0.08243797303789999
ACH-000067,0.152256689832
ACH-000070,0.11472344413699999
ACH-000075,-0.056719445928999995
ACH-000078,0.0858070441963
ACH-000082,-0.0529875876773
ACH-000085,0.0414016187495
ACH-000086,-0.126985157024
ACH-000087,0.134891819392
ACH-000092,-0.209162502245
ACH-000095,0.054584268577500004
ACH-000097,-0.148638389349
ACH-000098,0.0374506958538
ACH-000099,0.107684106796
ACH-000108,-0.0789742194303
ACH-000113,-0.050054161642500004
ACH-000115,-0.11440231325099999
ACH-000116,-0.117949809016
ACH-000118,-0.087411612309
ACH-000120,0.0313179701085
ACH-000123,0.049410015609
ACH-000127,-0.00239676801592
ACH-000128,0.276899864223
ACH-000132,0.00716256221181
ACH-000133,-0.106751648584
ACH-000137,0.16749721261
ACH-000138,0.00323238747721
ACH-000142,-0.0558309225873
ACH-000143,0.0733850541897
ACH-000146,-0.0717176236835
ACH-000148,0.0430893685276
ACH-000150,-0.256415736005
ACH-000152,0.0637053814066
ACH-000153,-0.0545225767614
ACH-000159,-0.0148234490676
ACH-000160,0.019270459486099997
ACH-000163,-0.0731287285128
ACH-000167,0.0154700495383
ACH-000168,0.0594388711092
ACH-000169,0.0257432665075
ACH-000178,-0.025217660417800002
ACH-000182,0.0304762929379
ACH-000183,-0.0320234046439
ACH-000188,0.05220089116980001
ACH-000189,-0.372006519048
ACH-000190,-0.070151505596
ACH-000198,-0.040184610195
ACH-000204,-0.407170655569
ACH-000206,0.196230537449
ACH-000207,0.06650778467980001
ACH-000211,-0.0370088241286
ACH-000215,-0.0794931953993
ACH-000221,0.132146794483
ACH-000222,-0.33644330448
ACH-000223,-0.0976753439698
ACH-000226,-0.070837073822
ACH-000227,0.09650469909710001
ACH-000228,0.0587058961242
ACH-000231,-0.113997139308
ACH-000232,-0.0338798117661
ACH-000233,-0.0458817269334
ACH-000234,0.0432309130286
ACH-000235,-0.123565130803
ACH-000237,-0.0907720679744
ACH-000238,-0.021451508675199998
ACH-000243,-0.009583623020249999
ACH-000244,0.289545275306
ACH-000246,-0.0501643528831
ACH-000248,-0.164749619861
ACH-000250,0.027476385434599997
ACH-000251,-0.0919124882096
ACH-000253,0.130312856242
ACH-000255,-0.0356682004649
ACH-000256,0.186505693068
ACH-000257,0.189844776635
ACH-000258,0.297011901937
ACH-000259,-0.0924776635599
ACH-000260,0.00778194018909
ACH-000261,0.0420086736598
ACH-000262,-0.20935574366
ACH-000263,0.20070645677700003
ACH-000264,-0.17546455732900001
ACH-000265,0.0525372176602
ACH-000266,-0.00820858544902
