,DDC (1644)
ACH-000004,-0.0158871904691
ACH-000007,0.174142758151
ACH-000009,0.11565054395600001
ACH-000011,-0.0330355769255
ACH-000012,0.0369892889761
ACH-000013,0.0992456831398
ACH-000014,-0.341148748889
ACH-000015,-0.15777203285299998
ACH-000017,0.0525357773707
ACH-000018,-0.17784975982700002
ACH-000019,0.024840936490599996
ACH-000021,0.092733735611
ACH-000022,-0.19582394180999999
ACH-000025,-0.110624559355
ACH-000028,0.16085365935499998
ACH-000030,0.115243521494
ACH-000035,0.00129607889025
ACH-000036,-0.09906570739050001
ACH-000037,0.114779192497
ACH-000039,0.185982255944
ACH-000040,-0.158345096667
ACH-000041,-0.0564251182749
ACH-000042,0.0955959518342
ACH-000045,0.05523141515930001
ACH-000047,0.0668231345503
ACH-000052,0.13454281186699998
ACH-000053,-0.0816324695478
ACH-000054,0.055497912631400005
ACH-000055,-0.0514797898279
ACH-000060,-0.0500857621959
ACH-000067,-0.0519412034632
ACH-000070,-0.139466407898
ACH-000075,-0.0698292488454
ACH-000078,0.124071587804
ACH-000082,-0.12623655274499998
ACH-000085,0.0117580295224
ACH-000086,0.14390637901699999
ACH-000087,0.24405589046
ACH-000092,-0.10350270270600001
ACH-000095,0.07757611439239999
ACH-000097,-0.023409305036800002
ACH-000098,-0.010703309986299998
ACH-000099,0.044738659658399994
ACH-000108,0.212602184203
ACH-000113,-0.139143988951
ACH-000115,0.23549000643000004
ACH-000116,0.025745660572200003
ACH-000118,0.058657397611699996
ACH-000120,0.0130236808975
ACH-000123,0.019237112434
ACH-000127,0.00726793191459
ACH-000128,-0.26549436135000004
ACH-000132,0.142223445767
ACH-000133,-0.12443595542000001
ACH-000137,0.0159960264798
ACH-000138,0.0589972122024
ACH-000142,0.103831523764
ACH-000143,0.0978659030343
ACH-000146,0.113538709277
ACH-000148,0.16819470294
ACH-000150,0.0933446809767
ACH-000152,-0.025228234052400003
ACH-000153,-0.18328392589499998
ACH-000159,-0.12430352746500001
ACH-000160,-0.050305646872500005
ACH-000163,0.11857282565999999
ACH-000167,0.281169706875
ACH-000168,0.031372819970299996
ACH-000169,0.0364391762702
ACH-000178,0.0731335611988
ACH-000182,0.015369231672799999
ACH-000183,-0.0200344568193
ACH-000188,-0.035309844171099995
ACH-000189,0.24901564461999998
ACH-000190,-0.000307197147949
ACH-000198,0.00584060973637
ACH-000204,-0.00407446288963
ACH-000206,-0.00762290446975
ACH-000207,-0.08112768311150001
ACH-000211,0.0512877559253
ACH-000215,0.113386051613
ACH-000221,0.0746662767553
ACH-000222,0.183313760874
ACH-000223,0.10379733186699999
ACH-000226,0.013756022060799998
ACH-000227,0.143694447438
ACH-000228,-0.144871183864
ACH-000231,-0.0063184866995899995
ACH-000232,0.0404170099295
ACH-000233,0.145915275367
ACH-000234,0.161531557243
ACH-000235,0.0062615467463699994
ACH-000237,-0.0567854045204
ACH-000238,-0.0116337777614
ACH-000243,0.0891576295472
ACH-000244,-0.300556443288
ACH-000246,0.187509554006
ACH-000248,-0.09439321501150001
ACH-000250,0.034913167127300006
ACH-000251,0.279972187629
ACH-000253,-0.015544412541700001
ACH-000255,0.0545397963607
ACH-000256,-0.00386176162472
ACH-000257,-0.145289938354
ACH-000258,0.313309664597
ACH-000259,0.0649618498412
ACH-000260,0.026621186472400003
ACH-000261,-0.013275385111200001
ACH-000262,0.03306243255
ACH-000263,-0.22602037823600002
ACH-000264,-0.0366023451057
ACH-000265,-0.040473222989199996
ACH-000266,-0.016104656609999997
ACH-000272,0.00904324769648
ACH-000273,0.0745242420295
ACH-000274,0.107523681797
ACH-000277,-0.117417751564
ACH-000278,0.217629137861
ACH-000279,0.144601038199
ACH-000280,0.0984537052323
ACH-000281,0.0348156842105
ACH-000288,-0.08201908777860001
ACH-000291,-0.00193830617399
ACH-000293,-0.153983787914
ACH-000294,0.12421986877699999
ACH-000295,-0.0764594504778
ACH-000296,-0.127381428328
ACH-000302,-0.04861745484680001
ACH-000304,0.0398129391749
ACH-000307,0.018927146744500002
ACH-000308,-0.0511112878902
ACH-000310,0.153821605226
ACH-000311,0.15336865909000003
