,MPHOSPH9 (10198)
ACH-000004,-0.198130177926
ACH-000007,-0.05298159164469999
ACH-000009,-0.213819229249
ACH-000011,-0.073211494039
ACH-000012,-0.052990465610300005
ACH-000013,-0.18427588128699998
ACH-000014,0.000387380404185
ACH-000015,-0.0726893911517
ACH-000017,-0.09411352636430001
ACH-000018,0.21438923945
ACH-000019,-0.06745687983149999
ACH-000021,-0.329417782747
ACH-000022,0.0046933766865299995
ACH-000025,0.0329721274387
ACH-000028,0.00804950633566
ACH-000030,-0.00854837205387
ACH-000035,-0.007576679588479999
ACH-000036,-0.21398859795400002
ACH-000037,-0.0212701357219
ACH-000039,-0.0961362951802
ACH-000040,0.047230749990300004
ACH-000041,-0.12978747394999998
ACH-000042,-0.161905506719
ACH-000045,-0.134856109941
ACH-000047,-0.0909360577548
ACH-000052,0.0004957720495880001
ACH-000053,-0.0703472761487
ACH-000054,-0.07578046686810001
ACH-000055,0.024984550942700003
ACH-000060,-0.018802032084299997
ACH-000067,-0.157808421699
ACH-000070,-0.157235038261
ACH-000075,0.0249947588582
ACH-000078,-0.0223789561356
ACH-000082,-0.124648384747
ACH-000085,-0.09970117481889998
ACH-000086,-0.049416997273500005
ACH-000087,-0.379910629124
ACH-000092,-0.223622716759
ACH-000095,-0.00975536988949
ACH-000097,-0.00218182111713
ACH-000098,-0.0843900258046
ACH-000099,-0.0813924443862
ACH-000108,0.0762595159146
ACH-000113,-0.128540860547
ACH-000115,-0.061157493493900004
ACH-000116,-0.11650404823300001
ACH-000118,-0.146568059725
ACH-000120,0.05921877061840001
ACH-000123,-0.06549027911369999
ACH-000127,-0.0659034430827
ACH-000128,-0.143113238194
ACH-000132,-0.0948041760447
ACH-000133,-0.10671611576
ACH-000137,-0.00478819753088
ACH-000138,-0.021132345216200003
ACH-000142,-0.103209528345
ACH-000143,-0.11950882282500001
ACH-000146,-0.0646373345498
ACH-000148,-0.173839341652
ACH-000150,-0.14691427609899999
ACH-000152,-0.08399123907889999
ACH-000153,-0.22036129554
ACH-000159,-0.0185696692759
ACH-000160,-0.164401485468
ACH-000163,-0.150949343287
ACH-000167,-0.182183068761
ACH-000168,-0.0452047195593
ACH-000169,-0.0735286218483
ACH-000178,0.0760344270887
ACH-000182,-0.023206272401
ACH-000183,-0.0166113508035
ACH-000188,-0.0013151786471700003
ACH-000189,-0.07282473774260001
ACH-000190,-0.186477855481
ACH-000198,-0.06311347629269999
ACH-000204,-0.112702499976
ACH-000206,-0.030484556542500003
ACH-000207,-0.169623678139
ACH-000211,-0.123628245714
ACH-000215,-0.22353338075999998
ACH-000221,-0.09737381709439999
ACH-000222,-0.11079208943499999
ACH-000223,0.00872736814506
ACH-000226,-0.0183701215446
ACH-000227,-0.316047168228
ACH-000228,-0.0794950517564
ACH-000231,-0.107004210855
ACH-000232,-0.180877098319
ACH-000233,0.005740885127179999
