,GOLGA2 (2801)
ACH-000004,-0.38536263360600004
ACH-000007,-0.40111018849299995
ACH-000009,-0.548197973617
ACH-000011,-0.138208738039
ACH-000012,-0.341957740732
ACH-000013,-0.37054489518
ACH-000014,-0.224045283254
ACH-000015,-0.41287340987599996
ACH-000017,-0.34121667092299995
ACH-000018,-0.46275310450499996
ACH-000019,-0.19585494787000002
ACH-000021,-0.48058437037
ACH-000022,-0.510814642575
ACH-000025,-0.170368022743
ACH-000028,-0.18223287029500002
ACH-000030,-0.522619525966
ACH-000035,-0.167495532058
ACH-000036,-0.545613339859
ACH-000037,-0.24671580261999998
ACH-000039,-0.6037761854420001
ACH-000040,-0.199892351264
ACH-000041,-0.20080092570900002
ACH-000042,-0.312190780135
ACH-000045,-0.203149057219
ACH-000047,-0.0532675287679
ACH-000052,-0.327679555933
ACH-000053,-0.247078009677
ACH-000054,-0.38520805700099997
ACH-000055,-0.42059628340800004
ACH-000060,-0.240293940357
ACH-000067,-0.196720595767
ACH-000070,-0.152226049993
ACH-000075,-0.486618083259
ACH-000078,-0.427793827027
ACH-000082,-0.36629827127899994
ACH-000085,-0.56146061626
ACH-000086,-0.37429982081
ACH-000087,-0.441093553014
ACH-000092,-0.275319831939
ACH-000095,-0.41318718547300004
ACH-000097,-0.324753578993
ACH-000098,-0.186789765774
ACH-000099,-0.302375580105
ACH-000108,-0.5992190720889999
ACH-000113,-0.204587615301
ACH-000115,-0.484166042911
ACH-000116,-0.44094119660400005
ACH-000118,-0.334932703995
ACH-000120,-0.235911217423
ACH-000123,-0.378887401123
ACH-000127,-0.255098715285
ACH-000128,-0.396588720157
ACH-000132,-0.299470913477
ACH-000133,-0.347872146669
ACH-000137,-0.0467220217725
ACH-000138,-0.347039551367
ACH-000142,-0.291796760772
ACH-000143,-0.0713853381761
ACH-000146,-0.305325523848
ACH-000148,-0.23557635385499998
ACH-000150,-0.417039506842
ACH-000152,-0.17238328879200002
ACH-000153,-0.0892366351537
ACH-000159,-0.24502303665800002
ACH-000160,-0.260439817076
ACH-000163,-0.42740692312899997
ACH-000167,-0.3297516339
ACH-000168,-0.455559552891
ACH-000169,-0.297960969342
ACH-000178,-0.319462232804
ACH-000182,-0.124715095691
ACH-000183,-0.363535615829
ACH-000188,-0.422839588841
ACH-000189,-0.356043831164
ACH-000190,-0.339003974524
ACH-000198,-0.271737877648
ACH-000204,-0.583355278899
ACH-000206,-0.234259076692
ACH-000207,-0.328141850868
ACH-000211,-0.24357205485300001
ACH-000215,-0.158361311668
ACH-000221,-0.43968830601099995
ACH-000222,-0.351020989295
ACH-000223,-0.28635136741
ACH-000226,-0.237672612598
ACH-000227,-0.328405625212
ACH-000228,-0.22352917422600002
ACH-000231,-0.148236539464
ACH-000232,-0.263818644135
ACH-000233,-0.5389503961640001
ACH-000234,-0.38108195232500003
ACH-000235,-0.281082331585
ACH-000237,-0.36467492053499995
ACH-000238,-0.19511780834800002
ACH-000243,-0.266605067921
ACH-000244,-0.35551525545900003
ACH-000246,-0.473973355281
ACH-000248,-0.211068586186
ACH-000250,-0.486745772038
ACH-000251,-0.327072753471
ACH-000253,-0.478456515223
ACH-000255,-0.257539934285
ACH-000256,-0.43194271950499996
ACH-000257,-0.497046499235
ACH-000258,-0.41323587637599996
ACH-000259,-0.36547015940399996
ACH-000260,-0.326619732035
ACH-000261,-0.27756614074999997
ACH-000262,-0.565807736518
ACH-000263,-0.512991405848
ACH-000264,-0.242989382674
ACH-000265,-0.276199888291
ACH-000266,-0.38568016801700006
ACH-000272,-0.390167116763
ACH-000273,-0.20122793069800002
ACH-000274,-0.429622756747
ACH-000277,-0.495239162772
ACH-000278,-0.234376516404
ACH-000279,-0.29329394675799997
ACH-000280,-0.312608754476
ACH-000281,-0.181559971354
ACH-000288,-0.0664275008296
ACH-000291,-0.321498063497
ACH-000293,-0.284084260638
ACH-000294,-0.253301170052
ACH-000295,-0.447934456461
ACH-000296,-0.234245437816
ACH-000302,-0.15611480755899998
ACH-000304,-0.339270539666
ACH-000307,-0.208678367431
ACH-000308,-0.20909043717300002
ACH-000310,-0.300308040504
ACH-000311,-0.361506932946
ACH-000312,-0.494804470685
ACH-000315,-0.125556511595
ACH-000316,-0.405885859331
ACH-000317,-0.236378294498
ACH-000318,-0.330550279695
ACH-000319,-0.389085564473
ACH-000320,-0.35191445667300003
ACH-000322,-0.23017934888500002
ACH-000323,-0.11361301010199999
ACH-000324,-0.402417720571
ACH-000329,-0.272591521482
ACH-000330,-0.18089300906800002
ACH-000331,-0.498727737327
ACH-000332,-0.282206085919
ACH-000334,0.0600424485656
ACH-000335,-0.144946249418
ACH-000336,-0.21990243191199998
ACH-000337,-0.238879267585
ACH-000339,-0.13757706244999998
ACH-000341,-0.417764534508
ACH-000348,-0.271564839839
ACH-000350,-0.0749958861558
ACH-000352,-0.292745549371
ACH-000356,-0.262639577271
ACH-000361,-0.0815638405358
ACH-000362,-0.231601815519
ACH-000363,-0.417292481783
ACH-000364,-0.29855296238
ACH-000365,-0.24755000503600003
ACH-000366,-0.386625537211
ACH-000368,-0.21003195350900003
ACH-000374,-0.10548362427100001
ACH-000375,-0.347940046901
ACH-000376,-0.42097975699100004
ACH-000381,-0.276104928002
ACH-000383,-0.263467042596
ACH-000387,-0.47617060865099997
ACH-000389,-0.309741258203
ACH-000390,-0.371128702957
ACH-000393,-0.42859718456600004
ACH-000395,-0.594587322465
ACH-000397,-0.104651895265
ACH-000401,0.00988948221733
ACH-000402,-0.314041979886
ACH-000403,-0.308807775126
ACH-000404,-0.22376801982900002
ACH-000406,-0.281935939558
ACH-000407,-0.315937401631
ACH-000408,-0.284099866081
ACH-000410,-0.328734699973
ACH-000411,-0.517913397301
ACH-000414,-0.295202666061
ACH-000415,-0.234387406475
ACH-000416,-0.315862221465
ACH-000420,-0.383632099966
ACH-000421,-0.331643892836
ACH-000424,-0.0794133065605
ACH-000425,-0.27015746375599997
ACH-000426,-0.282088935539
ACH-000427,-0.399650077072
ACH-000433,-0.33734805395000006
ACH-000436,-0.18826119605500002
ACH-000444,-0.432337824129
ACH-000445,-0.40380013087600003
ACH-000448,-0.262768873173
ACH-000450,-0.042929300095
ACH-000452,-0.122336033794
ACH-000454,-0.386162973666
ACH-000458,-0.293448268985
ACH-000459,-0.228033665209
ACH-000460,-0.40052129209200005
ACH-000461,-0.328182684426
ACH-000463,-0.407408730733
ACH-000464,-0.23808858692899998
ACH-000466,-0.203132979859
ACH-000467,-0.344472024005
ACH-000468,-0.448209743631
ACH-000469,-0.262213848184
ACH-000470,-0.522059876928
ACH-000471,-0.383976506832
ACH-000472,-0.33975307611100003
ACH-000473,-0.07051843746289999
ACH-000475,-0.291325649826
ACH-000476,-0.240586460064
ACH-000477,-0.7347563802220001
ACH-000480,-0.0904933041199
ACH-000481,-0.350052731778
ACH-000483,-0.305739473845
ACH-000484,-0.36725668929300004
ACH-000485,-0.144289146898
ACH-000486,-0.174533782095
ACH-000487,-0.263275024063
ACH-000488,-0.369524334178
ACH-000490,-0.34206825534100005
ACH-000491,-0.45416283039
ACH-000495,-0.518592425401
ACH-000496,-0.298593937846
ACH-000499,-0.11852247493200001
ACH-000500,-0.260294797925
ACH-000502,-0.22915782860599998
ACH-000503,-0.0319148766222
ACH-000505,-0.275552101967
ACH-000507,-0.395542535292
ACH-000510,-0.284425244869
ACH-000511,-0.403193237408
ACH-000512,-0.523335612558
ACH-000516,-0.263404164208
ACH-000517,-0.371044664134
ACH-000518,-0.109825103651
ACH-000520,-0.258525610334
ACH-000521,-0.44965148716799996
ACH-000522,-0.215704003425
ACH-000524,-0.371932449815
ACH-000527,-0.332575500935
ACH-000528,-0.521819428693
ACH-000537,-0.34693104435500005
ACH-000541,-0.13008439635
ACH-000542,-0.362131911425
ACH-000544,-0.37279652395199997
ACH-000545,-0.24651571259500002
ACH-000547,0.093063970187
ACH-000548,-0.371954237823
ACH-000549,-0.30843255655
ACH-000550,-0.17836501824099998
ACH-000552,-0.310665356472
ACH-000556,-0.216054796267
ACH-000557,-0.35631503152800004
ACH-000570,-0.5460494099009999
ACH-000571,-0.331371583435
ACH-000573,-0.236245050733
ACH-000576,-0.35533168654299996
ACH-000580,-0.203534873122
ACH-000584,-0.211492727103
ACH-000585,-0.130798023682
ACH-000588,-0.126591039541
ACH-000589,-0.212600755099
ACH-000591,-0.198746777831
ACH-000593,-0.42204598235
ACH-000600,-0.404393558809
ACH-000601,-0.351953134315
ACH-000604,-0.0168483600828
ACH-000605,-0.447993098428
ACH-000606,-0.208039433149
ACH-000608,-0.474421750736
ACH-000614,-0.329226926257
ACH-000616,-0.127659421536
ACH-000618,-0.21293368702799997
ACH-000619,-0.175832738272
ACH-000620,-0.221901439487
ACH-000621,-0.296089865193
ACH-000622,-0.187445439212
ACH-000623,-0.09291390982100001
ACH-000624,-0.39152856022
ACH-000627,-0.52826069463
ACH-000630,-0.264412284368
ACH-000632,-0.11286419908800001
ACH-000633,-0.257284808657
ACH-000637,-0.28040018633499997
ACH-000638,-0.23249555775400002
ACH-000646,-0.435032100864
ACH-000647,-0.18473642104899998
ACH-000648,-0.526753107037
ACH-000649,-0.42469846425700003
ACH-000651,-0.292215741531
ACH-000652,-0.21674840469300002
ACH-000653,-0.0852342732252
ACH-000657,-0.313796748746
ACH-000658,-0.486320273083
ACH-000661,-0.291276130292
ACH-000662,-0.526873344001
ACH-000663,-0.211554493992
ACH-000665,-0.188150761025
ACH-000671,-0.243436428004
ACH-000673,-0.22348974436500002
ACH-000676,-0.257839032401
ACH-000677,-0.35211553331999995
ACH-000681,-0.461939196843
ACH-000682,-0.338760320537
ACH-000683,-0.373499821435
ACH-000684,-0.149019862374
ACH-000688,-0.228441487068
ACH-000693,-0.223414940259
ACH-000694,-0.29955700018599996
ACH-000695,-0.285211704963
ACH-000696,-0.236767722118
ACH-000697,-0.699522526323
ACH-000699,-0.23634393717399999
ACH-000701,-0.28752683009
ACH-000706,-0.21940625277800002
ACH-000711,-0.434951105673
ACH-000713,-0.331795714039
ACH-000714,-0.207025952413
ACH-000718,-0.517521698166
ACH-000720,-0.257007042227
ACH-000721,-0.45656739799699997
ACH-000724,-0.26477190914500004
ACH-000725,-0.352079566919
ACH-000732,-0.320542203519
ACH-000734,-0.32268139883499997
ACH-000735,-0.266446424185
ACH-000736,-0.30940982501
ACH-000738,-0.305852229395
ACH-000746,-0.573500171087
ACH-000747,-0.271458601957
ACH-000748,-0.358278993557
ACH-000753,-0.37207110633900004
ACH-000756,-0.663741486079
ACH-000757,-0.513508918248
ACH-000758,-0.256770290655
ACH-000760,-0.287327750315
ACH-000763,-0.276162047872
ACH-000764,-0.30834962097
ACH-000765,-0.14970359105699999
ACH-000766,-0.0666255220174
ACH-000767,-0.22828496222800002
ACH-000768,-0.289108343965
ACH-000769,-0.47420611564900006
ACH-000770,-0.27211598421300004
ACH-000771,-0.057554328162000006
ACH-000773,-0.42740256338
ACH-000776,-0.342143530057
ACH-000777,-0.09027901569060001
ACH-000778,-0.379836573509
ACH-000781,-0.302340678315
ACH-000782,-0.195704574911
ACH-000783,-0.39545784541400003
ACH-000784,-0.328199607688
ACH-000785,-0.244422366096
ACH-000787,-0.37285133723200004
ACH-000788,-0.266353158841
ACH-000791,-0.290807531936
ACH-000792,-0.360624205368
ACH-000794,-0.219447375975
ACH-000796,-0.338170928251
ACH-000799,-0.46174574666999996
ACH-000800,-0.331638135249
ACH-000802,-0.177532314729
ACH-000804,-0.318708691881
ACH-000805,-0.4923297147
ACH-000809,-0.313144939031
ACH-000810,0.08013515767030001
ACH-000811,-0.26614181635
ACH-000817,-0.155515096621
ACH-000819,-0.130550974929
ACH-000820,-0.0387752999408
ACH-000821,-0.399926717558
ACH-000822,-0.41269978259900003
ACH-000823,-0.213784307442
ACH-000824,-0.307651288192
ACH-000827,-0.159500224429
ACH-000829,-0.263526388956
ACH-000831,-0.115414529994
ACH-000832,-0.589668610932
ACH-000833,-0.41901178714000004
ACH-000834,-0.39381837236999995
ACH-000835,-0.239128393173
ACH-000836,-0.266172415484
ACH-000837,-0.27981085976
ACH-000838,-0.48908225312799997
ACH-000839,-0.33341616256400003
ACH-000840,-0.22791986420899998
ACH-000841,-0.46322645031599996
ACH-000843,-0.083627519549
ACH-000846,-0.245072331742
ACH-000847,-0.0863546176597
ACH-000848,-0.166756733528
ACH-000849,-0.41452974035400003
ACH-000851,-0.40861859737499995
ACH-000855,-0.161968616114
ACH-000856,-0.265270762171
ACH-000858,-0.396252236466
ACH-000859,-0.13290417492599998
ACH-000861,-0.45449417585600005
ACH-000862,-0.34300785251000004
ACH-000865,-0.26922105842099997
ACH-000866,-0.276754091431
ACH-000867,-0.30442669915
ACH-000869,-0.154357128816
ACH-000872,-0.194547124338
ACH-000873,-0.657552074986
ACH-000876,-0.316693765898
ACH-000878,-0.29729798487
ACH-000880,-0.330203727815
ACH-000881,-0.12353648463099999
ACH-000882,-0.39507825268700003
ACH-000884,-0.42849636068400004
ACH-000885,-0.25885557850900004
ACH-000887,-0.251497850266
ACH-000888,-0.6284247182980001
ACH-000889,-0.108233588824
ACH-000890,-0.20030087033100002
ACH-000896,-0.28451558853799996
ACH-000898,-0.16820880739900002
ACH-000900,-0.41141596719800005
ACH-000901,-0.319599775898
ACH-000905,-0.212744211241
ACH-000906,-0.247116166804
ACH-000907,-0.6123665290720001
ACH-000910,-0.251024421285
ACH-000911,-0.408854047981
ACH-000912,-0.310848124738
ACH-000913,-0.25841520663
ACH-000915,-0.27742048723
ACH-000916,-0.263833046695
ACH-000917,-0.29386469916700003
ACH-000921,-0.140452149118
ACH-000924,-0.27666575234
ACH-000926,-0.336920667976
ACH-000928,-0.5899312351039999
ACH-000929,-0.48112800856399995
ACH-000932,-0.421835709544
ACH-000935,-0.18030447663899998
ACH-000936,-0.292912853345
ACH-000937,-0.24798950871999997
ACH-000938,-0.175855073162
ACH-000939,-0.16957678190499997
ACH-000941,-0.244468643052
ACH-000943,-0.318592198578
ACH-000946,-0.251094292032
ACH-000947,-0.212971564865
ACH-000948,-0.284680341239
ACH-000950,-0.46080488529299996
ACH-000953,-0.118262500691
ACH-000957,-0.31339676961
ACH-000958,-0.269521122881
ACH-000960,-0.247163565787
ACH-000963,-0.09024447811769999
ACH-000968,-0.370074431734
ACH-000969,-0.220992442735
ACH-000973,-0.385974796216
ACH-000974,-0.315564476298
ACH-000975,-0.355728224786
ACH-000976,-0.28270446279399997
ACH-000978,-0.066205732457
ACH-000980,-0.238214933038
ACH-000984,-0.356346793652
ACH-000986,-0.40237332670500003
ACH-000988,-0.441223878465
ACH-000993,-0.40448162155999995
ACH-000994,-0.361897703014
ACH-000996,-0.32789594073899997
ACH-001001,-0.247451243314
ACH-001020,-0.386894892026
ACH-001028,-0.43660276703999995
ACH-001031,-0.279418917468
ACH-001038,-0.168538969837
ACH-001048,-0.453444494917
ACH-001050,-0.205268185488
ACH-001053,-0.5070957103939999
ACH-001054,-0.456754973086
ACH-001061,-0.279012361014
ACH-001067,-0.253732626759
ACH-001075,-0.47466122042400005
ACH-001096,-0.38161822203400003
ACH-001128,0.37414522522699994
ACH-001134,-0.37589776261999996
ACH-001151,-0.353195098103
ACH-001163,-0.607302908029
ACH-001164,0.00810844176653
ACH-001173,-0.17169458791900002
ACH-001183,-0.37158594288099994
ACH-001184,-0.33605376157399997
ACH-001190,-0.0937076160129
ACH-001192,-0.28608793367199997
ACH-001193,-0.499598512649
ACH-001196,-0.39043532504100004
ACH-001197,-0.509718652548
ACH-001205,-0.0735807508203
ACH-001211,-0.228790242295
ACH-001212,-0.18787532845600002
ACH-001228,-0.410807425065
ACH-001232,-0.238256858674
ACH-001239,-0.32217749607900004
ACH-001274,-0.22123571049199997
ACH-001275,-0.272667899381
ACH-001277,-0.438849211174
ACH-001278,-0.288042522681
ACH-001280,-0.378521879994
ACH-001283,-0.299660610171
ACH-001289,-0.059511534649999996
ACH-001295,-0.273298706483
ACH-001300,-0.24957710698899999
ACH-001301,-0.322642590676
ACH-001302,-0.274885210178
ACH-001303,-0.37922167126
ACH-001306,-0.157028764554
ACH-001318,-0.254983744478
ACH-001322,-0.26729445982
ACH-001328,-0.22960060616099998
ACH-001332,0.0465662173152
ACH-001333,-0.40761692708700004
ACH-001336,-0.43023012813999995
ACH-001340,-0.351221853661
ACH-001346,-0.104355536686
ACH-001353,-0.23512207136
ACH-001354,-0.353379749185
ACH-001367,-0.34021134797200003
ACH-001368,-0.402094992593
ACH-001374,-0.209242025975
ACH-001375,-0.21795283826900003
ACH-001377,-0.586741608515
ACH-001380,-0.31952851785999997
ACH-001391,-0.39581487528000003
ACH-001407,-0.248278360832
ACH-001408,-0.34849225492299996
ACH-001413,-0.00366370530606
ACH-001430,-0.102139736411
ACH-001431,-0.03949469726219999
ACH-001450,-0.13492005588199998
ACH-001496,-0.210772049828
ACH-001500,-0.500334682808
ACH-001521,-0.27695954873399997
ACH-001523,-0.283102111298
ACH-001532,-0.32990609188700004
ACH-001536,-0.394449817152
ACH-001550,-0.266420101738
ACH-001552,-0.150644560899
ACH-001554,-0.326777418585
ACH-001645,-0.147556462261
ACH-001654,-0.326917905314
ACH-001715,-0.182962914364
ACH-001735,-0.19150044093
ACH-001736,-0.37408143471999994
ACH-001737,-0.7409208166560001
ACH-001740,-0.141752721026
ACH-001745,-0.253310299086
ACH-001750,-0.347345916159
ACH-001765,-0.140645528253
ACH-001956,-0.46568398325000004
ACH-001957,-0.313017123706
