,AVPI1 (60370)
ACH-000004,-0.142366178879
ACH-000007,0.117969321141
ACH-000009,-0.0636568087777
ACH-000011,-0.126178780545
ACH-000012,-0.0906518529249
ACH-000013,-0.0430607725215
ACH-000014,0.178975813917
ACH-000015,-0.233140545825
ACH-000017,-0.0014810847998099998
ACH-000018,-0.0575752052919
ACH-000019,-0.0174679676635
ACH-000021,-0.0816354159375
ACH-000022,0.0375736906296
ACH-000025,-0.18447121188499999
ACH-000028,0.0202082556686
ACH-000030,-0.0867933302602
ACH-000035,-0.24646239696400002
ACH-000036,-0.0803298472088
ACH-000037,-0.205741103169
ACH-000039,-0.16125107737
ACH-000040,-0.10122345711200001
ACH-000041,-0.19165506180999997
ACH-000042,-0.101586109777
ACH-000045,0.0136484451458
ACH-000047,0.0404669134128
ACH-000052,-0.11061969737199999
ACH-000053,-0.101069128277
ACH-000054,-0.10084416074
ACH-000055,-0.0474417624949
ACH-000060,-0.33495348936
ACH-000067,-0.306256571893
ACH-000070,0.251945602714
ACH-000075,0.006548938346640001
ACH-000078,0.039311484722599994
ACH-000082,0.0436158136649
ACH-000085,-0.15285943892599999
ACH-000086,-0.13337497969599998
ACH-000087,-0.029862850577500002
ACH-000092,-0.11791493508300001
ACH-000095,-0.0630611646745
ACH-000097,-0.150656311085
ACH-000098,-0.260630171096
ACH-000099,-0.040951762432300004
ACH-000108,-0.107912420462
ACH-000113,-0.134981093838
ACH-000115,-0.132311635508
ACH-000116,-0.09852946004259999
ACH-000118,-0.00246222145055
ACH-000120,0.023352577221
ACH-000123,-0.04515866768540001
ACH-000127,-0.246349132089
ACH-000128,0.0162318673294
ACH-000132,-0.137413237411
ACH-000133,-0.158322517474
ACH-000137,-0.201671009487
ACH-000138,-0.047821186865999996
ACH-000142,-0.120549567248
ACH-000143,0.0166185058201
ACH-000146,-0.0232532731149
ACH-000148,-0.23543220684
ACH-000150,-0.131228011882
ACH-000152,-0.214583886963
ACH-000153,0.174897491095
ACH-000159,-0.08890427162070001
ACH-000160,-0.37719596203
ACH-000163,-0.223316594401
ACH-000167,-0.19093720873199999
ACH-000168,-0.308157053095
ACH-000169,-0.276880449972
ACH-000178,-0.0367317296985
ACH-000182,-0.238256842001
ACH-000183,-0.24439381295899998
ACH-000188,-0.0453459167088
ACH-000189,-0.235223143184
ACH-000190,-0.142233074788
ACH-000198,-0.16884778418
ACH-000204,-0.453206434342
ACH-000206,-0.22277629843600003
ACH-000207,-0.148698864201
ACH-000211,-0.130857650294
ACH-000215,-0.09148921072910002
ACH-000221,-0.201059103389
ACH-000222,-0.00803125895642
ACH-000223,-0.173249353969
ACH-000226,-0.174290532152
ACH-000227,-0.029390475544599996
ACH-000228,-0.18191067104000003
ACH-000231,-0.168409735949
ACH-000232,-0.069845698376
ACH-000233,-0.12541447596799998
ACH-000234,-0.154740016685
ACH-000235,-0.0728103112757
ACH-000237,-0.22667847180300002
ACH-000238,-0.23928262416700002
ACH-000243,-0.09525538274550001
ACH-000244,-0.107930387405
ACH-000246,-0.205051697244
ACH-000248,-0.0587132903482
ACH-000250,-0.1580255276
