,ERVW-1 (30816)
ACH-000004,-0.781435970074
ACH-000007,-0.462299165365
ACH-000009,-0.399935685541
ACH-000011,-0.630842278482
ACH-000012,-0.729957588773
ACH-000013,-0.29628128986499996
ACH-000014,-0.576875223725
ACH-000015,-0.208920362326
ACH-000017,-0.21021768200399998
ACH-000018,-0.55922663722
ACH-000019,-0.613315352417
ACH-000021,-0.762078387861
ACH-000022,-0.459716237809
ACH-000025,-0.802982720333
ACH-000028,-0.45048540018
ACH-000030,-0.594604455001
ACH-000035,-0.795098341338
ACH-000036,-0.5166809950060001
ACH-000037,-0.5981126600259999
ACH-000039,-0.8170292649330001
ACH-000040,-0.7182228869830001
ACH-000041,-0.537226479715
ACH-000042,-0.5605502022469999
ACH-000045,-0.630220151873
ACH-000047,-0.560759114842
ACH-000052,-0.6865208004469999
ACH-000053,-0.5217930100399999
ACH-000054,-0.446629669741
ACH-000055,-0.599240079321
ACH-000060,-0.745523595403
ACH-000067,-0.550091658078
ACH-000070,-0.547844442784
ACH-000075,-0.776494878651
ACH-000078,-0.6639941263920001
ACH-000082,-0.573386940965
ACH-000085,-0.635679265036
ACH-000086,-0.419496966964
ACH-000087,-0.45044573274800004
ACH-000092,-0.698951102706
ACH-000095,-0.711725590426
ACH-000097,-0.528202427258
ACH-000098,-0.584846235514
ACH-000099,-0.574166914999
ACH-000108,-0.606612886021
ACH-000113,-0.355224116805
ACH-000115,-0.44888713722900003
ACH-000116,-0.565696476483
ACH-000118,-0.473501354048
ACH-000120,-0.655208528815
ACH-000123,-0.369826580475
ACH-000127,-0.5783294416579999
ACH-000128,-0.46736867727
ACH-000132,-0.49101253435000003
ACH-000133,-0.565876098604
ACH-000137,-0.454496165691
ACH-000138,-0.377029759126
ACH-000142,-0.738485168211
ACH-000143,-0.6638775667979999
ACH-000146,-0.335677205312
ACH-000148,-0.332096752262
ACH-000150,-0.553951382788
ACH-000152,-0.516714429847
ACH-000153,-0.24796715561299998
ACH-000159,-0.613172965331
ACH-000160,-0.524798842497
ACH-000163,-0.40882109700999997
ACH-000167,-0.493244774131
ACH-000168,-0.454415977417
ACH-000169,-0.6002803898210001
ACH-000178,-0.28132500710999997
ACH-000182,-0.43930871521799997
ACH-000183,-0.455098184393
ACH-000188,-0.570476366585
ACH-000189,-0.461829139563
ACH-000190,-0.6937524843870001
ACH-000198,-0.553178021259
ACH-000204,-0.08688518980419999
ACH-000206,-0.40813387379
ACH-000207,-0.510759908148
ACH-000211,-0.636335970751
ACH-000215,-0.578395882814
ACH-000221,-0.6837573194390001
ACH-000222,-0.6840122014309999
ACH-000223,-0.746235381064
ACH-000226,-0.564436946759
ACH-000227,-0.895720430941
ACH-000228,-0.316497588542
ACH-000231,-0.5556174667029999
ACH-000232,-0.688035157585
ACH-000233,-0.473715072636
ACH-000234,-0.326777311746
ACH-000235,-0.374234262338
ACH-000237,-0.604636582974
ACH-000238,-0.77445858792
ACH-000243,-0.51231957842
ACH-000244,-0.611725650599
ACH-000246,-0.404887198966
ACH-000248,-0.17709890449299998
ACH-000250,-0.6606294700399999
ACH-000251,-0.425611566463
ACH-000253,-0.6216416136949999
ACH-000255,-0.513339866509
ACH-000256,-0.508564315523
ACH-000257,-0.324189324548
ACH-000258,-0.623640585153
ACH-000259,-0.436626089817
ACH-000260,-0.548294834595
ACH-000261,-0.675993528529
ACH-000262,-0.355346135929
ACH-000263,-1.03762753298
ACH-000264,-0.603822342108
ACH-000265,-0.312433407532
ACH-000266,-0.633371533654
ACH-000272,-0.581339367195
ACH-000273,-0.5370812857899999
ACH-000274,-0.723073890934
ACH-000277,-0.22122646485800002
ACH-000278,-0.724704237771
ACH-000279,-0.621798052782
ACH-000280,-0.247600399646
ACH-000281,-0.695442119339
ACH-000288,-0.62316923862
ACH-000291,-0.35650648484700004
ACH-000293,-0.42674582993199994
ACH-000294,-0.163347303155
ACH-000295,-0.565160362303
ACH-000296,-0.635107785991
ACH-000302,-0.533738389833
ACH-000304,-0.24524589835000002
ACH-000307,-0.461605723913
ACH-000308,-0.5596869641
ACH-000310,-0.63544310647
ACH-000311,-0.642180703963
ACH-000312,-0.6072803438100001
ACH-000315,-0.499725719721
ACH-000316,-0.478558501791
ACH-000317,-0.433206199837
ACH-000318,-0.394745874607
ACH-000319,-0.46990686643299995
ACH-000320,-0.6772437756980001
ACH-000322,-0.877651330159
ACH-000323,-0.754044561197
ACH-000324,-0.476337289558
ACH-000329,-0.543972616746
ACH-000330,-0.507541630314
ACH-000331,-0.435916932317
ACH-000332,-0.504743782245
ACH-000334,-1.0677013009899998
ACH-000335,-0.466097169858
ACH-000336,-0.34904450002099996
ACH-000337,-0.382784444819
ACH-000339,-0.629152675933
ACH-000341,-0.398775779625
ACH-000348,-0.624853966821
ACH-000350,-0.306478388115
ACH-000352,-0.295318233448
ACH-000356,-0.41243970788900003
ACH-000361,-0.622267244624
ACH-000362,-0.580697435585
ACH-000363,-0.516746018254
ACH-000364,-0.673263883117
ACH-000365,-0.782666140369
ACH-000366,-0.47348099820600004
ACH-000368,-0.476316505262
ACH-000374,-0.5284924248439999
ACH-000375,-0.482335932745
ACH-000376,-0.597276329764
ACH-000381,-0.311570115742
ACH-000383,-0.758846386433
ACH-000387,-0.693724641938
ACH-000389,-0.340633000721
ACH-000390,-0.482573215849
ACH-000393,-0.698349140017
ACH-000395,-0.545601564072
ACH-000397,-0.491587696929
ACH-000401,-0.475909749894
ACH-000402,-0.961870656948
ACH-000403,-0.75047198835
ACH-000404,-0.192820211651
ACH-000406,-0.452014444399
ACH-000407,-0.41390408160899994
ACH-000408,-0.6830210993089999
ACH-000410,-0.631441226989
ACH-000411,-0.394694993705
ACH-000414,-0.567016435355
ACH-000415,-0.827084353194
ACH-000416,-0.524896435163
ACH-000420,-0.605760998766
ACH-000421,-0.588463853498
ACH-000424,-0.42092594112899995
ACH-000425,-0.569800113323
ACH-000426,-0.545679849913
ACH-000427,-0.6917524437610001
ACH-000433,-0.548971667517
ACH-000436,-0.455268185168
ACH-000444,-0.362777176368
ACH-000445,-0.394155364447
ACH-000448,-0.565856392914
ACH-000450,-0.689206009796
ACH-000452,-0.37014064915
ACH-000454,-0.308580951669
ACH-000458,-0.409503720463
ACH-000459,-0.00959448631478
ACH-000460,-0.462288460999
ACH-000461,-0.6270617970610001
ACH-000463,-0.451994225277
ACH-000464,-0.742514121006
ACH-000466,-0.445612072588
ACH-000467,-0.6245516169690001
ACH-000468,-0.85148529846
ACH-000469,-0.549579902412
ACH-000470,-0.25155971016399997
ACH-000471,-0.420304851303
ACH-000472,-0.6355866101250001
ACH-000473,-0.467847704281
ACH-000475,-0.39603987796400003
ACH-000476,-0.451828955901
ACH-000477,-0.642368627195
ACH-000480,-0.433853546478
ACH-000481,-0.491524057332
ACH-000483,-0.5077334119820001
ACH-000484,-0.24729819700599998
ACH-000485,-0.395826282671
ACH-000486,-0.405891836404
ACH-000487,-0.6237344630039999
ACH-000488,-0.48556493132100004
ACH-000490,-0.42968306747199997
ACH-000491,-0.688709130189
ACH-000495,-0.840858615815
ACH-000496,-0.520342913197
ACH-000499,-0.39155178703000004
ACH-000500,-0.5003931228840001
ACH-000502,-0.42434288329400005
ACH-000503,-0.606026143428
ACH-000505,-0.502059177478
ACH-000507,-0.603198417502
ACH-000510,-0.549923783884
ACH-000511,-0.40191127010899996
ACH-000512,-0.56925038995
ACH-000516,-0.648025423649
ACH-000517,-0.47019985360600003
ACH-000518,-0.432780243541
ACH-000520,-0.707738596311
ACH-000521,-0.575052915129
ACH-000522,-0.506859860896
ACH-000524,-0.464834235959
ACH-000527,-0.367382157609
ACH-000528,-0.39772677471699996
ACH-000537,-0.30185313292599997
ACH-000541,-0.6627729181750001
ACH-000542,-0.565182378561
ACH-000544,-0.620579533804
ACH-000545,-0.728915688929
ACH-000547,-0.40925124518899997
ACH-000548,-0.531008634323
ACH-000549,-0.592756285863
ACH-000550,-0.519931283783
ACH-000552,-0.5727871501290001
ACH-000556,-0.590100002125
ACH-000557,-0.7332682818199999
ACH-000570,-0.582205515269
ACH-000571,-0.352486011789
ACH-000573,-0.5245608097919999
ACH-000576,-0.488453097531
ACH-000580,-0.366823403028
ACH-000584,-0.47624651339900004
ACH-000585,-0.5998454170359999
ACH-000588,-0.267460238434
ACH-000589,-0.321096530878
ACH-000591,-0.32056730478100004
ACH-000593,-0.565753052343
ACH-000600,-0.47427534837700003
ACH-000601,-0.44571703553
ACH-000604,-0.50919411268
ACH-000605,-0.5696017283120001
ACH-000606,-0.613742134747
ACH-000608,-0.7049915486139999
ACH-000614,-0.632854364476
ACH-000616,-0.645855536864
ACH-000618,-0.456701664768
ACH-000619,-0.6822026769859999
ACH-000620,-0.556960031623
ACH-000621,-0.676097718053
ACH-000622,-0.823675696207
ACH-000623,-0.572684527358
ACH-000624,-0.640245985118
ACH-000627,-0.481122251633
ACH-000630,-0.511934824687
ACH-000632,-0.438886310023
ACH-000633,-0.452464315114
ACH-000637,-0.396848761669
ACH-000638,-0.48593844975100003
ACH-000646,-0.539660284132
ACH-000647,-0.25295514751
ACH-000648,-0.615816355781
ACH-000649,-0.494006800462
ACH-000651,-0.440640368404
ACH-000652,-0.445954206376
ACH-000653,-0.26962008324700004
ACH-000657,-0.524264598502
ACH-000658,-0.813625000452
ACH-000661,-0.5519993412740001
ACH-000662,-0.25266679057700003
ACH-000663,-0.49580544579400004
ACH-000665,-0.550985874058
ACH-000671,-0.40124106448700003
ACH-000673,-0.804877716961
