,CRLS1 (54675)
ACH-000004,-0.823090419561
ACH-000007,-1.0388516702600001
ACH-000009,-0.69306193935
ACH-000011,-0.523747452083
ACH-000012,-1.04390363818
ACH-000013,-1.07866617073
ACH-000014,-0.870949548531
ACH-000015,-0.8758394829780001
ACH-000017,-1.02723680229
ACH-000018,-0.986553116859
ACH-000019,-0.7579334444820001
ACH-000021,-0.6810611129970001
ACH-000022,-0.621044485219
ACH-000025,-0.52340548545
ACH-000028,-0.936208685502
ACH-000030,-0.932797170257
ACH-000035,-0.8319680368610001
ACH-000036,-0.622174226525
ACH-000037,-0.300205673578
ACH-000039,-1.01955062032
ACH-000040,-0.8105570395370001
ACH-000041,-1.1130843968000002
ACH-000042,-0.687630701558
ACH-000045,-0.49216060250699994
ACH-000047,-0.652901917219
ACH-000052,-0.864003646264
ACH-000053,-0.9136044461730001
ACH-000054,-0.489299674445
ACH-000055,-0.194088713585
ACH-000060,-0.742823330261
ACH-000067,-1.0080617697299998
ACH-000070,-0.6297056902220001
ACH-000075,-0.6077755366600001
ACH-000078,-0.552136533543
ACH-000082,-0.460986377824
ACH-000085,-0.584058103439
ACH-000086,-0.876381617203
ACH-000087,-0.650681328305
ACH-000092,-0.468887653376
ACH-000095,-0.5149327903859999
ACH-000097,-1.03013626191
ACH-000098,-0.49373234068899996
ACH-000099,-0.34799251443
ACH-000108,-0.8237869489
ACH-000113,-0.691092125212
ACH-000115,-0.830504965448
ACH-000116,-0.867459657844
ACH-000118,-0.675246726922
ACH-000120,-0.612884188092
ACH-000123,-0.543690088876
ACH-000127,-0.829657596911
ACH-000128,-1.0878719397799999
ACH-000132,-0.784847931067
ACH-000133,-0.9982247962720001
ACH-000137,-0.7586901730760001
ACH-000138,-0.837748994562
ACH-000142,-0.48312180626400003
ACH-000143,-0.731879951294
ACH-000146,-1.3823063354799998
ACH-000148,-0.746954647001
ACH-000150,-0.8949449067090001
ACH-000152,-0.808359618505
ACH-000153,-0.523345742262
ACH-000159,-0.47727781090899996
ACH-000160,-1.0587229713200002
ACH-000163,-0.5794075921190001
ACH-000167,-0.264116881774
ACH-000168,-0.918439146432
ACH-000169,-0.938081777956
ACH-000178,-0.6807362550139999
ACH-000182,-0.573715150314
ACH-000183,-0.711692649988
ACH-000188,-0.872547507059
ACH-000189,-0.7208738651540001
ACH-000190,-0.6081386545840001
ACH-000198,-0.6592884230780001
ACH-000204,-0.954904146504
ACH-000206,-1.00488844735
ACH-000207,-1.09981054845
ACH-000211,-0.760854816367
ACH-000215,-0.894828527533
ACH-000221,-0.953773165214
ACH-000222,-0.849564618568
ACH-000223,-0.780550545322
ACH-000226,-0.868975874462
ACH-000227,-0.8563999909729999
ACH-000228,-0.632853078571
ACH-000231,-0.923343091472
ACH-000232,-1.08012162947
ACH-000233,-0.629031002959
ACH-000234,-0.565283614297
ACH-000235,-0.61910590397
ACH-000237,-0.309388641983
ACH-000238,-0.653318499413
ACH-000243,-0.866053200853
ACH-000244,-0.710998315934
ACH-000246,-0.23147240465
ACH-000248,-1.07381546061
ACH-000250,-0.5349072768249999
ACH-000251,-0.809566343313
ACH-000253,-0.790980112564
ACH-000255,-0.585714488056
ACH-000256,-0.65789722469
ACH-000257,-1.0203104775799998
ACH-000258,-0.7277946273270001
ACH-000259,-0.43254117087
ACH-000260,-0.395581767887
ACH-000261,-0.9896471088050001
ACH-000262,-0.444759302739
ACH-000263,-0.837006863931
ACH-000264,-0.41570659092900003
ACH-000265,-1.0953539341
ACH-000266,-0.457657316287
ACH-000272,-1.11617865218
ACH-000273,-0.971428086136
ACH-000274,-1.15947076349
ACH-000277,-0.756487357814
ACH-000278,-0.404979654322
ACH-000279,-0.693513123066
ACH-000280,-0.651755101181
ACH-000281,-1.12774916455
ACH-000288,-0.8530758291830001
ACH-000291,-0.7754548111570001
ACH-000293,-0.39632394333099996
ACH-000294,-0.956295462799
ACH-000295,-0.723687534508
ACH-000296,-0.611731167821
ACH-000302,-0.716571978676
ACH-000304,-0.784344988203
ACH-000307,-0.598652567151
ACH-000308,-0.686050676926
ACH-000310,-0.755004133545
ACH-000311,-0.670406963773
ACH-000312,-0.6474762410670001
ACH-000315,-0.5879963190640001
ACH-000316,-0.875356521761
ACH-000317,-0.7404479094509999
ACH-000318,-1.04384212378
ACH-000319,-0.733644122194
ACH-000320,-1.0393509617399999
ACH-000322,-0.7530102134729999
ACH-000323,-0.833123502676
ACH-000324,-0.809827769884
ACH-000329,-0.766635769964
ACH-000330,-0.835750287415
ACH-000331,-0.8052937793610001
ACH-000332,-1.15894985364
ACH-000334,-1.11789972044
ACH-000335,-0.8821352726989999
ACH-000336,-0.790747687888
ACH-000337,-0.594365421797
ACH-000339,-0.7029252539409999
ACH-000341,-0.338339844719
ACH-000348,-0.415281129674
ACH-000350,-0.632963048869
ACH-000352,-1.0805367584
ACH-000356,-1.0574350321100001
ACH-000361,-0.934585940352
ACH-000362,-0.6622109880789999
ACH-000363,-0.595060376674
ACH-000364,-0.771795180217
ACH-000365,-0.8343971880750001
ACH-000366,-0.23557187434799998
ACH-000368,-0.743046424148
ACH-000374,-0.8170445211849999
ACH-000375,-0.7833971803290001
ACH-000376,-1.03529722596
ACH-000381,-0.8749046609029999
ACH-000383,-0.635328002543
ACH-000387,-0.96296545731
ACH-000389,-0.971996275782
ACH-000390,-0.625864478135
ACH-000393,-0.63480056874
ACH-000395,-0.7195256515710001
ACH-000397,-0.523508203508
ACH-000401,-0.315168735781
ACH-000402,-1.41618133912
ACH-000403,-0.909733421927
ACH-000404,-0.918772018258
ACH-000406,-0.620384617028
ACH-000407,-1.06159322411
ACH-000408,-0.711801843372
