,LRRFIP2 (9209)
ACH-000004,0.101971972374
ACH-000007,0.116659247628
ACH-000009,0.10339009535
ACH-000011,0.32652950451699997
ACH-000012,0.375509189647
ACH-000013,0.033165551854400004
ACH-000014,0.162744963695
ACH-000015,0.10991701319700001
ACH-000017,-0.0493195751647
ACH-000018,0.207253018906
ACH-000019,0.203074148946
ACH-000021,-0.0127747896024
ACH-000022,0.164901428627
ACH-000025,-0.00433129892643
ACH-000028,0.316185334778
ACH-000030,0.14050180929
ACH-000035,0.027847350142000002
ACH-000036,0.0978745853049
ACH-000037,0.38136960669500003
ACH-000039,0.253779291647
ACH-000040,0.20986332343199998
ACH-000041,0.123619615704
ACH-000042,-3.44121683541e-05
ACH-000045,0.10044984273600001
ACH-000047,0.16681681884000002
ACH-000052,0.238710366908
ACH-000053,0.093150522899
ACH-000054,0.231002028229
ACH-000055,0.31544450500599996
ACH-000060,0.0636960384633
ACH-000067,0.269506928515
ACH-000070,0.192099030031
ACH-000075,0.128631835719
ACH-000078,-0.0468451686983
ACH-000082,0.382261918283
ACH-000085,0.07554662516810001
ACH-000086,0.129936584119
ACH-000087,0.0392560181453
ACH-000092,0.157798752845
ACH-000095,0.0413423319176
ACH-000097,0.09425544099760001
ACH-000098,0.085274274979
ACH-000099,0.136997154569
ACH-000108,0.131114984437
ACH-000113,-0.10456869078400001
ACH-000115,0.317596284575
ACH-000116,0.256769001953
ACH-000118,0.06969167534580001
ACH-000120,0.20403845446899999
ACH-000123,0.0429269760848
ACH-000127,0.08710067050869999
ACH-000128,0.239884857654
ACH-000132,0.218562852588
ACH-000133,0.12834978042300002
ACH-000137,0.10979869860099999
ACH-000138,0.18702273865200003
ACH-000142,0.057190943591400006
ACH-000143,0.174030883734
ACH-000146,0.10269443025800001
ACH-000148,0.145466518263
ACH-000150,0.0673252670002
ACH-000152,0.15355382088
ACH-000153,0.247474340941
ACH-000159,0.27175467786699997
ACH-000160,-0.11455089303400001
ACH-000163,0.215354418868
ACH-000167,0.18357113715999998
ACH-000168,0.22960105544
ACH-000169,0.0269524796903
ACH-000178,0.136955504122
ACH-000182,0.149814347199
ACH-000183,0.105202041515
ACH-000188,0.134765931927
ACH-000189,0.277830476099
ACH-000190,0.245112702942
ACH-000198,0.157921828939
ACH-000204,0.19578452626499998
ACH-000206,0.200956730474
ACH-000207,0.374161144273
ACH-000211,0.14724374666200002
ACH-000215,0.21440340971400002
ACH-000221,0.292776222212
ACH-000222,0.129072074289
ACH-000223,0.11384727268200001
ACH-000226,0.20255536588
ACH-000227,-0.136890795549
ACH-000228,-0.10495264814099999
ACH-000231,0.171042481303
ACH-000232,0.16758012476700002
ACH-000233,0.18400840330499998
ACH-000234,0.22421406690499998
ACH-000235,0.0618510322188
ACH-000237,0.211065740629
ACH-000238,0.132852060585
ACH-000243,0.184425944222
ACH-000244,0.0388686258392
ACH-000246,0.301622647046
ACH-000248,-0.198721099457
ACH-000250,0.109915278301
ACH-000251,0.13287963624500002
ACH-000253,0.17406673922899998
ACH-000255,0.16598011188
ACH-000256,0.137188687077
ACH-000257,-0.09235589696110001
ACH-000258,0.254617328187
ACH-000259,0.130624318257
ACH-000260,0.108683504418
ACH-000261,0.202951018836
ACH-000262,0.155365054886
ACH-000263,0.047738712110099994
ACH-000264,0.122193874605
ACH-000265,0.0407131501204
ACH-000266,0.0566091471759
ACH-000272,0.225574600741
ACH-000273,0.044692351882800005
ACH-000274,0.0887219079662
ACH-000277,0.07397089106919999
ACH-000278,0.128225218571
ACH-000279,-0.00112011860115
ACH-000280,0.04240111822380001
ACH-000281,0.172849173638
ACH-000288,0.263280932721
ACH-000291,0.154863320466
ACH-000293,0.30454734198100003
ACH-000294,0.0642696897368
ACH-000295,0.0796097083021
ACH-000296,0.204226807337
ACH-000302,0.196572116219
ACH-000304,-0.009711561684100001
ACH-000307,0.112187432523
ACH-000308,0.0519619585743
ACH-000310,-0.06397162893569999
ACH-000311,0.115815122402
ACH-000312,0.0569397322922
ACH-000315,0.177336950676
ACH-000316,0.17444125554900003
ACH-000317,-0.05190176520269999
ACH-000318,0.06886533667110001
ACH-000319,0.300867449276
ACH-000320,0.018033514014999998
ACH-000322,0.17236359831599998
ACH-000323,0.307876095859
ACH-000324,0.11098479775100001
ACH-000329,0.10438637657199999
ACH-000330,0.34303500290399996
ACH-000331,0.141961293819
ACH-000332,0.0246562390174
ACH-000334,0.40673002339500003
ACH-000335,0.126159902446
ACH-000336,0.48432030652900004
ACH-000337,0.09566331718839999
ACH-000339,0.11771581899700001
ACH-000341,0.20648967962200002
ACH-000348,0.31319883203000004
ACH-000350,0.177733187198
ACH-000352,0.17753468383
ACH-000356,0.08754311835459999
ACH-000361,0.204917395874
ACH-000362,0.038502852726
ACH-000363,0.267284966014
ACH-000364,0.163283556748
ACH-000365,0.125735393438
ACH-000366,0.040950587949
ACH-000368,0.329684149197
ACH-000374,-0.00280799433323
ACH-000375,0.0902636935584
ACH-000376,0.173289775555
ACH-000381,0.18809732780699998
ACH-000383,0.148875366121
ACH-000387,0.08550401427349999
ACH-000389,0.34795458790899997
ACH-000390,0.213633161417
ACH-000393,0.267002329777
ACH-000395,0.104867629867
ACH-000397,0.12074183523700001
ACH-000401,0.124252938984
ACH-000402,0.054824186737099996
ACH-000403,0.218616401037
ACH-000404,0.19562357559000002
ACH-000406,0.07663770450780001
ACH-000407,0.258439893608
ACH-000408,0.12027446488099999
ACH-000410,0.250882696088
ACH-000411,0.0619501901439
ACH-000414,0.07025917042089999
ACH-000415,0.0793163991198
ACH-000416,0.145128966611
ACH-000420,0.26617579851100004
ACH-000421,0.168931689646
ACH-000424,0.0321451310098
ACH-000425,0.103187347643
ACH-000426,0.388391845889
ACH-000427,0.24497792244600003
ACH-000433,0.315295110118
ACH-000436,0.106882022257
ACH-000444,0.24881156835299997
ACH-000445,0.42188630272600003
ACH-000448,0.22603634014
ACH-000450,0.0959308844647
ACH-000452,0.11029095805700001
ACH-000454,0.09153931600479999
ACH-000458,0.301246182776
ACH-000459,0.20628863619000004
ACH-000460,0.218514506665
ACH-000461,0.0461670547455
ACH-000463,0.22566137252500001
ACH-000464,0.27818090255399996
ACH-000466,0.130791661058
ACH-000467,0.15087708352600002
ACH-000468,0.016404335359799998
ACH-000469,0.154284811295
ACH-000470,0.110595432694
ACH-000471,0.177428267872
ACH-000472,0.129715585559
ACH-000473,0.325582733375
ACH-000475,0.13188806104
ACH-000476,0.39393759494
ACH-000477,0.460453762267
ACH-000480,0.39704799476499997
ACH-000481,0.0826118141335
ACH-000483,0.143471309337
ACH-000484,0.188768052991
ACH-000485,0.292474381876
ACH-000486,0.15953179077500002
ACH-000487,0.160638276982
ACH-000488,0.254491488991
ACH-000490,-0.07760168317800001
ACH-000491,0.0677248879076
ACH-000495,0.10506818953
ACH-000496,0.43637755322599997
ACH-000499,0.26320166724
ACH-000500,0.305977602329
ACH-000502,0.11621226754899999
ACH-000503,0.165323419947
ACH-000505,0.256791535107
ACH-000507,0.22747019609400002
ACH-000510,0.125735885031
ACH-000511,0.114634699331
ACH-000512,0.114251269408
ACH-000516,0.202176169747
ACH-000517,0.036985619868199995
ACH-000518,0.223330429117
ACH-000520,0.15266266481899998
ACH-000521,0.177232950091
ACH-000522,-0.00308054345627
ACH-000524,0.241226385197
ACH-000527,0.214061652909
ACH-000528,0.123860329909
ACH-000537,0.130619745932
ACH-000541,0.446284253022
ACH-000542,0.17439845799800002
ACH-000544,0.100477650857
ACH-000545,0.22238799863400002
ACH-000547,0.00431070032048
ACH-000548,0.18154824631400002
ACH-000549,0.17762719664
ACH-000550,0.0774080224201
ACH-000552,0.0136466053794
ACH-000556,0.16860400273899998
ACH-000557,0.168530699325
ACH-000570,0.172408230549
ACH-000571,0.23724125782699998
ACH-000573,0.348526389181
ACH-000576,0.0676384237573
ACH-000580,0.027071404493499998
ACH-000584,0.32918001507100003
ACH-000585,0.152764058558
ACH-000588,0.300961326808
ACH-000589,0.09946600895980001
ACH-000591,0.28671801282
ACH-000593,0.124191649306
ACH-000600,0.127105804201
ACH-000601,0.157548947334
ACH-000604,0.257324069952
ACH-000605,0.158908452522
ACH-000606,0.282218808478
ACH-000608,0.0509647655086
ACH-000614,0.130604281774
ACH-000616,0.0794638732993
ACH-000618,0.14270978612500002
