,CKAP5 (9793)
ACH-000004,-1.45634841349
ACH-000007,-1.4146580702
ACH-000009,-1.50248560072
ACH-000011,-1.2255617868200002
ACH-000012,-1.60369494986
ACH-000013,-1.4385003424
ACH-000014,-1.4511003602599999
ACH-000015,-1.2612354388
ACH-000017,-1.1329227003
ACH-000018,-0.9426275243250001
ACH-000019,-1.8156651488799997
ACH-000021,-1.20143508391
ACH-000022,-1.3556244808700002
ACH-000025,-1.4851875012399998
ACH-000028,-1.3419350452299998
ACH-000030,-1.44545223986
ACH-000035,-1.10267686865
ACH-000036,-1.14396034526
ACH-000037,-1.9217924479099997
ACH-000039,-1.38117452717
ACH-000040,-1.56383451087
ACH-000041,-1.322751883
ACH-000042,-1.41928240083
ACH-000045,-1.55856252622
ACH-000047,-1.5581950131600002
ACH-000052,-0.941603231129
ACH-000053,-1.4292476356600001
ACH-000054,-1.57410407106
ACH-000055,-1.1908642040000001
ACH-000060,-1.33188255267
ACH-000067,-1.3663210944600002
ACH-000070,-1.4252498259
ACH-000075,-1.78510440971
ACH-000078,-1.65284418007
ACH-000082,-1.4167523847999999
ACH-000085,-1.42134039015
ACH-000086,-1.30685174378
ACH-000087,-1.0922053898100001
ACH-000092,-1.1253798553899999
ACH-000095,-1.5374175267899999
ACH-000097,-1.72686048479
ACH-000098,-1.05425791433
ACH-000099,-1.69765094262
ACH-000108,-1.20302708514
ACH-000113,-1.3422520835299998
ACH-000115,-1.65112426496
ACH-000116,-1.3062801863299998
ACH-000118,-1.27927652433
ACH-000120,-1.68254956155
ACH-000123,-1.3506574530000002
ACH-000127,-1.18603409005
ACH-000128,-1.65997229867
ACH-000132,-1.35458919397
ACH-000133,-1.4006014810799998
ACH-000137,-1.27653751379
ACH-000138,-1.3423717087
ACH-000142,-1.6384339198299998
ACH-000143,-1.13930992995
ACH-000146,-1.4396607013799998
ACH-000148,-1.13590509095
ACH-000150,-1.41647411352
ACH-000152,-1.3893388454700002
ACH-000153,-1.27262630667
ACH-000159,-1.5373033732899999
ACH-000160,-1.60530945826
ACH-000163,-1.4745889943200001
ACH-000167,-1.93199650189
ACH-000168,-1.05947718761
ACH-000169,-1.4383004909600001
ACH-000178,-1.18335914988
ACH-000182,-1.18320682718
ACH-000183,-1.14427985903
ACH-000188,-1.2978994860100002
ACH-000189,-1.2050957138200002
ACH-000190,-1.26751187614
ACH-000198,-1.48649137704
ACH-000204,-1.33336906463
ACH-000206,-1.1027340860600001
ACH-000207,-1.43587821243
ACH-000211,-1.3507496320200003
ACH-000215,-1.4843395307
ACH-000221,-1.4768943103100003
ACH-000222,-1.08844899166
ACH-000223,-1.25854111781
ACH-000226,-1.3255425284
ACH-000227,-1.67540670899
ACH-000228,-1.4252964543900002
ACH-000231,-1.33777976854
ACH-000232,-1.14987286605
ACH-000233,-1.44763989277
ACH-000234,-1.4908810623
ACH-000235,-1.1595982768200002
ACH-000237,-1.5741839709999998
ACH-000238,-1.546508472
ACH-000243,-1.3534632275999998
ACH-000244,-1.27949202021
ACH-000246,-1.63718483057
ACH-000248,-1.1876740072499998
ACH-000250,-1.3521515370700001
ACH-000251,-1.1915718044799999
ACH-000253,-1.259362774
ACH-000255,-1.24383323171
ACH-000256,-1.68863189371
ACH-000257,-1.52174437363
ACH-000258,-1.37773753823
ACH-000259,-1.19451912995
ACH-000260,-1.4100302329899999
ACH-000261,-1.4638667877200002
ACH-000262,-0.9517039837019999
ACH-000263,-1.75305727277
ACH-000264,-1.7802119016
ACH-000265,-1.2972138151100001
ACH-000266,-1.2889539905
ACH-000272,-1.30189073045
ACH-000273,-1.54517097892
ACH-000274,-1.79379965627
ACH-000277,-1.01696663434
ACH-000278,-1.45583213678
ACH-000279,-1.39118249611
ACH-000280,-1.2074715981100002
ACH-000281,-1.4215202486399998
ACH-000288,-1.5297929682799998
ACH-000291,-1.4308015553100002
ACH-000293,-1.55619151979
ACH-000294,-1.36814817537
ACH-000295,-1.55025754109
ACH-000296,-1.39772207503
ACH-000302,-1.34579606924
ACH-000304,-0.9748830410609999
ACH-000307,-1.18868721548
ACH-000308,-1.61903679585
ACH-000310,-1.3881171857199999
ACH-000311,-1.4806372963799999
ACH-000312,-1.2950706986700002
ACH-000315,-1.01154163505
ACH-000316,-1.0685659661
ACH-000317,-0.8815154125810001
ACH-000318,-1.59717861633
ACH-000319,-1.4096197909700001
ACH-000320,-1.05371498383
ACH-000322,-1.06998253579
ACH-000323,-1.2437936093200002
ACH-000324,-1.5839413218599998
ACH-000329,-1.37001273128
ACH-000330,-1.2902808618100001
ACH-000331,-1.25802511263
ACH-000332,-1.3827219627399998
ACH-000334,-1.18581202692
