,APOBR (55911)
ACH-000004,-0.0310115258005
ACH-000007,0.0527867351951
ACH-000009,0.0955403311126
ACH-000011,-0.00386565211373
ACH-000012,0.05185092154590001
ACH-000013,-0.239298599476
ACH-000014,0.155274739818
ACH-000015,-0.266430519402
ACH-000017,-0.0942515655267
ACH-000018,-0.075064150831
ACH-000019,-0.0527897134947
ACH-000021,-0.0936730170984
ACH-000022,0.0077972793859300005
ACH-000025,-0.108860202612
ACH-000028,-0.14366360508
ACH-000030,0.0714071331218
ACH-000035,-0.0605297651557
ACH-000036,0.181009380354
ACH-000037,-0.049108720199499994
ACH-000039,-0.048221350924000005
ACH-000040,-0.129051548711
ACH-000041,-0.0019062084839200002
ACH-000042,0.162240767457
ACH-000045,-0.17018523721
ACH-000047,-0.18122766174199997
ACH-000052,0.16711233190400002
ACH-000053,0.023574556423900002
ACH-000054,-0.104154868071
ACH-000055,-0.223246863841
ACH-000060,0.184235644412
ACH-000067,0.00334008402324
ACH-000070,-0.07610304395089999
ACH-000075,-0.00331700130066
ACH-000078,-0.059686135642999995
ACH-000082,-0.207786726468
ACH-000085,0.055747026326599995
ACH-000086,-0.0275991138303
ACH-000087,-0.378579404093
ACH-000092,-0.293616835705
ACH-000095,-0.0578410341067
ACH-000097,-0.0982189057173
ACH-000098,-0.276018271671
ACH-000099,-0.013524270771200001
ACH-000108,-0.00717400768469
ACH-000113,-0.0755556114127
ACH-000115,0.08342609020399999
ACH-000116,-0.103503575295
ACH-000118,-0.129736950525
ACH-000120,-0.231455938727
ACH-000123,-0.10265480044
ACH-000127,-0.142993447239
ACH-000128,-0.11651802324100001
ACH-000132,-0.21192837547
ACH-000133,0.0569601768114
ACH-000137,0.00850459007349
ACH-000138,0.137595748376
ACH-000142,0.22228643463000003
ACH-000143,0.141682343287
ACH-000146,-0.0760599792221
ACH-000148,-0.048499376522199995
ACH-000150,0.0769171622212
ACH-000152,-0.00505808092482
ACH-000153,-0.41036943309600005
ACH-000159,0.0596000425414
ACH-000160,-0.00448457967002
ACH-000163,0.08994245253760001
ACH-000167,-0.040204622527300005
ACH-000168,-0.272722744067
ACH-000169,0.0837613856704
ACH-000178,-0.0737794127293
ACH-000182,-0.0443245272097
ACH-000183,-0.192455217128
ACH-000188,0.134156721971
ACH-000189,-0.00178284610106
ACH-000190,0.29080709732500004
ACH-000198,-0.115193657851
ACH-000204,0.07579132240980001
ACH-000206,-0.0561742671816
ACH-000207,0.186293740178
ACH-000211,0.0261544983916
ACH-000215,0.0467755710554
ACH-000221,-0.07494820234010001
ACH-000222,0.0869862064489
ACH-000223,-0.11229577274599999
ACH-000226,-0.055126765373
ACH-000227,-0.037311551410000005
ACH-000228,-0.030825215131900004
ACH-000231,-0.106576948377
ACH-000232,-0.033389789871
ACH-000233,-0.0572577408514
ACH-000234,0.204894884193
ACH-000235,-0.00867605559474
ACH-000237,-0.06942725738950001
ACH-000238,0.040575702847599995
ACH-000243,-0.151889491365
ACH-000244,0.182546578467
ACH-000246,0.150127320766
ACH-000248,-0.10271353613600001
ACH-000250,0.0344870215652
ACH-000251,0.111874270008
ACH-000253,-0.0038935612390500005
ACH-000255,-0.111126049507
ACH-000256,-0.05817149480330001
ACH-000257,0.132991074562
ACH-000258,-0.00437525609724
ACH-000259,0.05733951454609999
ACH-000260,-0.0983036605271
ACH-000261,-0.0191128757723
ACH-000262,-0.0370684538628
ACH-000263,0.0666663046898
ACH-000264,-0.0953622906907
ACH-000265,-0.08990114313660001
ACH-000266,-0.0379062968282
ACH-000272,0.044621367603
ACH-000273,-0.052905759480300005
ACH-000274,-0.11887789913899999
ACH-000277,0.0313368593617
ACH-000278,-0.07769081814010001
ACH-000279,-0.0616270437363
ACH-000280,-0.016785131807
ACH-000281,0.17243298894200002
ACH-000288,-0.06547943093809999
ACH-000291,-0.218035719671
ACH-000293,0.0243296053156
ACH-000294,-0.119854998769
ACH-000295,-0.239491939032
ACH-000296,-0.22627418527100002
ACH-000302,0.0069795436954
ACH-000304,-0.233209349657
ACH-000307,-0.0163774835019
ACH-000308,-0.055821508777099994
ACH-000310,-0.164132451261
ACH-000311,0.016903867046000002
ACH-000312,-0.0811661184928
ACH-000315,-0.131214054971
ACH-000316,-0.042201531761499995
ACH-000317,-0.241972392339
ACH-000318,-0.0857121885675
ACH-000319,0.0779416089644
ACH-000320,0.020729737176299997
ACH-000322,-0.377789897069
ACH-000323,0.0204218818204
ACH-000324,-0.10642384585100001
ACH-000329,0.010928866035200002
ACH-000330,-0.113615499961
ACH-000331,-0.0376795447076
ACH-000332,0.00033066026821900005
ACH-000334,-0.197715226566
ACH-000335,0.134111964537
ACH-000336,0.0067885869677700005
ACH-000337,-0.08768211083010001
ACH-000339,-0.10186437594
ACH-000341,-0.12479149576099999
ACH-000348,-0.128974247228
ACH-000350,-0.155020210042
ACH-000352,-0.0759426331012
ACH-000356,-0.10880833590500001
ACH-000361,-0.188480735649
ACH-000362,-0.234440854689
ACH-000363,-0.229068610891
ACH-000364,-0.201882542062
ACH-000365,-0.08138865365430001
ACH-000366,0.0849982516309
ACH-000368,-0.24499572794799998
ACH-000374,0.0395405538791
ACH-000375,-0.040141324885199996
ACH-000376,-0.0470025085668
ACH-000381,-0.127936274505
ACH-000383,0.07530949223439999
ACH-000387,-0.060649145874
ACH-000389,-0.09785977480730002
ACH-000390,-0.10142093442399999
ACH-000393,0.053494887008300004
ACH-000395,-0.169611658953
ACH-000397,-0.19250826140500002
ACH-000401,-0.244959416525
ACH-000402,-0.08887014118999999
ACH-000403,0.0406932329195
ACH-000404,0.36773831492700004
ACH-000406,-0.102876332973
ACH-000407,-0.19129508827199998
ACH-000408,-0.05071240300200001
ACH-000410,0.000972366918767
ACH-000411,-0.0235910291565
ACH-000414,-0.0762384007552
ACH-000415,-6.32435836675e-05
ACH-000416,-0.24397683008
ACH-000420,-0.132818391085
ACH-000421,-0.137910058566
ACH-000424,-0.0171245041107
ACH-000425,-0.254639913349
ACH-000426,0.05610629281980001
ACH-000427,-0.23535210047200003
ACH-000433,0.0863184945363
ACH-000436,-0.11269636965999998
ACH-000444,0.0919200953911
ACH-000445,-0.191549078259
ACH-000448,-0.100399178692
ACH-000450,0.022432607713200003
ACH-000452,-0.136446349612
ACH-000454,-0.205907356867
ACH-000458,-0.0183756126566
ACH-000459,-0.214344543358
ACH-000460,-0.11462904228599999
ACH-000461,-0.218316203618
ACH-000463,-0.1036056492
ACH-000464,-0.136123824238
ACH-000466,0.103469086888
ACH-000467,0.0243794617931
ACH-000468,-0.138510319559
ACH-000469,0.055526022569500004
ACH-000470,0.171042269958
ACH-000471,-0.109713566872
ACH-000472,-0.0450387477395
ACH-000473,-0.015476089901700001
ACH-000475,0.0631229774592
ACH-000476,-0.06802736858080001
ACH-000477,-0.133197766991
ACH-000480,-0.0264826479642
ACH-000481,0.157853748398
ACH-000483,-0.17979649537599998
ACH-000484,-0.236003140214
