,MISP (126353)
ACH-000004,-0.0749331866704
ACH-000007,0.06798981912190001
ACH-000009,0.11961976266100001
ACH-000011,-0.170476129981
ACH-000012,0.12946755562999998
ACH-000013,0.00866943327022
ACH-000014,0.12549175835
ACH-000015,-0.0640936726044
ACH-000017,-0.166969704356
ACH-000018,0.146993343153
ACH-000019,-0.077486535341
ACH-000021,0.0181559657798
ACH-000022,0.0354666044279
ACH-000025,0.09354849325789999
ACH-000028,-0.0224202243924
ACH-000030,-0.0329500124422
ACH-000035,-0.10395085691
ACH-000036,-0.10340308195299999
ACH-000037,-0.0185579039267
ACH-000039,-0.0652857545043
ACH-000040,-0.0623019901442
ACH-000041,0.08756883126000001
ACH-000042,0.0676938801648
ACH-000045,-0.053123314843899996
ACH-000047,-0.00832450705281
ACH-000052,0.20441612506499998
ACH-000053,0.054276460275300004
ACH-000054,-0.0570400049601
ACH-000055,-0.062302042622100005
ACH-000060,0.025194547091900003
ACH-000067,-0.0550125879768
ACH-000070,-0.212156483737
ACH-000075,0.169609400689
ACH-000078,-0.166785498852
ACH-000082,-0.0972039032803
ACH-000085,-0.0068878599362
ACH-000086,0.103992089748
ACH-000087,0.08977783552819998
ACH-000092,-0.0201060207769
ACH-000095,-0.14877121071399999
ACH-000097,0.08170059217619999
ACH-000098,-0.200355411802
ACH-000099,-0.137650738557
ACH-000108,-0.015457537209100002
ACH-000113,0.0320245998341
ACH-000115,-0.045362672265699996
ACH-000116,0.036417412366400004
ACH-000118,0.161245024671
ACH-000120,-0.040039832858
ACH-000123,-0.170105570398
ACH-000127,0.147201116599
ACH-000128,0.0473522180414
ACH-000132,0.08323608335760001
ACH-000133,0.0254014418935
ACH-000137,0.045402756172099996
ACH-000138,-0.0670012328501
ACH-000142,0.09448587399819999
ACH-000143,0.08466403702330001
ACH-000146,0.00414956847511
ACH-000148,0.06843020980690001
ACH-000150,0.0382075137206
ACH-000152,-0.0916984497727
ACH-000153,0.0573492514236
ACH-000159,-0.00905172738813
ACH-000160,0.0374514463284
ACH-000163,-0.036740931362000004
ACH-000167,0.014716660438999999
ACH-000168,-0.19919896956799998
ACH-000169,0.18942641255399997
ACH-000178,0.140212855625
ACH-000182,0.041599530322800005
ACH-000183,0.12052251442
ACH-000188,0.05714423265890001
ACH-000189,-0.08019228847889999
ACH-000190,0.054169782477199994
ACH-000198,0.125603412384
ACH-000204,0.173372156833
ACH-000206,-0.0171885986634
ACH-000207,0.114005860441
ACH-000211,0.161473890387
ACH-000215,0.13055520214000002
ACH-000221,-0.022157067020900003
ACH-000222,-0.104991248649
ACH-000223,0.0526212958581
ACH-000226,0.0664960734018
ACH-000227,0.133187582029
ACH-000228,0.18968482097199998
ACH-000231,0.09451075111300002
ACH-000232,0.147440385471
ACH-000233,0.0205932404605
ACH-000234,-0.22579662438099998
ACH-000235,-0.047172778539399995
ACH-000237,0.04521320059230001
ACH-000238,0.10976906834899999
ACH-000243,0.111674417724
ACH-000244,0.06467661620519999
ACH-000246,-0.0303771555496
ACH-000248,0.117111935043
ACH-000250,0.0577819554999
ACH-000251,-0.203468008675
