,HSPG2 (3339)
ACH-000004,0.0176439468733
ACH-000007,0.158053566504
ACH-000009,-0.0382584220318
ACH-000011,0.0566711999698
ACH-000012,0.031957310281799996
ACH-000013,0.0426966267282
ACH-000014,-0.137301409155
ACH-000015,0.078523990319
ACH-000017,-0.0631478055797
ACH-000018,-0.021683116735799996
ACH-000019,0.11066670788699999
ACH-000021,0.113539516938
ACH-000022,-0.08220629075010001
ACH-000025,0.08030669231439999
ACH-000028,0.159323133802
ACH-000030,0.120930528385
ACH-000035,-0.07022537207980001
ACH-000036,-0.0007148126709149999
ACH-000037,0.0738220810105
ACH-000039,0.09239191250880001
ACH-000040,-0.139182567679
ACH-000041,-0.22258043754299997
ACH-000042,0.0799155351751
ACH-000045,0.00890897685308
ACH-000047,0.0963664004932
ACH-000052,-0.20496097248300002
ACH-000053,-0.0025136343495599997
ACH-000054,0.0161782932189
ACH-000055,-0.0350448438934
ACH-000060,-0.0518311477808
ACH-000067,-0.163999224942
ACH-000070,0.115083470182
ACH-000075,0.0330885683074
ACH-000078,0.017283673438900003
ACH-000082,-0.006481530338289999
ACH-000085,0.0152743091999
ACH-000086,-0.00823293230818
ACH-000087,-0.18954860797400003
ACH-000092,-0.0515802590317
ACH-000095,0.0030662801078
ACH-000097,0.0295555569521
ACH-000098,0.045023481843699996
ACH-000099,-0.011095120407799999
ACH-000108,0.027117583632299998
ACH-000113,0.06433893211819999
ACH-000115,0.13042015487
ACH-000116,0.10943496979299999
ACH-000118,0.0157530796322
ACH-000120,0.0407770524854
ACH-000123,0.10847266672700001
ACH-000127,0.008811322259009999
ACH-000128,-0.23977927188499998
ACH-000132,0.00906904583981
ACH-000133,-0.01553510083
ACH-000137,-0.00211646182793
ACH-000138,0.127030007384
ACH-000142,-0.21222576689300002
ACH-000143,0.111428462952
ACH-000146,-0.051021702583400004
ACH-000148,0.0391445234784
ACH-000150,-0.0485325340711
ACH-000152,-0.28708030593199996
ACH-000153,0.125560137007
ACH-000159,-0.010022373014299998
ACH-000160,-0.0284400067809
ACH-000163,-0.0676007369808
ACH-000167,-0.25794833238000003
ACH-000168,0.0567778426939
ACH-000169,0.033123633222500004
ACH-000178,0.122848852901
ACH-000182,0.151549440543
ACH-000183,0.045107420062499994
ACH-000188,-0.00413471476341
ACH-000189,0.106005546952
ACH-000190,0.32426337943100003
ACH-000198,0.08142269217739999
ACH-000204,0.0160238255383
ACH-000206,0.0684397767068
ACH-000207,0.0153114058189
ACH-000211,0.178265812578
ACH-000215,-0.0513559981395
ACH-000221,0.043318418632800004
ACH-000222,0.115429492751
ACH-000223,0.0620809972551
ACH-000226,0.0839407109792
ACH-000227,-0.12112980844599999
ACH-000228,0.050583392634300006
ACH-000231,0.0681204410706
ACH-000232,0.09148800225510001
ACH-000233,0.0373880572211
ACH-000234,0.175662299582
ACH-000235,0.06341482605309999
ACH-000237,-0.00618108407291
ACH-000238,-0.265266431425
ACH-000243,0.0801120438139
ACH-000244,0.0359001731039
ACH-000246,0.000970015302161
ACH-000248,0.0207051411816
ACH-000250,0.0155913523997
ACH-000251,-0.0984366600278
ACH-000253,0.163218820803
ACH-000255,0.0395710587029
ACH-000256,0.236198872643
ACH-000257,-0.165857808341
ACH-000258,0.137420989242
ACH-000259,0.09826292881950001
ACH-000260,-0.00294057801885
ACH-000261,0.024109961399599998
ACH-000262,-0.0541598321564
ACH-000263,0.0154852474964
ACH-000264,-0.0522702516316
ACH-000265,0.0888381282876
ACH-000266,0.0688970103417
ACH-000272,-0.0230793332166
ACH-000273,0.055706774517400005
ACH-000274,0.00486315615395
ACH-000277,-0.0123160975214
ACH-000278,0.0843039211682
ACH-000279,-0.07443846238610001
ACH-000280,0.22332722018000004
ACH-000281,0.0601454061495
ACH-000288,0.027391433502000004
ACH-000291,0.010343053429
ACH-000293,-0.139510035172
ACH-000294,0.000303699579914
ACH-000295,0.08592516930410002
ACH-000296,-0.0109022158926
ACH-000302,0.0574379546791
ACH-000304,0.0547276289439
ACH-000307,0.011202230809299999
ACH-000308,0.00793719492506
ACH-000310,0.038890515447699996
ACH-000311,0.05737141266919999
ACH-000312,-0.09308567204500001
ACH-000315,-0.207681219853
ACH-000316,-0.0516047010083
ACH-000317,-0.024260807183
ACH-000318,-0.0303872884509
ACH-000319,0.0318262261497
ACH-000320,0.017894596794900002
ACH-000322,-0.00685420340442
ACH-000323,-0.127601543005
ACH-000324,0.0180339754757
ACH-000329,-0.174149642855
ACH-000330,-0.0378194245577
ACH-000331,0.126964953505
ACH-000332,-0.025782649765599998
ACH-000334,0.045817990307200004
ACH-000335,0.160453417633
ACH-000336,-0.0443244381515
ACH-000337,0.121123414695
ACH-000339,0.106074833117
ACH-000341,-0.154211798584
ACH-000348,-0.0382713716735
ACH-000350,0.128207757728
ACH-000352,0.0509186125845
ACH-000356,-0.0643207795431
ACH-000361,0.045314322195499995
ACH-000362,0.0733515056236
ACH-000363,0.0291327959168
ACH-000364,0.0033486622153600003
ACH-000365,-0.0317704816745
ACH-000366,0.027478197857499997
ACH-000368,-0.037642084133699995
ACH-000374,0.0139203850154
ACH-000375,0.0787690568953
ACH-000376,0.0974253320072
ACH-000381,0.127800365542
ACH-000383,0.031997319465099996
ACH-000387,0.0321460222786
ACH-000389,0.13236002690999998
ACH-000390,-0.0193402404663
ACH-000393,-0.064161091759
ACH-000395,-0.10946677467700001
ACH-000397,0.0799301297025
ACH-000401,-0.0313466858868
ACH-000402,-0.272487608847
ACH-000403,0.006972343571209999
ACH-000404,0.0484123197987
ACH-000406,-0.07427977473839999
ACH-000407,0.0828132248617
ACH-000408,0.20525341317
ACH-000410,-0.0416517686047
ACH-000411,0.0888468658045
ACH-000414,0.139715482966
ACH-000415,-0.0628578423542
ACH-000416,-0.0339545031313
ACH-000420,-0.00738500799886
ACH-000421,0.03723090377319999
ACH-000424,0.012880627286399998
ACH-000425,0.0818760998323
ACH-000426,0.152719161917
ACH-000427,0.34129122107
ACH-000433,0.032703982618800004
ACH-000436,0.221617671305
ACH-000444,0.08693668860480001
ACH-000445,0.209914768695
ACH-000448,0.00659494329988
ACH-000450,0.0674374127344
ACH-000452,0.0494416907789
ACH-000454,-0.09964016430400001
ACH-000458,0.028014396349200003
ACH-000459,0.0392844899475
ACH-000460,0.0785857084569
ACH-000461,0.12357707661299999
ACH-000463,0.05782716531380001
ACH-000464,0.108352555016
ACH-000466,0.19250679697099998
ACH-000467,0.0175583891037
ACH-000468,0.119637096441
ACH-000469,0.010328501468600001
ACH-000470,0.151451150475
ACH-000471,-0.0535644033921
ACH-000472,0.0452711936634
ACH-000473,0.04707818494300001
ACH-000475,0.0112671086134
ACH-000476,0.137067842797
ACH-000477,0.100208876783
ACH-000480,-0.0918511456092
ACH-000481,-0.00125023631049
ACH-000483,0.0403756589444
ACH-000484,-0.0458694058502
ACH-000485,-0.053515209216999995
ACH-000486,0.078930908279
ACH-000487,-0.0292505075367
ACH-000488,-0.0489987830036
ACH-000490,-0.0526814877438
ACH-000491,-0.012545548238899999
ACH-000495,0.10948788208900001
ACH-000496,-0.0354675049774
ACH-000499,-0.0727013808065
ACH-000500,-0.29545224476599996
ACH-000502,0.048010830334400005
ACH-000503,0.31828784667300003
ACH-000505,-0.021706012517
ACH-000507,0.0720921376567
ACH-000510,-0.0530172192947
ACH-000511,0.0361196282207
ACH-000512,-0.0681125867001
ACH-000516,0.027763788645799998
ACH-000517,-0.00616345676141
