,NCAN (1463)
ACH-000004,0.010263391895799999
ACH-000007,0.0100406551252
ACH-000009,-0.23541530806299998
ACH-000011,-0.0694474335199
ACH-000012,-0.290974387137
ACH-000013,-0.186013309701
ACH-000014,-0.12424016768400001
ACH-000015,-0.314733328955
ACH-000017,-0.257838392697
ACH-000018,-0.31842736645999997
ACH-000019,-0.39302974454000006
ACH-000021,-0.361603055886
ACH-000022,-0.17791731450800002
ACH-000025,-0.138644714078
ACH-000028,-0.466999825651
ACH-000030,-0.352165678313
ACH-000035,-0.156775246253
ACH-000036,-0.23157258263099997
ACH-000037,-0.17090262827999997
ACH-000039,-0.12200839418199999
ACH-000040,-0.156409324582
ACH-000041,-0.168821975096
ACH-000042,-0.344727825177
ACH-000045,-0.281880322282
ACH-000047,-0.24939656356400003
ACH-000052,-0.27143628188499996
ACH-000053,-0.20565902974800002
ACH-000054,-0.299544485621
ACH-000055,-0.027837498779299998
ACH-000060,0.15594719230100001
ACH-000067,-0.04995952164
ACH-000070,-0.144724976952
ACH-000075,-0.0798706317747
ACH-000078,-0.0218096312005
ACH-000082,-0.0789177426695
ACH-000085,-0.243235672079
ACH-000086,-0.23938615960499998
ACH-000087,0.0237113799925
ACH-000092,-0.148697746672
ACH-000095,-0.0972265825487
ACH-000097,-0.169089430806
ACH-000098,-0.273341215689
ACH-000099,-0.098977033936
ACH-000108,-0.441567785561
ACH-000113,-0.23671860257599997
ACH-000115,-0.165722808011
ACH-000116,-0.099274161947
ACH-000118,-0.297118012891
ACH-000120,-0.228195814113
ACH-000123,-0.18103607680199998
ACH-000127,-0.289260654624
ACH-000128,0.00170944540513
ACH-000132,-0.04165101921
ACH-000133,-0.109769200371
ACH-000137,-0.0958397943378
ACH-000138,-0.234410691277
ACH-000142,-0.155816669849
ACH-000143,-0.140617158503
ACH-000146,-0.29704197571999996
ACH-000148,-0.131758354408
ACH-000150,-0.260767343706
ACH-000152,-0.180440377706
ACH-000153,-0.241710786689
ACH-000159,-0.194501111932
ACH-000160,-0.0680565633336
ACH-000163,-0.29892120111299997
ACH-000167,0.0859981639681
ACH-000168,-0.168831266524
ACH-000169,-0.18830586524700002
ACH-000178,-0.0075518515013
ACH-000182,-0.190910303561
ACH-000183,0.00950928950758
ACH-000188,-0.337002940841
ACH-000189,-0.2120417016
ACH-000190,0.0340112591156
ACH-000198,-0.23126659766199997
ACH-000204,-0.177810354865
ACH-000206,-0.314766572205
ACH-000207,0.157266361929
ACH-000211,-0.189612239133
ACH-000215,-0.131779697994
ACH-000221,-0.468959209326
ACH-000222,-0.365418017291
ACH-000223,-0.030412500389
ACH-000226,0.074195967527
ACH-000227,-0.136695530583
ACH-000228,-0.229135390007
ACH-000231,-0.0608364987631
ACH-000232,-0.295698708399
ACH-000233,-0.13585096732000002
ACH-000234,-0.091229929695
ACH-000235,-0.185694448589
ACH-000237,-0.150086648785
ACH-000238,-0.046611860119500005
ACH-000243,-0.30702490328000004
ACH-000244,-0.383783216057
ACH-000246,-0.274907422932
ACH-000248,-0.248564896259
ACH-000250,-0.19893474298099997
ACH-000251,-0.588706046983
ACH-000253,-0.268028996466
ACH-000255,-0.22330879519699998
ACH-000256,-0.042866157254999995
ACH-000257,0.009668869589469999
ACH-000258,0.252112358624
ACH-000259,-0.10136789983200001
ACH-000260,-0.215998936568
ACH-000261,-0.18907969568900002
ACH-000262,0.0337962902088
