,SIRPB2 (284759)
ACH-000004,-0.18055636269900002
ACH-000007,0.277458677486
ACH-000009,-0.0996493427988
ACH-000011,-0.34289609592200004
ACH-000012,0.0201608379262
ACH-000013,-0.0484795792743
ACH-000014,-0.09292389384839998
ACH-000015,-0.0158933659756
ACH-000017,-0.0717810797076
ACH-000018,-0.28599799020399996
ACH-000019,-0.145073934615
ACH-000021,0.074443478539
ACH-000022,-0.053491372707900005
ACH-000025,-0.179871502601
ACH-000028,-0.0230533580339
ACH-000030,-0.020422846348599998
ACH-000035,0.004286695050050001
ACH-000036,-0.274408102393
ACH-000037,0.0378316487305
ACH-000039,0.0967289083934
ACH-000040,0.0569131037243
ACH-000041,-0.112170275802
ACH-000042,-0.021016414706200002
ACH-000045,-0.0867493416794
ACH-000047,-0.0663821284579
ACH-000052,-0.098715087408
ACH-000053,-0.015284969779
ACH-000054,-0.24054479251400002
ACH-000055,-0.04518623055840001
ACH-000060,-0.0851584271748
ACH-000067,-0.0358327156815
ACH-000070,-0.09441897320380001
ACH-000075,0.18873964724599998
ACH-000078,-0.160429715788
ACH-000082,-0.0922146961515
ACH-000085,0.142823815936
ACH-000086,-0.0631231153834
ACH-000087,-0.12349057227
ACH-000092,-0.045473778910499994
ACH-000095,-0.150344009242
ACH-000097,-0.08465309690850001
ACH-000098,-0.05625137404680001
ACH-000099,0.017525195784599996
ACH-000108,0.09621717669980001
ACH-000113,-0.176501464665
ACH-000115,0.03634081394330001
ACH-000116,0.0432701151391
ACH-000118,-0.027489215371599998
ACH-000120,-0.12180311333300001
ACH-000123,-0.07088054611410001
ACH-000127,-0.0635663464042
ACH-000128,-0.0421009504182
ACH-000132,-0.023582158714299997
ACH-000133,-0.05895997283369999
ACH-000137,0.199322965599
ACH-000138,0.0865800420162
ACH-000142,0.0883998903554
ACH-000143,-0.140407013651
ACH-000146,-0.00743668348854
ACH-000148,-0.12853899247199999
ACH-000150,-0.372612202513
ACH-000152,-0.000560066497954
ACH-000153,0.017545196057
ACH-000159,-0.026382809266
ACH-000160,-0.0995837394744
ACH-000163,-0.21858528745499997
ACH-000167,-0.142870667997
ACH-000168,-0.324936221566
ACH-000169,-0.0723857716296
ACH-000178,-0.034620068816499996
ACH-000182,0.059432867883
ACH-000183,-0.026001546652900005
ACH-000188,0.055304213879399995
ACH-000189,-0.583989289596
ACH-000190,0.262469553446
ACH-000198,-0.265673339773
ACH-000204,-0.253390352143
ACH-000206,-0.0252098334055
ACH-000207,-0.298440150154
ACH-000211,0.0505106110231
ACH-000215,-0.0964472098236
ACH-000221,-0.00013614641860799998
ACH-000222,0.07022066427910001
ACH-000223,-0.024098802754599996
ACH-000226,-0.0015697212838099999
ACH-000227,-0.00562919221153
ACH-000228,0.08331247872830001
ACH-000231,-0.267164579159
ACH-000232,-0.114971177732
ACH-000233,-0.0439263342904
ACH-000234,-0.118982813846
ACH-000235,-0.0785463791741
ACH-000237,0.0977343471765
ACH-000238,-0.125790342645
ACH-000243,-0.0127983835615
ACH-000244,-0.510377731686
ACH-000246,-0.193881374989
ACH-000248,-0.0507836703037
ACH-000250,-0.0767762213245
ACH-000251,0.08581881851220001
ACH-000253,-0.195277163759
ACH-000255,0.0413790653253
ACH-000256,-0.14964468649499998
ACH-000257,-0.236110236961
ACH-000258,-0.10139617116
ACH-000259,-0.007858022354719999
ACH-000260,-0.06927862513880001
ACH-000261,-0.13940337216499998
ACH-000262,0.123367824477
ACH-000263,-0.37745810884000003
ACH-000264,-0.0834155802339
ACH-000265,0.11871456115800001
ACH-000266,-0.0695850642595
ACH-000272,-0.244468568977
ACH-000273,-0.237937687368
ACH-000274,-0.168592556266
ACH-000277,-0.176641713103
ACH-000278,-0.202403179265
ACH-000279,-0.239532011072
ACH-000280,-0.19525592757399998
ACH-000281,0.0346128435384
ACH-000288,-0.0707439590544
ACH-000291,-0.268964793233
ACH-000293,-0.06755360689960001
ACH-000294,-0.10197331978700001
ACH-000295,-0.123413034333
ACH-000296,-0.110446722634
ACH-000302,-0.13865014239600001
ACH-000304,0.14365863649900001
ACH-000307,-0.126783719138
ACH-000308,-0.0505704642624
ACH-000310,0.0303552380088
ACH-000311,-0.000406335575311
ACH-000312,0.163410539933
ACH-000315,0.00948262983174
ACH-000316,0.039806126210500004
ACH-000317,-0.128719028324
ACH-000318,-0.105410544886
ACH-000319,-0.0883054866972
ACH-000320,0.280007709304
ACH-000322,-0.10692743470899999
ACH-000323,-0.07680963173710001
ACH-000324,-0.131205770943
ACH-000329,-0.182015818391
ACH-000330,0.269675453972
ACH-000331,-0.159846084693
ACH-000332,-0.051473131434
ACH-000334,-0.40049695482299996
ACH-000335,-0.118863196733
ACH-000336,-0.567526210344
ACH-000337,0.08017653441360001
ACH-000339,-0.0737078064085
ACH-000341,-0.012731479150700001
ACH-000348,-0.0756556304243
ACH-000350,-0.09235972618180001
ACH-000352,-0.06915646141760001
ACH-000356,-0.049312070982900004
ACH-000361,0.030115733546599997
ACH-000362,0.0170591914483
ACH-000363,-0.218938356178
ACH-000364,0.08298082874389999
ACH-000365,-0.10399823133099999
ACH-000366,-0.012534439915200002
ACH-000368,-0.242714916463
ACH-000374,-0.0224050357944
ACH-000375,-0.0812853881932
ACH-000376,-0.185054619305
ACH-000381,-0.165213703738
ACH-000383,-0.0706331742349
ACH-000387,0.0162191912431
ACH-000389,-0.17556335930599998
ACH-000390,-0.035844452753199994
ACH-000393,-0.019776671863
ACH-000395,0.07989091982189998
ACH-000397,-0.339810494663
ACH-000401,-0.0065484591856300005
ACH-000402,0.20740682510400002
ACH-000403,-0.20110357737799997
ACH-000404,-0.0390459971009
ACH-000406,0.097849929533
ACH-000407,-0.015896635393900002
ACH-000408,-0.260153036594
ACH-000410,-0.19346202344900001
ACH-000411,0.00112421601778
ACH-000414,0.019360558984
ACH-000415,-0.051070345493800004
ACH-000416,-0.0912746042197
ACH-000420,0.0189541561103
