,PLA2G1B (5319)
ACH-000004,0.0894723813192
ACH-000007,0.09854715240919999
ACH-000009,-0.061046221131699996
ACH-000011,0.20297864183800002
ACH-000012,0.0206356666752
ACH-000013,0.107222684802
ACH-000014,-0.0286214718185
ACH-000015,-0.0430905593489
ACH-000017,0.20358192075
ACH-000018,0.043035842823099996
ACH-000019,0.00034863043991900005
ACH-000021,-0.141042677468
ACH-000022,-0.025730266548900003
ACH-000025,-0.050370842155099994
ACH-000028,0.17318311472800002
ACH-000030,0.033813050528599994
ACH-000035,-0.0851368637872
ACH-000036,0.07921641316519999
ACH-000037,-0.21088830960000002
ACH-000039,-0.0258937371261
ACH-000040,0.14143021585899998
ACH-000041,-0.025553376212400003
ACH-000042,0.0298532636314
ACH-000045,0.0598752847832
ACH-000047,0.0626322770024
ACH-000052,0.132932526142
ACH-000053,-0.0247492983714
ACH-000054,0.0479394756731
ACH-000055,0.23059247542199998
ACH-000060,0.07778841223249999
ACH-000067,-0.018309346748500002
ACH-000070,0.120845669982
ACH-000075,-0.0396581917349
ACH-000078,-0.058732082993
ACH-000082,0.04295449165990001
ACH-000085,0.00486919189054
ACH-000086,-0.13861291409499998
ACH-000087,-0.066359557285
ACH-000092,-0.004374197437369999
ACH-000095,0.025332313056799997
ACH-000097,-0.00495846517643
ACH-000098,-0.021407295512900004
ACH-000099,0.0394434160626
ACH-000108,-0.125003949565
ACH-000113,0.052886778958199994
ACH-000115,-0.0655167412462
ACH-000116,-0.0544584155767
ACH-000118,-0.132631549104
ACH-000120,-0.00683489451525
ACH-000123,-0.0125247923546
ACH-000127,0.009704203049270001
ACH-000128,-0.141288668639
ACH-000132,0.0645115092891
ACH-000133,-0.0619525534769
ACH-000137,-0.021050462176
ACH-000138,-0.0361909470948
ACH-000142,-0.0880106514353
ACH-000143,-0.0357246085991
ACH-000146,-0.0450706329854
ACH-000148,-0.0647484867477
ACH-000150,-0.147073052126
ACH-000152,-0.0816493077186
ACH-000153,-0.059963304854
ACH-000159,0.118219977317
ACH-000160,-0.09109610975089999
ACH-000163,-0.12009539405099999
ACH-000167,-0.15857315734000002
ACH-000168,-0.0968828877269
ACH-000169,-0.075582061087
ACH-000178,0.022310628103200003
ACH-000182,0.0899215539002
ACH-000183,-0.0113170714083
ACH-000188,0.0343273427304
ACH-000189,0.0114166453302
ACH-000190,-0.00341122915763
ACH-000198,0.0626373399352
ACH-000204,0.011876495334900001
ACH-000206,0.0294146876192
ACH-000207,-0.0113681919001
ACH-000211,-0.0184279649155
ACH-000215,-0.017701673217400002
ACH-000221,0.160699255957
ACH-000222,-0.0702508523489
ACH-000223,0.0314095890657
ACH-000226,0.00457997984008
ACH-000227,0.04570635553309999
ACH-000228,0.10070198294600001
ACH-000231,-0.0732646268502
ACH-000232,-0.0655203155529
ACH-000233,0.00217673906574
ACH-000234,0.048535051298900005
ACH-000235,-0.0020788023448399997
