,ARMC4 (55130)
ACH-000004,1.55709957624e-05
ACH-000007,0.10930902994200001
ACH-000009,0.0485917394422
ACH-000011,0.266900372195
ACH-000012,0.0140865455868
ACH-000013,0.0514470894443
ACH-000014,0.141263034606
ACH-000015,0.11175639423900001
ACH-000017,0.172146345779
ACH-000018,-0.049032652088
ACH-000019,-0.256076669384
ACH-000021,-0.46202848205799996
ACH-000022,0.145113225916
ACH-000025,-0.041742836411599996
ACH-000028,0.00594226040651
ACH-000030,-0.0251598453638
ACH-000035,-0.09625132321869999
ACH-000036,0.150088105419
ACH-000037,-0.0146409422677
ACH-000039,-0.192959744749
ACH-000040,0.051799290472
ACH-000041,0.279667180458
ACH-000042,0.07021335801919999
ACH-000045,0.0824911881811
ACH-000047,0.140094796265
ACH-000052,-0.0239198897037
ACH-000053,-0.042786251353199994
ACH-000054,-0.0689067808885
ACH-000055,-0.0913397577022
ACH-000060,-0.000254999683622
ACH-000067,0.062127054460000004
ACH-000070,-0.128552636622
ACH-000075,-0.08940102914449999
ACH-000078,0.1756795935
ACH-000082,0.20261754054699999
ACH-000085,0.25541753012699997
ACH-000086,0.0641809005329
ACH-000087,0.33686047516500006
ACH-000092,0.20485929364799998
ACH-000095,-0.0115480877205
ACH-000097,-0.113584327293
ACH-000098,0.027849227312500002
ACH-000099,0.00718925863219
ACH-000108,0.0118065987814
ACH-000113,-0.0199848135155
ACH-000115,0.250969118411
ACH-000116,0.0191312615086
ACH-000118,0.017513038040099998
ACH-000120,-0.0426396438066
ACH-000123,0.17468413974199998
ACH-000127,-0.185673520299
ACH-000128,0.060861867876900004
ACH-000132,0.032740633860499996
ACH-000133,0.149315981504
ACH-000137,0.28537239138
ACH-000138,0.0775335689537
ACH-000142,0.030293148354599998
ACH-000143,-0.20299143095199998
ACH-000146,0.0369193182639
ACH-000148,-0.206452704572
ACH-000150,-0.0578024808971
ACH-000152,0.132774052263
ACH-000153,-0.30217687207
ACH-000159,0.10246947400699999
ACH-000160,-0.0416259708467
ACH-000163,0.300853065115
ACH-000167,-0.09874208450089998
ACH-000168,0.0564196416883
ACH-000169,0.100053772934
ACH-000178,-0.0670625765034
ACH-000182,0.0934277725306
ACH-000183,-0.0305200266188
ACH-000188,0.013097707933399998
ACH-000189,0.441088865928
ACH-000190,-0.176046666657
ACH-000198,-0.06252612274109999
ACH-000204,-0.155499898047
ACH-000206,0.250471750158
ACH-000207,0.149166513896
ACH-000211,0.140318415591
ACH-000215,0.130906891415
ACH-000221,0.134460468129
ACH-000222,0.077613201545
ACH-000223,-0.0688660091886
ACH-000226,-0.0017513108429
ACH-000227,0.010702872571399999
ACH-000228,-0.010265421042
ACH-000231,0.0524525739054
