,OGFOD1 (55239)
ACH-000004,-0.34393604156999996
ACH-000007,-0.764985684806
ACH-000009,-0.232465133174
ACH-000011,-0.809515805809
ACH-000012,-0.21358820129099998
ACH-000013,-0.336066757413
ACH-000014,-0.585676098412
ACH-000015,-0.35551198763400005
ACH-000017,-0.54247656143
ACH-000018,-0.692085085625
ACH-000019,-0.5755780778980001
ACH-000021,-0.379708249561
ACH-000022,-0.464376084455
ACH-000025,-0.489077893804
ACH-000028,-0.306842777892
ACH-000030,-0.453457361589
ACH-000035,-0.6100077727650001
ACH-000036,-0.648390610353
ACH-000037,-0.5219044220660001
ACH-000039,-0.612560576263
ACH-000040,-0.44690940942199997
ACH-000041,-0.6184373886600001
ACH-000042,-0.307376122066
ACH-000045,-0.38193094472499994
ACH-000047,-0.338193723827
ACH-000052,-0.620848929165
ACH-000053,-0.387332047149
ACH-000054,-0.459502517083
ACH-000055,-0.24729750822500002
ACH-000060,-0.642796357065
ACH-000067,-0.696288831288
ACH-000070,-0.54499024304
ACH-000075,-0.549796141239
ACH-000078,-0.6397937540749999
ACH-000082,-0.61429991667
ACH-000085,-0.544942423922
ACH-000086,-0.614833901528
ACH-000087,-0.263006546531
ACH-000092,-0.469995479341
ACH-000095,-0.6451926357600001
ACH-000097,-0.625450630529
ACH-000098,-0.537086993929
ACH-000099,-0.383157008143
ACH-000108,-0.288736393743
ACH-000113,-0.46965599346299997
ACH-000115,-0.387673584538
ACH-000116,-0.534244758374
ACH-000118,-0.617002365595
ACH-000120,-0.5533494898210001
ACH-000123,-0.441509767509
ACH-000127,-0.49420950833000005
ACH-000128,-0.344925218257
ACH-000132,-0.7113597907179999
ACH-000133,-0.624685681553
ACH-000137,-0.7010298393209999
ACH-000138,-0.48751343127499996
ACH-000142,-0.399594668925
ACH-000143,-0.599505248169
ACH-000146,-0.35416394338299995
ACH-000148,-0.401476854409
ACH-000150,-0.35705503636
ACH-000152,-0.560503733327
ACH-000153,0.0949526970446
ACH-000159,-0.47566417733499994
ACH-000160,-0.049812564797
ACH-000163,-0.329803533721
ACH-000167,0.140128988583
ACH-000168,-0.312225790966
ACH-000169,-0.627792665756
ACH-000178,-0.45585466753700005
ACH-000182,-0.350897640427
ACH-000183,-0.403866990353
ACH-000188,-0.48247830011500004
ACH-000189,-0.267628527167
ACH-000190,0.076771249014
ACH-000198,-0.7332341995749999
ACH-000204,-0.547577725392
ACH-000206,-0.657463280208
ACH-000207,-0.639594005941
ACH-000211,-0.551463826124
ACH-000215,-0.46203299892099997
ACH-000221,-0.41599077474299995
ACH-000222,-0.279605115968
ACH-000223,-0.57999949212
ACH-000226,-0.34900008620399997
ACH-000227,-0.545261232553
ACH-000228,-0.537569713608
ACH-000231,-0.46453070688000003
ACH-000232,-0.534284875816
ACH-000233,-0.470967471112
ACH-000234,-0.720041763954
ACH-000235,-0.439679757871
ACH-000237,-0.339272767478
ACH-000238,-0.368840845017
ACH-000243,-0.382871459279
ACH-000244,-0.301695930597
ACH-000246,-0.420302677801
ACH-000248,-0.457512522222
ACH-000250,-0.44689284856600003
ACH-000251,-0.27968760901
ACH-000253,-0.47554481750600003
ACH-000255,-0.38018935857600006
ACH-000256,-0.412104776618
ACH-000257,-0.5544408573349999
ACH-000258,-0.397926230802
ACH-000259,-0.349390053495
ACH-000260,-0.484343339625
ACH-000261,-0.503608739234
ACH-000262,-0.6447132381189999
ACH-000263,-0.648414826967
ACH-000264,-0.40648584913900004
ACH-000265,-0.374927995106
ACH-000266,-0.263005499256
ACH-000272,-0.319797024155
ACH-000273,-0.34922389820200006
ACH-000274,-0.332306486282
ACH-000277,-0.403546719691
ACH-000278,-0.609988678712
ACH-000279,-0.512211728063
ACH-000280,-0.493001115538
ACH-000281,-0.549294819801
ACH-000288,-0.589625003834
ACH-000291,-0.515718838081
ACH-000293,-0.492051353896
ACH-000294,-0.557489851494
ACH-000295,-0.377543956888
ACH-000296,-0.43405852848000004
ACH-000302,-0.282130218223
ACH-000304,-0.12022973784000002
ACH-000307,-0.42352513077
ACH-000308,-0.230352095786
ACH-000310,-0.5262870573030001
ACH-000311,-0.521626766279
ACH-000312,-0.29495429569000003
ACH-000315,-0.06977297762569999
ACH-000316,-0.590633634875
ACH-000317,-0.473239295581
ACH-000318,-0.7085372145540001
ACH-000319,-0.60205270389
ACH-000320,-0.331509223937
ACH-000322,-0.595232642685
ACH-000323,-0.6549375614
ACH-000324,-0.506587979075
