,GDAP1L1 (78997)
ACH-000004,0.239101386312
ACH-000007,0.25552604401900003
ACH-000009,0.203853837428
ACH-000011,0.170079791472
ACH-000012,0.2460204578
ACH-000013,0.252446706175
ACH-000014,-0.00651963995356
ACH-000015,0.21292878263300002
ACH-000017,0.20370801831399998
ACH-000018,0.125019947007
ACH-000019,-0.146820036105
ACH-000021,0.155878487152
ACH-000022,0.170036420812
ACH-000025,0.21150809583500002
ACH-000028,0.22398009785700002
ACH-000030,0.0299735198457
ACH-000035,0.217130352058
ACH-000036,0.220878776355
ACH-000037,0.33579621418600003
ACH-000039,0.492229999998
ACH-000040,0.0756236484173
ACH-000041,0.289201727324
ACH-000042,0.11114315297499999
ACH-000045,0.257175882221
ACH-000047,0.092267269393
ACH-000052,0.32369489158799997
ACH-000053,0.15325382730999998
ACH-000054,0.0408268057248
ACH-000055,0.216018694599
ACH-000060,0.18685438477000002
ACH-000067,0.192162753638
ACH-000070,0.432116176258
ACH-000075,0.052266057401900004
ACH-000078,0.367840455537
ACH-000082,0.20419560077799997
ACH-000085,-0.033334580639
ACH-000086,0.18868470376
ACH-000087,0.35934118765
ACH-000092,0.130279757039
ACH-000095,0.282101168286
ACH-000097,0.23466996433499998
ACH-000098,0.21701698716499998
ACH-000099,0.21954492962699998
ACH-000108,0.044278585089
ACH-000113,0.187352708397
ACH-000115,0.19098217984000002
ACH-000116,0.295843532024
ACH-000118,0.14186630062799999
ACH-000120,0.136750569259
ACH-000123,0.10509337533299999
ACH-000127,0.23904973088000003
ACH-000128,0.341838044074
ACH-000132,0.295506689176
ACH-000133,0.0118725822713
ACH-000137,0.132563534367
ACH-000138,0.0252667948211
ACH-000142,0.43142853784900004
ACH-000143,0.175826238751
ACH-000146,0.264055166771
ACH-000148,0.10178541462000001
ACH-000150,0.404247893867
ACH-000152,0.156483446283
ACH-000153,-0.0422355637144
ACH-000159,0.154480511305
ACH-000160,0.13375271210200002
ACH-000163,0.170263815755
ACH-000167,0.291429195636
ACH-000168,0.0025967442773899996
ACH-000169,0.08157436695039999
ACH-000178,0.176974158503
ACH-000182,0.07744767675269999
ACH-000183,-0.025709144129499997
ACH-000188,0.08246987452160001
ACH-000189,0.0591691436634
ACH-000190,-0.140086159947
ACH-000198,0.138164421212
ACH-000204,0.109282745694
ACH-000206,0.33357327747
ACH-000207,0.20778353222600002
ACH-000211,0.10439123333799999
ACH-000215,0.22527670523600002
ACH-000221,0.24841020213599999
ACH-000222,0.144782921867
ACH-000223,0.159655291296
ACH-000226,0.124124122075
ACH-000227,0.352432022443
ACH-000228,0.14333738738399998
ACH-000231,0.0725353544678
ACH-000232,0.186518444622
ACH-000233,0.11262802730999999
ACH-000234,0.199599368195
ACH-000235,0.121960008322
ACH-000237,0.16695038845000001
ACH-000238,0.295889719801
ACH-000243,0.16832788649500002
ACH-000244,-0.0477233843963
ACH-000246,0.208688815416
ACH-000248,0.0312000977903
ACH-000250,0.154395353161
ACH-000251,0.314368324762
ACH-000253,0.329320572716
ACH-000255,0.0582856023823
ACH-000256,0.264215231499
ACH-000257,0.13022633157500002
ACH-000258,-0.0778139163135
ACH-000259,0.13297612040999998
ACH-000260,0.252222841026
ACH-000261,0.186825236347
ACH-000262,0.124717449548
ACH-000263,0.0994244426569
ACH-000264,0.0470926592841
ACH-000265,0.168783278657
ACH-000266,0.113691603771
ACH-000272,0.0473538834177
ACH-000273,0.126388225031
ACH-000274,0.0525461009126
ACH-000277,0.0847904692532
ACH-000278,0.331889902364
ACH-000279,0.258058399714
ACH-000280,0.238084493866
ACH-000281,0.176148125642
ACH-000288,0.18047354399
ACH-000291,0.0527370113464
ACH-000293,0.17886927949700002
ACH-000294,0.03573390826
ACH-000295,0.126968588322
ACH-000296,0.22244885764400002
ACH-000302,0.109062769495
ACH-000304,0.200175856888
ACH-000307,0.166557825354
ACH-000308,0.103806610724
ACH-000310,0.450183499471
ACH-000311,0.0215206783814
ACH-000312,0.218761017199
ACH-000315,0.021300049130199998
ACH-000316,0.212534864058
ACH-000317,0.141757003292
ACH-000318,0.049687993328
ACH-000319,0.34865267648000003
ACH-000320,0.216916922718
ACH-000322,-0.13556309148499998
ACH-000323,0.0669902786704
ACH-000324,0.318080613369
ACH-000329,0.15852744455
ACH-000330,-0.0971837723597
ACH-000331,0.137629233896
ACH-000332,0.129083844261
ACH-000334,0.260846251199
ACH-000335,-0.173047574436
ACH-000336,-0.13054312412900002
ACH-000337,0.0859725500956
ACH-000339,0.319653266449
ACH-000341,0.0677209838626
ACH-000348,0.08228995958489999
ACH-000350,0.15951435608
ACH-000352,0.162180980274
ACH-000356,0.316870759612
ACH-000361,0.241689652344
ACH-000362,0.19299464719300002
ACH-000363,0.10451866575799999
ACH-000364,0.10128783156
ACH-000365,0.16679756588199998
ACH-000366,0.092710470607
ACH-000368,0.0867939937336
ACH-000374,0.211996548578
ACH-000375,0.35379676758199996
ACH-000376,0.0742445810239
ACH-000381,0.271098622387
ACH-000383,0.226317066118
ACH-000387,0.14498079027799998
ACH-000389,0.21799564902899998
ACH-000390,0.290922103696
ACH-000393,0.09086499800049999
ACH-000395,0.13263675490000001
ACH-000397,0.400401140668
ACH-000401,0.037420976379499996
ACH-000402,0.132708720053
ACH-000403,0.120354015745
ACH-000404,-0.131267957994
ACH-000406,0.16616776965399999
ACH-000407,0.13591770782600002
ACH-000408,0.189315966897
ACH-000410,0.28777140915
ACH-000411,0.14146527031300002
ACH-000414,0.044505222894900005
ACH-000415,0.249884662169
ACH-000416,0.21586593298300003
ACH-000420,0.226638133042
ACH-000421,0.144244365519
ACH-000424,0.0974373507172
ACH-000425,0.0487727435888
ACH-000426,0.067470906586
ACH-000427,0.09411480413519999
ACH-000433,0.37018311583
ACH-000436,0.180216395634
ACH-000444,0.107678877721
ACH-000445,0.0040256657607199995
ACH-000448,0.139459101614
ACH-000450,0.413632492297
ACH-000452,0.128983590871
ACH-000454,0.37137438827200003
ACH-000458,0.117712392081
ACH-000459,0.34452361381700003
ACH-000460,0.24257675308200002
ACH-000461,0.110327792998
ACH-000463,0.167708843881
ACH-000464,0.302827743586
ACH-000466,0.132060143676
ACH-000467,0.219987586489
ACH-000468,0.24177004714699998
ACH-000469,0.24165302228100002
ACH-000470,0.0889243438528
ACH-000471,0.031471826776
ACH-000472,0.119501996097
ACH-000473,0.157504946765
ACH-000475,0.152796576175
ACH-000476,0.133261597784
ACH-000477,0.161925354309
ACH-000480,0.0680141100418
ACH-000481,0.16951237648200002
ACH-000483,0.313655287605
ACH-000484,0.212121853169
ACH-000485,0.24003095325399998
ACH-000486,0.157288991105
ACH-000487,0.19375569498
ACH-000488,0.130843687363
ACH-000490,0.200021013463
ACH-000491,0.39514057702699995
ACH-000495,0.17006061243700002
ACH-000496,0.035816685559099996
ACH-000499,0.085820862223
ACH-000500,0.41279448549099995
ACH-000502,0.26285125829
ACH-000503,0.270856223445
ACH-000505,0.278280403053
ACH-000507,0.107985570164
ACH-000510,0.07620952111539998
ACH-000511,0.118871199666
ACH-000512,0.134126019295
ACH-000516,0.223466942773
ACH-000517,0.168306410237
ACH-000518,0.0856362849744
ACH-000520,0.18667980124800002
ACH-000521,0.10770484318700001
ACH-000522,0.11362455302
ACH-000524,0.20386690518199999
ACH-000527,0.13273362547
ACH-000528,0.239274359012
ACH-000537,0.111171567159
ACH-000541,-0.035934647464699994
ACH-000542,0.146949767172
ACH-000544,0.17382442745299997
ACH-000545,0.269590753427
ACH-000547,0.127821573118
ACH-000548,0.08642065851110001
ACH-000549,0.0218063101284
ACH-000550,0.19739827720699998
ACH-000552,0.142762452203
ACH-000556,0.12099854167199998
ACH-000557,-0.0361881413468
ACH-000570,0.156598302948
ACH-000571,0.168538612007
ACH-000573,0.131112003464
ACH-000576,0.159560897368
ACH-000580,0.160518096423
ACH-000584,0.289648509111
ACH-000585,0.356785042068
ACH-000588,0.16390505488399998
ACH-000589,0.07004925855989999
ACH-000591,0.197438593805
ACH-000593,0.179616233178
ACH-000600,0.120578995083
ACH-000601,0.123974128612
ACH-000604,0.110514837162
ACH-000605,0.21188983149799998
ACH-000606,0.136865691343
ACH-000608,0.021567027111400003
ACH-000614,-0.154895936674
ACH-000616,0.103298843138
ACH-000618,0.168690965087
ACH-000619,0.251117383006
ACH-000620,0.210463455898
ACH-000621,0.21539413274900002
ACH-000622,0.103858955907
ACH-000623,0.19034299785599998
ACH-000624,0.22713263169
ACH-000627,0.23118110297
ACH-000630,0.32725186275
ACH-000632,0.19609934028700002
ACH-000633,0.18006954472
ACH-000637,0.321699662715
ACH-000638,0.266935487327
ACH-000646,0.311028043618
ACH-000647,0.19690532254299997
ACH-000648,0.252170182442
ACH-000649,0.142309509389
ACH-000651,0.14276455411800001
ACH-000652,0.392389319164
ACH-000653,0.207403223704
ACH-000657,0.214511733151
ACH-000658,0.159513941384
ACH-000661,0.0871605516099
ACH-000662,0.19518323988699998
ACH-000663,0.111507883818
ACH-000665,0.131434930438
ACH-000671,0.0629979038305
ACH-000673,0.19581746051100002
ACH-000676,0.149299229763
ACH-000677,0.00481642850418
ACH-000681,-0.0907954044648
ACH-000682,0.120121199116
ACH-000683,0.202859086902
ACH-000684,0.285430672014
ACH-000688,0.0140469954251
ACH-000693,0.157738396926
ACH-000694,0.171861247804
ACH-000695,0.223955446679
ACH-000696,0.0844743043621
ACH-000697,0.293653172479
ACH-000699,0.0881660028248
ACH-000701,0.118641086258
ACH-000706,0.172496838623
ACH-000711,0.14175837012700002
ACH-000713,0.131370711309
ACH-000714,-0.009732238959129998
ACH-000718,0.129381253861
ACH-000720,0.0507443407695
ACH-000721,0.0828747919607
ACH-000724,0.087711556623
ACH-000725,0.09973587373250001
ACH-000732,0.146609903299
ACH-000734,0.25623283675700004
ACH-000735,0.16253037216
ACH-000736,0.11056267959899999
ACH-000738,0.142040413211
ACH-000746,0.13555602304300002
ACH-000747,0.0996048314087
ACH-000748,0.258972112574
ACH-000753,0.204770721873
ACH-000756,0.20878364805799998
ACH-000757,0.31036376127
ACH-000758,0.156809885919
ACH-000760,0.163851654927
ACH-000763,0.0505812294467
ACH-000764,0.11985395542000002
ACH-000765,0.392012133244
ACH-000766,0.028762955205999998
ACH-000767,0.204566854626
ACH-000768,0.09786632056780001
ACH-000769,0.125758151307
ACH-000770,0.21752271819400001
ACH-000771,0.11403029586300001
ACH-000773,0.15097612236400001
ACH-000776,-0.016028576832
