,CRADD (8738)
ACH-000004,-0.0475815680476
ACH-000007,0.03938014911880001
ACH-000009,-0.0060247805171400005
ACH-000011,-0.022570884683500003
ACH-000012,-0.0581506833179
ACH-000013,0.018563293630099998
ACH-000014,0.112781997062
ACH-000015,-0.133366434022
ACH-000017,0.015475085160399998
ACH-000018,0.40014527350400003
ACH-000019,0.17278774819
ACH-000021,0.045702888642499995
ACH-000022,0.131560930303
ACH-000025,-0.224198280477
ACH-000028,-0.0969550420435
ACH-000030,0.146495110875
ACH-000035,-0.01707174883
ACH-000036,0.0942924675967
ACH-000037,-0.133506318415
ACH-000039,0.100038693013
ACH-000040,0.1099985968
ACH-000041,-0.174849420079
ACH-000042,0.08578768353749999
ACH-000045,-0.0998548605234
ACH-000047,0.135441662955
ACH-000052,0.139945654741
ACH-000053,0.0188303082749
ACH-000054,-0.0782333545762
ACH-000055,0.00411855051501
ACH-000060,0.16518623957999998
ACH-000067,-0.17396453777600002
ACH-000070,-0.0732894670674
ACH-000075,-0.142138939343
ACH-000078,0.0429694464301
ACH-000082,-0.0555054412754
ACH-000085,-0.249279924842
ACH-000086,0.033419931459400004
ACH-000087,0.56700230647
ACH-000092,0.046109472912999994
ACH-000095,0.0935893184988
ACH-000097,0.101370840054
ACH-000098,0.0520244930999
ACH-000099,0.050100949069499995
ACH-000108,0.032303069344
ACH-000113,0.0150085211719
ACH-000115,0.101609271226
ACH-000116,-0.0323875049567
ACH-000118,0.0807629682427
ACH-000120,0.10647911684
ACH-000123,0.193600338312
ACH-000127,0.057086810974300004
ACH-000128,-0.114836063051
ACH-000132,0.12127475293
ACH-000133,-0.0618495624954
ACH-000137,-0.0656273975648
ACH-000138,0.05563118433130001
ACH-000142,0.131035625323
ACH-000143,0.167429438076
ACH-000146,0.140927463063
ACH-000148,0.028394605373400002
ACH-000150,0.107906185373
ACH-000152,-0.0503409612548
ACH-000153,0.127008107857
ACH-000159,0.09644057017100001
ACH-000160,0.234173278885
ACH-000163,-0.120331837138
ACH-000167,-0.0807404016432
ACH-000168,0.294169188724
ACH-000169,-0.105216944429
ACH-000178,-0.06306766230859999
ACH-000182,0.123876330107
ACH-000183,0.20521573291700002
ACH-000188,0.024948486886900004
ACH-000189,0.0472160864632
ACH-000190,0.16295047826099998
ACH-000198,0.155193087515
ACH-000204,0.0460483306123
ACH-000206,-0.0991942381682
ACH-000207,0.527510184059
