,UBE2N (7334)
ACH-000004,-1.43263472785
ACH-000007,-0.820338553296
ACH-000009,0.254553244691
ACH-000011,-1.36143681718
ACH-000012,-0.796791511257
ACH-000013,-1.10376073256
ACH-000014,-1.23226392455
ACH-000015,-1.17191056028
ACH-000017,-1.32425158176
ACH-000018,-1.2612898702600002
ACH-000019,-0.98386499266
ACH-000021,-1.0589716610100002
ACH-000022,-0.5417938869219999
ACH-000025,-1.3095097268
ACH-000028,-1.62333973775
ACH-000030,-1.3699578814200002
ACH-000035,-1.48516617185
ACH-000036,-1.01762601467
ACH-000037,-1.4321001075100002
ACH-000039,-1.42208857979
ACH-000040,-1.1248728221200002
ACH-000041,-1.81765561152
ACH-000042,-1.1230164577700001
ACH-000045,-1.20149949656
ACH-000047,-1.0275430808700001
ACH-000052,-1.53129235176
ACH-000053,-1.24984365795
ACH-000054,-0.952777077592
ACH-000055,-1.11818356545
ACH-000060,-1.36307861164
ACH-000067,-1.36559815747
ACH-000070,-1.5091031945299997
ACH-000075,-0.311663062268
ACH-000078,-0.28599659356400003
ACH-000082,-0.8673003022600001
ACH-000085,-1.57523234352
ACH-000086,-1.08183760204
ACH-000087,-1.15163566705
ACH-000092,-1.2006141177399998
ACH-000095,-0.900811767828
ACH-000097,-0.730821373345
ACH-000098,-0.9094074817479999
ACH-000099,-0.401159340618
ACH-000108,-0.640974093518
ACH-000113,-1.36167232275
ACH-000115,-0.232196722664
ACH-000116,-1.49207340808
ACH-000118,-1.23963669509
ACH-000120,-1.4762244848100001
ACH-000123,-1.10500793641
ACH-000127,-1.41138493968
ACH-000128,-1.6974621889700001
ACH-000132,-1.04900929466
ACH-000133,-1.3046260814700001
ACH-000137,-1.9870685797099998
ACH-000138,-1.1670707746
ACH-000142,-1.14562631752
ACH-000143,-1.4401264470200001
ACH-000146,-1.0746668401600001
ACH-000148,-1.0767711207700001
ACH-000150,-1.47075156059
ACH-000152,-1.0832647067799999
ACH-000153,-0.656442395285
ACH-000159,-0.777509093778
ACH-000160,-0.928658982084
ACH-000163,-0.9607104893970001
ACH-000167,-0.497683332353
ACH-000168,-1.07502878733
ACH-000169,-1.54744571816
ACH-000178,-1.38602850682
ACH-000182,-0.9543001581270001
ACH-000183,-1.0495194183299998
ACH-000188,-1.2702582657200001
ACH-000189,-0.7726551918699999
ACH-000190,-0.46206786097499997
ACH-000198,-1.30210935239
ACH-000204,-1.0390465071200001
ACH-000206,-1.5839199031
ACH-000207,-1.3607536471000001
ACH-000211,-1.5220523782799997
ACH-000215,-1.5988632222999999
ACH-000221,-1.22893887705
ACH-000222,-0.603396579794
ACH-000223,-1.20607493654
ACH-000226,-1.29271990332
ACH-000227,-1.11860233043
ACH-000228,-1.38567811285
ACH-000231,-1.3811780196799999
ACH-000232,-1.2815817200200001
ACH-000233,-1.49343534553
ACH-000234,-1.22746900183
ACH-000235,-1.05282080145
ACH-000237,-1.48585234748
ACH-000238,-1.6571189225999998
ACH-000243,-1.4624642020299998
ACH-000244,-0.529835511981
ACH-000246,-0.59519489615
ACH-000248,-1.1488618386700002
ACH-000250,-0.662826352937
ACH-000251,-1.7010739996700002
ACH-000253,-1.20377505236
ACH-000255,-1.28165939579
ACH-000256,-1.4240015876299998
ACH-000257,-1.23968063183
ACH-000258,-1.0292755634
ACH-000259,-0.867687994496
ACH-000260,-1.10202223642
ACH-000261,-1.01947793396
ACH-000262,-1.07186402439
ACH-000263,-0.8534674597220001
ACH-000264,-1.24343178365
ACH-000265,-1.23318995429
ACH-000266,-0.903794343102
ACH-000272,-0.8189158019570001
ACH-000273,-1.48393266111
ACH-000274,-0.526858519203
ACH-000277,-0.8763293011290001
ACH-000278,-1.71218568877
ACH-000279,-1.68158871071
ACH-000280,-1.1679634161799999
ACH-000281,-1.7558036059400002
ACH-000288,-1.1647210474299998
ACH-000291,-0.677851498842
ACH-000293,-1.45346988002
ACH-000294,-1.1855027878
ACH-000295,-1.2628225986700001
ACH-000296,-1.14932848108
ACH-000302,-0.502787643347
ACH-000304,-0.7585622933589999
ACH-000307,-1.22868399565
ACH-000308,-1.9854417262400001
ACH-000310,-0.728821081679
ACH-000311,-1.25679429316
ACH-000312,-0.636976046693
ACH-000315,-1.17005893515
ACH-000316,-1.2851827660600001
ACH-000317,-0.638836358871
ACH-000318,-1.2942359631
ACH-000319,-1.28228907339
ACH-000320,-1.50227626296
ACH-000322,-1.2732123976799998
ACH-000323,-0.361170650524
ACH-000324,-1.26282637006
ACH-000329,-1.01144467172
ACH-000330,-1.47806279514
ACH-000331,-1.10962310938
ACH-000332,-0.840526092633
ACH-000334,-0.805613663427
ACH-000335,-1.38609379722
ACH-000336,-1.3448147158700001
ACH-000337,-1.15030182508
ACH-000339,-1.05811959148
ACH-000341,-0.615297850968
ACH-000348,-1.7203433001400004
ACH-000350,-1.41019594756
ACH-000352,-0.9894301394889999
ACH-000356,-1.5249044342500002
ACH-000361,-0.919823925493
ACH-000362,-1.4151976967
ACH-000363,-0.545497401504
ACH-000364,-1.13217244208
ACH-000365,-1.26536551143
ACH-000366,-0.814179220747
ACH-000368,-1.4351565511000002
ACH-000374,-1.63973916902
ACH-000375,-0.9901301666500001
ACH-000376,-1.0881359019299999
ACH-000381,-0.936531154822
ACH-000383,-1.00626150129
ACH-000387,-1.38467456038
ACH-000389,-1.1339252082200002
ACH-000390,-1.2502217093299999
ACH-000393,-0.9897573102159999
ACH-000395,-1.23032937626
ACH-000397,-1.35297306822
ACH-000401,-1.3036541860600002
ACH-000402,-1.1226925385100002
ACH-000403,-0.58595367393
ACH-000404,-1.4557975278600002
ACH-000406,-0.770160247626
ACH-000407,-1.1884960092899999
ACH-000408,-1.4634411134799998
ACH-000410,-1.16378131002
ACH-000411,-1.02559713054
ACH-000414,-1.0959135514700002
ACH-000415,-1.2145585827399998
ACH-000416,-0.579927291285
ACH-000420,-1.7576565844799998
ACH-000421,-1.1726824339200002
ACH-000424,-1.31533349931
ACH-000425,-1.01074416829
ACH-000426,-1.5507553224000001
ACH-000427,-0.948935838596
ACH-000433,-0.642427112161
ACH-000436,-1.2877490473
ACH-000444,-1.17310722136
ACH-000445,-1.57104185908
ACH-000448,-1.22031091544
ACH-000450,-1.4422868371899997
ACH-000452,-0.802739435263
ACH-000454,-1.18478235456
ACH-000458,-1.20783348845
ACH-000459,-2.11630517129
ACH-000460,-1.21668202116
ACH-000461,-1.4416260456099999
ACH-000463,-1.23105614054
ACH-000464,-1.57508455079
ACH-000466,-1.51988445409
ACH-000467,-0.746073124981
ACH-000468,-1.4091451642200001
ACH-000469,-1.5362405719799999
ACH-000470,-1.54093003141
ACH-000471,-0.8545856777949999
ACH-000472,-1.3288732499299998
ACH-000473,-1.59896878687
ACH-000475,-0.976908420073
ACH-000476,-0.928865395486
ACH-000477,-1.76796261072
ACH-000480,-0.8955255933830001
ACH-000481,-0.775264043101
ACH-000483,-0.6941057708399999
ACH-000484,-0.47257471217200003
ACH-000485,-1.31013350026
ACH-000486,-0.813446264428
ACH-000487,-1.06075524107
ACH-000488,-1.46648075718
ACH-000490,-1.14995570267
ACH-000491,-1.03339251997
ACH-000495,-0.17179266301399998
ACH-000496,-1.44266135231
ACH-000499,-1.3625243462399999
ACH-000500,-0.935847166263
ACH-000502,-1.14494618089
ACH-000503,-1.71431787033
ACH-000505,-1.9445656612
ACH-000507,-1.2714029317
