,UBE2N (7334)
ACH-000510,-0.681373286315
ACH-000511,-1.17455084057
ACH-000512,-1.4686801744
ACH-000516,-1.00444545432
ACH-000517,-1.2821108999700002
ACH-000518,-1.3550540315900002
ACH-000520,-1.2775054605399998
ACH-000521,-1.2270984734600001
ACH-000522,-1.5336047667500001
ACH-000524,-1.5431655561500002
ACH-000527,-0.845808576259
ACH-000528,-1.0300755423999999
ACH-000537,-0.8507473092910001
ACH-000541,-0.6121204407549999
ACH-000542,-1.28678371899
ACH-000544,-1.5087488697799998
ACH-000545,-1.34973785189
ACH-000547,-1.32050764804
ACH-000548,-1.25086138585
ACH-000549,-1.44668986122
ACH-000550,-1.3698125465900002
ACH-000552,-1.30637586755
ACH-000556,-0.547885141487
ACH-000557,-0.31869658853300004
ACH-000570,-1.5448299786000002
ACH-000571,-0.84533568633
ACH-000573,-1.40423476816
ACH-000576,-1.1630434159999998
ACH-000580,-0.6889594805670001
ACH-000584,-1.5666307437399998
ACH-000585,-1.11899558397
ACH-000588,-1.07460856171
ACH-000589,-0.915611266895
ACH-000591,-1.75067551021
ACH-000593,-0.899582137888
ACH-000600,-0.949627510782
ACH-000601,-1.04339368818
ACH-000604,-1.29646321376
ACH-000605,-1.34196398968
ACH-000606,-1.1224580187
ACH-000608,-0.5537274835320001
ACH-000614,-0.593013266589
ACH-000616,-1.51393834905
ACH-000618,-1.0687013310200002
ACH-000619,-1.34180089467
ACH-000620,-1.0054869104100002
ACH-000621,-1.1321943083600001
ACH-000622,-0.771652061648
ACH-000623,-0.8962850708519999
ACH-000624,-1.31278251129
ACH-000627,-1.28228117292
ACH-000630,-1.26111859621
ACH-000632,-1.4376998348899999
ACH-000633,-1.25170336331
ACH-000637,-1.32464147235
ACH-000638,-1.2617009532799999
ACH-000646,-1.4810651643200001
ACH-000647,-1.02830855918
ACH-000648,-1.2064769015299999
ACH-000649,-1.2870742292100001
ACH-000651,-1.1814121446799999
ACH-000652,-1.09339186596
ACH-000653,-1.4575078569100002
ACH-000657,-1.19768941486
ACH-000658,-0.990261530737
ACH-000661,-1.0323410723100002
ACH-000662,-1.7460354725799998
ACH-000663,-0.598491339233
ACH-000665,-1.0607082595000001
ACH-000671,-1.26638865819
ACH-000673,-0.543428689044
ACH-000676,-1.35361248527
ACH-000677,-0.34587370554799995
ACH-000681,-1.11756224972
ACH-000682,-1.55292985229
ACH-000683,-1.39837772023
ACH-000684,-1.52847994877
ACH-000688,-1.52539804222
ACH-000693,-1.3172961329700001
ACH-000694,-1.46263512796
ACH-000695,-0.497544259986
ACH-000696,-1.23421628668
ACH-000697,-1.29147267334
ACH-000699,-1.71312114792
ACH-000701,-0.650123997282
ACH-000706,-1.00591352252
ACH-000711,-0.9622911652680001
ACH-000713,-1.56794522937
ACH-000714,-1.1818414237100001
ACH-000718,-0.8763736826909999
ACH-000720,-1.38425849463
ACH-000721,-1.2750006765100002
ACH-000724,-0.76505701531
ACH-000725,-1.15476064035
ACH-000732,-1.18769014846
ACH-000734,-1.2273292691
ACH-000735,-0.9066895650679999
ACH-000736,-0.943642341418
ACH-000738,-1.32716188806
ACH-000746,-0.5277756349589999
ACH-000747,-0.950966476073
ACH-000748,-0.44530128133599994
ACH-000753,-1.339165952
ACH-000756,-1.18377448412
ACH-000757,-0.608808976616
ACH-000758,-1.2658656131000001
ACH-000760,-0.5208386109359999
ACH-000763,-0.275831961829
ACH-000764,-1.3392735511299998
ACH-000765,-1.24469882088
ACH-000766,-0.249639752769
ACH-000767,-1.14875812645
ACH-000768,-1.1830390581499999
ACH-000769,-1.56928759163
ACH-000770,-0.6859183751569999
ACH-000771,-1.15412106434
ACH-000773,-0.912617036153
ACH-000776,-1.31252408407
ACH-000777,-1.52560868908
ACH-000778,-1.03584032841
ACH-000781,-1.22869198713
ACH-000782,-1.29814855898
ACH-000783,-1.3200917277600002
ACH-000784,-0.8462410146780001
ACH-000785,-0.9588122065119999
ACH-000787,-1.14085435945
ACH-000788,-1.3543762646200002
ACH-000791,-1.01991144921
ACH-000792,-1.30985960055
ACH-000794,-1.39370529634
ACH-000796,-1.1135332281700001
ACH-000799,-1.4721610009700001
ACH-000800,-1.8163473646200001
ACH-000802,-1.47340091551
ACH-000804,-0.929673215885
ACH-000805,-1.41996681527
ACH-000809,-1.44215778275
ACH-000810,-0.893809941004
ACH-000811,-0.8444119359029999
ACH-000817,-1.26738236577
ACH-000819,-1.21923715315
ACH-000820,-1.53232351729
ACH-000821,-1.42484565285
ACH-000822,-1.05202449812
ACH-000823,-1.3559238673700003
ACH-000824,-1.36897513747
ACH-000827,-1.18203701641
ACH-000829,-1.2690824624400001
ACH-000831,-1.4406445040600002
ACH-000832,-1.51853169311
ACH-000833,-1.2261314218700001
ACH-000834,-1.7526263928299999
ACH-000835,-1.27208634988
ACH-000836,-0.550480885253
ACH-000837,-1.1403442786700002
ACH-000838,-1.00894866581
ACH-000839,-1.26991984837
ACH-000840,-1.55716165502
ACH-000841,-0.9253169294079999
ACH-000843,-0.9617520296400001
ACH-000846,-1.34294348329
ACH-000847,-1.6374001987
ACH-000848,-1.29419099746
ACH-000849,-1.20580012457
ACH-000851,-1.325724143
ACH-000855,-1.64303339025
ACH-000856,-1.22448401374
ACH-000858,-1.28582968813
ACH-000859,-1.68781884766
ACH-000861,-1.50334918476
ACH-000862,-1.6907931361500002
ACH-000865,-1.22734743556
ACH-000866,-0.8215022540610001
ACH-000867,-0.779166198291
ACH-000869,-1.5610129794499998
ACH-000872,-1.0980086372799998
ACH-000873,-1.26358416715
ACH-000876,-0.892941536107
ACH-000878,-1.63406715639
ACH-000880,-1.2194533761
ACH-000881,-1.19252128745
ACH-000882,-1.1627422156799998
ACH-000884,-1.1406014873
ACH-000885,-1.09961244785
ACH-000887,-0.865537455809
ACH-000888,-0.819013351832
ACH-000889,-1.65111132456
ACH-000890,-1.22890156204
ACH-000896,-1.35774770466
ACH-000898,-0.139406685237
ACH-000900,-1.19410899369
ACH-000901,-1.3844095086700001
ACH-000905,-1.36085810204
ACH-000906,-1.24306800104
ACH-000907,-0.8223141433210001
ACH-000910,-0.642455500043
ACH-000911,-1.2466341400799998
ACH-000912,-1.20056996347
ACH-000913,-1.5899825606400002
ACH-000915,-0.47396154762599996
ACH-000916,-1.40402157931
ACH-000917,-1.15627983394
ACH-000921,-1.0767141585200002
ACH-000924,-1.21620527829
ACH-000926,-0.94264642134
ACH-000928,-0.7607125153919999
ACH-000929,-1.79526596213
ACH-000932,-1.3427026786200003
ACH-000935,-1.2778274698899998
ACH-000936,-1.23692734232
ACH-000937,-1.16063824477
ACH-000938,-0.97281276205
ACH-000939,-0.48823323322800005
ACH-000941,-0.563848010238
ACH-000943,-1.28036314957
ACH-000946,-1.21445898775
ACH-000947,-1.35769549745
ACH-000948,-1.2043398608
ACH-000950,-1.25933999001
ACH-000953,-1.06134561237
ACH-000957,-1.34898968912
ACH-000958,-1.34965455502
ACH-000960,-1.345345808
ACH-000963,-0.8027925245049999
ACH-000968,-0.310724277617
ACH-000969,-1.06237454287
ACH-000973,-1.4067137966999999
ACH-000974,-1.02509395565
ACH-000975,-1.4147397794
ACH-000976,-0.870887246136
ACH-000978,-0.39321367473800006
ACH-000980,-0.699452387422
ACH-000984,-0.9211858715510001
ACH-000986,-1.2895416339499999
ACH-000988,-0.753384257336
ACH-000993,-1.11577098435
ACH-000994,-1.49371573306
ACH-000996,-0.858581556697
ACH-001001,-1.17296340072
ACH-001020,-0.9908947435940001
ACH-001028,-1.2242450846
ACH-001031,-1.51730319223
ACH-001038,-1.63721291196
ACH-001048,-0.943915044348
ACH-001050,-0.905900714543
ACH-001053,-1.58843401718
ACH-001054,-1.49775217796
ACH-001061,-0.703981740615
ACH-001067,-1.06732483715
ACH-001075,-1.38135078319
ACH-001096,-1.01286247061
ACH-001128,0.101340875309
ACH-001134,-1.43183523954
ACH-001151,-1.2162273217100001
ACH-001163,-1.39093905944
ACH-001164,-1.44098141684
ACH-001173,-1.179801289
ACH-001183,-1.4219565979700002
ACH-001184,-1.5751951480200002
ACH-001190,-1.3659224207499998
ACH-001192,-1.69567985597
ACH-001193,-1.4252611038999998
ACH-001196,-1.25306619517
ACH-001197,-1.3652541540799998
ACH-001205,-1.90986901373
ACH-001211,-1.1396184148100001
ACH-001212,-0.9438603854600001
ACH-001228,-0.99138801676
ACH-001232,-1.16052162962
ACH-001239,-0.570913233303
ACH-001274,-1.05425518641
ACH-001275,-1.23886683195
ACH-001277,-1.40004739614
ACH-001278,-0.9118595535490001
ACH-001280,-0.0939242109137
ACH-001283,-1.35480265199
ACH-001289,-1.03675976195
ACH-001295,-1.0393546751
ACH-001300,-0.861160725794
ACH-001301,-0.536111258041
ACH-001302,-0.486569372286
ACH-001303,-0.940633046477
ACH-001306,-1.42265155414
ACH-001318,-1.19050003783
ACH-001322,-1.11691564745
ACH-001328,-0.837469035388
ACH-001332,-1.6232569239599999
ACH-001333,-1.21029923075
ACH-001336,-1.43921579718
ACH-001340,-1.2392113755399998
ACH-001346,-1.3523587403100001
ACH-001353,-1.1091546620100001
ACH-001354,-1.60691107788
ACH-001367,-1.2368418586
ACH-001368,-0.693902866725
ACH-001374,-1.57156902415
ACH-001375,-0.665241807216
ACH-001377,-0.9600005265549999
ACH-001380,-1.2467124758299999
ACH-001391,-1.2283694490000001
ACH-001407,-1.48496965862
ACH-001408,-1.6025889597999998
ACH-001413,-1.10190180413
ACH-001430,-1.39500233158
ACH-001431,-1.58101028053
ACH-001450,-1.1391968986299998
ACH-001496,-0.831080079069
ACH-001500,-0.9812195646780001
ACH-001521,-1.0805466311
ACH-001523,-1.4393484593099999
ACH-001532,-1.04109657441
ACH-001536,-1.06833160749
ACH-001550,-0.8872355474879999
ACH-001552,-1.33450374564
ACH-001554,-1.06335594512
ACH-001645,-1.12570281169
ACH-001654,-1.18833315484
ACH-001715,-1.38964023734
ACH-001735,-1.3254672263
ACH-001736,-1.4608162265
ACH-001737,-1.45959958081
ACH-001740,-1.4507674061200002
ACH-001745,-1.4442645848
ACH-001750,-0.856163022631
ACH-001765,-1.06796233521
ACH-001956,-0.769805476764
ACH-001957,-1.4819854277200002
