,ZCRB1 (85437)
ACH-000004,-0.9129532815379999
ACH-000007,-0.960703665565
ACH-000009,-0.7251428084880001
ACH-000011,-0.9749085843269999
ACH-000012,-0.881682616365
ACH-000013,-0.845334745069
ACH-000014,-0.811393498523
ACH-000015,-0.834314567276
ACH-000017,-0.5593810590739999
ACH-000018,-0.8975322633570001
ACH-000019,-0.658489032359
ACH-000021,-0.54044715823
ACH-000022,-0.614341506508
ACH-000025,-1.06783216345
ACH-000028,-0.7622298099220001
ACH-000030,-0.908917080584
ACH-000035,-1.1767475858
ACH-000036,-0.704054424418
ACH-000037,-0.35068417052699996
ACH-000039,-0.882408453907
ACH-000040,-0.78169667122
ACH-000041,-0.956186137631
ACH-000042,-0.997364183818
ACH-000045,-0.720087894176
ACH-000047,-0.746244026325
ACH-000052,-0.8921744459000001
ACH-000053,-0.634891217465
ACH-000054,-0.949474323089
ACH-000055,-0.8800847231550001
ACH-000060,-0.82701693663
ACH-000067,-1.03535272889
ACH-000070,-1.20139298149
ACH-000075,-0.869489688123
ACH-000078,-1.0735804980099999
ACH-000082,-0.576312556257
ACH-000085,-0.629079483328
ACH-000086,-0.872849135549
ACH-000087,-0.5464154245
ACH-000092,-0.795994615597
ACH-000095,-0.805113788234
ACH-000097,-0.9246033558700001
ACH-000098,-1.06258861067
ACH-000099,-1.00556165253
ACH-000108,-0.82342983873
ACH-000113,-0.717870017265
ACH-000115,-0.526699137605
ACH-000116,-0.962685749208
ACH-000118,-0.902060968516
ACH-000120,-0.999697038016
ACH-000123,-0.809690267175
ACH-000127,-0.860653251294
ACH-000128,-0.953083671386
ACH-000132,-0.605606932825
ACH-000133,-1.08357785478
ACH-000137,-1.28295828638
ACH-000138,-1.1669791208700002
ACH-000142,-1.2152159394600002
ACH-000143,-0.662896292646
ACH-000146,-0.618672428259
ACH-000148,-0.9871169458399999
ACH-000150,-0.948983681726
ACH-000152,-0.644052884089
ACH-000153,-1.03349738062
ACH-000159,-0.622796154556
ACH-000160,-0.6791580457549999
ACH-000163,-0.9404939339799999
ACH-000167,-1.25462062713
ACH-000168,-1.24985286317
ACH-000169,-0.959118573125
ACH-000178,-1.00427940323
ACH-000182,-0.44065564296099996
ACH-000183,-1.07145085998
ACH-000188,-0.989510905695
ACH-000189,-0.867905621012
ACH-000190,-0.960603613044
ACH-000198,-0.917515173444
ACH-000204,-0.986801385433
ACH-000206,-0.754528723731
ACH-000207,-1.2840507958299998
ACH-000211,-1.15932254978
ACH-000215,-1.33213973431
ACH-000221,-0.763934208698
ACH-000222,-0.824574854521
ACH-000223,-0.550840334912
ACH-000226,-1.03002703279
ACH-000227,-1.2643018263099999
ACH-000228,-0.8844768155030001
ACH-000231,-1.15854417566
ACH-000232,-1.1644668170799999
ACH-000233,-1.17273865417
ACH-000234,-0.8464811072689999
ACH-000235,-0.798203342028
ACH-000237,-1.160708171
ACH-000238,-1.0196505734999999
ACH-000243,-1.12839740138
ACH-000244,-0.761121456539
ACH-000246,-0.782013542196
ACH-000248,-0.601927564573
ACH-000250,-0.880971373456
ACH-000251,-1.14162501983
ACH-000253,-0.47746998331699997
ACH-000255,-0.930643028661
ACH-000256,-0.779015486178
ACH-000257,-0.8682790322439999
ACH-000258,-0.994718130584
ACH-000259,-0.959311864222
ACH-000260,-1.10898343726
ACH-000261,-0.744543914627
ACH-000262,-0.578691179273
ACH-000263,-0.709180944942
ACH-000264,-0.8197276578630001
ACH-000265,-1.01213304146
ACH-000266,-0.773345626343
ACH-000272,-0.797122900584
ACH-000273,-0.9969811063420001
ACH-000274,-1.18680352559
ACH-000277,-0.50800297865
ACH-000278,-1.17410544199
ACH-000279,-1.43798029491
ACH-000280,-0.9939058697290001
ACH-000281,-1.31597058512
ACH-000288,-1.30836363463
ACH-000291,-0.569115037032
ACH-000293,-0.7484588941079999
ACH-000294,-1.0321317171200002
ACH-000295,-1.22673654965
ACH-000296,-1.05540446446
ACH-000302,-0.763455664902
ACH-000304,-0.721911634095
ACH-000307,-0.917094097929
ACH-000308,-0.352032948859
ACH-000310,-0.79333585106
ACH-000311,-0.841892900314
ACH-000312,-0.945327443283
ACH-000315,-1.04988797595
ACH-000316,-1.07780832553
ACH-000317,-0.600856732168
ACH-000318,-0.8935559060789999
ACH-000319,-1.05607654479
ACH-000320,-1.2066779799
ACH-000322,-0.745034791159
ACH-000323,-0.8736648074869999
ACH-000324,-0.939339295691
ACH-000329,-0.780519061488
ACH-000330,-0.645569711165
ACH-000331,-0.9913233095630001
ACH-000332,-1.02271499261
ACH-000334,-0.8407721202449999
ACH-000335,-1.07638304409
ACH-000336,-1.0196756685600001
ACH-000337,-0.963899339884
ACH-000339,-1.08075903738
ACH-000341,-1.07713498739
ACH-000348,-0.947600710705
ACH-000350,-0.7633136011489999
ACH-000352,-0.44754550824100003
ACH-000356,-0.9520788154269999
ACH-000361,-1.02750243097
ACH-000362,-0.852980336769
ACH-000363,-0.519087029138
ACH-000364,-0.703211533569
ACH-000365,-1.04678235215
ACH-000366,-1.09048874389
ACH-000368,-0.7166871854610001
ACH-000374,-1.47973660359
ACH-000375,-0.62931350076
ACH-000376,-0.686206064247
ACH-000381,-0.680913635457
ACH-000383,-0.533422502635
ACH-000387,-0.9083840182430001
ACH-000389,-0.6773627433949999
ACH-000390,-0.847323652575
ACH-000393,-0.872240614164
ACH-000395,-0.840396111472
ACH-000397,-0.48314576704400003
ACH-000401,-0.923259444844
ACH-000402,-0.8777153567820001
ACH-000403,-0.6992290554520001
ACH-000404,-0.828746762052
ACH-000406,-1.20462236683
ACH-000407,-1.18685258723
ACH-000408,-0.8357670357670001
ACH-000410,-0.703336138926
ACH-000411,-0.682750814901
ACH-000414,-0.994616426189
ACH-000415,-1.0594627088700002
ACH-000416,-0.882882774952
ACH-000420,-0.591187955838
ACH-000421,-0.871363985311
ACH-000424,-1.11136483083
ACH-000425,-0.9114371316069999
ACH-000426,-0.826617604631
ACH-000427,-0.640451873494
ACH-000433,-0.766694097907
ACH-000436,-0.67870653022
ACH-000444,-1.06650241184
ACH-000445,-0.9645919375570001
ACH-000448,-0.743600109904
ACH-000450,-0.51527586622
ACH-000452,-1.0
ACH-000454,-0.8893953644299999
ACH-000458,-0.9426594069490001
ACH-000459,-0.9602606594850001
ACH-000460,-1.06857022721
ACH-000461,-0.664453536662
ACH-000463,-0.742757081742
ACH-000464,-1.0331752706
ACH-000466,-0.974756083188
ACH-000467,-0.487710810681
ACH-000468,-0.981160095439
