,LMLN (89782)
ACH-000004,-0.156820544682
ACH-000007,0.010965167687799999
ACH-000009,-0.330446668956
ACH-000011,-0.162052581712
ACH-000012,-0.20292187526299998
ACH-000013,-0.165934332784
ACH-000014,0.00400031491309
ACH-000015,-0.183607888893
ACH-000017,-0.188206935575
ACH-000018,-0.05464024533009999
ACH-000019,0.0116921369233
ACH-000021,-0.23611461903
ACH-000022,-0.289580266109
ACH-000025,-0.259981820418
ACH-000028,-0.120507931203
ACH-000030,-0.21396895318700002
ACH-000035,-0.18150432392299998
ACH-000036,-0.0169821782637
ACH-000037,-0.265413611687
ACH-000039,-0.384142269704
ACH-000040,-0.22319439744300001
ACH-000041,-0.17957374208500002
ACH-000042,-0.325299142219
ACH-000045,-0.169034513309
ACH-000047,-0.161816255246
ACH-000052,-0.226019115801
ACH-000053,-0.19279770930799997
ACH-000054,-0.23688418132
ACH-000055,0.0279918109317
ACH-000060,-0.179226064413
ACH-000067,0.131140491438
ACH-000070,-0.179296821597
ACH-000075,-0.38842542795100005
ACH-000078,-0.23660940504900002
ACH-000082,-0.161007929495
ACH-000085,-0.112100059098
ACH-000086,-0.186831956992
ACH-000087,-0.17003095229600002
ACH-000092,-0.188346873543
ACH-000095,-0.11876339239
ACH-000097,-0.166803305158
ACH-000098,0.0937294903078
ACH-000099,-0.11942570249000002
ACH-000108,-0.121048027379
ACH-000113,-0.132297653477
ACH-000115,-0.14300878169
ACH-000116,-0.14418768937999998
ACH-000118,-0.137066526364
ACH-000120,-0.0667960336897
ACH-000123,-0.160616862023
ACH-000127,-0.107308455659
ACH-000128,-0.19583790765
ACH-000132,-0.10658675540200001
ACH-000133,-0.23111676487799998
ACH-000137,-0.09633952893799999
ACH-000138,-0.219921197318
ACH-000142,-0.20488609974
ACH-000143,-0.224819602124
ACH-000146,-0.246918240826
ACH-000148,-0.15360483172599998
ACH-000150,-0.0831838670867
ACH-000152,-0.234465667086
ACH-000153,-0.17876289020199998
ACH-000159,-0.188182698264
ACH-000160,-0.178762601485
ACH-000163,0.123089647917
ACH-000167,-0.137840451845
ACH-000168,-0.09315943160319999
ACH-000169,-0.0937141316338
ACH-000178,-0.169242375052
ACH-000182,-0.264397755061
ACH-000183,-0.167667655246
ACH-000188,-0.11871421138299999
ACH-000189,-0.104724624781
ACH-000190,-0.286556586999
ACH-000198,-0.33861412713100003
ACH-000204,-0.23852163211999997
ACH-000206,-0.396102712134
ACH-000207,-0.462368030162
ACH-000211,-0.21635214053500001
ACH-000215,-0.164652670472
ACH-000221,-0.12271649973099999
ACH-000222,-0.365186721105
ACH-000223,-0.289189887795
ACH-000226,0.012043993358200002
ACH-000227,-0.229993224244
ACH-000228,0.0745245144637
ACH-000231,-0.281762076441
ACH-000232,-0.258596290679
ACH-000233,-0.167384096886
ACH-000234,-0.362811139701
ACH-000235,-0.17141101327799999
ACH-000237,-0.184629303042
ACH-000238,-0.260944514718
ACH-000243,-0.0443805803256
ACH-000244,-0.35710245436300003
ACH-000246,-0.18733074035
ACH-000248,-0.135765524434
ACH-000250,-0.212034407492
ACH-000251,-0.0211612254096
ACH-000253,-0.202473216115
ACH-000255,-0.11727533282
ACH-000256,-0.28388116149500003
ACH-000257,-0.422566833623
ACH-000258,-0.21333142798000002
ACH-000259,-0.25766541757
ACH-000260,-0.1144586111
ACH-000261,-0.1449647629
ACH-000262,-0.45997667976499995
ACH-000263,-0.032926164670500004
ACH-000264,-0.0661098734766
ACH-000265,-0.038286841768
ACH-000266,-0.27314284756499996
ACH-000272,-0.301286231967
ACH-000273,-0.409901491129
ACH-000274,-0.260938480482
ACH-000277,-0.30161817433000004
ACH-000278,-0.13663510589800001
ACH-000279,-0.137206314138
ACH-000280,-0.237152487983
ACH-000281,-0.175017280548
ACH-000288,-0.280441239026
ACH-000291,-0.191535016973
ACH-000293,-0.08657241527529999
ACH-000294,-0.152010376285
ACH-000295,-0.375618414862
ACH-000296,-0.006599423966109999
ACH-000302,-0.157786719504
ACH-000304,-0.224087964206
ACH-000307,-0.12125329444
ACH-000308,-0.327307660172
ACH-000310,-0.277714849679
ACH-000311,-0.192255238225
ACH-000312,-0.04992516032819999
ACH-000315,-0.295603804329
ACH-000316,-0.174589229496
ACH-000317,-0.0329383534349
ACH-000318,-0.181724547495
ACH-000319,-0.101932855179
ACH-000320,-0.236338995971
ACH-000322,-0.20059573138599998
ACH-000323,-0.0844944849848
ACH-000324,-0.254267718415
ACH-000329,-0.131050292388
ACH-000330,-0.05122381481530001
ACH-000331,-0.160803372443
ACH-000332,-0.11890422881400001
ACH-000334,-0.0316921021044
ACH-000335,0.11976061823300001
ACH-000336,-0.0106785431218
ACH-000337,-0.0328331863087
ACH-000339,-0.15111250418
ACH-000341,0.06159449445040001
ACH-000348,-0.227658143206
ACH-000350,-0.184213659384
ACH-000352,-0.102618724626
ACH-000356,-0.0918335706292
ACH-000361,-0.122805542246
ACH-000362,-0.13323443370100002
ACH-000363,-0.18148152739999998
ACH-000364,-0.05797522462140001
ACH-000365,-0.297727559736
ACH-000366,-0.257481442233
ACH-000368,-0.0139191154364
ACH-000374,-0.11745176533
ACH-000375,-0.150826144207
ACH-000376,-0.171063590421
ACH-000381,-0.189965525962
ACH-000383,-0.131653955018
ACH-000387,-0.34556566519599996
ACH-000389,-0.36248922435500003
ACH-000390,-0.260283101666
ACH-000393,0.0331905160879
ACH-000395,-0.09800687107069998
ACH-000397,-0.247938890616
ACH-000401,-0.339793503339
ACH-000402,-0.28381588197700003
ACH-000403,-0.11356907863099999
ACH-000404,-0.130771214495
ACH-000406,-0.151456438083
ACH-000407,-0.0880624089986
ACH-000408,-0.176511289429
ACH-000410,-0.0130338623565
ACH-000411,-0.19379463725200002
ACH-000414,-0.14811670429999998
ACH-000415,-0.130018209635
ACH-000416,-0.231923372095
ACH-000420,-0.238867250194
ACH-000421,-0.169636532064
ACH-000424,-0.0959090434822
ACH-000425,-0.25109068551999997
ACH-000426,-0.21796244035999998
ACH-000427,-0.28871105743299996
ACH-000433,-0.17456655030499998
ACH-000436,-0.0870657096848
ACH-000444,-0.0890261046436
ACH-000445,-0.08967143593460002
ACH-000448,-0.15326884501
ACH-000450,-0.32413902755699997
ACH-000452,-0.169000864321
ACH-000454,-0.452933082782
ACH-000458,-0.0858092120929
ACH-000459,-0.047625160683199996
ACH-000460,-0.187740051375
ACH-000461,-0.232928541427
ACH-000463,-0.130513858793
ACH-000464,-0.294801164145
ACH-000466,-0.224970801803
ACH-000467,-0.037315067496099995
ACH-000468,-0.31892447691
ACH-000469,-0.10363445902599999
ACH-000470,-0.331960509201
ACH-000471,-0.147888263444
ACH-000472,-0.212486207492
ACH-000473,-0.217687433178
ACH-000475,-0.19063634745000002
ACH-000476,-0.171454213381
ACH-000477,-0.32143040761
ACH-000480,-0.109891162391
ACH-000481,-0.141492959759
ACH-000483,-0.08880929950380001
ACH-000484,-0.099643363938
ACH-000485,-0.07076232804789999
ACH-000486,-0.257580361503
ACH-000487,-0.09587136962290001
ACH-000488,-0.149674832525
ACH-000490,-0.266434774589
ACH-000491,-0.207335612708
ACH-000495,-0.26740801521499996
ACH-000496,-0.0809239367245
ACH-000499,0.142467065336
ACH-000500,-0.452827569913
ACH-000502,-0.174940187548
ACH-000503,-0.03900927777219999
ACH-000505,-0.301545165164
ACH-000507,-0.182090050805
ACH-000510,-0.176143921882
ACH-000511,-0.159924369001
ACH-000512,-0.20469844921900002
ACH-000516,-0.182599207507
ACH-000517,-0.238527395773
ACH-000518,-0.29769063503000004
ACH-000520,-0.230377005935
ACH-000521,-0.176368339835
ACH-000522,-0.139850534817
ACH-000524,-0.27070706184500004
ACH-000527,-0.268862722118
ACH-000528,-0.27088318393000005
ACH-000537,-0.17998840473799999
ACH-000541,-0.233592751745
ACH-000542,-0.201026018149
ACH-000544,-0.10191850092299999
ACH-000545,-0.213120869142
ACH-000547,-0.122523942927
ACH-000548,-0.21296165169
ACH-000549,-0.206824763115
ACH-000550,-0.226711234703
ACH-000552,-0.15931364855
ACH-000556,-0.132595656138
ACH-000557,-0.235560660486
ACH-000570,-0.20779846244800002
ACH-000571,-0.178696728326
ACH-000573,-0.102865909547
ACH-000576,-0.107555093629
ACH-000580,-0.24416679296399998
ACH-000584,-0.12259945363500001
ACH-000585,-0.16112681948899998
ACH-000588,-0.202501076151
ACH-000589,-0.163801950256
ACH-000591,0.0074573840978
ACH-000593,-0.167840087884
ACH-000600,-0.105091559899
ACH-000601,-0.20647103887
ACH-000604,0.148668889014
ACH-000605,-0.270014487197
ACH-000606,-0.0038477982715000004
ACH-000608,-0.18176737185
ACH-000614,-0.200422635356
ACH-000616,0.00915631889692
ACH-000618,-0.158446519206
ACH-000619,-0.22884020364
ACH-000620,-0.274367676399
ACH-000621,-0.17546033844300002
ACH-000622,-0.310414371723
ACH-000623,-0.175322537843
ACH-000624,-0.14126115734
ACH-000627,-0.284543459835
ACH-000630,-0.23515822846599999
ACH-000632,-0.289460183384
ACH-000633,-0.316122621216
ACH-000637,-0.20641752484900003
ACH-000638,-0.07136646603189999
ACH-000646,-0.301351500518
ACH-000647,-0.24105471196199998
ACH-000648,-0.0712261868738
ACH-000649,-0.24372124229400002
ACH-000651,-0.18662125406
ACH-000652,-0.180106374595
ACH-000653,-0.26347743804400003
ACH-000657,-0.178034518402
ACH-000658,-0.26813713649300003
ACH-000661,-0.000243051279477
ACH-000662,-0.186831729648
ACH-000663,-0.214634414254
ACH-000665,-0.141627844325
ACH-000671,-0.07326097630360001
ACH-000673,-0.127912459869
ACH-000676,-0.267620063413
ACH-000677,-0.0838809242646
ACH-000681,-0.0010302055273200001
ACH-000682,-0.143429597985
ACH-000683,-0.314510499607
ACH-000684,-0.136186749824
ACH-000688,-0.11795938270400001
ACH-000693,-0.156964069596
ACH-000694,-0.147525620684
ACH-000695,-0.6070169768770001
ACH-000696,-0.10386825737199999
ACH-000697,-0.247777958477
ACH-000699,-0.091322166479
ACH-000701,-0.0780851035076
ACH-000706,-0.10906942158800001
ACH-000711,-0.12719428469
ACH-000713,-0.09198033920330001
ACH-000714,-0.35650332001699997
ACH-000718,-0.18971161930999997
ACH-000720,-0.117123826927
ACH-000721,-0.135821181677
ACH-000724,-0.35152595138899995
ACH-000725,-0.174703778246
ACH-000732,-0.07396787298600001
ACH-000734,-0.124626687258
ACH-000735,-0.11730167117599999
ACH-000736,-0.0499601854479
ACH-000738,-0.0604650880348
ACH-000746,-0.198986968144
ACH-000747,-0.187395683526
ACH-000748,-0.09545687494459999
ACH-000753,0.028603041980000004
ACH-000756,-0.0944824971672
ACH-000757,-0.153411233092
ACH-000758,-0.145888787476
ACH-000760,-0.196972564452
ACH-000763,-0.34155951431500003
ACH-000764,-0.140711356092
ACH-000765,-0.264331664879
ACH-000766,-0.111264905917
ACH-000767,-0.283487737056
ACH-000768,-0.0422216276944
ACH-000769,-0.328491776754
ACH-000770,-0.24448945465
ACH-000771,-0.213752928473
ACH-000773,-0.143426109704
ACH-000776,0.011120729460499999
ACH-000777,-0.225870608714
ACH-000778,-0.177525022139
ACH-000781,-0.10507123780899999
ACH-000782,-0.16897771586100002
ACH-000783,-0.376253050841
ACH-000784,-0.386713725151
ACH-000785,-0.165523938049
ACH-000787,-0.173604035319
ACH-000788,-0.200390756313
ACH-000791,-0.207229727793
ACH-000792,-0.133459254083
ACH-000794,-0.38156233510700005
ACH-000796,-0.21589877721
ACH-000799,-0.109633712587
ACH-000800,-0.263419278659
ACH-000802,-0.24500295749899997
ACH-000804,-0.426547587455
ACH-000805,-0.415965850803
ACH-000809,-0.255282269366
ACH-000810,-0.0874596342452
ACH-000811,-0.32368855104899996
ACH-000817,-0.115921609689
ACH-000819,-0.199457543523
ACH-000820,-0.37158660593500004
ACH-000821,-0.035410304611999996
ACH-000822,-0.25268468187800003
ACH-000823,-0.24350339169500002
ACH-000824,-0.40057086409000003
ACH-000827,-0.102652282365
ACH-000829,-0.140050847086
ACH-000831,-0.17286119064
ACH-000832,-0.08769047497469999
ACH-000833,-0.18571203967
ACH-000834,-0.325919105393
ACH-000835,-0.101322219442
ACH-000836,-0.32333775880300003
ACH-000837,-0.018033125218099997
ACH-000838,0.0114103190938
ACH-000839,-0.34922786291599994
ACH-000840,-0.107794057391
ACH-000841,-0.110343388689
ACH-000843,-0.0646530113859
ACH-000846,-0.040989094708199995
ACH-000847,-0.24958676038000002
ACH-000848,0.0313738543396
ACH-000849,-0.301553724558
ACH-000851,-0.164317641719
ACH-000855,-0.0714427550002
ACH-000856,-0.043965750315399996
ACH-000858,-0.149668019312
ACH-000859,-0.112305496973
ACH-000861,-0.023022679134700002
ACH-000862,-0.156606186836
ACH-000865,-0.06790151420940001
ACH-000866,-0.14862568259199999
ACH-000867,-0.394449187011
ACH-000869,-0.30927028248599997
ACH-000872,-0.135164505311
ACH-000873,-0.22083923828000002
ACH-000876,-0.0393315409908
ACH-000878,-0.072906981149
ACH-000880,-0.117177017434
ACH-000881,-0.121561083291
ACH-000882,-0.232450409366
ACH-000884,-0.517586817002
ACH-000885,-0.09282162648810001
ACH-000887,-0.198926343628
ACH-000888,-0.137506383625
ACH-000889,-0.131327852179
ACH-000890,-0.09814816491730001
ACH-000896,-0.0699552247082
ACH-000898,-0.287645761325
ACH-000900,-0.179870725701
ACH-000901,-0.21422134311799998
ACH-000905,-0.153831156049
ACH-000906,-0.19816390199099998
ACH-000907,-0.117144486171
ACH-000910,-0.332083089841
ACH-000911,-0.139689291909
ACH-000912,-0.24205054262200001
ACH-000913,-0.250262286035
ACH-000915,-0.144784122269
ACH-000916,-0.00250186556954
ACH-000917,-0.150578996605
ACH-000921,-0.205348515769
ACH-000924,-0.279686983284
ACH-000926,-0.410106343306
ACH-000928,-0.140054468481
ACH-000929,-0.306861848224
ACH-000932,-0.274153103022
ACH-000935,-0.116387387919
ACH-000936,-0.18871795224399998
ACH-000937,-0.21822641051199998
ACH-000938,-0.180426647608
ACH-000939,0.0893688275672
