,MCMDC2 (157777)
ACH-000004,0.00047033041950800004
ACH-000007,-0.026729228944
ACH-000009,-0.0013485739237000002
ACH-000011,0.0539180759303
ACH-000012,-0.385481172406
ACH-000013,0.0228622633344
ACH-000014,-0.169407521786
ACH-000015,0.0163058960827
ACH-000017,0.14405426385
ACH-000018,0.126130565962
ACH-000019,-0.172801641877
ACH-000021,-0.107899170185
ACH-000022,-0.147741871257
ACH-000025,-0.10604206382999999
ACH-000028,-0.0665248117571
ACH-000030,-0.115031897865
ACH-000035,-0.26973223079799996
ACH-000036,0.122830343859
ACH-000037,0.06305863841199999
ACH-000039,-0.0958676467674
ACH-000040,-0.128969375722
ACH-000041,-0.0179147104075
ACH-000042,-0.08631139508999999
ACH-000045,-0.179218337132
ACH-000047,-0.0979089994959
ACH-000052,0.0154240037167
ACH-000053,-0.161754620052
ACH-000054,-0.125457777289
ACH-000055,-0.135381911612
ACH-000060,-0.051819245460199996
ACH-000067,0.07149246520239999
ACH-000070,0.037431404987400003
ACH-000075,0.0511224427262
ACH-000078,-0.141583839237
ACH-000082,0.0783568912612
ACH-000085,0.0143271409146
ACH-000086,0.0196560825602
ACH-000087,-0.20327814232799998
ACH-000092,-0.168004137119
ACH-000095,0.07370042393630001
ACH-000097,-0.015185216058700001
ACH-000098,-0.031104512187200003
ACH-000099,-0.0937165379955
ACH-000108,-0.186098107696
ACH-000113,-0.128535204274
ACH-000115,-0.13134448779000002
ACH-000116,0.0303685781485
ACH-000118,-0.15287152617
ACH-000120,-0.0983725587162
ACH-000123,-0.238522433067
ACH-000127,-0.0197628936833
ACH-000128,-0.084803970656
ACH-000132,0.012227770028600001
ACH-000133,-0.06458919367869999
ACH-000137,0.118614387783
ACH-000138,-0.175140464025
ACH-000142,-0.0837622521225
ACH-000143,0.0592917216462
ACH-000146,-0.05341966421469999
ACH-000148,0.006234589332919999
ACH-000150,-0.24867924006099998
ACH-000152,0.039857039122900007
ACH-000153,-0.439950813445
ACH-000159,-0.219408602965
ACH-000160,-0.21937658469500002
ACH-000163,-0.175966727716
ACH-000167,-0.23521524408599997
ACH-000168,-0.055400924255999996
ACH-000169,0.0143743889409
ACH-000178,-0.133808074652
ACH-000182,-0.09515606571799999
ACH-000183,-0.262933840394
ACH-000188,0.08319048584639999
ACH-000189,0.05290984647480001
ACH-000190,-0.132329001311
ACH-000198,-0.113485600984
