,DSTYK (25778)
ACH-000004,-0.12443714623600001
ACH-000007,0.0501847869794
ACH-000009,-0.0427233929737
ACH-000011,-0.17529577781
ACH-000012,-0.153452349555
ACH-000013,-0.13057201845
ACH-000014,-0.19604453191500001
ACH-000015,-0.18839168866999997
ACH-000017,-0.185797103444
ACH-000018,-0.14380002600199998
ACH-000019,-0.414962592318
ACH-000021,-0.16189379115
ACH-000022,0.0183000876113
ACH-000025,-0.24454838256499997
ACH-000028,-0.161204262267
ACH-000030,-0.0659297964775
ACH-000035,0.192810187999
ACH-000036,-0.14512846732100002
ACH-000037,-0.0130034687833
ACH-000039,-0.09934449242019999
ACH-000040,-0.6516355561
ACH-000041,-0.11197620755000001
ACH-000042,-0.20202212234900002
ACH-000045,-0.0898841025285
ACH-000047,-0.276255325603
ACH-000052,-0.158850005066
ACH-000053,-0.150954891646
ACH-000054,-0.24575415883
ACH-000055,-0.026128731861200002
ACH-000060,-0.149768380419
ACH-000067,-0.14817317210699998
ACH-000070,-0.113692549232
ACH-000075,-0.440040106328
ACH-000078,-0.14399324815300002
ACH-000082,-0.258296054537
ACH-000085,-0.0506974508667
ACH-000086,-0.393716899666
ACH-000087,-0.15240988222899998
ACH-000092,-0.0519304328366
ACH-000095,-0.133180509965
ACH-000097,-0.209433686201
ACH-000098,-0.39742980704899994
ACH-000099,-0.115337069274
ACH-000108,-0.255775151629
ACH-000113,-0.25566330238699997
ACH-000115,-0.0943349148766
ACH-000116,-0.140336366994
ACH-000118,-0.228869448425
ACH-000120,-0.242255480885
ACH-000123,-0.058697628652400004
ACH-000127,-0.11518461505899999
ACH-000128,-0.26695835824499997
ACH-000132,-0.260522000883
ACH-000133,-0.050209510834
ACH-000137,-0.09333814404009999
ACH-000138,-0.201686772032
ACH-000142,-0.114025686072
ACH-000143,-0.134409807581
ACH-000146,-0.051691413786699995
ACH-000148,-0.11372256529699999
ACH-000150,-0.19597290660500002
ACH-000152,-0.0614512356848
ACH-000153,-0.534596746324
ACH-000159,-0.057091660504900006
ACH-000160,-0.21259371737
ACH-000163,-0.060130366392299996
ACH-000167,0.0582099624424
ACH-000168,-0.142093259088
ACH-000169,-0.043425366089
ACH-000178,-0.100614200653
ACH-000182,-0.149802158788
ACH-000183,-0.0693728209891
ACH-000188,-0.0847957834531
ACH-000189,-0.40558891766000005
ACH-000190,-0.168910287907
ACH-000198,-0.0572739188124
ACH-000204,-0.45085953194300005
ACH-000206,-0.0253623401601
ACH-000207,-0.0502106130334
ACH-000211,-0.125851963397
ACH-000215,-0.267721468598
ACH-000221,-0.0804395215054
ACH-000222,-0.0454829530796
ACH-000223,-0.024645254133000002
ACH-000226,-0.193976257945
ACH-000227,-0.144276638784
ACH-000228,-0.08620441259860001
ACH-000231,-0.168025696822
ACH-000232,-0.08779471941410001
ACH-000233,-0.231967372609
ACH-000234,-0.300361650575
ACH-000235,-0.28583627335
ACH-000237,0.140094074308
ACH-000238,-0.165013792305
ACH-000243,-0.09357092168169999
ACH-000244,0.00731682797513
ACH-000246,-0.32687128629900003
ACH-000248,-0.201321360901
ACH-000250,-0.0643676561601
ACH-000251,-0.0963582474709
ACH-000253,-0.066755457926
ACH-000255,-0.169225956636
ACH-000256,-0.141429738365
ACH-000257,0.0815751449659
ACH-000258,-0.40774553614299996
ACH-000259,-0.0421168897323
ACH-000260,-0.08711223349330001
ACH-000261,-0.034585018754599996
ACH-000262,-0.168965662189
ACH-000263,-0.105997227248
ACH-000264,-0.0739564050606
ACH-000265,-0.10423704981000001
ACH-000266,-0.198638322031
ACH-000272,-0.143403782927
ACH-000273,-0.143464665565
ACH-000274,-0.173223417676
ACH-000277,-0.290593306329
ACH-000278,0.0152918665408
ACH-000279,-0.038746732915800004
ACH-000280,-0.429123774977
ACH-000281,-0.270119868274
ACH-000288,-0.21025414376499998
ACH-000291,-0.177687376208
ACH-000293,-0.140839914579
ACH-000294,-0.0665689913263
ACH-000295,-0.13421701021500002
ACH-000296,-0.0372982694264
ACH-000302,-0.137815629846
ACH-000304,-0.354609696715
ACH-000307,-0.121946230109
ACH-000308,-0.11902751712700001
ACH-000310,-0.239317514925
ACH-000311,-0.29691928554499997
ACH-000312,-0.152742529515
ACH-000315,-0.00425222804726
ACH-000316,0.080839903559
ACH-000317,-0.462534502981
ACH-000318,-0.260601716003
ACH-000319,-0.10056465446599999
ACH-000320,-0.14135538314999999
ACH-000322,0.0127250867939
ACH-000323,-0.17247941427400001
ACH-000324,-0.173742222109
ACH-000329,-0.24945618839699998
ACH-000330,-0.117127975709
ACH-000331,-0.214973934861
ACH-000332,-0.201890430711
ACH-000334,-0.26055998033000005
ACH-000335,-0.268748985366
ACH-000336,-0.08427919723269998
ACH-000337,0.0033050810790200003
ACH-000339,-0.14607942824
ACH-000341,-0.02530069556
