,CSF3R (1441)
ACH-000387,-0.0008347482103589999
ACH-000389,0.108147190989
ACH-000390,-0.0900737480617
ACH-000393,-0.24802993816500002
ACH-000395,0.0551934682043
ACH-000397,-0.140752271156
ACH-000401,0.034771027344400005
ACH-000402,-0.153528412649
ACH-000403,-0.257820277676
ACH-000404,-0.107667844834
ACH-000406,-0.0775595704191
ACH-000407,-0.17340223176300001
ACH-000408,0.0416832896106
ACH-000410,-0.315813705599
ACH-000411,-0.243860962277
ACH-000414,-0.10790935507000002
ACH-000415,-0.22242242215799998
ACH-000416,-0.27918866023600003
ACH-000420,-0.380559935809
ACH-000421,-0.201120301547
ACH-000424,-0.39637985124799996
ACH-000425,-0.19818986078200002
ACH-000426,-0.0612580655913
ACH-000427,-0.270959691287
ACH-000433,0.0978687985794
ACH-000436,-0.20632251530600001
ACH-000444,-0.0465833879748
ACH-000445,-0.172228818592
ACH-000448,-0.17815086889600001
ACH-000450,-0.10428551001900001
ACH-000452,0.00425158161067
ACH-000454,-0.10081267190099999
ACH-000458,-0.24214932784200002
ACH-000459,-0.0629419326141
ACH-000460,-0.0689401751082
ACH-000461,-0.383015601206
ACH-000463,-0.15730328092
ACH-000464,-0.179851942618
ACH-000466,-0.190058952941
ACH-000467,-0.134902250772
ACH-000468,-0.240956723386
ACH-000469,-0.265283621728
ACH-000470,-0.04945491213219999
ACH-000471,-0.128436493157
ACH-000472,-0.0395045656616
ACH-000473,-0.0889698892065
ACH-000475,-0.238942532501
ACH-000476,-0.07088994655280001
ACH-000477,-0.0436270338953
ACH-000480,-0.198782159691
ACH-000481,-0.222216449276
ACH-000483,-0.0414809166513
ACH-000484,-0.297350403254
ACH-000485,-0.223737349527
ACH-000486,0.0758686558507
ACH-000487,-0.181403229141
ACH-000488,-0.111447513932
ACH-000490,-0.125284391813
ACH-000491,-0.289859460655
ACH-000495,-0.169966821757
ACH-000496,-0.132269047374
ACH-000499,-0.0313994529843
ACH-000500,0.059715226551400005
ACH-000502,-0.13003078635399998
ACH-000503,0.36473480515199996
ACH-000505,-0.231127032524
ACH-000507,-0.40825408056100004
ACH-000510,-0.198896600058
ACH-000511,-0.0679702990516
ACH-000512,-0.41207067840499995
ACH-000516,-0.0129922038323
ACH-000517,-0.171979630297
ACH-000518,-0.0833362021793
ACH-000520,-0.318973630641
ACH-000521,-0.13427168276100002
ACH-000522,-0.298238942681
ACH-000524,-0.178380097426
ACH-000527,-0.21233283337699999
ACH-000528,-0.141251951494
ACH-000537,-0.10124589706
ACH-000541,-0.123426405482
ACH-000542,-0.136208435692
ACH-000544,-0.074147851618
ACH-000545,-0.215517821083
ACH-000547,-0.07658652615339999
ACH-000548,-0.15556505531099998
ACH-000549,-0.0655495779884
ACH-000550,-0.31284952397300003
ACH-000552,0.00110982288915
ACH-000556,-0.18869060709899999
ACH-000557,-0.00760645152221
ACH-000570,-0.13798879481100002
ACH-000571,-0.0844738076767
ACH-000573,-0.288205657449
ACH-000576,-0.134981473432
ACH-000580,-0.0370883956066
ACH-000584,-0.24571867565299998
ACH-000585,-0.22164196496
ACH-000588,-0.276401951223
ACH-000589,-0.0929711571156
ACH-000591,-0.09638787179950001
ACH-000593,-0.275339979051
ACH-000600,-0.37378905036700005
ACH-000601,-0.204906671681
ACH-000604,-0.0697121201329
ACH-000605,-0.178734438556
ACH-000606,-0.0903142354882
ACH-000608,-0.329893452897
ACH-000614,-0.426012799977
ACH-000616,-0.23993397726
ACH-000618,-0.0112962756343
ACH-000619,-0.004238343708300001
ACH-000620,-0.319138036846
ACH-000621,-0.357650502026
ACH-000622,-0.302870796985
ACH-000623,-0.0523217397294
ACH-000624,-0.20004387846500002
ACH-000627,-0.25370609546100004
ACH-000630,-0.256038004869
ACH-000632,-0.15235229458900001
ACH-000633,-0.19295788805999997
ACH-000637,-0.335872296812
ACH-000638,-0.0286338050291
ACH-000646,-0.16726180876900001
ACH-000647,-0.147153203099
ACH-000648,-0.112059221668
ACH-000649,-0.211406369796
ACH-000651,-0.29920157545299997
ACH-000652,0.00960023637128
ACH-000653,-0.20404475244800002
ACH-000657,-0.254238332504
ACH-000658,0.007720086453759999
ACH-000661,-0.33098549469300004
ACH-000662,-0.33115638312600004
ACH-000663,-0.109686867653
ACH-000665,-0.228161600425
ACH-000671,-0.197769862396
ACH-000673,-0.195199944016
ACH-000676,-0.243020622298
ACH-000677,-0.19760011442000003
ACH-000681,0.0808922377179
ACH-000682,-0.0520623356782
ACH-000683,-0.27096308854
ACH-000684,-0.36517553531999997
ACH-000688,-0.310845978468
ACH-000693,-0.116187608164
ACH-000694,-0.0919604771281
ACH-000695,0.0499522977894
ACH-000696,-0.155968298399
ACH-000697,-0.492579821443
ACH-000699,-0.159850150496
ACH-000701,0.0306503952299
ACH-000706,-0.221259440151
ACH-000711,-0.22110556970400003
ACH-000713,-0.229431780335
ACH-000714,-0.115986800917
ACH-000718,-0.041169071911400006
ACH-000720,-0.23549857800299998
ACH-000721,-0.117239923213
ACH-000724,0.0645093306919
ACH-000725,-0.17591038547600002
ACH-000732,-0.17759364369800001
ACH-000734,-0.11778400426300001
ACH-000735,-0.162019866244
ACH-000736,-0.512709362821
ACH-000738,-0.180948776051
ACH-000746,-0.0753591957461
ACH-000747,-0.247796653198
ACH-000748,-0.112749517478
ACH-000753,-0.111799932871
ACH-000756,-0.15581936783800002
ACH-000757,-0.322291632148
ACH-000758,-0.0722114976465
ACH-000760,0.0027686169576
ACH-000763,-0.131250561008
ACH-000764,-0.108385114324
ACH-000765,-0.21799079977699998
ACH-000766,-0.184378505301
ACH-000767,-0.147936510695
ACH-000768,0.00905352366727
ACH-000769,-0.267685071184
ACH-000770,-0.11486969887599999
ACH-000771,-0.030716459553
ACH-000773,0.0200737199114
ACH-000776,-0.09148746562599999
ACH-000777,-0.150092900419
ACH-000778,-0.18966002460099998
ACH-000781,-0.133533573709
ACH-000782,-0.233861304422
ACH-000783,-0.210578287609
ACH-000784,-0.05070001590459999
ACH-000785,-0.143496628461
ACH-000787,-0.101616025769
ACH-000788,-0.13721675400699998
ACH-000791,-0.19953742845800002
ACH-000792,-0.147342817839
ACH-000794,-0.208338981653
ACH-000796,-0.012123310445999999
ACH-000799,-0.323199803757
ACH-000800,-0.45676970579099996
ACH-000802,-0.0951839351923
ACH-000804,-0.11412449814000002
ACH-000805,-0.495680460542
ACH-000809,-0.262938486036
ACH-000810,0.0589736909904
ACH-000811,-0.401914369234
ACH-000817,-0.0992194611385
ACH-000819,-0.115852182598
ACH-000820,-0.13242930687100002
ACH-000821,-0.35171692497199997
ACH-000822,-0.10935381343900001
ACH-000823,-0.19178351719
ACH-000824,0.0024991998527199998
ACH-000827,-0.025574953910500003
ACH-000829,-0.341967404887
ACH-000831,-0.22103068120299998
ACH-000832,-0.159953980398
ACH-000833,-0.30344165079999996
ACH-000834,-0.130404039604
ACH-000835,-0.0238689875098
ACH-000836,0.144825216784
ACH-000837,-0.24479926324499998
ACH-000838,0.151022110379
ACH-000839,-0.226912404126
ACH-000840,-0.254472669393
ACH-000841,-0.19965879848200002
ACH-000843,-0.06720617198710001
ACH-000846,-0.270465961395
ACH-000847,-0.45963247916100003
ACH-000848,-0.0555819012483
ACH-000849,-0.197953895574
ACH-000851,-0.0873366242141
ACH-000855,-0.190331870622
ACH-000856,-0.248513945683
ACH-000858,-0.19502661491999998
ACH-000859,-0.467312076416
ACH-000861,-0.34558748660099997
ACH-000862,-0.140144248212
ACH-000865,-0.0689840891262
ACH-000866,-0.22682573099300002
ACH-000867,-0.128926221978
ACH-000869,-0.41954301738099997
ACH-000872,-0.381105715239
ACH-000873,0.0245889342387
ACH-000876,-0.177354222678
ACH-000878,0.183662524978
ACH-000880,-0.22558456325100001
ACH-000881,-0.0286178475504
ACH-000882,-0.16870384054600002
ACH-000884,-0.215770572522
ACH-000885,-0.174389651118
ACH-000887,-0.386897173181
ACH-000888,-0.208408456983
ACH-000889,-0.152792820505
ACH-000890,-0.147675413187
ACH-000896,-0.0654961108219
ACH-000898,-0.155149590159
ACH-000900,-0.161410268748
ACH-000901,-0.44564224723800006
ACH-000905,-0.12074336442900001
ACH-000906,-0.16533061743799998
ACH-000907,-0.12117351271099999
ACH-000910,-0.116341836579
ACH-000911,-0.230521855577
ACH-000912,-0.23461156680300002
ACH-000913,-0.044144956644099995
ACH-000915,-0.13546212595100002
ACH-000916,-0.210920161025
ACH-000917,0.02716609691
ACH-000921,-0.257104488019
ACH-000924,-0.113531082998
ACH-000926,-0.175355393417
ACH-000928,-0.587794020266
ACH-000929,-0.24647570418499998
ACH-000932,-0.0419954984822
ACH-000935,0.236562258865
ACH-000936,-0.12209340579299999
ACH-000937,-0.255112507102
ACH-000938,-0.0965454330452
ACH-000939,-0.340937300837
ACH-000941,-0.260864511076
ACH-000943,-0.249106718649
ACH-000946,-0.23605425935600002
ACH-000947,-0.121665540271
ACH-000948,-0.112122382245
ACH-000950,0.237576946223
ACH-000953,-0.353685966018
ACH-000957,-0.0915482735343
ACH-000958,-0.12918885035
ACH-000960,-0.0624548753501
ACH-000963,-0.118727033478
ACH-000968,0.00171287881646
ACH-000969,-0.225112923264
ACH-000973,-0.151397011897
ACH-000974,-0.17129149221999998
ACH-000975,-0.241290828981
ACH-000976,-0.204075662
ACH-000978,-0.399960015045
ACH-000980,-0.180399472588
ACH-000984,-0.10062657841499999
ACH-000986,-0.129491866273
ACH-000988,-0.130856196856
ACH-000993,-0.60583874146
ACH-000994,-0.04968096360859999
ACH-000996,-0.534641417933
ACH-001001,-0.0682750415167
ACH-001020,0.039736412607400004
ACH-001028,-0.192882078026
ACH-001031,-0.152404477324
ACH-001038,-0.331607811515
ACH-001048,-0.010451088930399999
ACH-001050,-0.21683714350400002
ACH-001053,-0.491893643692
ACH-001054,-0.20966880519
ACH-001061,-0.118180408832
ACH-001067,-0.232823656692
ACH-001075,-0.234520910186
ACH-001096,-0.0969622403433
ACH-001128,-0.495477486852
ACH-001134,-0.19521870178
ACH-001151,-0.142878844419
ACH-001163,-0.0968653857233
ACH-001164,-0.377190796615
ACH-001173,-0.038264225293099995
ACH-001183,-0.0880629762287
ACH-001184,-0.104562304048
ACH-001190,-0.250996584054
ACH-001192,-0.0741570357255
ACH-001193,-0.47074914485200003
ACH-001196,-0.395560776406
ACH-001197,-0.26017664666900003
ACH-001205,-0.08093390073739999
ACH-001211,-0.341366420534
ACH-001212,0.09567908612119999
ACH-001228,-0.454745620467
ACH-001232,-0.231080746298
ACH-001239,-0.230918309945
ACH-001274,-0.11858460633300001
ACH-001275,-0.044273823183199994
ACH-001277,-0.392623022819
ACH-001278,-0.118355812799
ACH-001280,-0.26240107652
ACH-001283,-0.213366421481
ACH-001289,-0.0912177988136
ACH-001295,-0.157804835755
ACH-001300,0.05419034337880001
ACH-001301,-0.015261680162200001
ACH-001302,-0.152553253666
ACH-001303,-0.407836260125
ACH-001306,-0.14310040041
ACH-001318,-0.14535815470000002
ACH-001322,-0.157548914248
ACH-001328,-0.09747323729039999
ACH-001332,-0.0524489424253
ACH-001333,0.0193669113852
ACH-001336,-0.00768943502117
ACH-001340,-0.18237499133699997
ACH-001346,-0.195657783985
ACH-001353,-0.212082928407
ACH-001354,-0.0999549975702
ACH-001367,-0.275440042482
ACH-001368,-0.219116542605
ACH-001374,-0.67006935132
ACH-001375,0.024168036543
ACH-001377,0.014129187436799999
ACH-001380,-0.172569886237
ACH-001391,-0.22645634187199998
ACH-001407,-0.052186143004800005
ACH-001408,-0.11481813365499999
ACH-001413,-0.0149085951051
ACH-001430,0.06974319390480001
ACH-001431,0.051113902842100004
ACH-001450,-0.0370594283277
ACH-001496,-0.161139619327
ACH-001500,-0.08851045527370001
ACH-001521,-0.17484720992
ACH-001523,-0.201231164619
ACH-001532,-0.134899722356
ACH-001536,-0.06888294775380001
ACH-001550,-0.194339355863
ACH-001552,-0.027861638208400003
ACH-001554,-0.106020691352
ACH-001645,-0.189320108107
ACH-001654,-0.36720230807099996
ACH-001715,-0.127822670538
ACH-001735,-0.33651838773500004
ACH-001736,-0.102298423779
ACH-001737,-0.102954538251
ACH-001740,-0.187889255128
ACH-001745,-0.12129573412599999
ACH-001750,-0.18747515539
ACH-001765,-0.259364099227
ACH-001956,-0.135281197599
ACH-001957,-0.152038384669
