,BRIX1 (55299)
ACH-000004,-1.2036232972299998
ACH-000007,-1.12693523829
ACH-000009,-1.16199742301
ACH-000011,-1.1665945227799999
ACH-000012,-1.3128739402200003
ACH-000013,-1.08263854426
ACH-000014,-1.0260404032
ACH-000015,-0.959570092348
ACH-000017,-1.06279936484
ACH-000018,-1.02685204918
ACH-000019,-1.2987992420999999
ACH-000021,-1.20203338756
ACH-000022,-1.16597349528
ACH-000025,-1.4281787099
ACH-000028,-1.39196265741
ACH-000030,-0.8965366193080001
ACH-000035,-1.20860103975
ACH-000036,-1.02425084175
ACH-000037,-1.66558433064
ACH-000039,-1.11138823621
ACH-000040,-1.4237744847999998
ACH-000041,-1.2410794224700001
ACH-000042,-1.4991852783700002
ACH-000045,-1.19966753344
ACH-000047,-1.3603534570299998
ACH-000052,-1.19040658242
ACH-000053,-1.29060817146
ACH-000054,-1.20468990275
ACH-000055,-1.1928483667299998
ACH-000060,-1.0817054129600001
ACH-000067,-1.12919179142
ACH-000070,-1.02367184402
ACH-000075,-1.28462876961
ACH-000078,-1.52850382488
ACH-000082,-1.39833206346
ACH-000085,-0.732985186863
ACH-000086,-1.05963451276
ACH-000087,-1.1876438679899999
ACH-000092,-1.1880253443000002
ACH-000095,-1.37494701516
ACH-000097,-1.16543552404
ACH-000098,-0.903998023432
ACH-000099,-1.14667189819
ACH-000108,-1.29491438708
ACH-000113,-1.237033173
ACH-000115,-0.9646443033700002
ACH-000116,-1.06584509229
ACH-000118,-1.1908471437700001
ACH-000120,-1.4493808075999999
ACH-000123,-1.12219168722
ACH-000127,-1.01304446941
ACH-000128,-0.945993255324
ACH-000132,-1.25395256563
ACH-000133,-1.05252310018
ACH-000137,-1.16614654018
ACH-000138,-1.36299631774
ACH-000142,-1.18281921549
ACH-000143,-1.08860611028
ACH-000146,-1.1412826769
ACH-000148,-1.20194483692
ACH-000150,-0.885394094278
ACH-000152,-1.15925818434
ACH-000153,-1.64507239457
ACH-000159,-1.27903182264
ACH-000160,-1.4703831200400002
ACH-000163,-1.3428063053900001
ACH-000167,-1.31105528463
ACH-000168,-1.06307599193
ACH-000169,-1.09747021267
ACH-000178,-0.8496370446070001
ACH-000182,-1.255793786
ACH-000183,-1.13707598772
ACH-000188,-1.19270666057
ACH-000189,-1.29345028246
ACH-000190,-1.1207017986
ACH-000198,-1.2350476639799999
ACH-000204,-1.45411471342
ACH-000206,-0.9549826566740001
ACH-000207,-0.7425850947920001
ACH-000211,-1.29461177997
ACH-000215,-1.0738883197
ACH-000221,-1.1380514054000002
ACH-000222,-1.3403767236700002
ACH-000223,-1.14708297737
ACH-000226,-1.06305769856
ACH-000227,-1.3275831234
ACH-000228,-1.16748224253
ACH-000231,-1.066913569
ACH-000232,-1.1022419843
ACH-000233,-0.947321153653
ACH-000234,-1.10137670625
ACH-000235,-1.14754316476
ACH-000237,-1.2422865753
ACH-000238,-0.980337102732
ACH-000243,-1.18758138003
ACH-000244,-1.25082117815
ACH-000246,-1.1788636611799999
ACH-000248,-0.870046404792
ACH-000250,-1.2662002266299999
ACH-000251,-1.2045080094299998
ACH-000253,-1.2054901622399998
ACH-000255,-1.25008529565
ACH-000256,-1.1909859273
ACH-000257,-1.00309786531
ACH-000258,-0.921671325202
ACH-000259,-1.14687224669
ACH-000260,-1.07758456876
ACH-000261,-1.13841365653
ACH-000262,-1.7074626211000001
ACH-000263,-1.0718763566399998
ACH-000264,-1.06447325207
ACH-000265,-1.43643027399
ACH-000266,-1.3991911009
ACH-000272,-1.34472947098
ACH-000273,-1.4085589960299998
ACH-000274,-0.751191416982
ACH-000277,-1.01928310595
ACH-000278,-1.26490077549
ACH-000279,-1.18930015911
ACH-000280,-1.22795703683
ACH-000281,-1.3354272523200001
ACH-000288,-1.2243149733299998
ACH-000291,-1.07446684416
ACH-000293,-1.25348257878
ACH-000294,-1.6341241387
ACH-000295,-1.0909566849899999
ACH-000296,-1.31335357142
ACH-000302,-1.16197911891
ACH-000304,-0.9283570817899999
ACH-000307,-0.884220638962
ACH-000308,-1.28278501955
ACH-000310,-1.7467917942099997
ACH-000311,-1.20473684535
ACH-000312,-1.12177270249
ACH-000315,-1.15748264576
ACH-000316,-1.43852477781
ACH-000317,-1.28409108454
ACH-000318,-0.754196597226
ACH-000319,-1.2441302909799998
ACH-000320,-1.55723486364
ACH-000322,-1.2038261780500001
ACH-000323,-1.0739840603200002
ACH-000324,-1.29668960123
ACH-000329,-1.08707005705
ACH-000330,-0.998674768014
ACH-000331,-1.09739086121
ACH-000332,-1.48750516333
ACH-000334,-1.626236478
ACH-000335,-1.0852905770999999
ACH-000336,-1.1168994305600002
ACH-000337,-1.0258753304600001
ACH-000339,-1.3800931636899998
ACH-000341,-1.13706690859
ACH-000348,-1.28181463289
ACH-000350,-1.04889375485
ACH-000352,-1.03711071877
ACH-000356,-1.1179328711399998
ACH-000361,-1.26921561286
ACH-000362,-1.4488717048
ACH-000363,-1.1807391434999999
ACH-000364,-1.3055011174700002
ACH-000365,-1.27341021906
ACH-000366,-1.01417458924
