,STEAP2 (261729)
ACH-000004,-0.116143079331
ACH-000007,-0.21645518215
ACH-000009,-0.258429222256
ACH-000011,-0.208806704891
ACH-000012,-0.291343930169
ACH-000013,-0.22323840812399998
ACH-000014,-0.34405817130000005
ACH-000015,-0.115025438929
ACH-000017,-0.338640868472
ACH-000018,-0.34824576592699996
ACH-000019,-0.358252557882
ACH-000021,-0.13688397974000002
ACH-000022,-0.234431698985
ACH-000025,-0.252267116892
ACH-000028,-0.231633615523
ACH-000030,-0.09555400684769999
ACH-000035,-0.465835371191
ACH-000036,-0.349216922698
ACH-000037,-0.179196604003
ACH-000039,-0.259369411077
ACH-000040,-0.174810041101
ACH-000041,-0.14268166460200002
ACH-000042,-0.145893051099
ACH-000045,-0.24422477001999995
ACH-000047,-0.41350802964
ACH-000052,-0.40207910242899997
ACH-000053,-0.078845359369
ACH-000054,-0.308311281051
ACH-000055,-0.292869069901
ACH-000060,-0.294363189686
ACH-000067,-0.23832727948000001
ACH-000070,-0.316542147911
ACH-000075,-0.35244779348399996
ACH-000078,-0.0973104584588
ACH-000082,-0.23288777401
ACH-000085,-0.404151724499
ACH-000086,-0.265529974051
ACH-000087,-0.123271927596
ACH-000092,-0.36914198385499997
ACH-000095,-0.232397603171
ACH-000097,-0.3200774816
ACH-000098,-0.259890799441
ACH-000099,-0.146518406207
ACH-000108,-0.20761138754099998
ACH-000113,-0.240790447569
ACH-000115,-0.160930549414
ACH-000116,-0.34695880444
ACH-000118,-0.148351394365
ACH-000120,-0.06548165536679999
ACH-000123,-0.308057384152
ACH-000127,-0.183086997283
ACH-000128,-0.336099335572
ACH-000132,-0.27445532239
ACH-000133,-0.14547164725
ACH-000137,-0.0221325185353
ACH-000138,-0.149645722754
ACH-000142,-0.266959560866
ACH-000143,-0.26005815367199997
ACH-000146,-0.11725540314999999
ACH-000148,-0.25921969917800003
ACH-000150,-0.262718967785
ACH-000152,-0.218466381188
ACH-000153,-0.110919970663
ACH-000159,-0.411425252001
ACH-000160,-0.227842031873
ACH-000163,-0.135121797631
ACH-000167,-0.331080758875
ACH-000168,-0.10164494610099999
ACH-000169,-0.273064175059
ACH-000178,-0.19581843617
ACH-000182,-0.05909068247
ACH-000183,-0.23190701998000005
ACH-000188,-0.39574492370399994
ACH-000189,-0.152246705393
ACH-000190,-0.361237402117
ACH-000198,-0.23923844184999998
ACH-000204,-0.261940925742
ACH-000206,-0.06304278060850001
