,SUCLG1 (8802)
ACH-000004,-0.16469259435699998
ACH-000007,-0.10191549420499998
ACH-000009,-0.30091298464899996
ACH-000011,0.0348625500955
ACH-000012,-0.44718140608199997
ACH-000013,-0.27342057412099996
ACH-000014,0.0015881509970999998
ACH-000015,-0.140214577965
ACH-000017,-0.417370828021
ACH-000018,-0.323548867204
ACH-000019,-0.26263359722199997
ACH-000021,-0.255362558589
ACH-000022,0.127816999211
ACH-000025,-0.123158079507
ACH-000028,-0.326773954487
ACH-000030,-0.260906224307
ACH-000035,-0.37887900041699996
ACH-000036,-0.09429015428310002
ACH-000037,-0.311194920315
ACH-000039,-0.0618421697337
ACH-000040,-0.29519906071400004
ACH-000041,-0.150229372458
ACH-000042,-0.376134356695
ACH-000045,-0.457565390817
ACH-000047,-0.576530348843
ACH-000052,-0.128824567633
ACH-000053,-0.19258473169399998
ACH-000054,-0.17725544179900002
ACH-000055,-0.33811998124700005
ACH-000060,0.00930278272692
ACH-000067,-0.380372118152
ACH-000070,-0.8430577412929999
ACH-000075,-0.163577266255
ACH-000078,-0.321275465769
ACH-000082,-0.11063087666400001
ACH-000085,-0.11879889446799999
ACH-000086,-0.183944242979
ACH-000087,0.012095766459299998
ACH-000092,-0.23709359194899998
ACH-000095,-0.208868107254
ACH-000097,-0.580054714088
ACH-000098,-0.13964147542000002
ACH-000099,-0.5118790039159999
ACH-000108,-0.00418428781372
ACH-000113,-0.25041294096
ACH-000115,-0.144255994798
ACH-000116,-0.0574315668831
ACH-000118,-0.0791709805082
ACH-000120,-0.131373986089
ACH-000123,-0.385629503914
ACH-000127,-0.11632296668
ACH-000128,-0.204221649974
ACH-000132,-0.376922128257
ACH-000133,-0.40162118389799994
ACH-000137,-0.269884415866
ACH-000138,-0.29050373408700003
ACH-000142,-0.24989460945999997
ACH-000143,-0.266091192494
ACH-000146,-0.307722597027
ACH-000148,-0.154892339049
ACH-000150,-0.42143708949299996
ACH-000152,-0.315653112414
ACH-000153,0.051133338227199995
ACH-000159,-0.19244386493700003
ACH-000160,-0.10703002183499999
