,CALU (813)
ACH-000004,0.019581561686099997
ACH-000007,0.26895768271299997
ACH-000009,0.35576511681199996
ACH-000011,0.545985278424
ACH-000012,0.15635522389
ACH-000013,0.197514550673
ACH-000014,0.00333793483875
ACH-000015,0.0665233575378
ACH-000017,0.10671883691299999
ACH-000018,0.198451245835
ACH-000019,0.40276548289
ACH-000021,0.07816662097030001
ACH-000022,0.145008864875
ACH-000025,0.20490135183400002
ACH-000028,0.0042542399238200005
ACH-000030,0.28967317984700003
ACH-000035,0.111023524065
ACH-000036,-0.0513086470097
ACH-000037,0.285041971392
ACH-000039,0.24036947630600003
ACH-000040,0.0894392310726
ACH-000041,0.04389477036930001
ACH-000042,0.013098415509600001
ACH-000045,0.20278917929999998
ACH-000047,0.292204168973
ACH-000052,0.167099396271
ACH-000053,0.178412684545
ACH-000054,0.20491823605599999
ACH-000055,-0.0408158562382
ACH-000060,0.195894242634
ACH-000067,-0.0153910382914
ACH-000070,0.35270442277900005
ACH-000075,0.143274863999
ACH-000078,0.119658639257
ACH-000082,0.17043583478399998
ACH-000085,0.129601636533
ACH-000086,0.269919631019
ACH-000087,0.00670635803053
ACH-000092,0.0102044219625
ACH-000095,0.0772923662908
ACH-000097,0.118746243714
ACH-000098,0.29716125461
ACH-000099,0.190266380024
ACH-000108,0.08050611850219999
ACH-000113,0.22168924830400003
ACH-000115,0.37097233870499996
ACH-000116,0.236438701725
ACH-000118,0.213023879768
ACH-000120,0.38890531532
ACH-000123,0.323558933152
ACH-000127,0.07238551046950001
ACH-000128,-0.00182741160973
ACH-000132,0.378672357043
ACH-000133,0.09537930352019999
ACH-000137,0.17848251839600002
ACH-000138,0.21063572994899998
ACH-000142,0.201991226495
ACH-000143,0.236482485889
ACH-000146,0.03997609314140001
ACH-000148,0.111243595386
ACH-000150,0.281204388232
ACH-000152,0.0805736318924
ACH-000153,0.37906514041
ACH-000159,0.202553937457
ACH-000160,0.180023280251
ACH-000163,0.261988551312
ACH-000167,0.00190336153569
ACH-000168,0.24901203905900002
ACH-000169,0.302000309963
ACH-000178,0.254867599665
ACH-000182,0.0220527517039
ACH-000183,0.102375629635
ACH-000188,0.205595855897
ACH-000189,0.0787702460083
ACH-000190,0.26100977578699996
ACH-000198,0.09827574381169998
ACH-000204,0.100715935782
ACH-000206,-0.0491843886846
ACH-000207,0.144183467261
ACH-000211,0.175598062656
ACH-000215,0.18147494833500002
ACH-000221,0.252756279111
ACH-000222,0.108789948949
ACH-000223,0.22305606848700002
ACH-000226,0.13043885752599998
ACH-000227,0.573771867775
ACH-000228,0.22455671467399999
ACH-000231,0.2263323217
ACH-000232,0.251488450663
ACH-000233,0.132940229906
ACH-000234,0.105060324236
ACH-000235,0.19294981666400002
ACH-000237,0.17345851514000002
ACH-000238,0.20452022681200002
ACH-000243,0.16952072642000002
ACH-000244,-0.21605195219700002
ACH-000246,0.139337411054
ACH-000248,0.098499060735
ACH-000250,0.11462496492100001
ACH-000251,0.383520101481
ACH-000253,0.130612776752
ACH-000255,0.243032796104
ACH-000256,0.224507092919
ACH-000257,-0.141686520887
ACH-000258,0.161291133193
ACH-000259,0.0893177327103
ACH-000260,0.220499848435
ACH-000261,0.186348854406
ACH-000262,0.28489999309
ACH-000263,0.22248315824200002
ACH-000264,0.0824483097905
ACH-000265,0.39647799682499996
ACH-000266,0.12658053909000003
ACH-000272,0.175261002278
ACH-000273,0.240772710816
ACH-000274,0.153611389554
ACH-000277,0.136630125672
ACH-000278,0.07334120105729999
ACH-000279,0.19321387151900002
ACH-000280,0.40388232622000003
ACH-000281,0.28247223474100003
ACH-000288,0.209369278718
ACH-000291,0.0689497567516
ACH-000293,0.0300731087401
ACH-000294,0.407749001591
ACH-000295,0.161546120483
ACH-000296,0.361572545167
ACH-000302,0.0859111232539
ACH-000304,-0.10868182605900001
ACH-000307,0.10007456559
ACH-000308,0.146010330231
ACH-000310,0.241996429159
ACH-000311,0.250066122866
ACH-000312,0.0503013937688
ACH-000315,0.17193074891
ACH-000316,0.0450017686259
ACH-000317,-0.0643819432082
ACH-000318,0.243673789162
ACH-000319,0.213634311006
ACH-000320,0.186619634552
ACH-000322,0.0467507812158
ACH-000323,0.0726772082637
ACH-000324,0.31630706301
ACH-000329,0.21403964182399998
ACH-000330,0.314991506407
ACH-000331,0.0153663103694
ACH-000332,0.184160352788
ACH-000334,0.11613356378699999
ACH-000335,0.48977048705399995
ACH-000336,-0.0475117189608
ACH-000337,0.13972839005
ACH-000339,0.129634771154
ACH-000341,-0.176154212003
ACH-000348,0.06680775523230001
ACH-000350,0.21566700527
ACH-000352,0.17605610027899998
ACH-000356,0.281986390538
ACH-000361,0.43588073545100003
ACH-000362,0.132699263758
ACH-000363,0.18949931262400002
ACH-000364,0.17403620883200002
ACH-000365,0.0895325281263
ACH-000366,0.192760489366
ACH-000368,-0.009170649620370001
ACH-000374,0.09745103503210001
ACH-000375,-0.0899389936324
ACH-000376,-0.0153474366044
ACH-000381,0.163984006623
ACH-000383,0.256155897978
ACH-000387,0.0695364026923
ACH-000389,0.297542795731
ACH-000390,0.07642462040030001
ACH-000393,0.176116108451
ACH-000395,0.280617963721
ACH-000397,0.137494064656
ACH-000401,-0.18421720741099998
ACH-000402,0.38003528204000003
ACH-000403,0.21889608086800003
ACH-000404,0.15550682291200002
ACH-000406,0.152268106089
ACH-000407,0.161680086363
ACH-000408,0.0872057149265
ACH-000410,-0.0485991479132
ACH-000411,0.228465626485
ACH-000414,0.212133469334
ACH-000415,0.175408627964
ACH-000416,0.25696575445799996
ACH-000420,0.22514960983100002
ACH-000421,0.251794443165
ACH-000424,0.10269102792000001
ACH-000425,0.08938222940530001
ACH-000426,0.505353613799
ACH-000427,0.36065967312299996
ACH-000433,0.214727111579
ACH-000436,0.285435179562
ACH-000444,0.240921800246
ACH-000445,0.340374538901
ACH-000448,0.273854044169
ACH-000450,0.148422848907
ACH-000452,0.158283178218
ACH-000454,0.39982055073
ACH-000458,0.167396870628
ACH-000459,-0.0162617043266
ACH-000460,0.0333089855228
ACH-000461,0.177020613598
ACH-000463,0.31058609641
ACH-000464,-0.013790178082900001
ACH-000466,0.10108298506100001
ACH-000467,0.018016033565799998
ACH-000468,0.325879419568
ACH-000469,0.25146978431999994
ACH-000470,0.013141175564700002
ACH-000471,0.250723605084
ACH-000472,0.0391055066546
ACH-000473,0.25264281459800003
ACH-000475,0.11839129322599999
ACH-000476,0.314749593405
ACH-000477,0.425218388012
ACH-000480,-0.11431863807800001
ACH-000481,0.15905348809
ACH-000483,0.119988777381
ACH-000484,0.33541999269
ACH-000485,0.115972757412
ACH-000486,0.0805382133518
ACH-000487,0.172951335228
ACH-000488,0.04735937617600001
ACH-000490,0.11169003854800001
ACH-000491,0.111311970802
ACH-000495,0.115339387577
ACH-000496,0.293852401933
ACH-000499,0.053144930147
ACH-000500,0.153054368588
ACH-000502,0.17928361195099998
ACH-000503,0.32783271864999997
ACH-000505,0.0228469444431
ACH-000507,0.180097749723
ACH-000510,0.118183910515
ACH-000511,0.21124925647300002
ACH-000512,0.196303784321
ACH-000516,0.0967820330597
ACH-000517,0.301684617526
ACH-000518,0.257051965353
ACH-000520,0.05274395751540001
ACH-000521,0.206467355921
ACH-000522,0.377670753328
ACH-000524,0.23070058552900002
ACH-000527,0.0846908946886
ACH-000528,0.0561985528908
ACH-000537,0.286830300717
ACH-000541,-0.27630386369300003
ACH-000542,0.202022881725
ACH-000544,0.19387140993299998
ACH-000545,0.13875652630899998
ACH-000547,0.28510958432100003
ACH-000548,-0.049695273591
ACH-000549,0.23433191321600003
ACH-000550,0.08575859026879999
ACH-000552,0.263075401453
ACH-000556,0.19102369319899998
ACH-000557,0.121653198374
ACH-000570,0.262045823921
ACH-000571,0.205850954267
ACH-000573,0.22082157315
ACH-000576,0.07047540747389999
ACH-000580,-0.09346749369619999
ACH-000584,0.161149990078
ACH-000585,0.20340533285999998
ACH-000588,-0.11966084409399999
ACH-000589,-0.027536898161999997
ACH-000591,0.319093204313
