,POMP (51371)
ACH-000337,-0.177016503699
ACH-000339,-0.111802529001
ACH-000341,-0.21173729160500002
ACH-000348,-0.36155563928999995
ACH-000350,0.15490386945100001
ACH-000352,-0.17576378013399999
ACH-000356,-0.499913784712
ACH-000361,-0.542964208467
ACH-000362,-0.175628716466
ACH-000363,-0.6316123973800001
ACH-000364,-0.249910246191
ACH-000365,-0.0726439185386
ACH-000366,-0.200679784205
ACH-000368,0.022343081464
ACH-000374,-0.254245280817
ACH-000375,-0.37187402041999995
ACH-000376,-0.229722365133
ACH-000381,-0.18738636148200002
ACH-000383,-0.548487731388
ACH-000387,-0.24013868651999998
ACH-000389,-0.455808042262
ACH-000390,-0.338735972017
ACH-000393,-0.409164313627
ACH-000395,-0.396722824845
ACH-000397,-0.275790279831
ACH-000401,-0.329766637143
ACH-000402,-0.205917557632
ACH-000403,-0.318275457772
ACH-000404,-0.17745776524300003
ACH-000406,-0.166414259342
ACH-000407,-0.34923345148
ACH-000408,-0.107677780638
ACH-000410,-0.086283123325
ACH-000411,-0.20366156999499999
ACH-000414,-0.28559333073800003
ACH-000415,-0.13819973473
ACH-000416,-0.335093085584
ACH-000420,-0.5743626823269999
ACH-000421,-0.386718184304
ACH-000424,-0.13212834867
ACH-000425,-0.406753002646
ACH-000426,-0.48009532622100004
ACH-000427,-0.668193927996
ACH-000433,-0.453641933808
ACH-000436,-0.312510680519
ACH-000444,-0.26042601120700004
ACH-000445,-0.63978502885
ACH-000448,-0.46324091198999995
ACH-000450,-0.0670057348035
ACH-000452,-0.166618050062
ACH-000454,-0.10350433559399999
ACH-000458,-0.281680013446
ACH-000459,-0.306971017153
ACH-000460,-0.369250182817
ACH-000461,-0.157585374237
ACH-000463,-0.411310723067
ACH-000464,-0.246542318654
ACH-000466,-0.30016538539099996
ACH-000467,-0.0677833372145
ACH-000468,-0.11781627384299999
ACH-000469,-0.21854413932100003
ACH-000470,-0.0719700774126
ACH-000471,-0.37327437342
ACH-000472,-0.0533768931685
ACH-000473,-0.09279671824489999
ACH-000475,-0.449487253868
ACH-000476,-0.39007994639300003
ACH-000477,-0.570097145141
ACH-000480,-0.20130070437
ACH-000481,-0.139832123035
ACH-000483,-0.0188066845223
ACH-000484,-0.722025793193
ACH-000485,-0.34135359492299994
ACH-000486,-0.300395317773
ACH-000487,-0.5041471193879999
ACH-000488,-0.266783405938
ACH-000490,-0.519286257864
ACH-000491,0.0242310464413
ACH-000495,-0.11827943805600001
ACH-000496,-0.377888136565
ACH-000499,-0.28385470745700003
ACH-000500,-0.281520607449
ACH-000502,-0.052751333395100006
ACH-000503,-0.42917873516500005
ACH-000505,-0.194831550296
ACH-000507,-0.215828346837
ACH-000510,-0.31589756133499997
ACH-000511,-0.598842004131
ACH-000512,-0.566534371675
ACH-000516,-0.394624096779
ACH-000517,-0.731812374654
ACH-000518,-0.155362176858
ACH-000520,-0.355640247433
ACH-000521,-0.527236983953
ACH-000522,-0.41806525643200004
ACH-000524,-0.374252593292
ACH-000527,-0.332748024416
ACH-000528,-0.21513315096000002
ACH-000537,-0.237171176065
ACH-000541,-0.777807881706
ACH-000542,-0.29941843608
ACH-000544,0.023526432205
ACH-000545,-0.23058063372200002
ACH-000547,-0.194872693573
ACH-000548,-0.524925812387
ACH-000549,-0.230293266267
ACH-000550,-0.250580917049
ACH-000552,-0.026848310176300003
ACH-000556,-0.380895818689
ACH-000557,-0.188140371914
ACH-000570,-0.567327461763
ACH-000571,-0.328106918596
ACH-000573,-0.306236788986
ACH-000576,-0.360583594718
ACH-000580,-0.41060628740099997
ACH-000584,-0.06710059670099999
ACH-000585,-0.11682573022500001
ACH-000588,0.08035756825160001
ACH-000589,-0.418744695171
ACH-000591,-0.0609603470949
ACH-000593,-0.23444665298099998
ACH-000600,-0.426420197787
ACH-000601,-0.226676421076
ACH-000604,-0.208713259513
ACH-000605,-0.471500170101
ACH-000606,-0.349037564727
ACH-000608,-0.202585469507
ACH-000614,-0.0515712035936
ACH-000616,-0.23876058682100001
ACH-000618,-0.232735423242
ACH-000619,-0.334515537884
ACH-000620,-0.273827338351
ACH-000621,-0.328184409133
ACH-000622,-0.388090589911
ACH-000623,-0.258456897151
ACH-000624,-0.0684240369088
ACH-000627,-0.37366385704300004
ACH-000630,-0.30642442872
ACH-000632,-0.379869049057
ACH-000633,-0.128617272901
ACH-000637,-0.221896239085
ACH-000638,-0.295852273576
ACH-000646,-0.40537620663699997
ACH-000647,-0.201396689645
ACH-000648,-0.14582845088500002
ACH-000649,-0.211553997358
ACH-000651,-0.295108541126
ACH-000652,-0.37031020274099996
ACH-000653,-0.410026270971
ACH-000657,-0.47165796270599997
ACH-000658,-0.37951427037600005
ACH-000661,-0.252308335153
ACH-000662,-0.20475491198600002
ACH-000663,-0.217791927852
ACH-000665,-0.28682934768199997
ACH-000671,-0.11104575701
ACH-000673,-0.5662456638750001
ACH-000676,-0.14207621108
ACH-000677,-0.329563939112
ACH-000681,-0.238405226664
ACH-000682,-0.171818063127
ACH-000683,-0.0843588156549
ACH-000684,0.0184345596152
ACH-000688,-0.489144719111
ACH-000693,-0.272468395626
ACH-000694,-0.0727894877101
ACH-000695,-0.49081286654899997
ACH-000696,-0.492216926324
ACH-000697,-0.251284895254
ACH-000699,-0.451851281063
ACH-000701,-0.229828303994
ACH-000706,-0.19587091677700003
ACH-000711,-0.311960970361
ACH-000713,-0.297409401104
ACH-000714,-0.371910326526
ACH-000718,-0.37182192701
ACH-000720,-0.026143302083900002
ACH-000721,-0.355981514305
ACH-000724,-0.181184444611
ACH-000725,-0.43091014555699997
ACH-000732,-0.0438345354903
ACH-000734,-0.22425982959899998
ACH-000735,-0.18400229165100002
ACH-000736,-0.417728923872
ACH-000738,-0.482877174754
ACH-000746,-0.270447258714
ACH-000747,-0.28168078975
ACH-000748,-0.431947054306
ACH-000753,-0.25318088063
ACH-000756,0.147246073903
ACH-000757,0.17423821223299998
ACH-000758,-0.35393971335100005
ACH-000760,-0.344002031545
ACH-000763,-0.508000141727
ACH-000764,-0.301200002909
ACH-000765,-0.289546931274
ACH-000766,-0.32752233707899997
ACH-000767,-0.0808152460423
ACH-000768,-0.227278782154
ACH-000769,-0.368041689095
ACH-000770,-0.374271161491
ACH-000771,-0.193883801066
ACH-000773,-0.504072966741
ACH-000776,-0.151949129466
ACH-000777,-0.239295755258
ACH-000778,-0.44303615561399995
ACH-000781,-0.238521133409
ACH-000782,-0.210826495478
ACH-000783,-0.37170003253300005
ACH-000784,-0.23383759586199998
ACH-000785,-0.21450078789700003
ACH-000787,-0.213207196811
ACH-000788,-0.22804593936700002
ACH-000791,-0.264368746508
ACH-000792,-0.0588190947905
ACH-000794,-0.07500698307419999
ACH-000796,-0.203435373715
ACH-000799,-0.360631990908
ACH-000800,-0.296365016973
ACH-000802,-0.135785793928
ACH-000804,-0.301365682059
ACH-000805,-0.162068193072
ACH-000809,-0.218700946334
ACH-000810,-0.425348692013
ACH-000811,-0.11728234140999999
ACH-000817,-0.441783225275
ACH-000819,-0.0641592059196
ACH-000820,-0.18580245285900002
ACH-000821,-0.315497869421
ACH-000822,-0.487371833628
ACH-000823,-0.23563805213000003
ACH-000824,-0.08609603647849999
ACH-000827,-0.515081838064
ACH-000829,-0.20897448737399998
ACH-000831,-0.28879565576
ACH-000832,-0.40347306308700004
ACH-000833,-0.119394270101
ACH-000834,-0.291692087357
ACH-000835,-0.187217688201
ACH-000836,-0.444000925313
ACH-000837,-0.10927591860500001
ACH-000838,0.0071258111008900005
ACH-000839,-0.261031777226
ACH-000840,-0.412842059422
ACH-000841,-0.28028451332800003
ACH-000843,-0.290619928394
ACH-000846,-0.286161353806
ACH-000847,-0.270626215992
ACH-000848,-0.271785395285
ACH-000849,-0.200433222012
ACH-000851,-0.379306487478
ACH-000855,-0.112612504036
ACH-000856,-0.246718726789
ACH-000858,-0.30822365055
ACH-000859,-0.325615768945
ACH-000861,-0.267938267763
ACH-000862,0.0178396581338
ACH-000865,-0.135952591306
ACH-000866,-0.09600151296010001
ACH-000867,-0.553188683744
ACH-000869,-0.189798122929
ACH-000872,-0.329463796943
ACH-000873,-0.08027611192589999
ACH-000876,-0.406293185107
ACH-000878,-0.414919934642
ACH-000880,-0.19421682786400002
ACH-000881,-0.451829900216
ACH-000882,-0.0684471926512
ACH-000884,-0.457873068109
ACH-000885,-0.272248676201
ACH-000887,-0.23891210729
ACH-000888,-0.38014836539200003
ACH-000889,-0.41740945919600003
ACH-000890,-0.29245809485700003
ACH-000896,-0.0959710876345
ACH-000898,-0.181271314723
ACH-000900,-0.432927937535
ACH-000901,-0.332504423542
ACH-000905,-0.181762705708
ACH-000906,-0.309429250024
ACH-000907,-0.375224829495
ACH-000910,-0.12156344056900001
ACH-000911,-0.34443112081200006
ACH-000912,-0.43490026188600006
ACH-000913,-0.311274659014
ACH-000915,-0.354662282436
ACH-000916,-0.0550301690965
ACH-000917,-0.0990823614276
ACH-000921,-0.238801247791
ACH-000924,-0.320949613574
ACH-000926,-0.28930147549199997
ACH-000928,-0.56105481155
ACH-000929,-0.402880341007
ACH-000932,-0.240104617371
ACH-000935,-0.273457387839
ACH-000936,-0.159817981353
ACH-000937,-0.170593159729
ACH-000938,-0.215963652188
ACH-000939,-0.378935702962
ACH-000941,0.029615573511399998
ACH-000943,-0.21323970223000002
ACH-000946,-0.35191138318899995
ACH-000947,-0.130527095875
ACH-000948,-0.169625613281
ACH-000950,-0.465493566881
ACH-000953,0.0030220051036100003
ACH-000957,-0.282841849923
ACH-000958,-0.354240587552
ACH-000960,-0.266083151633
ACH-000963,-0.284540550134
ACH-000968,-0.145932749599
ACH-000969,-0.0937698389457
ACH-000973,-0.291098793673
ACH-000974,-0.265783449382
ACH-000975,-0.3403980145
ACH-000976,-0.231413089556
ACH-000978,0.025839620503500003
ACH-000980,-0.28541696891999996
ACH-000984,-0.300215447341
ACH-000986,-0.19485453327
ACH-000988,-0.581268897173
ACH-000993,-0.34850813272799996
ACH-000994,-0.09289986300989998
ACH-000996,-0.354412698484
ACH-001001,-0.226193776959
ACH-001020,-0.248690059666
ACH-001028,-0.325372455102
ACH-001031,-0.604973263205
ACH-001038,-0.181588194529
ACH-001048,-0.27726231849599997
ACH-001050,-0.254469754599
ACH-001053,-0.137774830863
ACH-001054,-0.19151993357
ACH-001061,-0.32107390899099997
ACH-001067,-0.37909227223700004
ACH-001075,-0.48758733584700004
ACH-001096,-0.10330282176000001
ACH-001128,0.0343873092045
ACH-001134,-0.343024120743
ACH-001151,-0.29383676879
ACH-001163,-0.415152597249
ACH-001164,-0.365870276239
ACH-001173,-0.40947682714
ACH-001183,-0.324934663799
ACH-001184,-0.23028955577100002
ACH-001190,-0.35953531772200004
ACH-001192,-0.29329420867199996
ACH-001193,-0.25103717188200003
ACH-001196,-0.26686347991
ACH-001197,-0.38037746280100004
ACH-001205,-0.437866305779
ACH-001211,-0.423502505572
ACH-001212,-0.39675199526999994
ACH-001228,-0.435526438207
ACH-001232,-0.298984507678
ACH-001239,-0.0968708257904
ACH-001274,-0.132184590698
ACH-001275,-0.19201248695300002
ACH-001277,-0.0902217534842
ACH-001278,-0.374226820181
ACH-001280,-0.36492452582199997
ACH-001283,-0.345162039147
ACH-001289,-0.199434596183
ACH-001295,-0.35863549961999996
ACH-001300,-0.15177625824899998
ACH-001301,-0.30571878462499996
ACH-001302,0.012928961677299998
ACH-001303,-0.34725418805799996
ACH-001306,-0.27329404811
ACH-001318,-0.319162147423
ACH-001322,-0.443078347692
ACH-001328,-0.44900402213299995
ACH-001332,-0.38058542668000006
ACH-001333,-0.272801244163
ACH-001336,-0.16456474116699998
ACH-001340,-0.322077639417
ACH-001346,-0.223366290441
ACH-001353,-0.343901217916
ACH-001354,-0.23252517411200002
ACH-001367,-0.060915486506000004
ACH-001368,-0.33413088522100004
ACH-001374,-0.437317970894
ACH-001375,-0.128924604805
ACH-001377,-0.188841289216
ACH-001380,-0.392191454035
ACH-001391,-0.184893169136
ACH-001407,-0.39468802935999997
ACH-001408,-0.27483123395
ACH-001413,-0.508657597272
ACH-001430,-0.19247758053800001
ACH-001431,-0.20806112136799998
ACH-001450,0.0256617701175
ACH-001496,-0.06469359476530001
ACH-001500,-0.275448170752
ACH-001521,-0.204135659513
ACH-001523,-0.13315725859000002
ACH-001532,-0.28552167988899996
ACH-001536,-0.651845341613
ACH-001550,-0.13369950105
ACH-001552,-0.388305398247
ACH-001554,-0.359309727387
ACH-001645,-0.177637664368
ACH-001654,-0.282211626107
ACH-001715,-0.148886339814
ACH-001735,-0.195179490116
ACH-001736,-0.116821994773
ACH-001737,-0.498233755435
ACH-001740,-0.0132527982231
ACH-001745,-0.0887811838997
ACH-001750,-0.419767159074
ACH-001765,-0.0529845351755
ACH-001956,-0.309047055358
ACH-001957,-0.455069871545
