,SHARPIN (81858)
ACH-000004,-0.195749990263
ACH-000007,-0.301143454291
ACH-000009,-0.09435689495239999
ACH-000011,-0.299688971505
ACH-000012,-0.24556727574200002
ACH-000013,-0.0707621089864
ACH-000014,-0.21544104829500002
ACH-000015,-0.190295723772
ACH-000017,-0.232476510971
ACH-000018,-0.22018981621199998
ACH-000019,0.0587212268415
ACH-000021,-0.135898848606
ACH-000022,-0.16227301463500002
ACH-000025,-0.20832251861499998
ACH-000028,-0.100548074213
ACH-000030,-0.28189758086
ACH-000035,-0.230096079432
ACH-000036,0.035371644103
ACH-000037,-0.27912564145700003
ACH-000039,-0.43670737437299995
ACH-000040,-0.375299265561
ACH-000041,-0.24100388840300002
ACH-000042,-0.202273143477
ACH-000045,-0.11069705139599999
ACH-000047,-0.154313354898
ACH-000052,-0.0164037977705
ACH-000053,-0.310118856968
ACH-000054,-0.0628469813068
ACH-000055,-0.192812303567
ACH-000060,-0.274623972877
ACH-000067,-0.231625613475
ACH-000070,-0.147155986896
ACH-000075,-0.437900544515
ACH-000078,-0.16918546379500002
ACH-000082,-0.021078616236000002
ACH-000085,-0.505863560461
ACH-000086,-0.08496614710169999
ACH-000087,-0.260624284247
ACH-000092,-0.281675900931
ACH-000095,-0.208570602533
ACH-000097,-0.254546937719
ACH-000098,-0.0765235915343
ACH-000099,-0.271921831991
ACH-000108,-0.30229169772500003
ACH-000113,-0.21512182284200002
ACH-000115,-0.41588609386
ACH-000116,-0.17950593303399998
ACH-000118,-0.221661385547
ACH-000120,-0.189447008464
ACH-000123,-0.0865986444281
ACH-000127,-0.263485078969
ACH-000128,0.0407783446606
ACH-000132,-0.0449528306996
ACH-000133,-0.238425160716
ACH-000137,-0.0249264837315
ACH-000138,-0.13589870114299998
ACH-000142,-0.11731289667400001
ACH-000143,0.054748660612900006
ACH-000146,-0.255397059313
ACH-000148,-0.0950868570713
ACH-000150,-0.18610036288100001
ACH-000152,-0.117693951053
ACH-000153,0.142047125021
ACH-000159,-0.132319660206
ACH-000160,-0.16524519191099998
ACH-000163,-0.096895747357
ACH-000167,-0.539108194049
ACH-000168,-0.107290175129
ACH-000169,-0.203746221285
ACH-000178,-0.451456718131
ACH-000182,-0.202258153162
ACH-000183,-0.0941816048565
ACH-000188,-0.12132567163899999
ACH-000189,0.325363696534
ACH-000190,-0.154267744718
ACH-000198,-0.270867064505
ACH-000204,-0.169068276004
ACH-000206,-0.190835412146
ACH-000207,-0.14451763802
ACH-000211,-0.37117430742299995
ACH-000215,-0.16666499024599998
ACH-000221,-0.137759567577
ACH-000222,-0.262880902002
ACH-000223,-0.26656704729
ACH-000226,-0.239664287401
ACH-000227,-0.0209133573615
ACH-000228,-0.0481457777755
ACH-000231,-0.202364916338
ACH-000232,-0.22074523937100002
ACH-000233,-0.197920850713
ACH-000234,-0.375378476801
ACH-000235,-0.263720116781
ACH-000237,-0.232459724253
ACH-000238,-0.408555350135
ACH-000243,-0.225005995301
ACH-000244,0.048106982246400004
ACH-000246,-0.312715995805
ACH-000248,-0.28257883291999997
ACH-000250,-0.288631108272
ACH-000251,-0.316719791767
ACH-000253,-0.31043922669199997
ACH-000255,0.0225810058298
ACH-000256,-0.290331727373
ACH-000257,-0.164795730127
ACH-000258,-0.0361456493946
ACH-000259,-0.187267167614
ACH-000260,-0.250339728477
ACH-000261,-0.189027086036
ACH-000262,-0.0444428116196
ACH-000263,-0.505501333718
ACH-000264,-0.110450704345
ACH-000265,-0.158771361731
ACH-000266,-0.408177527932
ACH-000272,-0.207731835756
ACH-000273,-0.29588554107500004
ACH-000274,-0.266400742647
ACH-000277,-0.6963449641
ACH-000278,-0.22188952155799999
ACH-000279,-0.231875682531
ACH-000280,-0.316491266058
ACH-000281,-0.109346646645
ACH-000288,-0.0151755965157
ACH-000291,-0.397565440505
ACH-000293,-0.35009624720399996
ACH-000294,-0.150407180974
ACH-000295,0.138613381355
ACH-000296,-0.26446265502599997
ACH-000302,-0.11660965203299999
ACH-000304,-0.24560903073600002
ACH-000307,-0.139401739558
ACH-000308,-0.37524250909999995
ACH-000310,-0.384506618349
ACH-000311,-0.23698922897
ACH-000312,-0.244046180303
ACH-000315,0.045209005952399996
ACH-000316,-0.142411986951
ACH-000317,-0.373366752157
ACH-000318,-0.282838264516
ACH-000319,0.101859579645
ACH-000320,-0.126970780977
ACH-000322,-0.335283736162
ACH-000323,-0.265595939935
ACH-000324,-0.394430816397
ACH-000329,-0.27408060171
ACH-000330,-0.192333157363
ACH-000331,-0.191872531924
ACH-000332,-0.272511030075
ACH-000334,-0.0714821691115
ACH-000335,-0.045219653326199996
ACH-000336,0.07385216783080001
ACH-000337,-0.08517724564130001
ACH-000339,-0.170511648535
ACH-000341,-0.297357313676
ACH-000348,-0.301677142922
ACH-000350,-0.0898276786619
ACH-000352,-0.20392834431200002
ACH-000356,0.06772736389140001
ACH-000361,-0.195613375857
ACH-000362,-0.40258049442599997
ACH-000363,-0.43235335420800003
ACH-000364,-0.0709771231922
ACH-000365,-0.125714997842
ACH-000366,-0.15453606865299999
ACH-000368,-0.219496673363
ACH-000374,-0.122789515726
ACH-000375,-0.145368056916
ACH-000376,-0.172585826133
ACH-000381,-0.33459843108000004
ACH-000383,-0.308854299813
ACH-000387,-0.252005101267
ACH-000389,-0.0340505312414
ACH-000390,-0.26565760524300003
ACH-000393,-0.35081959111199995
ACH-000395,-0.36112416713600004
ACH-000397,-0.277545810431
ACH-000401,-0.21347650571899998
ACH-000402,-0.0605520556068
