,AVIL (10677)
ACH-000004,-0.307794456129
ACH-000007,-0.155435877571
ACH-000009,-0.199356491002
ACH-000011,-0.10939985278200001
ACH-000012,-0.255631879176
ACH-000013,-0.0422471334407
ACH-000014,-0.0988789938519
ACH-000015,-0.281346599004
ACH-000017,-0.07883363963489999
ACH-000018,-0.0578164622575
ACH-000019,-0.12311888922900001
ACH-000021,-0.28833461145399997
ACH-000022,-0.153010041701
ACH-000025,-0.459368877623
ACH-000028,-0.235953664014
ACH-000030,-0.0738272255925
ACH-000035,-0.34205701361100005
ACH-000036,-0.21220999094300003
ACH-000037,-0.23511212093199998
ACH-000039,-0.126082237782
ACH-000040,-0.28921138654899997
ACH-000041,-0.0649300838004
ACH-000042,-0.108961721293
ACH-000045,-0.14101884443499998
ACH-000047,-0.232761767274
ACH-000052,-0.101265104532
ACH-000053,-0.306361427907
ACH-000054,-0.028063034038400003
ACH-000055,-0.170292984871
ACH-000060,-0.0577324784225
ACH-000067,-0.170752610124
ACH-000070,-0.141037829339
ACH-000075,-0.255764110573
ACH-000078,-0.216092711388
ACH-000082,-0.42416447444
ACH-000085,-0.43263934646499996
ACH-000086,-0.301635274513
ACH-000087,-0.175342456827
ACH-000092,-0.0729909755911
ACH-000095,-0.118297882029
ACH-000097,0.0388014098856
ACH-000098,-0.109819518597
ACH-000099,0.0088451910405
ACH-000108,0.06916292780710001
ACH-000113,-0.145253114003
ACH-000115,0.0591264024753
ACH-000116,0.0569357990011
ACH-000118,-0.315079586784
ACH-000120,-0.119663077699
ACH-000123,-0.12182976424799999
ACH-000127,-0.14842609728800002
ACH-000128,-0.035440407960300006
ACH-000132,0.00016270830546599998
ACH-000133,-0.291422391537
ACH-000137,-0.26123757820599997
ACH-000138,-0.286236075649
ACH-000142,-0.190665959016
ACH-000143,-0.0287206037389
ACH-000146,-0.129981883173
ACH-000148,-0.291524164008
ACH-000150,-0.515471476015
ACH-000152,-0.34450362730800005
ACH-000153,0.0715507498513
ACH-000159,-0.150597269047
ACH-000160,-0.149406559328
ACH-000163,-0.372171787558
ACH-000167,-0.33645471354999995
ACH-000168,-0.175905090559
