,MAK16 (84549)
ACH-000153,-1.9700687722799999
ACH-000159,-2.0476043222599998
ACH-000160,-1.92079980015
ACH-000163,-1.4937306161700001
ACH-000167,-1.780024694
ACH-000168,-1.5606592418599998
ACH-000169,-1.41544378038
ACH-000178,-1.5462893524599999
ACH-000182,-1.74644661975
ACH-000183,-1.59204945958
ACH-000188,-1.7476332563900003
ACH-000189,-1.4911649559
ACH-000190,-1.7092852894600001
ACH-000198,-1.5348123724899998
ACH-000204,-1.6223488175999998
ACH-000206,-1.43092938081
ACH-000207,-1.49533706623
ACH-000211,-1.5285618579799998
ACH-000215,-1.8427966591799998
ACH-000221,-1.90600466973
ACH-000222,-1.79594386743
ACH-000223,-1.81132341586
ACH-000226,-1.66607194675
ACH-000227,-1.6663131655599999
ACH-000228,-1.68711376236
ACH-000231,-1.6567341990600002
ACH-000232,-1.82345742287
ACH-000233,-1.7350901151400002
ACH-000234,-2.0156788265900003
ACH-000235,-1.7431847518
ACH-000237,-1.86176510433
ACH-000238,-1.69537188498
ACH-000243,-1.7666383276599997
ACH-000244,-1.73118865873
ACH-000246,-1.74163705026
ACH-000248,-1.64407752524
ACH-000250,-1.71589095887
ACH-000251,-1.8366416416099998
ACH-000253,-1.7710531041900004
ACH-000255,-1.3971487727599998
ACH-000256,-1.91990789442
ACH-000257,-1.67916442361
ACH-000258,-1.39863694408
ACH-000259,-1.6121827630599999
ACH-000260,-1.4600873727500001
ACH-000261,-1.65871534628
ACH-000262,-1.50516178012
ACH-000263,-1.5232104663100001
ACH-000264,-1.54376461361
ACH-000265,-1.7139569349500001
ACH-000266,-1.7342258638099999
ACH-000272,-1.6578842759399999
ACH-000273,-1.6742643817299998
ACH-000274,-1.7825860163
ACH-000277,-1.6020408884000001
ACH-000278,-1.85533011116
ACH-000279,-1.71230255937
ACH-000280,-1.8987325204199998
ACH-000281,-1.65393270979
ACH-000288,-1.6731367398399999
ACH-000291,-1.80043348955
ACH-000293,-1.6899925899200001
ACH-000294,-2.09375116
ACH-000295,-1.6822729163499999
ACH-000296,-1.8342217028299999
ACH-000302,-1.81042503382
ACH-000304,-1.4735488857799999
ACH-000307,-1.81956550629
ACH-000308,-1.4913002590600002
ACH-000310,-2.18385953649
ACH-000311,-1.67817392338
ACH-000312,-1.7979600665400002
ACH-000315,-1.88202573776
ACH-000316,-1.66518264435
ACH-000317,-1.35491324551
ACH-000318,-1.35817163402
ACH-000319,-1.78984118869
ACH-000320,-1.9465864242400002
ACH-000322,-1.90859900901
ACH-000323,-1.50213185236
ACH-000324,-1.8867197754400002
ACH-000329,-1.7175092383200001
ACH-000330,-1.89362895749
ACH-000331,-1.4874687123399999
ACH-000332,-1.7833711278
ACH-000334,-1.5410648513999998
ACH-000335,-1.53325420128
ACH-000336,-1.53599932554
ACH-000337,-1.54560017544
ACH-000339,-1.7179237074
ACH-000341,-1.78569558784
ACH-000348,-1.5159927777200002
ACH-000350,-1.59799628904
ACH-000352,-1.78291374767
ACH-000356,-1.73409747961
ACH-000361,-1.6797818263799997
ACH-000362,-1.49514705669
ACH-000363,-1.74729136225
ACH-000364,-1.60723872882
ACH-000365,-1.48270065283
ACH-000366,-1.4942400092800001
ACH-000368,-1.59476850787
ACH-000374,-1.8805180857
ACH-000375,-1.9096030150599999
ACH-000376,-1.4692300873299997
ACH-000381,-1.7678026167900003
ACH-000383,-2.13706547912
ACH-000387,-1.6954162554499999
ACH-000389,-1.39000367301
ACH-000390,-2.0186575638799997
ACH-000393,-1.38045533326
ACH-000395,-1.99175634807
ACH-000397,-1.58171336411
ACH-000401,-1.50786914697
ACH-000402,-1.4854733765500001
ACH-000403,-1.8422495498
ACH-000404,-1.41024240877
ACH-000406,-1.5466890183700002
ACH-000407,-1.5388777894299999
ACH-000408,-1.8168478646400001
ACH-000410,-1.5675324136500002
ACH-000411,-1.45552692527
ACH-000414,-1.66248940632
ACH-000415,-1.598011485
ACH-000416,-1.61274682395
ACH-000420,-1.48046529433
ACH-000421,-1.55249831498
ACH-000424,-1.64593217465
ACH-000425,-1.7683510579799997
ACH-000426,-1.4514923079700002
ACH-000427,-1.7207088617700002
ACH-000433,-1.68237348564
ACH-000436,-1.27813086878
ACH-000444,-1.4873216927000001
ACH-000445,-1.72395896445
ACH-000448,-1.51404334758
ACH-000450,-1.9377457135900003
ACH-000452,-1.71317615046
ACH-000454,-1.36368712875
ACH-000458,-1.4050670350799999
ACH-000459,-1.36694106291
ACH-000460,-1.43118037493
ACH-000461,-1.42313057435
ACH-000463,-1.63612941086
ACH-000464,-1.8024809863599998
ACH-000466,-1.8987359186700001
ACH-000467,-1.5788735476700002
ACH-000468,-2.0116889061700003
ACH-000469,-1.64905140004
ACH-000470,-2.07657271635
ACH-000471,-1.72429870227
ACH-000472,-2.01744162657
ACH-000473,-1.56192951026
ACH-000475,-1.76953087562
ACH-000476,-1.43494145657
ACH-000477,-1.72167940993
ACH-000480,-1.63742625901
ACH-000481,-1.7919464966900003
ACH-000483,-1.8919677352900002
ACH-000484,-1.87558375525
ACH-000485,-1.65144392588
ACH-000486,-1.67353725931
ACH-000487,-1.4119751787700001
ACH-000488,-1.45753245257
ACH-000490,-1.58783543866
ACH-000491,-1.5767828525100003
ACH-000495,-1.73624509818
ACH-000496,-1.8177256051900001
ACH-000499,-1.8696104877500002
ACH-000500,-1.4664575866
ACH-000502,-1.47834741107
ACH-000503,-1.9802811958900002
ACH-000505,-1.74956880532
ACH-000507,-1.69270548764
ACH-000510,-2.06673080576
ACH-000511,-1.5729595821899998
ACH-000512,-1.50514230872
ACH-000516,-1.67703806412
ACH-000517,-1.8044929576700002
ACH-000518,-1.8676633953400001
ACH-000520,-1.5638855092500001
ACH-000521,-1.5664926554700003
ACH-000522,-1.75651895597
ACH-000524,-1.60313067211
ACH-000527,-1.65215380569
ACH-000528,-1.53430184093
ACH-000537,-1.72356386928
ACH-000541,-2.0482942186
ACH-000542,-1.7770494889300001
ACH-000544,-1.9166719896200002
ACH-000545,-1.46449572689
ACH-000547,-1.69168959732
ACH-000548,-1.60866013553
ACH-000549,-1.6370009341499998
ACH-000550,-1.4631043956099998
ACH-000552,-1.5851989239300002
ACH-000556,-1.7848147155
ACH-000557,-1.5538328822299998
ACH-000570,-1.90239891965
ACH-000571,-2.06916114732
ACH-000573,-1.7076667891400001
ACH-000576,-1.42565517126
ACH-000580,-1.6846331744999998
ACH-000584,-1.68325055741
ACH-000585,-1.4211003202399999
ACH-000588,-1.62665606561
ACH-000589,-1.77645944064
ACH-000591,-1.4685953720500002
ACH-000593,-1.5196462979700003
ACH-000600,-1.57341511379
ACH-000601,-1.59841506475
ACH-000604,-1.0537249426000002
ACH-000605,-1.7383461348400002
ACH-000606,-1.69789750822
ACH-000608,-1.63860583884
ACH-000614,-2.07183526073
ACH-000616,-1.4470267124399998
ACH-000618,-1.46363191645
ACH-000619,-1.6892834668
ACH-000620,-1.7839379060099998
ACH-000621,-1.5566546429199999
ACH-000622,-1.8108178838999998
ACH-000623,-1.8187760166999998
ACH-000624,-1.56709164187
ACH-000627,-1.84367108838
ACH-000630,-1.7724604696400001
ACH-000632,-1.66776901636
ACH-000633,-1.54600740405
ACH-000637,-1.5234800902799999
ACH-000638,-1.72566192505
ACH-000646,-1.47431717037
ACH-000647,-1.75292623926
ACH-000648,-1.8363492141599997
ACH-000649,-1.90508909512
ACH-000651,-1.72535366053
ACH-000652,-1.61058701856
ACH-000653,-1.6133510572499998
ACH-000657,-1.70710439831
ACH-000658,-1.59113640625
ACH-000661,-1.75888416107
ACH-000662,-1.85685116583
ACH-000663,-1.8093705669599998
ACH-000665,-1.5763172833599999
ACH-000671,-1.60863339752
ACH-000673,-1.61823325658
ACH-000676,-1.86537594754
ACH-000677,-2.13074930075
ACH-000681,-1.4852615315
ACH-000682,-1.83963580248
ACH-000683,-1.7254948163
ACH-000684,-1.75977590303
ACH-000688,-1.19307316282
ACH-000693,-1.7316465111099997
ACH-000694,-1.7471273761700001
ACH-000695,-1.7139321892299997
ACH-000696,-1.55073012315
ACH-000697,-1.8419973472599998
ACH-000699,-1.47009235493
ACH-000701,-2.00157992351
ACH-000706,-1.59866058169
ACH-000711,-1.5397935367
ACH-000713,-1.8162449784299999
ACH-000714,-1.71976953961
ACH-000718,-1.97070806192
ACH-000720,-1.4978075911200002
ACH-000721,-1.7133841377799999
ACH-000724,-1.85656109255
ACH-000725,-1.8185155713900003
ACH-000732,-1.64908643751
ACH-000734,-1.8345350932299997
ACH-000735,-1.85275273157
ACH-000736,-1.4859970378100003
ACH-000738,-1.70188384945
ACH-000746,-1.2968843668799999
ACH-000747,-1.5859048868599999
ACH-000748,-1.59320954841
ACH-000753,-1.7016171226199999
ACH-000756,-1.5772568148800001
ACH-000757,-2.0037965730200002
ACH-000758,-1.5290515192200003
ACH-000760,-1.7237502821000001
ACH-000763,-1.32816909765
ACH-000764,-1.5767099665900002
ACH-000765,-1.58105920105
ACH-000766,-1.58043400988
ACH-000767,-1.84627572056
ACH-000768,-1.62702170622
ACH-000769,-1.65968669732
ACH-000770,-1.66421821004
ACH-000771,-1.44545894692
ACH-000773,-1.86413369398
ACH-000776,-1.7431125347299998
ACH-000777,-1.7264465997299998
ACH-000778,-1.49269642457
ACH-000781,-1.73372383569
ACH-000782,-1.8189903552000002
ACH-000783,-1.4993426860199999
ACH-000784,-1.8323636438900004
ACH-000785,-1.7752653360599997
ACH-000787,-1.7247612130599999
ACH-000788,-1.5342590292899998
ACH-000791,-1.4820201187200002
ACH-000792,-1.68520317187
ACH-000794,-1.60538797714
ACH-000796,-1.76424485414
ACH-000799,-1.7033891008000002
ACH-000800,-1.5462667687399998
ACH-000802,-1.71073414493
ACH-000804,-1.99293971124
ACH-000805,-1.88709024902
ACH-000809,-1.6887434007799997
ACH-000810,-1.18279775647
ACH-000811,-1.6528969667
ACH-000817,-1.71622485691
ACH-000819,-1.3119065219
ACH-000820,-1.7918119716499998
ACH-000821,-1.45741660637
ACH-000822,-1.5378899368399999
ACH-000823,-1.9791546730900003
ACH-000824,-1.86164812403
ACH-000827,-1.48127108241
ACH-000829,-1.3569261049
ACH-000831,-1.50393829642
ACH-000832,-1.58341473299
ACH-000833,-1.7745964962799998
ACH-000834,-1.5801194136899999
ACH-000835,-1.6978445151
ACH-000836,-1.85258808102
ACH-000837,-1.8064166675
ACH-000838,-1.4348556881799999
ACH-000839,-1.60654508162
ACH-000840,-1.7995260849599999
ACH-000841,-1.7721236469400001
ACH-000843,-1.40354626403
ACH-000846,-1.78126939699
ACH-000847,-1.70076958076
ACH-000848,-1.46660145819
ACH-000849,-1.4487514347100001
ACH-000851,-1.60659009913
ACH-000855,-1.90390202504
ACH-000856,-1.66393053555
ACH-000858,-1.6311494016699999
ACH-000859,-1.94977132345
ACH-000861,-1.6840506624200002
ACH-000862,-1.50247408226
ACH-000865,-1.6493695842299998
ACH-000866,-1.5785748865399998
ACH-000867,-1.76863427963
ACH-000869,-1.3177178743
ACH-000872,-1.78231703563
ACH-000873,-1.65833039576
ACH-000876,-1.64680113967
ACH-000878,-1.84652220565
ACH-000880,-1.98689211651
ACH-000881,-1.82902792893
ACH-000882,-1.71662931914
ACH-000884,-1.73464718097
ACH-000885,-1.64936270451
ACH-000887,-1.65428399319
ACH-000888,-1.54284462368
ACH-000889,-1.51301625579
ACH-000890,-2.02657483269
ACH-000896,-1.54439806464
ACH-000898,-1.7506418638299999
ACH-000900,-1.56549523083
ACH-000901,-1.54752355657
ACH-000905,-1.47793628113
ACH-000906,-2.00423887153
ACH-000907,-1.54591429176
ACH-000910,-1.76692476854
ACH-000911,-1.49729320954
ACH-000912,-1.57036677945
ACH-000913,-1.7240445894299998
ACH-000915,-1.55612511544
ACH-000916,-1.7592142942500002
ACH-000917,-1.76423593368
ACH-000921,-1.6854407977799999
ACH-000924,-1.6959828147799998
ACH-000926,-1.87080072018
ACH-000928,-1.6502212356000001
ACH-000929,-1.4860944218799998
ACH-000932,-1.55372886488
ACH-000935,-1.31768538044
ACH-000936,-1.5298443916
ACH-000937,-1.8638349479400003
ACH-000938,-1.63915467213
ACH-000939,-1.41498954415
ACH-000941,-1.3520249000100002
ACH-000943,-1.57670619692
ACH-000946,-1.43215157928
ACH-000947,-1.5834820828
ACH-000948,-1.4631010526600001
ACH-000950,-1.7640041424200001
ACH-000953,-1.61996671341
ACH-000957,-1.5352673088
ACH-000958,-1.74999616447
ACH-000960,-1.8068768607799999
ACH-000963,-1.62031201704
ACH-000968,-1.64309242003
ACH-000969,-1.6452780576700001
ACH-000973,-1.7292018236200002
ACH-000974,-1.8099151333099996
ACH-000975,-1.89042421065
ACH-000976,-1.52042764038
ACH-000978,-1.5314370681099998
ACH-000980,-1.5552952195899998
ACH-000984,-1.76250727039
ACH-000986,-1.65397351972
ACH-000988,-1.5180367147
ACH-000993,-1.2707063512899999
ACH-000994,-1.65031017445
ACH-000996,-1.6642557956900002
ACH-001001,-1.66795986528
ACH-001020,-1.82708308027
ACH-001028,-1.86132857065
ACH-001031,-1.59482491628
ACH-001038,-1.3192473981200001
ACH-001048,-1.77342802588
ACH-001050,-1.65880617504
ACH-001053,-1.56775470928
ACH-001054,-1.63774385687
ACH-001061,-1.58928632973
ACH-001067,-1.89981764253
ACH-001075,-1.75125150375
ACH-001096,-1.6858782978799998
ACH-001128,-2.19922782412
ACH-001134,-1.7499048268200001
ACH-001151,-1.8957090726400003
ACH-001163,-1.5162456103600002
ACH-001164,-1.8884317883400001
ACH-001173,-1.41571009569
ACH-001183,-1.82380050403
ACH-001184,-1.56409049157
ACH-001190,-1.68139635154
ACH-001192,-1.62550792845
ACH-001193,-1.4949776056900002
ACH-001196,-1.5934849898199999
ACH-001197,-1.63841645434
ACH-001205,-1.83182642289
ACH-001211,-1.8590886382299998
ACH-001212,-1.8720165438499998
ACH-001228,-1.3626986576299998
ACH-001232,-1.6769149658899998
ACH-001239,-1.92476861616
ACH-001274,-1.99304075426
ACH-001275,-1.35878652905
ACH-001277,-1.51056985004
ACH-001278,-1.54513024574
ACH-001280,-1.42651576727
ACH-001283,-1.18760238516
ACH-001289,-1.59174985714
ACH-001295,-1.6319792828400002
ACH-001300,-1.8081203811700002
ACH-001301,-1.66393386419
ACH-001302,-1.7259045175
ACH-001303,-1.7812436958200002
ACH-001306,-1.01790362236
ACH-001318,-1.65889441414
ACH-001322,-1.5129381885100002
ACH-001328,-1.73408721743
ACH-001332,-1.6785955662099998
ACH-001333,-1.56425429209
ACH-001336,-1.7398210979099997
ACH-001340,-1.3313383140700001
ACH-001346,-1.8601873895299998
ACH-001353,-1.8081016643799999
ACH-001354,-1.73258719635
ACH-001367,-1.57116490309
ACH-001368,-1.5956111123899999
ACH-001374,-2.28166210379
ACH-001375,-1.34399611266
ACH-001377,-1.8171924146599998
ACH-001380,-1.6609613978600002
ACH-001391,-1.7778723189099996
ACH-001407,-1.94264117251
ACH-001408,-1.36238873213
ACH-001413,-1.4759190664300001
ACH-001430,-1.6289467456
ACH-001431,-1.64701952725
ACH-001450,-1.7198284159400001
ACH-001496,-1.7486819641
ACH-001500,-1.64389446637
ACH-001521,-1.46795540607
ACH-001523,-1.7853170775799998
ACH-001532,-1.58026936744
ACH-001536,-1.70323941817
ACH-001550,-1.9224917110799997
ACH-001552,-1.87544386507
ACH-001554,-1.6229235164200002
ACH-001645,-1.6702785079
ACH-001654,-1.6090581875799999
ACH-001715,-2.0892515822499997
ACH-001735,-1.4784531131099998
ACH-001736,-1.50938471444
ACH-001737,-1.2530285758
ACH-001740,-1.25376291764
ACH-001745,-1.5822787607100002
ACH-001750,-1.49484044598
ACH-001765,-1.7289035762400002
ACH-001956,-1.5141762115700002
ACH-001957,-1.6057435095700001
