,GLRX2 (51022)
ACH-000004,-0.167790424571
ACH-000007,0.0432876024058
ACH-000009,-0.150244951608
ACH-000011,0.0640500844953
ACH-000012,0.127114436935
ACH-000013,-0.179260036274
ACH-000014,-0.276383646792
ACH-000015,-0.11282120026100001
ACH-000017,-0.294127339612
ACH-000018,-0.027956092013300002
ACH-000019,-0.449322191771
ACH-000021,-0.105100020221
ACH-000022,-0.0922799272388
ACH-000025,-0.110621097635
ACH-000028,-0.272100291194
ACH-000030,-0.080449386618
ACH-000035,0.116111016557
ACH-000036,-0.0914887949557
ACH-000037,-0.135325248715
ACH-000039,0.289599448064
ACH-000040,-0.136556481873
ACH-000041,0.0868065104816
ACH-000042,0.0352692093959
ACH-000045,0.024165472471500003
ACH-000047,0.140635241096
ACH-000052,-0.180344601723
ACH-000053,-0.0789715028431
ACH-000054,-0.0367119317624
ACH-000055,-0.265801260755
ACH-000060,0.0330589675744
ACH-000067,-0.0355878600787
ACH-000070,-0.115356991496
ACH-000075,0.343426058155
ACH-000078,-0.0333977229628
ACH-000082,-0.09852027799489999
ACH-000085,-0.207774884462
ACH-000086,-0.14265292342900002
ACH-000087,0.325010530042
ACH-000092,-0.24666653201900002
ACH-000095,-0.171583064432
ACH-000097,-0.159945752829
ACH-000098,0.00809594910627
ACH-000099,-0.152689860724
ACH-000108,0.161851525954
ACH-000113,-0.48455017351
ACH-000115,-0.256527497104
ACH-000116,-0.0231671169723
ACH-000118,0.0322094922748
ACH-000120,0.11619172223799999
ACH-000123,-0.221431271875
ACH-000127,0.0836202374512
ACH-000128,0.021250760518400004
ACH-000132,-0.21369568684300003
ACH-000133,-0.30110891381099997
ACH-000137,-0.11185942686799999
ACH-000138,-0.0869449563316
ACH-000142,0.0818379245219
ACH-000143,-0.136777983009
ACH-000146,-0.0540909386936
ACH-000148,-0.199977687638
ACH-000150,-0.0333159575021
ACH-000152,-0.0752320909806
ACH-000153,-0.259522469273
ACH-000159,0.0759566808882
ACH-000160,0.014271587888
ACH-000163,-0.271573737777
ACH-000167,0.08499883553919999
ACH-000168,-0.260325728013
ACH-000169,-0.00427955658729
ACH-000178,-0.151315082459
ACH-000182,0.039415481866300006
ACH-000183,-0.104833836694
ACH-000188,0.115287041415
ACH-000189,-0.120683585624
ACH-000190,-0.0500499644317
ACH-000198,-0.0352315806631
ACH-000204,-0.175900414894
ACH-000206,0.162023134097
ACH-000207,-0.196053842665
ACH-000211,-0.141007696593
ACH-000215,-0.0480580532436
ACH-000221,0.07434792793549999
ACH-000222,-0.170137168754
ACH-000223,-0.0427470262917
ACH-000226,-0.30415701773000003
ACH-000227,0.044219006486900005
ACH-000228,-0.107438852882
ACH-000231,-0.0748378049685
ACH-000232,-0.029704120151499997
ACH-000233,-0.0373997224286
ACH-000234,-0.19679370196600002
ACH-000235,-0.145670570068
ACH-000237,-0.09670654632419999
ACH-000238,-0.113759177948
ACH-000243,-0.0394186417765
ACH-000244,-0.161036670064
ACH-000246,0.0077735081747399995
ACH-000248,-0.155878222721
ACH-000250,-0.043010802046300006
ACH-000251,-0.169439155049
ACH-000253,-0.109484558159
ACH-000255,0.026326739298799997
ACH-000256,-0.129435323936
ACH-000257,-0.23026397326900003
ACH-000258,-0.469918009977
ACH-000259,-0.0343468376638
ACH-000260,-0.13735989384299999
ACH-000261,-0.00207121768296
ACH-000262,0.0174031259417
ACH-000263,0.136312305536
ACH-000264,-0.188929079703
ACH-000265,0.008605708436
ACH-000266,-0.117108090386
ACH-000272,-0.022674770378900002
ACH-000273,-0.05568331803780001
ACH-000274,-0.056960965570300004
ACH-000277,-0.12822510816
ACH-000278,-0.000441071181515
ACH-000279,-0.00828922821957
ACH-000280,-0.0884634297373
ACH-000281,0.10263281885600001
ACH-000288,-0.0762173944828
ACH-000291,-0.0209555646628
ACH-000293,-0.15852085404400001
ACH-000294,-0.0664442794903
ACH-000295,-0.0465295933897
ACH-000296,-0.154875865628
ACH-000302,0.059137522481500004
ACH-000304,0.07049417803039999
ACH-000307,0.07760348337010001
ACH-000308,0.044314584433199994
ACH-000310,-0.007413420231090001
ACH-000311,-0.00044245849281399996
ACH-000312,0.0705942232195
ACH-000315,0.00865920385018
ACH-000316,-0.115945307913
