,EEPD1 (80820)
ACH-000004,0.158669315019
ACH-000007,0.0029395663970399996
ACH-000009,0.0846001285399
ACH-000011,0.206186205522
ACH-000012,0.053545384595999994
ACH-000013,0.27393258861200004
ACH-000014,-0.0966706398418
ACH-000015,0.029512666873599998
ACH-000017,0.159182266121
ACH-000018,0.206302773284
ACH-000019,0.219724014805
ACH-000021,0.121502268625
ACH-000022,-0.0387314380914
ACH-000025,0.09470845142930001
ACH-000028,0.341654460973
ACH-000030,0.0463426956202
ACH-000035,-0.131054245572
ACH-000036,0.08961585814639998
ACH-000037,0.161444518168
ACH-000039,0.116104221472
ACH-000040,0.118960913157
ACH-000041,0.148081144838
ACH-000042,-0.0667762268371
ACH-000045,0.234104989593
ACH-000047,-0.130721356808
ACH-000052,-0.148846901667
ACH-000053,0.14149627840999998
ACH-000054,0.130081186961
ACH-000055,0.203837452744
ACH-000060,0.0284785974879
ACH-000067,0.0646473550827
ACH-000070,0.157817370902
ACH-000075,0.147449410989
ACH-000078,0.21644045029
ACH-000082,0.0663000944943
ACH-000085,0.107800007625
ACH-000086,0.283268405441
ACH-000087,0.428044991003
ACH-000092,0.0917138760237
ACH-000095,0.09942810789920001
ACH-000097,0.1470683853
ACH-000098,0.028415344572400004
ACH-000099,0.212153608168
ACH-000108,0.202690331142
ACH-000113,0.136323492702
ACH-000115,0.368722097518
ACH-000116,0.133458459028
ACH-000118,0.11693180392300001
ACH-000120,0.052275814590099993
ACH-000123,-0.021534792964
ACH-000127,0.117814025969
ACH-000128,0.0793110122001
ACH-000132,0.356364202024
ACH-000133,0.055802038206400006
ACH-000137,0.0652961021043
ACH-000138,0.12210229565
ACH-000142,0.436444697404
ACH-000143,0.06878547744739999
ACH-000146,0.0718252969486
ACH-000148,0.030655408384099997
ACH-000150,-0.013043441544099999
ACH-000152,0.216208017775
ACH-000153,6.17992837539e-06
ACH-000159,0.0630697949856
ACH-000160,0.173669259028
ACH-000163,0.252306114721
ACH-000167,0.15628612739800002
ACH-000168,0.363011015026
ACH-000169,0.148847914209
ACH-000178,0.336055924734
ACH-000182,0.000438539298261
ACH-000183,0.0559329088138
ACH-000188,0.273141626228
ACH-000189,0.0343681503903
ACH-000190,0.0787115863747
ACH-000198,0.21582864565499998
ACH-000204,0.116482794156
ACH-000206,-0.0124874142644
ACH-000207,0.08624260750910001
ACH-000211,0.147917007342
ACH-000215,0.14704635897399998
ACH-000221,0.175515396525
ACH-000222,-0.0206304291552
ACH-000223,0.140300276451
ACH-000226,0.135470255807
ACH-000227,-0.119009049336
ACH-000228,-0.09114947295360001
ACH-000231,0.06928824594460001
ACH-000232,0.15839297386099999
ACH-000233,0.133340452124
ACH-000234,0.318532464213
ACH-000235,0.098037342392
ACH-000237,0.0601091601611
ACH-000238,0.100157202053
ACH-000243,-0.143021619919
ACH-000244,-0.134865712171
ACH-000246,0.101727102739
ACH-000248,0.150396569284
ACH-000250,0.051314383658
ACH-000251,0.259590243654
ACH-000253,0.09171995486130001
ACH-000255,-0.0234035467912
ACH-000256,0.0149406812906
ACH-000257,0.07434653142599999
ACH-000258,0.057543790034300005
ACH-000259,0.0316792745523
ACH-000260,0.0882163383953
ACH-000261,0.0971166659574
ACH-000262,-0.0670624754299
ACH-000263,0.0142400794536
ACH-000264,0.09145810381069999
ACH-000265,0.166984349868
ACH-000266,-0.0772236561668
ACH-000272,0.07313219782269999
ACH-000273,0.18280400256299997
ACH-000274,0.264342647608
ACH-000277,0.00104334543498
ACH-000278,0.0813157796121
ACH-000279,0.08637092502589999
ACH-000280,0.146661335101
ACH-000281,-0.278600654255
ACH-000288,0.0115477697465
ACH-000291,0.0331469762299
ACH-000293,-0.15022903714299998
ACH-000294,-0.182954296693
ACH-000295,0.17353941665300002
ACH-000296,0.15622369131
ACH-000302,0.13268333111800001
ACH-000304,-0.0654450835665
ACH-000307,0.159496061877
ACH-000308,0.08345626346469999
ACH-000310,0.13788860202199998
ACH-000311,0.145563334676
ACH-000312,0.025051701326700003
ACH-000315,-0.137080296878
ACH-000316,0.19972482908599998
ACH-000317,0.38723013273100004
ACH-000318,0.143843531622
ACH-000319,0.0419813342099
ACH-000320,0.26763017667100003
ACH-000322,0.18790810495000002
ACH-000323,0.193756464091
ACH-000324,0.0938503561124
ACH-000329,0.07466052416510001
ACH-000330,0.160219787778
ACH-000331,0.08117964587780001
ACH-000332,0.160001783031
ACH-000334,0.16251502795999997
ACH-000335,0.360392054541
ACH-000336,0.0527270015295
ACH-000337,0.111980969559
ACH-000339,0.09467928168260001
ACH-000341,0.111737515018
ACH-000348,0.177117824428
ACH-000350,-0.059321519838
ACH-000352,0.231219827596
ACH-000356,-0.07438610476969999
ACH-000361,0.389204858333
ACH-000362,0.116376190408
ACH-000363,-0.0939976091443
ACH-000364,0.0293005604238
ACH-000365,0.217820560053
ACH-000366,-0.00604400233513
ACH-000368,0.15570185962000002
ACH-000374,0.0657145052543
ACH-000375,0.110467117159
ACH-000376,0.187759847344
ACH-000381,0.009904598728790001
ACH-000383,0.046604111146
ACH-000387,-0.06438927464319999
ACH-000389,0.0453086764546
ACH-000390,0.163672747982
ACH-000393,0.0537339543086
ACH-000395,0.0721325728632
ACH-000397,0.11374160742999999
ACH-000401,0.14890659373600001
ACH-000402,0.0690749441901
ACH-000403,0.052482978200500005
ACH-000404,0.325535774556
ACH-000406,-0.0270987985098
ACH-000407,0.0307366841002
ACH-000408,0.052431053047400006
ACH-000410,0.115951753386
ACH-000411,0.165510451055
ACH-000414,0.190009964587
ACH-000415,0.08510080686419999
ACH-000416,-0.111049199948
ACH-000420,0.130659703835
ACH-000421,0.13123148578
ACH-000424,0.00599480680116
ACH-000425,0.08760766839569999
ACH-000426,0.147365853933
ACH-000427,0.10183517124500001
ACH-000433,0.0199146154432
ACH-000436,0.34831591979500004
ACH-000444,0.124493990208
ACH-000445,0.328188247224
ACH-000448,-0.0020700609911899997
ACH-000450,0.111011858389
ACH-000452,0.09987215681610001
ACH-000454,0.04259226969819999
ACH-000458,0.180529639289
ACH-000459,0.32209138329500003
ACH-000460,0.04842094162169999
ACH-000461,-0.0195486585898
ACH-000463,0.0655616033196
ACH-000464,0.140331569741
ACH-000466,0.116814954199
ACH-000467,0.202168591175
ACH-000468,0.17921847279300002
