,APTX (54840)
ACH-000004,-0.146817625039
ACH-000007,-0.38785373250699995
ACH-000009,-0.432200204207
ACH-000011,-0.08507931800030001
ACH-000012,-0.00809073490123
ACH-000013,-0.0386466344273
ACH-000014,-0.0761243805774
ACH-000015,-0.07139501926689999
ACH-000017,0.0795482979465
ACH-000018,-0.146386466585
ACH-000019,0.0175948942604
ACH-000021,-0.197702481952
ACH-000022,-0.0132538509649
ACH-000025,-0.0454941499899
ACH-000028,-0.03514157984769999
ACH-000030,-0.23779682640900002
ACH-000035,0.154033617087
ACH-000036,-0.23088250302700003
ACH-000037,-0.308041732456
ACH-000039,-0.201580375928
ACH-000040,-0.0974452643303
ACH-000041,-0.0764530433596
ACH-000042,-0.032570627965500004
ACH-000045,0.0527062819511
ACH-000047,-0.036525301803300006
ACH-000052,0.10701260265200001
ACH-000053,0.0274086986876
ACH-000054,-0.027677281987099997
ACH-000055,-0.0188901533289
ACH-000060,-0.117084545547
ACH-000067,0.174756176703
ACH-000070,-0.0036614776118699998
ACH-000075,-0.0835234353622
ACH-000078,-0.0912582302973
ACH-000082,-0.08012322831930001
ACH-000085,-0.108437570472
ACH-000086,0.060110938773499996
ACH-000087,-0.337989894367
ACH-000092,-0.0774070889085
ACH-000095,-0.050210591952400005
ACH-000097,-0.0770609099104
ACH-000098,-0.241638355189
ACH-000099,0.07963662727580001
ACH-000108,0.068707314266
ACH-000113,-0.164722890858
ACH-000115,0.172197644857
ACH-000116,0.0489170722042
ACH-000118,-0.07725921185889999
ACH-000120,-0.056842606046400006
ACH-000123,-0.247073750326
ACH-000127,-0.221129604505
ACH-000128,0.208303990656
ACH-000132,-0.0418394234944
ACH-000133,-0.10363228622199999
ACH-000137,0.00155073966965
ACH-000138,-0.23722861136
ACH-000142,0.19792693747600001
ACH-000143,0.00888419895676
ACH-000146,0.0171045854226
ACH-000148,-0.032568498550299994
ACH-000150,-0.174978532539
ACH-000152,0.259701786158
ACH-000153,0.197393573174
ACH-000159,-0.163595868037
ACH-000160,-0.0726567685788
ACH-000163,-0.08460176960789999
ACH-000167,0.027656794928299998
ACH-000168,-0.116072619664
ACH-000169,-0.07775363713210001
ACH-000178,-0.05459402581830001
ACH-000182,-0.13195359692800002
ACH-000183,-0.153258611357
ACH-000188,-0.08977588899630001
ACH-000189,-0.406279932876
ACH-000190,-0.10306060902200001
ACH-000198,0.13615492601
ACH-000204,0.0666129545036
ACH-000206,-0.44720318706699996
ACH-000207,0.224491762335
ACH-000211,-0.0929120932591
ACH-000215,-0.22920331540999997
ACH-000221,0.0258206603522
ACH-000222,-0.010829528400999999
ACH-000223,-0.10291558614099999
ACH-000226,0.0248341980306
ACH-000227,-0.153616568336
ACH-000228,-0.261041522239
ACH-000231,-0.112462325223
ACH-000232,0.05428371517080001
ACH-000233,-0.053796764393600004
ACH-000234,0.021537525776200002
ACH-000235,-0.11423101920199999
ACH-000237,-0.09666698029689999
ACH-000238,-0.139621995063
ACH-000243,-0.045878362423199995
ACH-000244,-0.19148390218699998
ACH-000246,-0.15606060939000002
ACH-000248,0.203750525198
