,HYI (81888)
ACH-000459,0.269378330397
ACH-000460,-0.177849395398
ACH-000461,-0.380631554008
ACH-000463,-0.259141018655
ACH-000464,-0.157074029197
ACH-000466,-0.251168627209
ACH-000467,-0.284014085806
ACH-000468,-0.225167809705
ACH-000469,-0.241818148493
ACH-000470,0.142876749753
ACH-000471,-0.221910954622
ACH-000472,-0.28403644610999995
ACH-000473,-0.130921725174
ACH-000475,-0.202549922982
ACH-000476,-0.23838617631499998
ACH-000477,-0.039198772297699996
ACH-000480,-0.288042721584
ACH-000481,-0.25233580262899996
ACH-000483,-0.351160467522
ACH-000484,-0.256314268663
ACH-000485,-0.337063392237
ACH-000486,-0.29124285191599997
ACH-000487,-0.279480710572
ACH-000488,-0.13228024601399999
ACH-000490,-0.171472980808
ACH-000491,-0.202992552851
ACH-000495,-0.42999196555
ACH-000496,-0.31444532709399997
ACH-000499,-0.380562435822
ACH-000500,-0.0262047582241
ACH-000502,-0.17473831113
ACH-000503,-0.486689043965
ACH-000505,-0.27153487887899996
ACH-000507,-0.386061326734
ACH-000510,-0.290615729283
ACH-000511,-0.24640199185199999
ACH-000512,-0.511552822438
ACH-000516,-0.108631257039
ACH-000517,-0.270610446621
ACH-000518,-0.245169051925
ACH-000520,-0.193532495213
ACH-000521,-0.416021392467
ACH-000522,-0.298769102691
ACH-000524,-0.107433921778
ACH-000527,-0.164358438459
ACH-000528,-0.349717343425
ACH-000537,-0.11228086541400001
ACH-000541,-0.32295298851
ACH-000542,-0.227049577351
ACH-000544,-0.26818610689800004
ACH-000545,-0.34672784074100005
ACH-000547,-0.241775630485
ACH-000548,-0.204723245927
ACH-000549,-0.381068804027
ACH-000550,-0.229858644336
ACH-000552,-0.414413796753
ACH-000556,-0.289675644163
ACH-000557,-0.21574794493000002
ACH-000570,-0.0368510393362
ACH-000571,-0.337044862166
ACH-000573,-0.362492640481
ACH-000576,-0.392370114409
ACH-000580,-0.13302406738800002
ACH-000584,-0.105608179663
ACH-000585,-0.31687598277
ACH-000588,-0.22784601019099998
ACH-000589,-0.219771614201
ACH-000591,-0.15556285958
ACH-000593,-0.389098785863
ACH-000600,-0.269282966357
ACH-000601,-0.22400159257399999
ACH-000604,-0.421804892697
ACH-000605,-0.20240159203699998
ACH-000606,-0.36155757658200005
ACH-000608,-0.271940411083
ACH-000614,-0.160868749759
ACH-000616,-0.160912934807
ACH-000618,-0.21213316797600001
ACH-000619,-0.34783721119800004
ACH-000620,-0.28707902360599996
ACH-000621,-0.381399723995
ACH-000622,-0.489903680737
ACH-000623,-0.18741977333700002
ACH-000624,-0.173127534756
ACH-000627,-0.546381717098
ACH-000630,-0.49698646220200005
ACH-000632,-0.275823262057
ACH-000633,-0.270917277616
ACH-000637,-0.270255572417
ACH-000638,-0.284998298158
ACH-000646,-0.287257334601
ACH-000647,-0.217278950396
ACH-000648,-0.064466235936
ACH-000649,-0.132822911244
ACH-000651,-0.338017539374
ACH-000652,-0.08259237639360001
ACH-000653,-0.354474042202
ACH-000657,-0.21892889824
ACH-000658,-0.288080937767
ACH-000661,-0.276534991223
ACH-000662,0.00664729766077
ACH-000663,-0.10779358937000001
ACH-000665,-0.23361934164999998
ACH-000671,-0.20446751666299998
ACH-000673,-0.220054202997
ACH-000676,-0.245191735166
ACH-000677,-0.189668273667
ACH-000681,-0.09348491616260002
ACH-000682,-0.322767797512
ACH-000683,-0.31683825854000003
ACH-000684,-0.265481773633
ACH-000688,-0.28000659092700003
ACH-000693,-0.299094389441
ACH-000694,-0.279273898222
ACH-000695,-0.39876987122599994
ACH-000696,-0.23050010011
ACH-000697,-0.271706372714
ACH-000699,-0.304673499705
ACH-000701,-0.22356127292599998
ACH-000706,-0.465322381179
ACH-000711,-0.382610893495
ACH-000713,-0.6850752134720001
ACH-000714,-0.12890816869000002
ACH-000718,-0.40119700669200004
ACH-000720,-0.228069442801
ACH-000721,-0.193897416688
ACH-000724,-0.46775879839400003
ACH-000725,-0.26970315875
ACH-000732,-0.40778343267899997
ACH-000734,-0.23904465508499997
ACH-000735,-0.361976232347
ACH-000736,-0.227472280421
ACH-000738,-0.269837548157
ACH-000746,-0.383594028628
ACH-000747,-0.101105495154
ACH-000748,-0.161443450127
ACH-000753,-0.167579203366
ACH-000756,-0.343522822664
ACH-000757,-0.342416282618
ACH-000758,-0.44537994998
ACH-000760,-0.31601450787200003
ACH-000763,-0.38366044335199995
ACH-000764,-0.297132335229
ACH-000765,-0.12154917697999999
ACH-000766,-0.230228870387
ACH-000767,-0.21848787142700002
ACH-000768,-0.0711794985362
ACH-000769,-0.26139902622600003
ACH-000770,-0.201223123583
ACH-000771,-0.21715061284899997
ACH-000773,-0.216212940636
ACH-000776,-0.28568131486299997
ACH-000777,-0.44665284995
ACH-000778,-0.212687211346
ACH-000781,-0.213955777533
ACH-000782,-0.33393983869399996
ACH-000783,-0.229213883475
ACH-000784,-0.375985544327
ACH-000785,-0.634580615639
ACH-000787,-0.139413868917
ACH-000788,-0.211205111423
ACH-000791,-0.36146346109899996
ACH-000792,-0.182755653396
ACH-000794,-0.188353281782
ACH-000796,-0.09692325274180001
ACH-000799,-0.37176598311
ACH-000800,-0.0853406971177
ACH-000802,-0.203466150196
ACH-000804,-0.0508247135386
ACH-000805,-0.227728764463
ACH-000809,-0.11495577945
ACH-000810,-0.600953743302
ACH-000811,-0.35281054426200004
ACH-000817,-0.39519228996399997
ACH-000819,-0.26502447761799997
ACH-000820,-0.32076942646400003
ACH-000821,-0.036372860088199996
ACH-000822,-0.08946638635330001
ACH-000823,-0.234497464162
ACH-000824,-0.260402561315
ACH-000827,-0.175644950798
ACH-000829,-0.349184551866
ACH-000831,-0.288706412345
ACH-000832,-0.16139628443499998
ACH-000833,0.0645883310045
ACH-000834,-0.223814446992
ACH-000835,-0.235232306356
ACH-000836,-0.323661736349
ACH-000837,-0.42030368855899997
ACH-000838,-0.052158202883299996
ACH-000839,-0.381172946391
ACH-000840,-0.165454572896
ACH-000841,-0.285639286362
ACH-000843,-0.312885114502
ACH-000846,-0.265287444722
ACH-000847,-0.337114267626
ACH-000848,-0.136475291918
ACH-000849,-0.177064165499
ACH-000851,-0.274509165372
ACH-000855,-0.263044296682
ACH-000856,-0.037675587746300004
ACH-000858,-0.20832231286699998
ACH-000859,0.087127745126
ACH-000861,-0.252363533375
ACH-000862,-0.301727769081
ACH-000865,-0.177414891522
ACH-000866,-0.26700284759599996
ACH-000867,-0.242447898214
ACH-000869,-0.204332873402
ACH-000872,-0.308889600711
ACH-000873,-0.181451300899
ACH-000876,-0.133080639386
ACH-000878,-0.0235173856708
ACH-000880,-0.29287547098
ACH-000881,-0.29857186954500003
ACH-000882,-0.34247324879100005
ACH-000884,-0.36479847361400003
ACH-000885,-0.263854012484
ACH-000887,-0.335171591722
ACH-000888,-0.222452283699
ACH-000889,-0.202017140857
ACH-000890,-0.436456345455
ACH-000896,-0.15976686153300002
ACH-000898,-0.30739133709399996
ACH-000900,-0.248174592177
ACH-000901,-0.265830440718
ACH-000905,-0.07582389171310001
ACH-000906,-0.161994334328
ACH-000907,-0.470064246836
ACH-000910,-0.18124575001899998
ACH-000911,-0.16835584299400003
ACH-000912,-0.319084618493
ACH-000913,-0.07634948472519999
ACH-000915,-0.146648054509
ACH-000916,-0.414685800352
ACH-000917,-0.260907072498
ACH-000921,-0.25564953942699997
ACH-000924,-0.342231064022
ACH-000926,-0.0670883014031
ACH-000928,-0.350743910099
ACH-000929,-0.227898435524
ACH-000932,-0.33892019892499997
ACH-000935,-0.183412796209
ACH-000936,-0.328207003569
ACH-000937,-0.16629589201099998
ACH-000938,-0.231246201024
ACH-000939,-0.109027837343
ACH-000941,-0.13465194236
ACH-000943,-0.29655000163600004
ACH-000946,-0.194378612066
ACH-000947,-0.286969335376
ACH-000948,-0.176329559981
ACH-000950,-0.158654637064
ACH-000953,-0.17806614007899998
ACH-000957,-0.395473705378
ACH-000958,-0.116274946941
ACH-000960,-0.23159016270100002
ACH-000963,-0.39535087226899995
ACH-000968,-0.212493404542
ACH-000969,-0.289121462543
ACH-000973,-0.187646732016
ACH-000974,-0.276489181649
ACH-000975,-0.44128468188000003
ACH-000976,-0.323876195157
ACH-000978,-0.12145926071900001
ACH-000980,-0.208475626385
ACH-000984,-0.09916614262589998
ACH-000986,-0.167479393103
ACH-000988,-0.048283165075900004
ACH-000993,-0.124621707623
ACH-000994,-0.346861470699
ACH-000996,-0.37212851993
ACH-001001,-0.148502792957
ACH-001020,-0.121853839267
ACH-001028,-0.148482800419
ACH-001031,-0.12501415096
ACH-001038,-0.21660198087
ACH-001048,-0.242181962677
ACH-001050,-0.348257473869
ACH-001053,-0.0365199643296
ACH-001054,-0.216696684947
ACH-001061,-0.192828486657
ACH-001067,-0.27502431032900004
ACH-001075,-0.177354630336
ACH-001096,-0.248521894875
ACH-001128,-0.176103179065
ACH-001134,-0.43841391286700004
ACH-001151,-0.245604357698
ACH-001163,-0.17467059026299997
ACH-001164,-0.356227088596
ACH-001173,-0.242289147383
ACH-001183,-0.316037539381
ACH-001184,-0.0931365277044
ACH-001190,-0.418713130062
ACH-001192,-0.05409786155230001
ACH-001193,-0.27200367988
ACH-001196,-0.163872515651
ACH-001197,-0.42228751190499997
ACH-001205,-0.21319960780299999
ACH-001211,-0.0740351216014
ACH-001212,0.0046375259133
ACH-001228,-0.38282044847900004
ACH-001232,-0.22692841336199998
ACH-001239,-0.36356937530199995
ACH-001274,-0.129422835024
ACH-001275,-0.110441452095
ACH-001277,-0.290634375329
ACH-001278,-0.010428881846
ACH-001280,-0.142492665835
ACH-001283,-0.36885732920000003
ACH-001289,-0.19621858767
ACH-001295,-0.317895255124
ACH-001300,-0.18859269886399999
ACH-001301,-0.304174031511
ACH-001302,0.08867708401
ACH-001303,-0.48738772806599995
ACH-001306,-0.252119890319
ACH-001318,-0.270464711935
ACH-001322,-0.19361744126699998
ACH-001328,-0.340772765041
ACH-001332,-0.6631101502960001
ACH-001333,-0.278670814787
ACH-001336,-0.16668594557
ACH-001340,-0.225791982868
ACH-001346,-0.22934241893399998
ACH-001353,-0.24179797006999998
ACH-001354,-0.405029216796
ACH-001367,-0.43155675838600005
ACH-001368,-0.265899605966
ACH-001374,-0.140273107785
ACH-001375,-0.320013170402
ACH-001377,-0.233034090172
ACH-001380,-0.257763550075
ACH-001391,-0.021050746983900002
ACH-001407,-0.0532624304865
ACH-001408,-0.302103767167
ACH-001413,-0.25624167994
ACH-001430,-0.276340540165
ACH-001431,-0.26596114678599997
ACH-001450,-0.227855188416
ACH-001496,-0.19708146837999999
ACH-001500,-0.34585494892499996
ACH-001521,0.0224597386886
ACH-001523,-0.186064761746
ACH-001532,-0.272209317179
ACH-001536,-0.494615362723
ACH-001550,-0.141009392417
ACH-001552,-0.182415583364
ACH-001554,-0.112263807654
ACH-001645,-0.22664153495099998
ACH-001654,-0.12016443924
ACH-001715,-0.204468580876
ACH-001735,-0.291031864068
ACH-001736,-0.339908576801
ACH-001737,0.20205281596000002
ACH-001740,-0.37463470629900003
ACH-001745,-0.391095218708
ACH-001750,-0.260589486336
ACH-001765,-0.26757491282400003
ACH-001956,-0.110316269801
ACH-001957,-0.145339177579
