,RELB (5971)
ACH-000237,-0.33979320858499995
ACH-000238,-0.0899637775516
ACH-000243,-0.0995184346882
ACH-000244,-0.151708142709
ACH-000246,-0.062187037384099995
ACH-000248,-0.0194921374503
ACH-000250,-0.7309289642300001
ACH-000251,-0.46296227651
ACH-000253,-0.19349224843600002
ACH-000255,-0.171871704066
ACH-000256,-0.17365235558699998
ACH-000257,-0.0357058349093
ACH-000258,0.305876887963
ACH-000259,-0.132611244262
ACH-000260,-0.09112738853039999
ACH-000261,-0.250634995504
ACH-000262,-0.278582473658
ACH-000263,-0.313562448814
ACH-000264,-0.09613495838289998
ACH-000265,-0.181194712065
ACH-000266,-0.138539038985
ACH-000272,-0.042024499759900004
ACH-000273,-0.22929960687399997
ACH-000274,-0.0642580651765
ACH-000277,-0.07519386117330001
ACH-000278,-0.08481602227469999
ACH-000279,-0.09198885594930001
ACH-000280,-0.334308248705
ACH-000281,-0.118937808905
ACH-000288,-0.293310728392
ACH-000291,-0.161476681911
ACH-000293,-0.146309989886
ACH-000294,-0.0561114440178
ACH-000295,-0.0751807079202
ACH-000296,-0.055470607219599996
ACH-000302,-0.35023648846
ACH-000304,-0.0457519570193
ACH-000307,-0.16323195977
ACH-000308,-0.105261985655
ACH-000310,0.033826585159499996
ACH-000311,-0.006243194554919999
ACH-000312,-0.0713528200677
ACH-000315,-0.139322977352
ACH-000316,-0.456810057002
ACH-000317,0.199140572401
ACH-000318,-0.358071337941
ACH-000319,-0.280494229622
ACH-000320,-0.0735744079017
ACH-000322,-0.07182522767630001
ACH-000323,-0.21445424639199998
ACH-000324,-0.140004320248
ACH-000329,-0.261970234439
ACH-000330,-0.14428562268
ACH-000331,-0.046146004651100005
ACH-000332,-0.07994542085789999
ACH-000334,0.15206394753799998
ACH-000335,-0.619111509531
ACH-000336,-0.0635057087894
ACH-000337,-0.147643048053
ACH-000339,-0.122927497267
ACH-000341,-0.417191866392
ACH-000348,-0.14234508375399998
ACH-000350,0.0813360121883
ACH-000352,-0.196610884393
ACH-000356,-0.219947159388
ACH-000361,-0.05571103055459999
ACH-000362,-0.062062972550099994
ACH-000363,-0.114434620674
ACH-000364,-0.21264372559
ACH-000365,-0.17953367373399998
ACH-000366,-0.266683286035
ACH-000368,0.035794898112800004
ACH-000374,0.163684228022
ACH-000375,-0.25609766629299996
ACH-000376,-0.10671189618999999
ACH-000381,0.04706227833459999
ACH-000383,-0.203105142006
ACH-000387,-0.08187303356610001
ACH-000389,-0.134023680242
ACH-000390,-0.17609499462
ACH-000393,-0.0753865911544
ACH-000395,-0.33019350555300003
ACH-000397,-0.05149355629869999
ACH-000401,-0.385063837212
ACH-000402,-0.0161452829394
ACH-000403,-0.134790696451
ACH-000404,-4.0465690969e-07
ACH-000406,-0.08622782001160001
ACH-000407,-0.195695267325
ACH-000408,-0.23790763831
ACH-000410,-0.0641174309349
ACH-000411,-0.06971624952279999
ACH-000414,-0.10481500462400001
ACH-000415,-0.11609915897600001
ACH-000416,-0.11093935295700001
ACH-000420,-0.172233254428
ACH-000421,-0.200546517711
ACH-000424,-0.19078049319899998
ACH-000425,-0.17601206545499998
ACH-000426,-1.76354708281
ACH-000427,-0.15836321729699998
ACH-000433,0.0425499342954
ACH-000436,-0.259479151655
ACH-000444,-0.18459878808699998
ACH-000445,-0.316284394675
ACH-000448,-0.17155687445599999
ACH-000450,-0.245285953084
ACH-000452,-0.0627849335755
ACH-000454,-0.46289316585100004
ACH-000458,0.0209548886284
ACH-000459,-0.322078679143
ACH-000460,-0.13780370632000002
ACH-000461,-0.334996525185
ACH-000463,0.0679685631656
ACH-000464,-0.470612632192
ACH-000466,-0.13588385250999999
ACH-000467,-0.169188513363
ACH-000468,-0.33427998772100004
ACH-000469,-0.290212175518
ACH-000470,0.0238951411721
ACH-000471,-0.48041273563000003
ACH-000472,-0.035600203934
ACH-000473,-0.004191079238
ACH-000475,-0.0511645328346
ACH-000476,-0.242026973489
ACH-000477,-0.236973508779
ACH-000480,-0.21875672022300002
ACH-000481,-0.258284831398
ACH-000483,-0.0684561665604
ACH-000484,-0.507911189624
ACH-000485,-0.28494431441
ACH-000486,-0.355078646981
ACH-000487,-0.154947835241
ACH-000488,-0.201593443382
ACH-000490,-0.32293146645599996
ACH-000491,-0.152460078525
ACH-000495,-0.18444091333
ACH-000496,-0.09085188008549999
ACH-000499,-0.35622255554399995
ACH-000500,-0.570881514753
ACH-000502,-0.207850126725
ACH-000503,0.0913040046845
ACH-000505,-0.277050060339
ACH-000507,-0.312580529605
ACH-000510,-0.274050455536
ACH-000511,-0.178322271155
ACH-000512,-0.184627942899
ACH-000516,-0.307376772285
ACH-000517,-0.42483132078599994
ACH-000518,-0.140074587614
ACH-000520,-0.0899591709078
ACH-000521,0.04028999776719999
ACH-000522,-0.278090689049
ACH-000524,-0.319762253797
ACH-000527,-0.0533141489735
ACH-000528,0.119929574198
ACH-000537,-0.039075536752800004
ACH-000541,-0.222337333112
ACH-000542,-0.23925260756499997
ACH-000544,-0.152476803022
ACH-000545,-0.10544804593800002
ACH-000547,0.175832340976
ACH-000548,-0.0518368847054
ACH-000549,-0.23761879165600003
ACH-000550,0.033114730567
ACH-000552,-0.12442509218499999
ACH-000556,-0.14814118943399998
ACH-000557,-0.176915876413
ACH-000570,-0.19022177301100002
ACH-000571,-0.474876593476
ACH-000573,-0.30621597719300003
ACH-000576,-1.01320565044
ACH-000580,0.09815487237989999
ACH-000584,-0.155996980121
ACH-000585,-0.158355063721
ACH-000588,-0.341805091449
ACH-000589,-0.134023537159
ACH-000591,-0.446374106891
ACH-000593,-0.159388389992
ACH-000600,-0.14762002829600002
ACH-000601,-0.207083915622
ACH-000604,0.175862973403
ACH-000605,-0.18430438664700002
ACH-000606,-0.05211365037719999
ACH-000608,-0.37143964431599996
ACH-000614,-0.19610755440400002
ACH-000616,-0.136347349669
ACH-000618,-0.0756144336872
ACH-000619,-0.008268236724340001
ACH-000620,-0.04653393802419999
ACH-000621,-0.362810526888
ACH-000622,-0.0511417854694
ACH-000623,-0.24841684604800002
ACH-000624,0.00850550369122
ACH-000627,-0.239948246063
ACH-000630,-0.137365904672
ACH-000632,-0.268652702049
ACH-000633,-0.139923032409
ACH-000637,-0.166592114397
ACH-000638,-0.24800704063499998
ACH-000646,-0.10591600938899999
ACH-000647,-0.055234949640300006
ACH-000648,-0.256251845842
ACH-000649,-0.0391591694911
ACH-000651,-0.09349834073550001
ACH-000652,-0.057704347377199997
ACH-000653,-1.21562740355
ACH-000657,-0.20174504579100003
ACH-000658,-0.825978070904
ACH-000661,-0.26150935678599996
ACH-000662,0.00266235839775
ACH-000663,-0.00242544741278
ACH-000665,-0.23504016778200001
ACH-000671,-0.023861231490400002
ACH-000673,-0.0681504888629
ACH-000676,-0.010562357974799999
ACH-000677,-0.212328789866
ACH-000681,-0.148437993325
ACH-000682,-0.00734637694134
ACH-000683,-0.12890772725299998
ACH-000684,0.0571055062218
ACH-000688,-0.109706448711
ACH-000693,-0.136579927491
ACH-000694,-0.1673365407
ACH-000695,0.059477171695999996
ACH-000696,-0.074983659741
ACH-000697,-0.0872405032655
ACH-000699,-0.23180677628000002
ACH-000701,-0.214868784827
ACH-000706,-0.135210838122
ACH-000711,-0.240526027781
ACH-000713,-0.28571627901200003
ACH-000714,-1.20469299161
ACH-000718,-0.294985975823
ACH-000720,-0.15029073476399998
ACH-000721,-0.210543689487
ACH-000724,-0.46514195209
ACH-000725,0.0124787296538
ACH-000732,-0.0738064780668
ACH-000734,-0.21318940553500002
ACH-000735,-0.22334684172299998
ACH-000736,-0.198879449643
ACH-000738,-0.143989853393
ACH-000746,0.125137366232
ACH-000747,-0.313184832492
ACH-000748,-0.123042330086
ACH-000753,-0.457471185855
ACH-000756,-0.26385921109
ACH-000757,-0.264511950507
ACH-000758,-0.020981158843
ACH-000760,-0.267932687595
ACH-000763,-0.7982098928829999
ACH-000764,-0.338709146051
ACH-000765,-0.416496325458
ACH-000766,-0.232825451005
ACH-000767,-0.20759345665399997
ACH-000768,-0.0802746545383
ACH-000769,-0.07532372512619999
ACH-000770,-0.013588662088899998
ACH-000771,0.09088673902069999
ACH-000773,-0.0663377839548
ACH-000776,-0.36257927980899995
ACH-000777,-0.077185892213
ACH-000778,-0.0338581976133
ACH-000781,-0.237143528687
ACH-000782,-0.1717255285
ACH-000783,-0.133952742781
ACH-000784,-0.11420648362400002
ACH-000785,-0.15257144000700001
ACH-000787,-0.624667593262
ACH-000788,-0.160818142274
ACH-000791,-0.026475959945499998
ACH-000792,-0.591689099402
ACH-000794,-0.102972217761
ACH-000796,-0.059470713815299996
ACH-000799,0.15682457055500001
ACH-000800,-0.296906543421
ACH-000802,-0.09944691692839999
ACH-000804,0.060796187335
ACH-000805,-0.0722820645919
ACH-000809,-0.215175543436
ACH-000810,-0.438117416603
ACH-000811,-0.190311669459
ACH-000817,-0.8648360923749999
ACH-000819,-0.13353924833
ACH-000820,-0.365539847267
ACH-000821,-0.136525027819
ACH-000822,-0.235202560785
ACH-000823,-0.21483661061700002
ACH-000824,-0.432568269691
ACH-000827,-0.16141449702299998
ACH-000829,-0.216720184445
ACH-000831,-0.11075395865399999
ACH-000832,-0.0285862384461
ACH-000833,-0.34815459031999996
ACH-000834,-0.230477469377
ACH-000835,-0.211977453836
ACH-000836,-0.117008051136
ACH-000837,-0.191512977581
ACH-000838,-1.0228188064700001
ACH-000839,0.00888714248116
ACH-000840,-0.136266768374
ACH-000841,-0.0061880702182799995
ACH-000843,-0.0873568728185
ACH-000846,-0.038252699985
ACH-000847,-0.07825999777310001
ACH-000848,-0.421842244037
ACH-000849,-0.000835351948354
ACH-000851,-0.166745038882
ACH-000855,-0.0239634081199
ACH-000856,0.0277384853868
ACH-000858,-0.187827216672
ACH-000859,-0.33241311872699997
ACH-000861,-0.489999511379
ACH-000862,-0.039312366035000004
ACH-000865,-0.208708513323
ACH-000866,-0.35467447004299996
ACH-000867,-0.053648437505800006
ACH-000869,-0.078118644445
ACH-000872,-0.21340148693100003
ACH-000873,0.05031712282240001
ACH-000876,-0.215808661805
ACH-000878,-0.517580570415
ACH-000880,-0.014809730574
ACH-000881,-0.0669001223412
ACH-000882,0.05732957589940001
ACH-000884,-0.188058289052
ACH-000885,-0.0865033461213
ACH-000887,-0.0926809562048
ACH-000888,-0.0634547256217
ACH-000889,-0.847943215781
ACH-000890,-0.425986596144
ACH-000896,-0.351998473956
ACH-000898,-0.650083171247
ACH-000900,-0.22284603614700002
ACH-000901,-0.187931840095
ACH-000905,-0.08597156970010002
ACH-000906,-0.207729108261
ACH-000907,-0.199280356252
ACH-000910,-0.00200726819126
ACH-000911,-0.0911939361187
ACH-000912,-0.121133294967
ACH-000913,0.00990922878841
ACH-000915,-0.128582233786
ACH-000916,-0.1274420838
ACH-000917,-0.16448342838
ACH-000921,-0.197407052021
ACH-000924,-0.11952966500999998
ACH-000926,0.038725142012900005
ACH-000928,-0.056086601587
ACH-000929,-0.048706358291800006
ACH-000932,-0.158785871711
ACH-000935,-0.236731704127
ACH-000936,-0.173197037613
ACH-000937,-0.19070492372499998
ACH-000938,-0.0530071790615
ACH-000939,-0.0939042416212
ACH-000941,-0.25842998733100003
ACH-000943,-0.11725004548000001
ACH-000946,-0.00243574282051
ACH-000947,-0.0988877251544
ACH-000948,-0.15582710234000002
ACH-000950,0.06784032777599999
ACH-000953,-0.45056117601999995
ACH-000957,-0.0853885303743
ACH-000958,-0.150202003656
ACH-000960,-0.263637060438
ACH-000963,-0.0270011084602
ACH-000968,-0.026685461571499997
ACH-000969,-0.218996418624
ACH-000973,-0.25719144914299996
ACH-000974,-0.0676111148817
ACH-000975,-0.08189572369260001
ACH-000976,0.0118504639959
ACH-000978,0.8937542873659999
ACH-000980,-0.140280924803
ACH-000984,-0.09313770901010002
ACH-000986,-0.20073338254200002
ACH-000988,-0.36281927197700004
ACH-000993,-0.0708225904607
ACH-000994,-0.319027856302
ACH-000996,-0.104808877199
ACH-001001,-0.1069787883
ACH-001020,-0.39498497664399995
ACH-001028,-0.147306942548
ACH-001031,-0.18726980498100002
ACH-001038,-0.030602405415
ACH-001048,-0.275330548751
ACH-001050,-0.18959060079700002
ACH-001053,-0.022644954437599996
ACH-001054,-0.287501657478
ACH-001061,-0.0897326927948
ACH-001067,-0.40227382761299996
ACH-001075,-0.015361918587799998
ACH-001096,-0.17825527880800002
ACH-001128,-0.0315722667917
ACH-001134,-0.598045336551
ACH-001151,-0.23407717180399998
ACH-001163,-0.30109507668200003
ACH-001164,0.0082442331067
ACH-001173,-0.148633874147
ACH-001183,-0.28352345885
ACH-001184,-0.228001876868
ACH-001190,-0.09102508877280001
ACH-001192,-0.0810160255025
ACH-001193,-0.44264910136299995
ACH-001196,-0.00980465907954
ACH-001197,-0.7080937154449999
ACH-001205,-0.243562181267
ACH-001211,-0.273971477993
ACH-001212,0.06607630111030001
ACH-001228,-0.17122038443
ACH-001232,-0.0585245606829
ACH-001239,-0.0211430277554
ACH-001274,-0.233418239458
ACH-001275,-0.0163924073981
ACH-001277,-0.107728938201
ACH-001278,-0.298770163763
ACH-001280,-0.0196496421868
ACH-001283,-0.2721552424
ACH-001289,-0.454764799398
ACH-001295,-0.0749590969111
ACH-001300,-0.118867110506
ACH-001301,-0.215690538001
ACH-001302,-0.200674536394
ACH-001303,-0.108544338371
ACH-001306,-0.158825219023
ACH-001318,-0.164215716844
ACH-001322,-0.21220890804
ACH-001328,-0.287382769539
ACH-001332,-0.157158419682
ACH-001333,-0.12258375227900001
ACH-001336,-0.0884929353107
ACH-001340,-0.0327114942321
ACH-001346,-0.0158502048259
ACH-001353,-0.194350499632
ACH-001354,-0.19497793859999998
ACH-001367,-0.371239712768
ACH-001368,-0.131713901231
ACH-001374,-0.5722739859679999
ACH-001375,-0.45667772249399996
ACH-001377,-0.391937392526
ACH-001380,0.07159614337999999
ACH-001391,-0.229026661586
ACH-001407,-0.327532329791
ACH-001408,-0.326621882305
ACH-001413,-0.45713322593
ACH-001430,-0.493944605529
ACH-001431,-0.135874487034
ACH-001450,-0.339167264003
ACH-001496,-0.4815307656
ACH-001500,-0.24207452139199997
ACH-001521,-0.248966868702
ACH-001523,-0.136815521713
ACH-001532,0.006814927417649999
ACH-001536,-0.127517999953
ACH-001550,-0.0910594331423
ACH-001552,-0.452884887235
ACH-001554,-0.24690624159299998
ACH-001645,-0.00360342556637
ACH-001654,-0.46464504991899996
ACH-001715,-0.0274774966708
ACH-001735,-0.22721839004
ACH-001736,-0.225147926948
ACH-001737,-0.155598062548
ACH-001740,-0.303916829722
ACH-001745,-0.135761723634
ACH-001750,-0.158791216842
ACH-001765,-0.163300357406
ACH-001956,-0.170352046445
ACH-001957,0.0016180063515999997
