,NLN (57486)
ACH-000004,-0.0012203280243699998
ACH-000007,-0.217359502261
ACH-000009,-0.24808198690000002
ACH-000011,0.00257116600973
ACH-000012,-0.0393871857919
ACH-000013,0.042214889143400006
ACH-000014,-0.180162026758
ACH-000015,-0.162660825243
ACH-000017,0.052533135765199995
ACH-000018,-0.013018691284299997
ACH-000019,0.158278007301
ACH-000021,-0.118173479442
ACH-000022,-0.04730860933
ACH-000025,-0.0418967517169
ACH-000028,-0.10246458984500001
ACH-000030,-0.024628454198500002
ACH-000035,0.0219009244435
ACH-000036,-0.06409754029159999
ACH-000037,-0.019144917123
ACH-000039,-0.116945546755
ACH-000040,-0.134028068795
ACH-000041,0.07206808214980001
ACH-000042,-0.122752575885
ACH-000045,0.06319331990799999
ACH-000047,-0.17204399886500002
ACH-000052,-0.279348359323
ACH-000053,-0.0345508205238
ACH-000054,-0.14831518634299998
ACH-000055,-0.10205916342
ACH-000060,-0.0841023288805
ACH-000067,-0.106540548136
ACH-000070,0.106716997694
ACH-000075,-0.018349186635
ACH-000078,-0.0508306355844
ACH-000082,-0.09006965332049999
ACH-000085,-0.09342220765630001
ACH-000086,-0.0777830209451
ACH-000087,-0.312064156551
ACH-000092,-0.185479653127
ACH-000095,-0.0740420635098
ACH-000097,-0.18284431772999998
ACH-000098,-0.135346742009
ACH-000099,-0.0622288236725
ACH-000108,-0.0984755062236
ACH-000113,0.121382631381
ACH-000115,0.08324403911719999
ACH-000116,-0.0289259410122
ACH-000118,0.00338121513278
ACH-000120,0.059384466754
ACH-000123,-0.130175159376
ACH-000127,-0.0612454950034
ACH-000128,-0.120907224818
ACH-000132,-0.0989195933409
ACH-000133,-0.10956757396299999
ACH-000137,-0.232476017762
ACH-000138,0.0103360061428
ACH-000142,-0.146190155825
ACH-000143,0.000387484480791
ACH-000146,-0.102182214889
ACH-000148,0.027215715937900002
ACH-000150,-0.0020348452251
ACH-000152,0.027951154156800002
ACH-000153,-0.25689169398899997
ACH-000159,-0.0571607851841
ACH-000160,-0.356018220005
ACH-000163,-0.0204692299273
ACH-000167,-0.0835499219472
ACH-000168,-0.125252082076
ACH-000169,-0.0940230092949
ACH-000178,-0.0436119662129
ACH-000182,-0.110105998164
ACH-000183,-0.0102934443155
ACH-000188,-0.144323096511
ACH-000189,-0.0397291698333
ACH-000190,-0.134347710988
ACH-000198,-0.025501845610099997
ACH-000204,-0.199769998319
ACH-000206,-0.00784937554945
ACH-000207,0.080390532947
ACH-000211,-0.120478636473
ACH-000215,0.00441320555526
ACH-000221,-0.0027861810554699997
ACH-000222,0.00516805938825
ACH-000223,-0.040827968218
ACH-000226,-0.0209174474159
ACH-000227,-0.24135047048099997
ACH-000228,-0.0737842341777
ACH-000231,-0.0709419253496
ACH-000232,-0.17126864696199998
ACH-000233,0.013964082716000002
ACH-000234,-0.0380017155219
ACH-000235,-0.0888438563432
ACH-000237,-0.053701829604900005
ACH-000238,0.0367315851763
ACH-000243,-0.0719731302725
ACH-000244,-0.23130468682500002
ACH-000246,0.050870621635999994
ACH-000248,-0.107588865323
ACH-000250,-0.0194887666392
ACH-000251,-0.326255793323
ACH-000253,0.0035554935162899997
ACH-000255,-0.198266451979
ACH-000256,-0.144136036512
ACH-000257,-0.129224338657
ACH-000258,-0.275931695817
ACH-000259,-0.0564251047375
ACH-000260,-0.10907504690400001
ACH-000261,-0.0254775522842
ACH-000262,-0.045836734622200004
ACH-000263,0.06263524261219999
ACH-000264,-0.020659150401
ACH-000265,0.009519209790309999
ACH-000266,-0.100779400267
ACH-000272,-0.0830395151384
ACH-000273,0.0131045694279
ACH-000274,-0.10131160604100001
ACH-000277,0.12929741003599998
ACH-000278,-0.238327692331
ACH-000279,-0.071465439476
ACH-000280,-0.033308616261299995
ACH-000281,0.212100448313
ACH-000288,0.104002939276
ACH-000291,0.0485722181656
ACH-000293,-0.202172684851
ACH-000294,-0.0254586459654
ACH-000295,-0.0566567767767
ACH-000296,0.098211656207
ACH-000302,-0.0392374343582
ACH-000304,-0.14788749550799998
ACH-000307,-0.034165046022000004
ACH-000308,0.025930535888400004
ACH-000310,-0.0209217685192
ACH-000311,-0.0762843732123
ACH-000312,0.0738209551111
ACH-000315,0.0856560138026
ACH-000316,0.297316201144
ACH-000317,-0.0479409511074
ACH-000318,0.008301811260630001
ACH-000319,-0.16087910840800002
ACH-000320,0.00940582919911
ACH-000322,0.0509967965125
ACH-000323,-0.16041602240299999
ACH-000324,-0.0658101263803
ACH-000329,-0.0353407975605
