,KRTDAP (388533)
ACH-000491,-0.46838232543499997
ACH-000495,-0.192416288776
ACH-000496,-0.403287051842
ACH-000499,-0.7893319952719999
ACH-000500,-0.391066645821
ACH-000502,-0.478051737884
ACH-000503,-0.494687134414
ACH-000505,-0.28370538461100003
ACH-000507,-0.45026027927100004
ACH-000510,-0.600221224772
ACH-000511,-0.560824395081
ACH-000512,-0.42765401258100005
ACH-000516,-0.488479835849
ACH-000517,-0.622263006619
ACH-000518,-0.49411373161399996
ACH-000520,-0.448926488037
ACH-000521,-0.275420269897
ACH-000522,-0.259057447322
ACH-000524,-0.434914473647
ACH-000527,-0.36984792605899997
ACH-000528,-0.318708855777
ACH-000537,-0.046912449907800004
ACH-000541,-0.480157691727
ACH-000542,-0.337153946237
ACH-000544,-0.182061766127
ACH-000545,-0.338808066976
ACH-000547,-0.15969454647
ACH-000548,-0.390797674583
ACH-000549,-0.361132884805
ACH-000550,-0.321623809639
ACH-000552,-0.34883046310599997
ACH-000556,-0.41960531743699997
ACH-000557,-0.459538626478
ACH-000570,-0.233405857246
ACH-000571,-0.47769228738200004
ACH-000573,-0.32508980000300003
ACH-000576,-0.255359235192
ACH-000580,-0.277575204031
ACH-000584,-0.34214306491400004
ACH-000585,-0.466257349329
ACH-000588,-0.274625313591
ACH-000589,-0.251145919889
ACH-000591,-0.351477686087
ACH-000593,-0.464610971702
ACH-000600,-0.38057174479500006
ACH-000601,-0.313548114414
ACH-000604,-0.627907454472
ACH-000605,-0.304893146149
ACH-000606,-0.346651094789
ACH-000608,-0.49588433652099995
ACH-000614,-0.36126160783600003
ACH-000616,-0.271534795769
ACH-000618,-0.450467396162
ACH-000619,-0.217751720359
ACH-000620,-0.442125281193
ACH-000621,-0.507671370209
ACH-000622,-0.207133909757
ACH-000623,-0.45956403871600005
ACH-000624,-0.42235675790700006
ACH-000627,-0.271988343351
ACH-000630,-0.404483359582
ACH-000632,-0.391004999996
ACH-000633,-0.41744513373099995
ACH-000637,-0.514567669297
ACH-000638,-0.249582207958
ACH-000646,-0.522041733637
ACH-000647,-0.277801593105
ACH-000648,-0.243351708838
ACH-000649,-0.381704165608
ACH-000651,-0.363259248361
ACH-000652,-0.131333906329
ACH-000653,-0.329134751992
ACH-000657,-0.413015001306
ACH-000658,-0.268625465768
ACH-000661,-0.488784894319
ACH-000662,-0.639625484897
ACH-000663,-0.291205758185
ACH-000665,-0.30258445302700004
ACH-000671,-0.126929948948
ACH-000673,-0.443051643824
ACH-000676,-0.12299053262599999
ACH-000677,-0.447974603516
ACH-000681,-0.40069609460999994
ACH-000682,-0.352617643713
ACH-000683,-0.18559946752599998
ACH-000684,-0.195243243283
ACH-000688,-0.281433400303
ACH-000693,-0.36128521723800006
ACH-000694,-0.38092638731600004
ACH-000695,-0.694171133551
ACH-000696,-0.378177940135
ACH-000697,-0.19649752498599998
ACH-000699,-0.310359044726
ACH-000701,-0.47647201524
ACH-000706,-0.574396352392
ACH-000711,-0.467106661804
ACH-000713,-0.376084338591
ACH-000714,-0.229073202995
ACH-000718,-0.480214681942
ACH-000720,-0.519056259586
ACH-000721,-0.255689136289
ACH-000724,0.019021388991099997
ACH-000725,-0.153150654375
ACH-000732,-0.29839755366799997
ACH-000734,-0.45010242388899996
ACH-000735,-0.403863832166
ACH-000736,-0.5495718851079999
ACH-000738,-0.347237885237
ACH-000746,-0.345922464871
ACH-000747,-0.43429071613799997
ACH-000748,-0.419244417557
ACH-000753,-0.234818174833
ACH-000756,-0.48527219726099996
ACH-000757,-0.394243577178
ACH-000758,-0.404633438807
ACH-000760,-0.339726448329
ACH-000763,-0.539387326177
ACH-000764,-0.282753179533
ACH-000765,-0.507689629595
ACH-000766,-0.340984259945
ACH-000767,-0.39496123364
ACH-000768,-0.5141065252220001
ACH-000769,-0.26940680112300003
ACH-000770,-0.304312201341
ACH-000771,-0.136778586164
ACH-000773,-0.36634711958599997
ACH-000776,-0.605393365128
ACH-000777,-0.311198245854
ACH-000778,-0.574439817689
ACH-000781,-0.39280834885899996
ACH-000782,-0.316195201164
ACH-000783,-0.316210238033
ACH-000784,-0.36742495847199996
ACH-000785,-0.33760354834
ACH-000787,-0.422355710351
ACH-000788,-0.29010677573800003
ACH-000791,-0.47038249551100003
ACH-000792,-0.378620237536
ACH-000794,-0.480553623262
ACH-000796,-0.487556466558
ACH-000799,-0.480307151207
ACH-000800,-0.29493291932300003
ACH-000802,-0.490190154614
ACH-000804,-0.507369012415
ACH-000805,-0.222291165297
ACH-000809,-0.350274664173
ACH-000810,-0.398287204616
ACH-000811,-0.20676803855599998
ACH-000817,-0.45866055038900005
ACH-000819,-0.42810765994800004
ACH-000820,-0.448470019742
ACH-000821,-0.388832453607
ACH-000822,-0.458914115525
ACH-000823,-0.36346195228
ACH-000824,-0.6577678513040001
ACH-000827,-0.44217414859399995
ACH-000829,-0.09284247600439999
ACH-000831,-0.5000665324369999
ACH-000832,-0.309102473085
ACH-000833,-0.5191419677419999
ACH-000834,-0.298913787861
ACH-000835,-0.191343308657
ACH-000836,-0.47759078165799995
ACH-000837,-0.406271779743
ACH-000838,-0.5113329341589999
ACH-000839,-0.485293755806
ACH-000840,-0.433519717767
ACH-000841,-0.513495120098
ACH-000843,-0.29864670710700003
ACH-000846,-0.126127394368
ACH-000847,-0.541170914118
ACH-000848,-0.507012969027
ACH-000849,-0.24369659223
ACH-000851,-0.0676826934225
ACH-000855,-0.223515408591
ACH-000856,-0.32241838132399997
ACH-000858,-0.474686484429
ACH-000859,-0.4943717419
ACH-000861,-0.740982823512
ACH-000862,-0.401179878186
ACH-000865,-0.404657834287
ACH-000866,-0.32222936427
ACH-000867,-0.396141055763
ACH-000869,-0.375100394616
ACH-000872,-0.524669093866
ACH-000873,-0.514027228743
ACH-000876,-0.573232340928
ACH-000878,-0.0150169217347
ACH-000880,-0.337232206242
ACH-000881,-0.333203594802
ACH-000882,-0.250147634744
ACH-000884,-0.36580993290200003
ACH-000885,-0.380471482739
ACH-000887,-0.5553839111300001
ACH-000888,-0.22762432549699999
ACH-000889,-0.392561571143
ACH-000890,-0.34469009598399997
ACH-000896,-0.36625235946999996
ACH-000898,-0.522301592279
ACH-000900,-0.542220611009
ACH-000901,-0.595277975799
ACH-000905,-0.358932255527
ACH-000906,-0.36986488388300004
ACH-000907,-0.0847261038617
ACH-000910,-0.487565502729
ACH-000911,-0.386016184748
ACH-000912,-0.362906165861
ACH-000913,-0.20551760228799998
ACH-000915,-0.379161573009
ACH-000916,-0.47008803291699996
ACH-000917,-0.508713670313
ACH-000921,-0.49849158509499997
ACH-000924,-0.21521949320099998
ACH-000926,-0.212716842151
ACH-000928,-0.41997147206299995
ACH-000929,-0.31442300870900003
ACH-000932,-0.200936798552
ACH-000935,-0.385841485177
ACH-000936,-0.483407386788
ACH-000937,-0.371734077161
ACH-000938,-0.367090050197
ACH-000939,-0.23402822475499999
ACH-000941,-0.503802782759
ACH-000943,-0.388754206096
ACH-000946,-0.460230122721
ACH-000947,-0.38997608232600006
ACH-000948,-0.41712948390199994
ACH-000950,-0.538426659074
ACH-000953,-0.39710824163
ACH-000957,-0.429612572447
ACH-000958,-0.41940538107600006
ACH-000960,-0.615316181054
ACH-000963,-0.166656796545
ACH-000968,-0.327210607251
ACH-000969,-0.358456670153
ACH-000973,-0.559723507169
ACH-000974,-0.33489627359
ACH-000975,-0.26317034665100003
ACH-000976,-0.367421718877
ACH-000978,-0.727789680576
ACH-000980,-0.375349977336
ACH-000984,-0.432950504009
ACH-000986,-0.289635484255
ACH-000988,-0.444333210082
ACH-000993,-0.27722227935
ACH-000994,-0.558605562656
ACH-000996,-0.671637146852
ACH-001001,-0.310015904466
ACH-001020,-0.43220829754900003
ACH-001028,-0.375795008214
ACH-001031,-0.35404907692800003
ACH-001038,-0.37565661706
ACH-001048,-0.519140265998
ACH-001050,-0.287727909968
ACH-001053,-0.057427696014300006
ACH-001054,0.0203090258848
ACH-001061,-0.138518600065
ACH-001067,-0.486477194859
ACH-001075,-0.738438246287
ACH-001096,-0.261016050762
ACH-001128,-0.549746914602
ACH-001134,-0.276204033831
ACH-001151,-0.404632059403
ACH-001163,-0.33026666605599997
ACH-001164,-0.759846281781
ACH-001173,-0.423003793439
ACH-001183,-0.42987461605800004
ACH-001184,-0.472311104934
ACH-001190,-0.677213141479
ACH-001192,-0.395066074507
ACH-001193,-0.289036106456
ACH-001196,-0.430340297536
ACH-001197,-0.49382392654
ACH-001205,-0.14642568561
ACH-001211,-0.180659404219
ACH-001212,-0.23002952178199998
ACH-001228,-0.163815046159
ACH-001232,-0.522070903565
ACH-001239,-0.291672028952
ACH-001274,-0.35653678461099997
ACH-001275,-0.260160302531
ACH-001277,-0.430556113777
ACH-001278,-0.24556697873799999
ACH-001280,-0.26525512834000003
ACH-001283,-0.334847416361
ACH-001289,-0.34201805564000004
ACH-001295,-0.43990857444799997
ACH-001300,-0.343628560766
ACH-001301,-0.40073260493100005
ACH-001302,-0.5855719012089999
ACH-001303,-0.50589541771
ACH-001306,-0.309105775736
ACH-001318,-0.131728672058
ACH-001322,-0.46880637059600005
ACH-001328,-0.40752395889799997
ACH-001332,-0.46653311967
ACH-001333,-0.329010665885
ACH-001336,-0.412788936014
ACH-001340,-0.503871820951
ACH-001346,-0.357906054762
ACH-001353,-0.5599391518869999
ACH-001354,-0.644048887168
ACH-001367,-0.5592620289019999
ACH-001368,-0.440280002226
ACH-001374,-0.36637313777099995
ACH-001375,-0.28550550342
ACH-001377,-0.267524562245
ACH-001380,-0.260636229195
ACH-001391,-0.338663619024
ACH-001407,-0.374796505753
ACH-001408,-0.483971066078
ACH-001413,-0.584441347275
ACH-001430,-0.217253333663
ACH-001431,-0.544950298607
ACH-001450,0.0645248722285
ACH-001496,-0.178627485244
ACH-001500,-0.578217410402
ACH-001521,-0.534163355547
ACH-001523,-0.36369671665200004
ACH-001532,-0.531391976652
ACH-001536,-0.298438171187
ACH-001550,-0.3820616618
ACH-001552,-0.205495585097
ACH-001554,-0.495728355777
ACH-001645,-0.371398152291
ACH-001654,-0.353360022857
ACH-001715,-0.352784505314
ACH-001735,-0.282569256867
ACH-001736,-0.483880458626
ACH-001737,-0.0412981359001
ACH-001740,-0.462679069028
ACH-001745,-0.538095517145
ACH-001750,-0.30040825780499997
ACH-001765,-0.365989302324
ACH-001956,-0.548684379744
ACH-001957,-0.443606680608
