,RILPL2 (196383)
ACH-000004,-0.365161682202
ACH-000007,-0.19000726666099998
ACH-000009,-0.25435986992
ACH-000011,-0.40963899899899997
ACH-000012,-0.18304846812699999
ACH-000013,-0.250189594458
ACH-000014,-0.18023562774000002
ACH-000015,-0.242919641279
ACH-000017,-0.322443905536
ACH-000018,-0.21767377888
ACH-000019,-0.22999063841200001
ACH-000021,-0.346399209335
ACH-000022,-0.231073895029
ACH-000025,-0.303392534795
ACH-000028,-0.023848728374
ACH-000030,-0.20223567839099998
ACH-000035,-0.44758395729999995
ACH-000036,-0.284673685236
ACH-000037,-0.53976961619
ACH-000039,-0.536947354836
ACH-000040,-0.39958955725
ACH-000041,-0.433083369777
ACH-000042,-0.36807935907399997
ACH-000045,-0.16410444727499998
ACH-000047,-0.22965704817
ACH-000052,-0.191240946682
ACH-000053,-0.256866793583
ACH-000054,-0.35034113422700003
ACH-000055,-0.145416631885
ACH-000060,-0.39888973916500003
ACH-000067,-0.402028209133
ACH-000070,-0.307592520337
ACH-000075,-0.33689791651
ACH-000078,-0.485018843061
ACH-000082,-0.40194165810000004
ACH-000085,-0.243908678912
ACH-000086,-0.17554945802400002
ACH-000087,-0.430028796907
ACH-000092,-0.33968496241499996
ACH-000095,-0.422844553805
ACH-000097,-0.409430961435
ACH-000098,-0.276803145117
ACH-000099,-0.385196053777
ACH-000108,-0.194820111004
ACH-000113,-0.46018643688999994
ACH-000115,-0.212167005333
ACH-000116,-0.24680970988200002
ACH-000118,-0.437681874555
ACH-000120,-0.006727614353109999
ACH-000123,-0.35040291203900004
ACH-000127,-0.323856543431
ACH-000128,-0.398497424063
ACH-000132,-0.33023050721700004
ACH-000133,-0.307667355031
ACH-000137,-0.14948841063100002
ACH-000138,-0.21465432001600002
ACH-000142,-0.22999048263500002
ACH-000143,-0.424467968823
ACH-000146,-0.157623794338
ACH-000148,-0.364854992242
ACH-000150,-0.354938736654
ACH-000152,-0.42368601288900004
ACH-000153,-0.298637258839
ACH-000159,-0.186436087928
ACH-000160,-0.302208765785
ACH-000163,-0.354969127688
ACH-000167,-0.539281118992
ACH-000168,-0.22450157811299998
ACH-000169,-0.376579000422
ACH-000178,-0.33869072293200003
ACH-000182,-0.345207104847
ACH-000183,-0.330901954512
ACH-000188,-0.291060756318
ACH-000189,-0.571161165647
ACH-000190,-0.08209140138189999
ACH-000198,-0.393045248191
ACH-000204,-0.265767048538
ACH-000206,-0.28343064985
ACH-000207,-0.316731113572
ACH-000211,-0.519089623988
