,SPTB (6710)
ACH-000004,-0.06315490034900001
ACH-000007,-0.08871113288460002
ACH-000009,-0.0357175646548
ACH-000011,0.013303613852299999
ACH-000012,-0.075162527059
ACH-000013,-0.123701055003
ACH-000014,0.043431162959099996
ACH-000015,0.00954448222138
ACH-000017,-0.128075330289
ACH-000018,-0.186903645617
ACH-000019,-0.153980963967
ACH-000021,0.0835312740783
ACH-000022,-0.0348563344879
ACH-000025,-0.0408812252589
ACH-000028,0.00676972668244
ACH-000030,-0.167030227404
ACH-000035,-0.127513712296
ACH-000036,-0.06457853098949999
ACH-000037,0.11584679899900001
ACH-000039,0.026007700308699998
ACH-000040,-0.09191401294669999
ACH-000041,-0.07983065785849999
ACH-000042,-0.19658355714499998
ACH-000045,-0.18376682090399998
ACH-000047,-0.0653235595133
ACH-000052,-0.24103400980099998
ACH-000053,-0.12602912550599998
ACH-000054,-0.0830162051735
ACH-000055,-0.140680390285
ACH-000060,-0.38205683116800004
ACH-000067,0.0333802101588
ACH-000070,-0.058116263186
ACH-000075,0.0623840646282
ACH-000078,-0.0601151246854
ACH-000082,0.0374413192066
ACH-000085,-0.19085198086
ACH-000086,-0.121648507128
ACH-000087,-0.08340536397689999
ACH-000092,-0.112188096729
ACH-000095,-0.144943489496
ACH-000097,-0.07026763625739998
ACH-000098,-0.0540445934467
ACH-000099,-0.111892022215
ACH-000108,-0.210414518719
ACH-000113,-0.0230878120127
ACH-000115,-0.0784565574485
ACH-000116,-0.057797988494100005
ACH-000118,-0.258824483547
ACH-000120,0.0174661705235
ACH-000123,-0.08329693838539999
ACH-000127,-0.0785830598209
ACH-000128,-0.165552611361
ACH-000132,-0.08153189016250001
ACH-000133,-0.038630598831699996
ACH-000137,-0.0656961846381
ACH-000138,-0.164517697823
ACH-000142,-0.245625466363
ACH-000143,-0.17224541054499998
ACH-000146,-0.137466076111
ACH-000148,-0.109323973093
ACH-000150,0.105034685241
ACH-000152,-0.0746188772469
ACH-000153,-0.012167973660200001
ACH-000159,-0.134129787676
ACH-000160,-0.111296219865
ACH-000163,-0.24855501054200002
ACH-000167,0.152524395521
ACH-000168,-0.112157584161
ACH-000169,-0.0699515954685
ACH-000178,0.0230423513568
ACH-000182,-0.009186507724479999
ACH-000183,-0.163809062173
ACH-000188,-0.0751478441095
ACH-000189,-0.323872189565
ACH-000190,0.106324700584
ACH-000198,-0.024515384241999998
ACH-000204,-0.217450649791
ACH-000206,-0.0805986138688
ACH-000207,-0.157852037984
ACH-000211,-0.034439951293
ACH-000215,-0.022176542279500003
ACH-000221,-0.021996406075
ACH-000222,0.07038229196830001
ACH-000223,-0.0194588844468
ACH-000226,-0.0363320590479
ACH-000227,-0.0826329020131
ACH-000228,0.00997945511644
ACH-000231,-0.14433094320599998
ACH-000232,-0.10314502401900001
ACH-000233,-0.0388442624184
ACH-000234,-0.111582691476
ACH-000235,-0.024696379992299997
ACH-000237,0.09884934169260001
ACH-000238,-0.147302893643
ACH-000243,-0.07449177868950001
