,HGFAC (3083)
ACH-000004,-0.0527844635068
ACH-000007,0.0566889914916
ACH-000009,0.156107001577
ACH-000011,-0.205527290582
ACH-000012,-0.014277405811299998
ACH-000013,0.034845785468599996
ACH-000014,-0.035351781889999996
ACH-000015,0.0370559578204
ACH-000017,-0.12490779537999999
ACH-000018,-0.11425942381
ACH-000019,-0.039425907080199996
ACH-000021,0.107339640569
ACH-000022,-0.127200691502
ACH-000025,-0.202352191659
ACH-000028,-0.00306648672668
ACH-000030,-0.019676371199900004
ACH-000035,0.170388716077
ACH-000036,0.11408244763699998
ACH-000037,-0.0578963150091
ACH-000039,-0.049938873610199996
ACH-000040,-0.01456620705
ACH-000041,-0.19769477225200002
ACH-000042,-0.228994036492
ACH-000045,-0.0240485090222
ACH-000047,-0.09349373316500001
ACH-000052,0.153688301237
ACH-000053,0.06402124282669999
ACH-000054,-0.13245405233899998
ACH-000055,-0.18093751993
ACH-000060,-0.425642900159
ACH-000067,0.0933210851247
ACH-000070,-0.060835722361
ACH-000075,-0.20939107196600001
ACH-000078,-0.0698379458218
ACH-000082,-0.145210600836
ACH-000085,-0.11550628809
ACH-000086,-0.036619108035
ACH-000087,0.06717062237060001
ACH-000092,-0.08984878846660001
ACH-000095,-0.192876895074
ACH-000097,-0.116331821612
ACH-000098,-0.15643901537399998
ACH-000099,-0.132267466097
ACH-000108,-0.0399314020745
ACH-000113,-0.16254998293700001
ACH-000115,-0.116654707112
ACH-000116,-0.11530378462999999
ACH-000118,0.0617076898251
ACH-000120,-0.0527617189054
ACH-000123,0.134488063308
ACH-000127,-0.07633922768889999
ACH-000128,0.083870520861
ACH-000132,-0.04787422187419999
ACH-000133,-0.161655242929
ACH-000137,0.0105334579131
ACH-000138,-0.013419883660799999
ACH-000142,-0.0742861834746
ACH-000143,-0.032087634213799995
ACH-000146,-0.0845363507645
ACH-000148,0.026517586740099998
ACH-000150,0.08904887296639999
ACH-000152,-0.11995263642699999
ACH-000153,0.146243049593
ACH-000159,-0.192533921246
ACH-000160,-0.013714360211399998
ACH-000163,0.07008109466569999
ACH-000167,-0.328815381242
ACH-000168,0.175773122153
ACH-000169,-0.188593637711
ACH-000178,-0.065154039073
ACH-000182,-0.240506383858
ACH-000183,-0.16651514479
ACH-000188,-0.226689949785
ACH-000189,-0.13078115591199999
ACH-000190,-0.289123071185
ACH-000198,0.056497823398000004
ACH-000204,-0.19814515717700001
ACH-000206,-0.0507926757099
ACH-000207,0.10458831286800001
ACH-000211,-0.028813181169099998
ACH-000215,-0.143813145648
ACH-000221,-0.10183089388399999
ACH-000222,0.17741680209600003
ACH-000223,-0.0436809307306
ACH-000226,-0.134399836846
ACH-000227,-0.0661092412303
ACH-000228,0.006002965135369999
ACH-000231,-0.0540606913507
ACH-000232,-0.115028858667
ACH-000233,0.0709711668625
ACH-000234,-0.298076023849
ACH-000235,0.014796069161100002
ACH-000237,-0.110419581315
ACH-000238,-0.222110063504
ACH-000243,0.0520578867565
ACH-000244,0.21232107439300002
ACH-000246,0.0195607013317
ACH-000248,0.18472425907900003
ACH-000250,-0.160967209696
ACH-000251,-0.0542856269948
ACH-000253,-0.177315008658
ACH-000255,-0.127727709588
ACH-000256,-0.040600223093900004
ACH-000257,0.176458665319
ACH-000258,0.145884147726
ACH-000259,0.026161631686
ACH-000260,-0.206141786562
ACH-000261,0.013686684301
ACH-000262,-0.00927004361669
ACH-000263,-0.029049411334799997
ACH-000264,-0.284110865936
ACH-000265,0.0025771027734
ACH-000266,-0.043706494491300006
ACH-000272,-0.12358257898700001
ACH-000273,-0.10945115797
ACH-000274,-0.066130351038
ACH-000277,-0.14871608366
ACH-000278,0.169678335656
ACH-000279,-0.0243772259713
ACH-000280,-0.08425668626560001
ACH-000281,-0.0620093730341
ACH-000288,-0.17245369440299999
ACH-000291,-0.0355362773306
ACH-000293,-0.31966814034200003
ACH-000294,0.0630082394216
ACH-000295,0.059096016223300005
ACH-000296,0.22346364285300002
ACH-000302,-0.06819467100740001
ACH-000304,-0.250194255891
ACH-000307,-0.04143366152880001
ACH-000308,-0.117532062864
ACH-000310,0.0203639942824
ACH-000311,-0.323560624021
ACH-000312,0.0283645495646
ACH-000315,0.0305983565582
ACH-000316,0.05480220082219999
ACH-000317,-0.0691513734067
ACH-000318,0.024022269117499998
ACH-000319,0.027398642905599995
ACH-000320,0.163588219063
ACH-000322,-0.119973387675
ACH-000323,-0.386983608122
ACH-000324,0.014277175124299999
ACH-000329,-0.24713983204
ACH-000330,-0.0965671391406
ACH-000331,0.0009680143333440001
