,NMT1 (4836)
ACH-000004,-0.9135197283319999
ACH-000007,-1.08469936083
ACH-000009,-1.33751605822
ACH-000011,-0.5300602838849999
ACH-000012,-1.16737207002
ACH-000013,-0.842550047774
ACH-000014,-1.2035946103
ACH-000015,-1.1897368806200002
ACH-000017,-2.00260576095
ACH-000018,-0.602313681716
ACH-000019,-0.894863601489
ACH-000021,-1.63777996977
ACH-000022,-1.5453722957499998
ACH-000025,-0.480153407221
ACH-000028,-1.16915753552
ACH-000030,-1.15658147347
ACH-000035,-0.9814154062389999
ACH-000036,-0.357079698666
ACH-000037,-0.6962270918719999
ACH-000039,-1.4105319571700001
ACH-000040,-0.637715175014
ACH-000041,-0.9742329036830001
ACH-000042,-0.6719705652169999
ACH-000045,-0.954860569457
ACH-000047,-1.494923245
ACH-000052,-0.811637296887
ACH-000053,-1.22796674013
ACH-000054,-0.06785217493840001
ACH-000055,-0.6483627191929999
ACH-000060,-1.0279123444
ACH-000067,-1.09558108627
ACH-000070,-0.8144974688619999
ACH-000075,-0.578130742241
ACH-000078,-0.770667153329
ACH-000082,-0.886702390017
ACH-000085,-1.12129967324
ACH-000086,-0.400572273523
ACH-000087,-0.796576591129
ACH-000092,-0.516295032705
ACH-000095,-0.9014631250149999
ACH-000097,-0.8674543594670001
ACH-000098,-0.307015589604
ACH-000099,-0.961859747368
ACH-000108,-0.795380217874
ACH-000113,-0.920215858152
ACH-000115,-0.693946836512
ACH-000116,-1.23307744175
ACH-000118,-1.08086159782
ACH-000120,-0.718870897282
ACH-000123,-0.966434444417
ACH-000127,-0.8038100876880001
ACH-000128,-1.3726296525400001
ACH-000132,-0.22747521458500003
ACH-000133,-0.36574140590899995
ACH-000137,-0.451668657671
ACH-000138,-1.0675105351899998
ACH-000142,-1.54287904396
ACH-000143,-0.956105069361
ACH-000146,-0.21872197426399997
ACH-000148,-1.37065580743
ACH-000150,-0.230599372115
ACH-000152,-1.17334271201
ACH-000153,-0.997478567147
ACH-000159,-0.877477613312
ACH-000160,-1.47996871264
ACH-000163,-0.829575886257
