,KATNB1 (10300)
ACH-000278,-0.9219480106450001
ACH-000279,-0.28498844225000003
ACH-000280,-1.0486872445
ACH-000281,-1.32078126669
ACH-000288,-0.541833625967
ACH-000291,-0.618786208195
ACH-000293,-1.0520755323100002
ACH-000294,-1.3501827153600001
ACH-000295,-0.18823804179499998
ACH-000296,-0.628901740619
ACH-000302,-0.579571559485
ACH-000304,-0.290356258045
ACH-000307,-0.196994365609
ACH-000308,-0.40929036564599997
ACH-000310,-0.340197395205
ACH-000311,-0.42747986514700004
ACH-000312,-0.515703011221
ACH-000315,-0.59549836696
ACH-000316,-0.7633828560789999
ACH-000317,-0.5290395274899999
ACH-000318,-0.64097795097
ACH-000319,-0.7725261717199999
ACH-000320,-1.09737604818
ACH-000322,-0.698557078926
ACH-000323,-0.41998357760399996
ACH-000324,-0.543902461105
ACH-000329,-0.5433024711760001
ACH-000330,-0.35563576383100004
ACH-000331,-0.49781273516999996
ACH-000332,-0.79466036975
ACH-000334,-0.203917104338
ACH-000335,-0.553937705304
ACH-000336,-0.831786430343
ACH-000337,-0.6742067895880001
ACH-000339,-0.819945503873
ACH-000341,-0.907349337122
ACH-000348,-0.700417810504
ACH-000350,-0.305949557096
ACH-000352,-0.33897491842200006
ACH-000356,-0.6122521071589999
ACH-000361,-0.38800548528000006
ACH-000362,-0.575198314485
ACH-000363,-0.22436395956900002
ACH-000364,-0.599315204588
ACH-000365,-0.68401334686
ACH-000366,-0.570001602742
ACH-000368,-0.676506478153
ACH-000374,0.00399512139179
ACH-000375,-0.26335177159400003
ACH-000376,-0.509758401658
ACH-000381,-0.9289954475200001
ACH-000383,-0.437289902687
ACH-000387,-0.205388168682
ACH-000389,-0.765855907049
ACH-000390,-0.61502044395
ACH-000393,-0.48640753466700004
ACH-000395,-0.877730233161
ACH-000397,-0.7480195598520001
ACH-000401,-0.7402709992479999
ACH-000402,-0.43581034535499996
ACH-000403,-0.560763032578
ACH-000404,-0.036991185045
ACH-000406,-1.14792073945
ACH-000407,-0.502541172381
ACH-000408,-1.01243345437
ACH-000410,-0.26161906716899996
ACH-000411,-0.544188398329
ACH-000414,-0.831964362281
ACH-000415,-0.695249120017
ACH-000416,-0.710374830454
ACH-000420,-0.7343599180789999
ACH-000421,-0.432170901436
ACH-000424,-0.301085927209
ACH-000425,-0.770840518352
ACH-000426,-0.673065136073
ACH-000427,-0.593913655595
ACH-000433,-0.501418878909
ACH-000436,-0.7536027018100001
ACH-000444,-0.541203927559
ACH-000445,-0.933315013812
ACH-000448,-0.824746663837
ACH-000450,-0.6384028318980001
ACH-000452,-0.381190024359
ACH-000454,-0.9688569595730001
ACH-000458,-1.1468136933
ACH-000459,-0.756824971538
ACH-000460,-0.959604964483
ACH-000461,-0.5429224716009999
ACH-000463,-0.537720366088
ACH-000464,-0.504854261881
ACH-000466,-0.164806336031
ACH-000467,-0.728117941319
ACH-000468,-0.7729708252230001
ACH-000469,-0.9986641930850001
ACH-000470,-0.89137619691
ACH-000471,-0.579333683921
ACH-000472,-0.694271221956
ACH-000473,-0.931000037115
ACH-000475,-0.813994968167
ACH-000476,-0.482940593775
ACH-000477,-0.21289371366700002
ACH-000480,-1.0316316497799998
ACH-000481,-0.964671127969
ACH-000483,-0.6916958434199999
ACH-000484,-0.689600324849
ACH-000485,-0.8241763589910001
ACH-000486,-0.48522456975100003
ACH-000487,-0.228041037841
ACH-000488,-0.917098959868
ACH-000490,-0.454879300053
ACH-000491,-0.375908905933
ACH-000495,-0.557279837459
ACH-000496,-0.8767080950730001
ACH-000499,-1.08851035351
ACH-000500,-0.8050609904100001
ACH-000502,-0.990518482824
ACH-000503,-1.2732492269600002
ACH-000505,-0.591893326013
ACH-000507,-0.636762604653
ACH-000510,-0.485564037784
ACH-000511,-0.496878326858
ACH-000512,-0.448370598771
ACH-000516,-0.45850392851899996
ACH-000517,-0.429885233671
ACH-000518,-1.02071861155
ACH-000520,-1.14543263919
ACH-000521,-0.407345594502
ACH-000522,-0.667339349374
ACH-000524,-0.340164435687
ACH-000527,-0.31573094697799997
ACH-000528,-0.330689832202
ACH-000537,-0.48814398758500005
ACH-000541,-0.723891916864
ACH-000542,-0.500913229091
ACH-000544,-1.0858988670899998
ACH-000545,-0.9745889447280001
ACH-000547,-1.02575758699
ACH-000548,-0.8591944040620001
ACH-000549,-0.6018800552470001
ACH-000550,-0.671842218199
ACH-000552,-0.42920295078299997
ACH-000556,-0.498632968503
ACH-000557,-0.375557929832
ACH-000570,-0.493475766573
ACH-000571,-0.517392946417
ACH-000573,-0.561546267108
ACH-000576,-0.40811060213
ACH-000580,-1.24814165547
ACH-000584,-0.826063379025
ACH-000585,-0.669234336863
ACH-000588,-0.341895920496
ACH-000589,-0.5498001956549999
ACH-000591,-0.647305685713
ACH-000593,-0.701151745902
ACH-000600,-0.602245459583
ACH-000601,-0.8099551166269999
ACH-000604,-1.04253897973
ACH-000605,-0.27656062928
ACH-000606,-0.29239497599500003
ACH-000608,-0.492200116285
ACH-000614,-0.7367371155760001
ACH-000616,-0.46402353409999997
ACH-000618,-0.277923676717
ACH-000619,-0.441031986253
ACH-000620,-0.32261398505
ACH-000621,-0.6881710547609999
ACH-000622,-0.23181802692899997
ACH-000623,-0.24640868110599998
ACH-000624,-0.348273682692
ACH-000627,-0.609719209285
ACH-000630,-0.695848850734
ACH-000632,-1.04377633975
ACH-000633,-1.2528979147200001
ACH-000637,-0.360762564384
ACH-000638,-0.8012473875139999
ACH-000646,-0.49323321075000004
ACH-000647,-0.42729307755900003
ACH-000648,-0.894501542104
ACH-000649,-0.7307499912209999
ACH-000651,-0.6159562644650001
ACH-000652,-0.839015678845
ACH-000653,-0.29355218503
ACH-000657,-0.766973509409
ACH-000658,-0.44387014531499996
ACH-000661,-0.617043816602
ACH-000662,-0.39890101971
ACH-000663,0.0021005018754400003
ACH-000665,-0.5977145012430001
ACH-000671,-0.6238327779999999
ACH-000673,-0.608317101645
ACH-000676,-1.00785881406
ACH-000677,-0.485915073922
ACH-000681,-0.630453369745
ACH-000682,-0.267167007726
ACH-000683,-0.370870409226
ACH-000684,-0.7927270614949999
ACH-000688,-0.842555514371
ACH-000693,-1.05585571666
ACH-000694,-0.652058198259
ACH-000695,-0.27013718522
ACH-000696,-0.445781740127
ACH-000697,-0.5953064330969999
ACH-000699,-0.14224084671700002
ACH-000701,-0.729535869526
ACH-000706,-0.39455025609300004
ACH-000711,-0.558906539206
ACH-000713,-1.0854708365
ACH-000714,-0.232170454467
ACH-000718,-1.10871165896
ACH-000720,-0.550164570638
ACH-000721,-0.638451578139
ACH-000724,-0.562230726149
ACH-000725,-1.21330822519
ACH-000732,-0.77416391674
ACH-000734,-1.1724112152500001
ACH-000735,-0.731887957737
ACH-000736,-0.674594782561
ACH-000738,-0.478179502513
ACH-000746,-0.524146986818
ACH-000747,-0.6948515808329999
ACH-000748,-0.28777946970199997
ACH-000753,-0.0980215810513
ACH-000756,-1.09803520511
ACH-000757,-0.9095332491179999
ACH-000758,-0.294009466401
ACH-000760,-0.415309187455
ACH-000763,-0.286996965441
ACH-000764,-0.9084145209100001
ACH-000765,-0.364860463829
ACH-000766,-0.46116861686599997
ACH-000767,-0.387088874227
ACH-000768,-0.618472635292
ACH-000769,-0.242324608618
ACH-000770,-0.94808827636
ACH-000771,-0.899287782818
ACH-000773,-0.509426542589
ACH-000776,-0.947780281256
ACH-000777,-0.620739362956
ACH-000778,-0.506476479473
ACH-000781,-0.500905495625
ACH-000782,-0.227042430524
ACH-000783,-0.323765398995
ACH-000784,-0.659209455775
ACH-000785,-0.702629125888
ACH-000787,-0.517212469521
ACH-000788,-0.716334613905
ACH-000791,-0.536952915547
ACH-000792,-0.561917486866
ACH-000794,-0.930704026056
ACH-000796,-0.40397310543399995
ACH-000799,-0.499563731488
ACH-000800,-0.357004437522
ACH-000802,-0.887400907611
ACH-000804,-0.557198875731
ACH-000805,-0.9618169346529999
ACH-000809,-0.327203743443
ACH-000810,-0.8363485653120001
ACH-000811,-0.48514450172799994
ACH-000817,-0.502304637765
ACH-000819,-0.514197758455
ACH-000820,-0.48144379246200003
ACH-000821,-0.88555372504
ACH-000822,-0.6809025302959999
ACH-000823,-1.13881365868
ACH-000824,-0.396761393259
ACH-000827,-0.568376782089
ACH-000829,-0.416326915942
ACH-000831,-0.648720161038
ACH-000832,-0.661735514233
ACH-000833,-0.453004824731
ACH-000834,-0.8775067650749999
ACH-000835,-0.5511330532859999
ACH-000836,-0.803236016937
ACH-000837,-0.56308962366
ACH-000838,-0.19097126798900002
ACH-000839,-0.935154240168
ACH-000840,-0.9069123655660001
ACH-000841,-0.790784564487
ACH-000843,-1.11221553504
ACH-000846,-0.466855337617
ACH-000847,-0.718015301005
ACH-000848,-0.8174434895880001
ACH-000849,-0.6862662044779999
ACH-000851,-0.676799120615
ACH-000855,-0.5999204230690001
ACH-000856,-0.808966000751
ACH-000858,-0.25948494402600003
ACH-000859,-1.19710712661
ACH-000861,-0.768075031848
ACH-000862,-0.420025437778
ACH-000865,-0.589063723362
ACH-000866,-0.16918487460599999
ACH-000867,-0.306690822055
ACH-000869,-0.34604024491999996
ACH-000872,-0.7431789351170001
ACH-000873,-0.77572154997
ACH-000876,-0.202634615604
ACH-000878,-0.8711954375100001
ACH-000880,-0.827102135607
ACH-000881,-0.566871566839
ACH-000882,-0.169994929058
ACH-000884,-0.6749775137630001
ACH-000885,-0.421135649929
ACH-000887,-0.678958481022
ACH-000888,-0.605320415362
ACH-000889,-1.20559247234
ACH-000890,-1.11964109325
ACH-000896,-0.533308086353
ACH-000898,-0.578120114729
ACH-000900,-0.515320842383
ACH-000901,-0.372580656678
ACH-000905,-1.0400544477
ACH-000906,-0.950564651946
ACH-000907,-0.439182200707
ACH-000910,-0.466958174937
ACH-000911,-0.415740225191
ACH-000912,-0.150827192244
ACH-000913,-0.213108626822
ACH-000915,-0.595754020835
ACH-000916,-0.6878045790520001
ACH-000917,-0.508590442348
ACH-000921,-0.45295038956999994
ACH-000924,-0.812811913302
ACH-000926,-0.530031087536
ACH-000928,-0.813870858151
ACH-000929,-0.640949250149
ACH-000932,-0.407384137103
ACH-000935,-1.18785542794
ACH-000936,-0.325606933176
ACH-000937,-0.389143995878
ACH-000938,-0.878686103146
ACH-000939,-0.313887125983
ACH-000941,-0.237537862148
ACH-000943,-0.405747593433
ACH-000946,-0.47723253592799997
ACH-000947,-0.30797177995
ACH-000948,-0.935508521293
ACH-000950,-0.8669252534309999
ACH-000953,-0.569156450091
ACH-000957,-0.636335281636
ACH-000958,-0.491319754783
ACH-000960,-0.659635364393
ACH-000963,-0.397664561176
ACH-000968,-0.9800866388160001
ACH-000969,-0.8670830242700001
ACH-000973,-0.717132553002
ACH-000974,-0.217637722625
ACH-000975,-0.244153295988
ACH-000976,-1.2225880530600002
ACH-000978,-0.7853936604620001
ACH-000980,-0.362083923984
ACH-000984,-0.39837620664000006
ACH-000986,-0.599810099885
ACH-000988,-0.44226967624200003
ACH-000993,-0.674022611724
ACH-000994,-0.665011652139
ACH-000996,-0.344210475652
ACH-001001,-0.671706389665
ACH-001020,-0.608197980756
ACH-001028,-0.2618570651
ACH-001031,-0.549204391731
ACH-001038,-0.461279228384
ACH-001048,-0.967255971199
ACH-001050,-0.9130481520620001
ACH-001053,-0.612452420265
ACH-001054,-0.342333124868
ACH-001061,-0.705140191877
ACH-001067,-0.7539288097399999
ACH-001075,-0.739362809464
ACH-001096,-0.09882218603800001
ACH-001128,-0.7377128464939999
ACH-001134,-0.935202877306
ACH-001151,-0.640291651324
ACH-001163,-0.201709138909
ACH-001164,-0.7289796446719999
ACH-001173,-0.650471258362
ACH-001183,-1.3120062680600002
ACH-001184,-0.455514554741
ACH-001190,-0.5489343227960001
ACH-001192,-0.419447464486
ACH-001193,-0.572124734013
ACH-001196,-0.847155016847
ACH-001197,-0.687567872338
ACH-001205,-0.545623281527
ACH-001211,-0.509548691924
ACH-001212,-0.437879538051
ACH-001228,-0.36383496107100005
ACH-001232,-0.333350680546
ACH-001239,-0.9497005890729999
ACH-001274,-0.6432428484780001
ACH-001275,-0.42996320554399997
ACH-001277,-0.192607026435
ACH-001278,-0.533000435162
ACH-001280,-0.112001077355
ACH-001283,-0.5695646293
ACH-001289,-0.392999661316
ACH-001295,-0.39606313513400004
ACH-001300,-0.48038136177100005
ACH-001301,-0.41430715504
ACH-001302,-0.739138902641
ACH-001303,-0.682909255926
ACH-001306,-0.24297136589499999
ACH-001318,-0.8012083839399999
ACH-001322,-0.33977190621
ACH-001328,-0.22397738196699998
ACH-001332,-0.560591234205
ACH-001333,-0.6958675181020001
ACH-001336,-0.35980162497100004
ACH-001340,-0.8769805982600001
ACH-001346,-1.29527554037
ACH-001353,-0.268437706964
ACH-001354,-0.6758476455050001
ACH-001367,-0.344837709355
ACH-001368,-0.28605782086599996
ACH-001374,-0.103118381622
ACH-001375,-0.555014332912
ACH-001377,-1.36085520998
ACH-001380,-0.9752679239390001
ACH-001391,-0.302248066386
ACH-001407,-1.4839164413100001
ACH-001408,-1.43375581158
ACH-001413,-0.855838683669
ACH-001430,-0.506949580101
ACH-001431,-0.298497535521
ACH-001450,-0.39379120401100004
ACH-001496,-0.465203690946
ACH-001500,-0.982594707707
ACH-001521,-0.678331441427
ACH-001523,-0.852191524589
ACH-001532,-0.423946212963
ACH-001536,-1.0945001640799998
ACH-001550,-0.501205406196
ACH-001552,-0.426026994694
ACH-001554,-0.810857984831
ACH-001645,-0.493626017596
ACH-001654,-0.461584846402
ACH-001715,-1.03857935621
ACH-001735,-0.39513816315399997
ACH-001736,-0.38158247134400003
ACH-001737,-0.358267097205
ACH-001740,-0.460401507355
ACH-001745,-0.46462054721699997
ACH-001750,-0.5143860092600001
ACH-001765,-0.591778721697
ACH-001956,-0.46182877906099995
ACH-001957,-0.5136916335939999
