,BIK (638)
ACH-000004,0.15999274886
ACH-000007,0.328551511859
ACH-000009,0.0199586571872
ACH-000011,0.38705184277500004
ACH-000012,0.0422516647971
ACH-000013,0.181296037166
ACH-000014,0.056058079638999996
ACH-000015,0.10643025441500001
ACH-000017,-0.0097869442898
ACH-000018,0.0747300098796
ACH-000019,0.260307526342
ACH-000021,0.150166809681
ACH-000022,0.011451584449
ACH-000025,-0.013771621457799999
ACH-000028,0.148337038303
ACH-000030,0.0436565317284
ACH-000035,0.0282503209533
ACH-000036,0.125090320936
ACH-000037,0.189064157956
ACH-000039,0.139573621753
ACH-000040,0.132791435208
ACH-000041,-0.0292187504293
ACH-000042,0.0623523317923
ACH-000045,0.0510010165266
ACH-000047,0.289456143752
ACH-000052,0.197991845894
ACH-000053,0.08307601066110001
ACH-000054,0.18256591400199998
ACH-000055,0.061618242348100004
ACH-000060,0.0198556947363
ACH-000067,0.189263522043
ACH-000070,0.170119990896
ACH-000075,0.0593318820531
ACH-000078,-0.23416254679200002
ACH-000082,0.139556645505
ACH-000085,0.269589509139
ACH-000086,0.183035259925
ACH-000087,-0.0485933347612
ACH-000092,0.0219378582846
ACH-000095,0.0355916648599
ACH-000097,0.09942704162239999
ACH-000098,0.168769667306
ACH-000099,0.061637203388199995
ACH-000108,0.178196844879
ACH-000113,0.185629069866
ACH-000115,-0.00461208589248
ACH-000116,0.192248190332
ACH-000118,0.192669100028
ACH-000120,0.12119581334000001
ACH-000123,0.06632570078990001
ACH-000127,0.218732766369
ACH-000128,-0.08711327617730001
ACH-000132,0.267706475488
ACH-000133,-0.10591400128699999
ACH-000137,0.0136536006802
ACH-000138,0.188492979941
ACH-000142,0.25748954528499995
ACH-000143,0.0192905314114
ACH-000146,0.09676105526380001
ACH-000148,0.058543951183199994
ACH-000150,0.0453955288294
ACH-000152,0.247899847836
ACH-000153,0.39419323225999997
ACH-000159,0.17955560029399997
ACH-000160,0.20301340555599998
ACH-000163,-0.05676753312130001
ACH-000167,-0.00910557339517
