,NARFL (64428)
ACH-000221,-1.88001737383
ACH-000222,-1.3848961124799999
ACH-000223,-1.51364962975
ACH-000226,-1.5545638933700001
ACH-000227,-2.21614286277
ACH-000228,-1.4108535672100002
ACH-000231,-1.31914288607
ACH-000232,-1.4450414597799999
ACH-000233,-1.68528134825
ACH-000234,-1.6251231889
ACH-000235,-1.52380970455
ACH-000237,-1.6974633469999998
ACH-000238,-1.4079255908700001
ACH-000243,-1.47082483701
ACH-000244,-1.3703586643099999
ACH-000246,-1.52323542662
ACH-000248,-1.47367028706
ACH-000250,-1.3594670093599999
ACH-000251,-1.49635665104
ACH-000253,-1.7758317495700002
ACH-000255,-1.51581498604
ACH-000256,-1.8399908865099999
ACH-000257,-1.1303783577200002
ACH-000258,-1.2292812628299998
ACH-000259,-1.6206006738699998
ACH-000260,-1.58709504425
ACH-000261,-1.45227879111
ACH-000262,-1.564404905
ACH-000263,-0.51048792652
ACH-000264,-1.5754798016799998
ACH-000265,-1.5788787284
ACH-000266,-1.448665296
ACH-000272,-1.4893845945299997
ACH-000273,-1.45099524831
ACH-000274,-1.6713729290600001
ACH-000277,-1.72963371995
ACH-000278,-1.63452537881
ACH-000279,-1.73400116437
ACH-000280,-1.50817951372
ACH-000281,-1.3023560405799999
ACH-000288,-1.4397938875299998
ACH-000291,-1.4819618652000002
ACH-000293,-2.1293799254900003
ACH-000294,-1.9308895524599998
ACH-000295,-1.8945915734799998
ACH-000296,-1.69212913143
ACH-000302,-1.9911294222799998
ACH-000304,-2.00528433757
ACH-000307,-1.39290191188
ACH-000308,-1.65163617393
ACH-000310,-1.55709495873
ACH-000311,-1.4542084307799998
ACH-000312,-1.29211157719
ACH-000315,-1.4630887208899999
ACH-000316,-1.8231063628200002
ACH-000317,-1.22658947243
ACH-000318,-1.53575144182
ACH-000319,-1.5706255646599998
ACH-000320,-1.2167237588
ACH-000322,-1.69679936911
ACH-000323,-1.6264611640399997
ACH-000324,-1.50677040926
ACH-000329,-1.5749563041699999
ACH-000330,-1.2360796325499999
ACH-000331,-1.3311017369
ACH-000332,-1.85999740021
ACH-000334,-1.26793186673
ACH-000335,-1.43418824366
ACH-000336,-1.46509726726
ACH-000337,-1.37706016196
ACH-000339,-1.4367237670500002
ACH-000341,-1.26225313116
ACH-000348,-1.91650948352
ACH-000350,-1.8008642840400002
ACH-000352,-1.4899518975600001
ACH-000356,-1.82542486224
ACH-000361,-1.9077716071700002
ACH-000362,-1.8890405926700002
ACH-000363,-1.6728593326899999
ACH-000364,-1.61033836058
ACH-000365,-1.7880514154900002
ACH-000366,-1.6624418677200001
ACH-000368,-1.17081732817
ACH-000374,-1.4569660402700002
ACH-000375,-1.91492271396
ACH-000376,-1.46738609576
ACH-000381,-1.63662289908
ACH-000383,-1.46738652021
ACH-000387,-1.58599304848
ACH-000389,-1.8441774878400001
ACH-000390,-2.00450951197
ACH-000393,-1.62273586503
ACH-000395,-1.41857746576
ACH-000397,-1.61688498532
ACH-000401,-1.74975786667
ACH-000402,-1.52712666554
ACH-000403,-1.81742270499
ACH-000404,-1.4228183380700001
ACH-000406,-1.6997305114899999
ACH-000407,-1.49266931664
ACH-000408,-1.35708675877
ACH-000410,-1.5893037650200001
ACH-000411,-1.4383715729100002
ACH-000414,-1.4032729581999999
ACH-000415,-1.34671766329
ACH-000416,-1.49529803396
ACH-000420,-1.5032809199000001
ACH-000421,-1.58060680023
ACH-000424,-1.7058553971000001
ACH-000425,-1.72629081866
ACH-000426,-2.03930280027
ACH-000427,-1.46695771868
ACH-000433,-1.70396617524
ACH-000436,-1.7280411931200002
ACH-000444,-1.67148122236
ACH-000445,-1.44182806503
ACH-000448,-1.40437470296
ACH-000450,-1.8547759645299997
ACH-000452,-1.6211392479799998
ACH-000454,-1.37314445467
ACH-000458,-1.4720621537399998
ACH-000459,-2.0390661660900005
ACH-000460,-1.44771429122
ACH-000461,-1.9430245795599996
ACH-000463,-1.43824207419
ACH-000464,-1.70219798966
ACH-000466,-1.5953695358500002
ACH-000467,-1.47013137776
ACH-000468,-1.5731151807
ACH-000469,-1.61441502292
ACH-000470,-1.8173402418200002
ACH-000471,-1.5535935156799998
ACH-000472,-1.6686265350299998
ACH-000473,-1.4723255793599999
ACH-000475,-1.5399110428
ACH-000476,-1.5338430313299998
ACH-000477,-1.68191912864
ACH-000480,-1.6618259909600002
ACH-000481,-1.6838328716
ACH-000483,-2.5942181152200003
ACH-000484,-1.6402913499399998
ACH-000485,-1.66788939051
ACH-000486,-1.6323036821
ACH-000487,-1.5749513554700003
ACH-000488,-1.50537077531
ACH-000490,-1.37837311982
ACH-000491,-1.20611709527
ACH-000495,-1.6335985978999998
ACH-000496,-1.53871949436
ACH-000499,-1.71899872354
ACH-000500,-1.28966315112
ACH-000502,-1.5422408465200002
ACH-000503,-1.28872788689
ACH-000505,-1.55196334761
ACH-000507,-1.60912376915
ACH-000510,-1.6910669784799999
ACH-000511,-1.58294251281
ACH-000512,-1.72605332868
ACH-000516,-1.6119127583700001
ACH-000517,-1.61394454816
ACH-000518,-1.17740288869
ACH-000520,-1.64841492312
ACH-000521,-1.3892605637600002
ACH-000522,-1.5524351622299999
ACH-000524,-1.62931491873
ACH-000527,-1.57743241369
ACH-000528,-1.6384248758500002
ACH-000537,-1.8619022835900003
ACH-000541,-1.6254058457
ACH-000542,-1.4939732965399999
ACH-000544,-1.38648690687
ACH-000545,-1.4777596817299998
ACH-000547,-1.7889254494099998
ACH-000548,-1.51752769509
ACH-000549,-1.62937775792
ACH-000550,-1.3138811476799999
ACH-000552,-1.3909562338400001
ACH-000556,-1.4975296905700002
ACH-000557,-1.82301265597
ACH-000570,-1.40852723253
ACH-000571,-1.66189989757
ACH-000573,-1.6791885239
ACH-000576,-1.8084900587900001
ACH-000580,-1.6323901213299998
ACH-000584,-1.7923587047799998
ACH-000585,-1.6112382741999998
ACH-000588,-1.60059229255
ACH-000589,-1.3901803556999999
ACH-000591,-1.6145140734299999
ACH-000593,-1.4023657934
ACH-000600,-1.5287032955200002
ACH-000601,-1.56191904107
ACH-000604,-1.35730984729
ACH-000605,-1.66082816775
ACH-000606,-1.4265508653499999
ACH-000608,-1.9451148439800001
ACH-000614,-1.21890330115
ACH-000616,-1.78038772657
ACH-000618,-1.38553288555
ACH-000619,-1.36344759369
ACH-000620,-1.51947764059
ACH-000621,-1.6378193038100002
ACH-000622,-1.65548843741
ACH-000623,-1.7161905102200001
ACH-000624,-1.4421847378200001
ACH-000627,-1.44592894921
ACH-000630,-1.32308039203
ACH-000632,-1.5422147911200002
ACH-000633,-1.70525231712
ACH-000637,-1.6755154822799998
ACH-000638,-1.4863013211700002
ACH-000646,-1.1941827834299998
ACH-000647,-1.49153751607
ACH-000648,-1.5630090100299998
ACH-000649,-1.62215717937
ACH-000651,-1.63381021465
ACH-000652,-1.62564829023
ACH-000653,-1.5158489764399998
ACH-000657,-1.5541683474599999
ACH-000658,-1.37618919989
ACH-000661,-1.8442567766
ACH-000662,-1.59891221053
ACH-000663,-1.53793821369
ACH-000665,-1.54624540208
ACH-000671,-1.80997830559
ACH-000673,-1.31481413057
ACH-000676,-1.42787802416
ACH-000677,-1.78387162222
ACH-000681,-1.41417474512
ACH-000682,-1.4395494489700003
ACH-000683,-1.60213408538
ACH-000684,-1.7279062392099998
ACH-000688,-1.8754766291099998
ACH-000693,-1.4661249973500001
ACH-000694,-1.3758391914800001
ACH-000695,-2.08233324921
ACH-000696,-1.49214483927
ACH-000697,-1.6310223646700002
ACH-000699,-2.09145625663
ACH-000701,-1.58843679632
ACH-000706,-1.50840462286
ACH-000711,-1.43794418359
ACH-000713,-1.55182074878
ACH-000714,-1.60983549199
ACH-000718,-1.61746160514
ACH-000720,-1.6246601664700002
ACH-000721,-1.35570528519
ACH-000724,-1.5602447834600002
ACH-000725,-1.9768184583099997
ACH-000732,-1.46549419585
ACH-000734,-1.64255053479
ACH-000735,-1.25371712311
ACH-000736,-1.64845027384
ACH-000738,-1.61989850205
ACH-000746,-1.42469505405
ACH-000747,-1.45817918121
ACH-000748,-1.4236724425100002
ACH-000753,-1.42891161081
ACH-000756,-1.42692284979
ACH-000757,-1.6713292052000002
ACH-000758,-1.4713871663
ACH-000760,-1.64162532335
ACH-000763,-1.77459887051
ACH-000764,-1.57524677543
ACH-000765,-1.50387937129
ACH-000766,-1.3992798782799998
ACH-000767,-1.6604923358700001
ACH-000768,-1.4905565764700002
ACH-000769,-1.49685351753
ACH-000770,-1.59337787717
ACH-000771,-1.38439817807
ACH-000773,-1.67252214732
ACH-000776,-1.67049125434
ACH-000777,-1.42045000567
ACH-000778,-1.9062197732
ACH-000781,-1.5574615887799999
ACH-000782,-1.43452885741
ACH-000783,-1.7803583292099998
ACH-000784,-1.46299970586
ACH-000785,-1.9416678513499999
ACH-000787,-1.4452246793999999
ACH-000788,-1.4849228353200001
ACH-000791,-1.72269156793
ACH-000792,-1.5046983561200002
ACH-000794,-1.29319678053
ACH-000796,-1.61517464179
ACH-000799,-1.35366264431
ACH-000800,-1.92335945977
ACH-000802,-1.76107154558
ACH-000804,-1.71516487817
ACH-000805,-1.78447742838
ACH-000809,-1.86618167732
ACH-000810,-1.40286340655
ACH-000811,-1.8403957938799997
ACH-000817,-1.09775173375
ACH-000819,-1.37600054169
ACH-000820,-1.76212038553
ACH-000821,-2.30338816523
ACH-000822,-2.01819467322
ACH-000823,-1.70377003671
ACH-000824,-1.75535215594
ACH-000827,-1.4794307580700001
ACH-000829,-1.5882307765600001
ACH-000831,-1.17224377732
ACH-000832,-1.59120392213
ACH-000833,-1.9229782012
ACH-000834,-1.59424630867
ACH-000835,-1.3565393184999999
ACH-000836,-1.60430260342
ACH-000837,-1.63701588215
ACH-000838,-1.5597467419
ACH-000839,-1.3889849552899998
ACH-000840,-1.32996514546
ACH-000841,-1.61363430025
ACH-000843,-1.33119267537
ACH-000846,-1.3000704673299999
ACH-000847,-1.36222985113
ACH-000848,-1.40588229479
ACH-000849,-1.730706916
ACH-000851,-1.4037599818000002
ACH-000855,-1.20727215924
ACH-000856,-1.4571935006
ACH-000858,-1.44201082389
ACH-000859,-1.54127193364
ACH-000861,-1.93288853272
ACH-000862,-1.4076656148
ACH-000865,-1.5394668140799999
ACH-000866,-1.7269521355900002
ACH-000867,-1.6083904787299999
ACH-000869,-2.03559305982
ACH-000872,-1.56782196854
ACH-000873,-1.6177572802000002
ACH-000876,-1.6404164824899998
ACH-000878,-1.5577918106400002
ACH-000880,-1.9637526832299999
ACH-000881,-1.4421130345299997
ACH-000882,-1.61469748276
ACH-000884,-1.51865313641
ACH-000885,-1.66259953093
ACH-000887,-1.45541092144
ACH-000888,-1.79612977849
ACH-000889,-1.7153888831200002
ACH-000890,-1.680086704
ACH-000896,-1.5637060907799998
ACH-000898,-1.4343354195200002
ACH-000900,-1.37529452131
ACH-000901,-1.6501865550600001
ACH-000905,-1.5110583798100001
ACH-000906,-1.40688617872
ACH-000907,-1.4788749136000001
ACH-000910,-1.51627212083
ACH-000911,-1.58592435664
ACH-000912,-1.54513752915
ACH-000913,-1.3965934427700002
ACH-000915,-1.52253539694
ACH-000916,-2.04073419205
ACH-000917,-1.5490661934
ACH-000921,-1.6856391285499999
ACH-000924,-1.76025868343
ACH-000926,-1.52534762667
ACH-000928,-1.67473480181
ACH-000929,-1.5476097297799998
ACH-000932,-1.36807077992
ACH-000935,-1.5289942988499998
ACH-000936,-1.4073975241699999
ACH-000937,-1.51779537711
ACH-000938,-1.56000628704
ACH-000939,-1.98985911211
ACH-000941,-1.7381521795400003
ACH-000943,-1.6476365579799999
ACH-000946,-1.5366126287900002
ACH-000947,-1.68119267868
ACH-000948,-1.44053039755
ACH-000950,-1.50953791992
ACH-000953,-1.41793723967
ACH-000957,-1.6850507318099999
ACH-000958,-1.5191579807299997
ACH-000960,-1.4100331357700002
ACH-000963,-0.982079884821
ACH-000968,-1.55925135686
ACH-000969,-1.5678784919600002
ACH-000973,-1.43930630207
ACH-000974,-1.6147200324200002
ACH-000975,-1.5491479497799998
ACH-000976,-1.73362138009
ACH-000978,-2.11595869907
ACH-000980,-1.59662429658
ACH-000984,-1.7951387063799997
ACH-000986,-1.41300591653
ACH-000988,-2.0317464757
ACH-000993,-1.6127542403400001
ACH-000994,-1.8923376237799998
ACH-000996,-1.8359810467900002
ACH-001001,-1.6128610231099998
ACH-001020,-1.71773020451
ACH-001028,-1.6669798232700002
ACH-001031,-1.41815198607
ACH-001038,-1.54430611819
ACH-001048,-1.66449760606
ACH-001050,-1.43124744655
ACH-001053,-1.31218361856
ACH-001054,-1.69834686804
ACH-001061,-1.5531241968
ACH-001067,-1.57433679799
ACH-001075,-1.7328407253599998
ACH-001096,-1.53062708774
ACH-001128,-2.18529814069
ACH-001134,-1.5218067797
ACH-001151,-1.49711972324
ACH-001163,-1.6106564303600002
ACH-001164,-1.5273396933399999
ACH-001173,-1.4180421879700003
ACH-001183,-1.6615273758700002
ACH-001184,-1.6878275568399999
ACH-001190,-1.4217695578
ACH-001192,-1.52916385248
ACH-001193,-1.51816333836
ACH-001196,-1.54184521705
ACH-001197,-1.76386775705
ACH-001205,-1.45369806684
ACH-001211,-1.8717112217400003
ACH-001212,-1.90215482241
ACH-001228,-1.86141731221
ACH-001232,-1.55125749792
ACH-001239,-1.5155430976700002
ACH-001274,-1.38739370861
ACH-001275,-1.7552061746799998
ACH-001277,-1.29236337912
ACH-001278,-1.7534800670200001
ACH-001280,-1.83906413402
ACH-001283,-1.68997388003
ACH-001289,-1.22117243934
ACH-001295,-1.70186389199
ACH-001300,-1.5105001043200001
ACH-001301,-1.24032092557
ACH-001302,-1.7373918345500001
ACH-001303,-1.7689764371099999
ACH-001306,-1.63651259855
ACH-001318,-1.42976484389
ACH-001322,-1.18741496248
ACH-001328,-1.54016840243
ACH-001332,-1.4605226823800002
ACH-001333,-1.81636257944
ACH-001336,-1.3252089022600002
ACH-001340,-1.7329638292299998
ACH-001346,-1.34675249162
ACH-001353,-1.46398833816
ACH-001354,-2.05302913828
ACH-001367,-1.4056997919799998
ACH-001368,-1.62719261995
ACH-001374,-1.6908660931400001
ACH-001375,-1.69239774065
ACH-001377,-1.7308075067500002
ACH-001380,-1.65317236379
ACH-001391,-1.7247050355700002
ACH-001407,-1.7391300692900002
ACH-001408,-1.5467994436399999
ACH-001413,-1.44505835761
ACH-001430,-1.1420980226700002
ACH-001431,-1.58110547558
ACH-001450,-1.22200815594
ACH-001496,-1.59349438878
ACH-001500,-1.5260848118900001
ACH-001521,-1.6405842112200002
ACH-001523,-1.3889043325
ACH-001532,-1.53370150504
ACH-001536,-1.38982338449
ACH-001550,-1.6125316928
ACH-001552,-1.41876163197
ACH-001554,-1.52908407361
ACH-001645,-1.38105793998
ACH-001654,-1.5265376049700001
ACH-001715,-1.5424921301899999
ACH-001735,-1.6154359778799998
ACH-001736,-1.6813398427000001
ACH-001737,-0.8840878942899999
ACH-001740,-1.4948606738499999
ACH-001745,-1.5326847951
ACH-001750,-1.7034277827700002
ACH-001765,-1.6274846582
ACH-001956,-1.8932332433599999
ACH-001957,-1.5511666931499999
