,BCAR1 (9564)
ACH-000004,-0.723461124057
ACH-000007,-0.708348455641
ACH-000009,-1.01729386722
ACH-000011,-1.00870610552
ACH-000012,-0.55657129954
ACH-000013,-0.556060345197
ACH-000014,-0.680945474853
ACH-000015,-0.754066774156
ACH-000017,-0.44046368009400005
ACH-000018,-0.933282403832
ACH-000019,-0.542341825308
ACH-000021,-0.5575567163
ACH-000022,-0.870142650919
ACH-000025,-1.08897867625
ACH-000028,-0.576402249905
ACH-000030,-0.589137585579
ACH-000035,-0.789050188602
ACH-000036,-0.5667125082
ACH-000037,-0.656158371165
ACH-000039,-0.7222756234759999
ACH-000040,-0.9016179928899999
ACH-000041,-0.540223082559
ACH-000042,-0.9387891844030001
ACH-000045,-0.8256261729459999
ACH-000047,-0.9366882150020001
ACH-000052,-0.650475011966
ACH-000053,-0.36849712022500003
ACH-000054,-1.0762622080600002
ACH-000055,-0.43063145908100003
ACH-000060,-1.19595188719
ACH-000067,-1.03743518255
ACH-000070,-0.640166315958
ACH-000075,-0.897922649809
ACH-000078,-0.688795597797
ACH-000082,-1.00023764922
ACH-000085,-1.25746676545
ACH-000086,-0.7354726632080001
ACH-000087,-0.570941599114
ACH-000092,-0.7798592173280001
ACH-000095,-0.7074269385340001
ACH-000097,-0.9626060412019999
ACH-000098,-1.18709074109
ACH-000099,-0.904166190899
ACH-000108,-0.964846702402
ACH-000113,-0.847152450359
ACH-000115,-0.401104178617
ACH-000116,-0.430295551324
ACH-000118,-1.0000017045899998
ACH-000120,-1.1655112962899998
ACH-000123,-0.564751142003
ACH-000127,-0.990293942387
ACH-000128,-0.620377976084
ACH-000132,-1.0398364764899999
ACH-000133,-0.807032578775
ACH-000137,-1.33330207029
ACH-000138,-1.0938897873
ACH-000142,-0.650153444393
ACH-000143,-0.888100649815
ACH-000146,-0.372231274973
ACH-000148,-0.813449982456
ACH-000150,-0.9219039668719999
ACH-000152,-0.6961736113979999
ACH-000153,-1.0826550450299999
ACH-000159,-0.8250980901970001
ACH-000160,-0.689514107217
ACH-000163,-0.206957627927
ACH-000167,-1.0399031355700001
ACH-000168,-0.746541730257
ACH-000169,-0.698245625978
ACH-000178,-0.960462375106
ACH-000182,-0.596208934164
ACH-000183,-0.801087743399
ACH-000188,-0.777642784824
ACH-000189,-0.410517395405
ACH-000190,-0.8301476569509999
ACH-000198,-0.973153698062
ACH-000204,-1.00308224451
ACH-000206,-0.9666238741959999
ACH-000207,-0.612718844436
ACH-000211,-0.660342185636
ACH-000215,-0.484239762443
ACH-000221,-0.666137211538
ACH-000222,-1.17625779195
ACH-000223,-0.8921383981990001
ACH-000226,-0.603354209586
ACH-000227,-0.9063617827689999
ACH-000228,-0.762110638356
ACH-000231,-0.511178111828
ACH-000232,-0.8009766058660001
ACH-000233,-0.4987222332399999
ACH-000234,-1.36492482494
ACH-000235,-1.1548527085200002
ACH-000237,-0.702991046699
ACH-000238,-0.383866843778
ACH-000243,-0.6914436725929999
ACH-000244,-0.958479550573
ACH-000246,-1.05381765175
ACH-000248,-0.904604559278
ACH-000250,-0.7426656739730001
ACH-000251,-1.01641735061
ACH-000253,-0.5889097164989999
ACH-000255,-1.05677059285
