,H2AFZ (3015)
ACH-000004,-1.18301961795
ACH-000007,-0.690827666205
ACH-000009,-0.778209585704
ACH-000011,-0.697553901648
ACH-000012,-0.91585994634
ACH-000013,-0.9646317218000001
ACH-000014,-0.38878909532
ACH-000015,-0.66425151106
ACH-000017,-0.760892482623
ACH-000018,-0.657083792123
ACH-000019,-0.695945068792
ACH-000021,-0.629757769975
ACH-000022,-0.5031564152920001
ACH-000025,-0.8588014001559999
ACH-000028,-0.758528909505
ACH-000030,-0.8396817688629999
ACH-000035,-0.46400431639600004
ACH-000036,-0.552626880022
ACH-000037,-0.825556633536
ACH-000039,-0.85343114478
ACH-000040,-0.74937458978
ACH-000041,-1.3276135871799999
ACH-000042,-0.516421258741
ACH-000045,-0.989938732925
ACH-000047,-0.470764556559
ACH-000052,-0.890202784302
ACH-000053,-0.6048414366579999
ACH-000054,-0.525986833741
ACH-000055,-1.23670437851
ACH-000060,-0.870025483615
ACH-000067,-0.6141856672770001
ACH-000070,-1.38841867518
ACH-000075,-0.394859320296
ACH-000078,-0.664299587188
ACH-000082,-0.693125607965
ACH-000085,-0.616375717824
ACH-000086,-0.533550149746
ACH-000087,-0.838719864263
ACH-000092,-0.971174087204
ACH-000095,-0.9379945328
ACH-000097,-0.916113961594
ACH-000098,-0.9342538674709999
ACH-000099,-0.5673472862610001
ACH-000108,-0.932244587068
ACH-000113,-0.9109299106990001
ACH-000115,-0.82583741928
ACH-000116,-0.8918007542299999
ACH-000118,-0.8190698152060001
ACH-000120,-0.845801113976
ACH-000123,-0.824474194474
ACH-000127,-0.5961988232559999
ACH-000128,-0.912686039559
ACH-000132,-0.581760889233
ACH-000133,-0.639498671844
ACH-000137,-0.203366097085
ACH-000138,-0.741056333374
ACH-000142,-0.56253545712
ACH-000143,-1.26247441988
ACH-000146,-0.807256543568
ACH-000148,-0.6739988094580001
ACH-000150,-0.547296115016
ACH-000152,-0.7031973789470001
ACH-000153,-1.06927287954
ACH-000159,-0.799130648355
ACH-000160,-0.944437573924
ACH-000163,-0.81357590508
ACH-000167,-0.32722243748
ACH-000168,-1.14083002215
ACH-000169,-0.672214505351
ACH-000178,-0.49635341904200003
ACH-000182,-0.66318651399
ACH-000183,-0.8963849146289999
ACH-000188,-1.26915294003
ACH-000189,-1.08213321224
ACH-000190,-0.630552141576
ACH-000198,-0.7563200795430001
ACH-000204,-0.604637873192
ACH-000206,-1.4119156293900001
ACH-000207,-0.943266649258
ACH-000211,-0.638802774304
ACH-000215,-0.799049862085
ACH-000221,-1.16395368844
ACH-000222,-0.7540819150489999
ACH-000223,-0.6310675556009999
ACH-000226,-0.996218168143
ACH-000227,-0.936780685625
ACH-000228,-0.491216759368
ACH-000231,-0.9333078930299998
ACH-000232,-0.8997294822409999
ACH-000233,-1.06221346002
ACH-000234,-0.805802333194
ACH-000235,-0.571251391536
ACH-000237,-1.0476208575100001
ACH-000238,-0.6895011468600001
ACH-000243,-0.312451394815
ACH-000244,-0.6023656369389999
ACH-000246,-0.48656773508900003
ACH-000248,-0.689323869797
ACH-000250,-0.543992599065
ACH-000251,-1.00695561858
ACH-000253,-0.622868235301
ACH-000255,-0.753340140923
ACH-000256,-0.746682091843
ACH-000257,-0.885289910157
ACH-000258,-0.6780625794990001
ACH-000259,-0.718626657353
ACH-000260,-1.17078684937
ACH-000261,-0.429965939995
ACH-000262,-0.748274318892
ACH-000263,-0.482768476379
ACH-000264,-0.637240891911
ACH-000265,-0.949403210522
ACH-000266,-0.5262169408030001
ACH-000272,-0.629005632682
ACH-000273,-0.836295685853
ACH-000274,-0.355595020434
ACH-000277,-0.927951995654
ACH-000278,-0.774610319337
ACH-000279,-1.27121535165
ACH-000280,-0.332368475475
ACH-000281,-0.857176654714
ACH-000288,-0.6263949083829999
ACH-000291,-0.9808312885160001
ACH-000293,-0.942875235174
ACH-000294,-0.891815154488
ACH-000295,-0.5219066026
ACH-000296,-1.03649227963
ACH-000302,-0.893664216101
ACH-000304,-0.49073721570699996
ACH-000307,-0.6720846413160001
ACH-000308,-0.86834059156
ACH-000310,-0.5056799767010001
ACH-000311,-0.922694950425
ACH-000312,-0.859295181187
ACH-000315,-1.12960047697
ACH-000316,-0.8029975026199999
ACH-000317,-0.9471134649240001
ACH-000318,-0.871395404876
ACH-000319,-0.63958115123
ACH-000320,-0.087243472533
ACH-000322,-0.645485590688
ACH-000323,-0.610460577191
ACH-000324,-0.365468658229
ACH-000329,-0.68361163725
ACH-000330,-0.672234381876
ACH-000331,-0.7477076112759999
ACH-000332,-0.707079391298
ACH-000334,-1.07355978865
ACH-000335,-0.8680153157899999
ACH-000336,-0.911717467624
ACH-000337,-0.7809001066429999
ACH-000339,-0.777507116188
ACH-000341,-0.531433729584
ACH-000348,-0.523295365183
ACH-000350,-0.764286248081
ACH-000352,-0.7381176206
ACH-000356,-0.39928885869499997
ACH-000361,-0.382492722885
ACH-000362,-0.9475502262440001
ACH-000363,-0.839794657861
ACH-000364,-0.955690535128
ACH-000365,-0.968666361462
ACH-000366,-0.787059167639
ACH-000368,-0.41672771936499997
ACH-000374,-0.9533051636450001
ACH-000375,-0.5649633471850001
ACH-000376,-0.622694090809
ACH-000381,-0.6776856285160001
ACH-000383,-0.614919728393
ACH-000387,-1.21078147387
ACH-000389,-0.636243529857
ACH-000390,-0.7096856472349999
ACH-000393,-0.55841750171
ACH-000395,-0.66434943381
ACH-000397,-0.7867141990500001
ACH-000401,-0.938250863027
ACH-000402,-0.0510018928371
ACH-000403,-0.513072681503
ACH-000404,-0.9065397787980001
ACH-000406,-0.718766865854
ACH-000407,-0.7613733953740001
ACH-000408,-0.43646646981700005
ACH-000410,-0.685439722976
ACH-000411,-0.7847980278319999
ACH-000414,-0.43248117667499997
ACH-000415,-0.595986921139
ACH-000416,-0.765779500062
ACH-000420,-0.616356976941
ACH-000421,-0.590922974473
ACH-000424,-1.12954929278
ACH-000425,-0.5188096338629999
ACH-000426,-0.137423692588
ACH-000427,-0.141606285508
ACH-000433,-0.59202551516
ACH-000436,-0.964953073876
ACH-000444,-0.9227375709450001
ACH-000445,-0.548064750234
ACH-000448,-0.79308586421
ACH-000450,-0.153749844459
ACH-000452,-0.8119573677580001
ACH-000454,-1.18373820459
ACH-000458,-0.755117060679
ACH-000459,-1.39238512856
ACH-000460,-0.6825952589000001
ACH-000461,-0.622876469051
ACH-000463,-0.7645554392239999
ACH-000464,-0.585579606748
ACH-000466,-0.256649510338
ACH-000467,-0.616133013086
ACH-000468,-0.604446436896
ACH-000469,-0.629211403024
ACH-000470,-0.7292124207809999
ACH-000471,-0.41138990414099996
ACH-000472,-0.633165200101
ACH-000473,-0.59767213306
ACH-000475,-0.6915401854690001
ACH-000476,-0.552405606802
ACH-000477,-0.6006547136399999
ACH-000480,-0.634825426583
ACH-000481,-0.900511034226
ACH-000483,-0.21411700037700002
ACH-000484,-0.905999682364
ACH-000485,-0.891235989866
ACH-000486,-1.5385729564500001
ACH-000487,-1.1293857966399998
ACH-000488,-1.09564636521
ACH-000490,-0.6368647504389999
ACH-000491,-0.540029668066
ACH-000495,-0.481805619073
ACH-000496,-0.963388697658
ACH-000499,-1.12574977958
ACH-000500,-0.416077835246
ACH-000502,-0.899515394025
ACH-000503,-0.6370942119690001
ACH-000505,-0.37995381038500003
ACH-000507,-0.5055500190950001
ACH-000510,-0.712150404802
ACH-000511,-0.802876544768
ACH-000512,-1.2516017142799998
ACH-000516,-0.635176140911
ACH-000517,-0.569069594018
ACH-000518,-0.628725731394
ACH-000520,-0.6213492076
ACH-000521,-0.728683655088
ACH-000522,-0.6982677905419999
ACH-000524,-0.693537554922
ACH-000527,-0.520439114847
ACH-000528,-0.535595082277
ACH-000537,-0.400331666083
ACH-000541,-0.833818015299
ACH-000542,-0.675309463538
ACH-000544,-0.720456921541
ACH-000545,-0.506435272855
ACH-000547,-0.861645334271
ACH-000548,-0.635596718901
ACH-000549,-0.721440328295
ACH-000550,-0.6851624535999999
ACH-000552,-0.47192931568
ACH-000556,-0.7266215908050001
ACH-000557,-0.957867434516
ACH-000570,-0.6625582441210001
ACH-000571,-0.464079672546
ACH-000573,-0.9151073626980001
ACH-000576,-0.662701963058
ACH-000580,-0.803989982004
ACH-000584,-0.463003373251
ACH-000585,-0.6011801068639999
ACH-000588,-0.8242464706199999
ACH-000589,-0.7935722177399999
ACH-000591,-0.44914606286200004
ACH-000593,-0.46762983561800003
ACH-000600,-0.609258046056
ACH-000601,-0.889643424378
ACH-000604,-0.924238088028
ACH-000605,-0.8001368902860001
ACH-000606,-0.579023556582
ACH-000608,-0.676672920556
ACH-000614,-0.505974892457
ACH-000616,-0.9548233948799999
ACH-000618,-0.569160024061
ACH-000619,-0.9297697677940001
ACH-000620,-0.415134486247
ACH-000621,-0.707863486903
ACH-000622,-0.761749699772
ACH-000623,-0.46301700121399997
ACH-000624,-0.7268783496179999
ACH-000627,-0.8461905283050001
ACH-000630,-0.678371617225
ACH-000632,-0.906885572183
ACH-000633,-0.674988247879
ACH-000637,-0.548641433069
ACH-000638,-0.8098741436570001
ACH-000646,-0.594445853331
ACH-000647,-0.7065877964339999
ACH-000648,-0.915290550895
ACH-000649,-0.7849546223620001
ACH-000651,-0.7110929361839999
ACH-000652,-0.700238168334
ACH-000653,-0.9713675044700001
ACH-000657,-0.613920189653
ACH-000658,-1.32196190056
ACH-000661,-0.704822602055
ACH-000662,-1.06898377237
ACH-000663,-0.703664107116
ACH-000665,-0.5622857269529999
ACH-000671,-0.630224430855
ACH-000673,-0.8274574756049999
ACH-000676,-0.40947357550700003
ACH-000677,-0.687460043117
ACH-000681,-0.616812485801
ACH-000682,-0.9842420613189999
ACH-000683,-0.702595258144
ACH-000684,-0.627883943254
ACH-000688,-0.980846219149
ACH-000693,-0.727868863018
ACH-000694,-1.23872882313
ACH-000695,-0.321808394023
ACH-000696,-0.7278005192910001
ACH-000697,-1.40946890373
ACH-000699,-0.8941509927339999
ACH-000701,-0.7834101992739999
ACH-000706,-0.7304277473649999
ACH-000711,-0.601203901912
ACH-000713,-0.895674146502
ACH-000714,-0.453354294011
ACH-000718,-0.921269773109
ACH-000720,-0.670835647754
ACH-000721,-0.501263247213
ACH-000724,-1.15498609669
ACH-000725,-0.633736368689
ACH-000732,-0.669760537182
ACH-000734,-0.464867684458
ACH-000735,-0.724039492924
ACH-000736,-0.597604486541
ACH-000738,-0.526026678029
ACH-000746,-0.707840054447
ACH-000747,-0.5501789236919999
ACH-000748,-0.508137577202
ACH-000753,-1.39216668605
ACH-000756,-0.578517187969
ACH-000757,-0.8225180185109999
ACH-000758,-0.526657557389
ACH-000760,-0.371877183732
ACH-000763,-1.1161411546
ACH-000764,-0.35872532967799997
ACH-000765,-0.728328011244
ACH-000766,-0.767831788646
ACH-000767,-0.506965884544
ACH-000768,-0.619284200032
ACH-000769,-0.884807822544
ACH-000770,-0.851566631769
ACH-000771,-0.934586131439
ACH-000773,-1.0981802782799999
ACH-000776,-0.956585481779
ACH-000777,-0.6134437048020001
ACH-000778,-0.7245619203839999
ACH-000781,-0.632146908644
ACH-000782,-1.0003030299200002
ACH-000783,-0.867065468027
ACH-000784,-0.41780754255
ACH-000785,-0.708692374566
ACH-000787,-0.546426578829
ACH-000788,-0.515158550616
ACH-000791,-0.665164356257
ACH-000792,-0.593094357878
ACH-000794,-0.761055318763
ACH-000796,-0.676594306321
ACH-000799,-0.49258551116800003
ACH-000800,-1.32281706764
ACH-000802,-1.09260254492
ACH-000804,-0.802768066233
ACH-000805,-0.711994496462
ACH-000809,-0.7823350985699999
ACH-000810,-1.5471954180899998
ACH-000811,-0.691595937054
ACH-000817,-0.8118642435510001
ACH-000819,-0.525935716407
ACH-000820,-0.7982844010950001
ACH-000821,-0.887882032484
ACH-000822,-0.641540414998
ACH-000823,-0.569320298293
ACH-000824,-0.658084661372
ACH-000827,-0.518451927251
ACH-000829,-0.714726979021
ACH-000831,-0.723676079524
ACH-000832,-0.44971711107199996
ACH-000833,-0.457955167058
ACH-000834,-0.6345243025739999
ACH-000835,-0.773953530391
ACH-000836,-0.301470857868
ACH-000837,-0.595123868527
ACH-000838,-0.905129195342
ACH-000839,-0.7884066028389999
ACH-000840,-0.6514020669080001
ACH-000841,-0.822160475288
ACH-000843,-0.956262480045
ACH-000846,-0.644735126921
ACH-000847,-0.589251148518
ACH-000848,-0.682657669187
ACH-000849,-0.755678879868
ACH-000851,-0.430915089819
ACH-000855,-0.561297946665
ACH-000856,-0.83182724626
ACH-000858,-0.5948432226
ACH-000859,-0.7326913052580001
ACH-000861,-0.60680501912
ACH-000862,-0.353311680833
ACH-000865,-0.35639923162500003
ACH-000866,-0.833475053987
ACH-000867,-0.5448221221980001
ACH-000869,-0.7079386193610001
ACH-000872,-0.33937049896300003
ACH-000873,-0.7367290057250001
ACH-000876,-0.598950428244
ACH-000878,-0.808594521877
ACH-000880,-1.30934538582
ACH-000881,-0.607207944944
ACH-000882,-0.8942762177060001
ACH-000884,-1.0909982564
ACH-000885,-0.52140395962
ACH-000887,-0.482669509219
ACH-000888,-0.354207448623
ACH-000889,-0.545478947849
ACH-000890,-0.890418130837
ACH-000896,-0.618692023574
ACH-000898,-0.628805398166
ACH-000900,-0.6209038819280001
ACH-000901,-0.684692065285
ACH-000905,-0.8783481129549999
ACH-000906,-0.770982582975
ACH-000907,-0.696641273487
ACH-000910,-1.00453149718
ACH-000911,-0.6493071975379999
ACH-000912,-0.593471427415
ACH-000913,-0.942406134545
ACH-000915,-0.753424348388
ACH-000916,-0.894778722984
ACH-000917,-0.5289714884560001
ACH-000921,-0.723722105937
ACH-000924,-0.373500942311
ACH-000926,-0.5623609214299999
ACH-000928,-0.717163515027
ACH-000929,-0.681023078655
ACH-000932,-0.840149303504
ACH-000935,-1.06819700671
ACH-000936,-0.7592437256640001
ACH-000937,-0.688085944299
ACH-000938,-1.01041516544
ACH-000939,-0.423814609162
ACH-000941,-1.1943487393899999
ACH-000943,-0.822385343096
ACH-000946,-0.7019389739599999
ACH-000947,-0.7040807599250001
ACH-000948,-0.887744847534
ACH-000950,-0.43189800541999995
ACH-000953,-0.564174046521
ACH-000957,-0.750345560256
ACH-000958,-0.700681862203
ACH-000960,-0.720958106499
ACH-000963,-0.8890974364030001
ACH-000968,-0.9645245929009999
ACH-000969,-0.802347050625
ACH-000973,-0.671366598601
ACH-000974,-0.731816287373
ACH-000975,-0.5461519902549999
ACH-000976,-0.8886394509990001
ACH-000978,-1.1703290959000001
ACH-000980,-1.0980204622299998
ACH-000984,-0.442572914097
ACH-000986,-0.521830850433
ACH-000988,-0.7156572803839999
ACH-000993,-0.51355434435
ACH-000994,-0.549988639624
ACH-000996,-0.6755944987029999
ACH-001001,-0.49957807195200005
ACH-001020,-0.48257465368
ACH-001028,-0.596327853822
ACH-001031,-0.6749201292479999
ACH-001038,-1.0372052566299998
ACH-001048,-0.646047649797
ACH-001050,-0.834886868803
ACH-001053,-0.937934355071
ACH-001054,-1.14043103578
ACH-001061,-1.0062822572799999
ACH-001067,-0.687769432501
ACH-001075,-0.38958253259400005
ACH-001096,-1.2769752673
ACH-001128,0.5267109506009999
ACH-001134,-0.817776997401
ACH-001151,-0.6456771521469999
ACH-001163,-0.734979070509
ACH-001164,-1.0680980374299998
ACH-001173,-0.578384493447
ACH-001183,-0.478963336994
ACH-001184,-1.00067770282
ACH-001190,-0.678532786039
ACH-001192,-1.32154386816
ACH-001193,-1.0515828787100001
ACH-001196,-0.566815952212
ACH-001197,-1.01559989218
ACH-001205,-0.39290959531499997
ACH-001211,-0.518558236555
ACH-001212,-1.04230751414
ACH-001228,-0.828088355238
ACH-001232,-0.854460662118
ACH-001239,-0.351669613557
ACH-001274,-0.303575482781
ACH-001275,-0.186225748638
ACH-001277,-0.784994545565
ACH-001278,-0.409894710439
ACH-001280,-0.55190016709
ACH-001283,-1.10663640666
ACH-001289,-1.08311519999
ACH-001295,-0.726663482546
ACH-001300,-0.672838208856
ACH-001301,-0.7551394824690001
ACH-001302,-0.665029643408
ACH-001303,-1.11876318034
ACH-001306,-1.1229951335200001
ACH-001318,-0.490298735774
ACH-001322,-0.222839164174
ACH-001328,-0.653714900386
ACH-001332,-0.379330239243
ACH-001333,-0.942084581951
ACH-001336,-0.9189086523309999
ACH-001340,-0.614776596602
ACH-001346,-1.0814363483
ACH-001353,-0.622738151485
ACH-001354,-0.86530580669
