,H2AFZ (3015)
ACH-001367,-0.903099959608
ACH-001368,-0.737374689377
ACH-001374,-0.499643121883
ACH-001375,-0.605800527337
ACH-001377,-0.58146056375
ACH-001380,-0.53467831147
ACH-001391,-0.745316221917
ACH-001407,-0.637685519339
ACH-001408,-0.801864239991
ACH-001413,-0.7295455758409999
ACH-001430,-0.675870718348
ACH-001431,-0.488689679718
ACH-001450,-1.2742589948799998
ACH-001496,-0.8891390033750001
ACH-001500,-0.15585804874700002
ACH-001521,-0.877792703794
ACH-001523,-0.6838384962890001
ACH-001532,-0.8198926320100001
ACH-001536,-0.80570379633
ACH-001550,-0.95349224536
ACH-001552,-0.843587012238
ACH-001554,-0.747804717711
ACH-001645,-0.515175589804
ACH-001654,-0.522923882764
ACH-001715,-0.6824946616519999
ACH-001735,-0.838708664241
ACH-001736,-0.958231252746
ACH-001737,-0.951043208773
ACH-001740,-1.61595234989
ACH-001745,-1.3559255661
ACH-001750,-0.418047471567
ACH-001765,-0.838150972862
ACH-001956,-0.842296742235
ACH-001957,-0.508034358402
