,CDX2 (1045)
ACH-000004,-0.123596574551
ACH-000007,-0.988096022076
ACH-000009,-0.179938705803
ACH-000011,-0.241899801841
ACH-000012,-0.166063763467
ACH-000013,-0.117437642281
ACH-000014,-0.0694949123578
ACH-000015,-0.156453296184
ACH-000017,-0.12070379247199998
ACH-000018,-0.162179175129
ACH-000019,0.0726032172226
ACH-000021,-0.27187732732500003
ACH-000022,-0.383504370672
ACH-000025,-0.169362119607
ACH-000028,-0.0068658545244399995
ACH-000030,-0.127357160239
ACH-000035,-0.191859660388
ACH-000036,-0.13703911469799998
ACH-000037,-0.133301866539
ACH-000039,-0.151551451758
ACH-000040,-0.290836909872
ACH-000041,-0.09640551332139999
ACH-000042,-0.45124886903399997
ACH-000045,-0.40106079162299996
ACH-000047,-0.118380864804
ACH-000052,-0.267036676442
ACH-000053,-0.00811613821268
ACH-000054,-0.218703754683
ACH-000055,-0.252474389672
ACH-000060,-0.256178899581
ACH-000067,-0.131208073296
ACH-000070,-0.158735491883
ACH-000075,-0.436683565596
ACH-000078,-0.0756384155063
ACH-000082,-0.13095986728700001
ACH-000085,-0.121044435158
ACH-000086,-0.225961776155
ACH-000087,-0.164140110423
ACH-000092,-0.20838499651200001
ACH-000095,-0.197785002106
ACH-000097,-0.121868550254
ACH-000098,-0.212752774678
ACH-000099,-0.11765478205299999
ACH-000108,-0.149641561918
ACH-000113,-0.128915125045
ACH-000115,-0.538793579984
ACH-000116,-0.315702942965
ACH-000118,-0.15354138203
ACH-000120,-0.149688750022
ACH-000123,-0.047938797975500005
ACH-000127,-0.09685770007960001
ACH-000128,-0.256512596253
ACH-000132,-0.254713636075
ACH-000133,-0.0952172444623
ACH-000137,-0.254881602767
ACH-000138,-0.240139695015
ACH-000142,-0.0534086864138
ACH-000143,-0.160687636011
ACH-000146,-0.23024924736900002
ACH-000148,-0.185833342954
ACH-000150,-0.230382153827
ACH-000152,-0.234639784378
ACH-000153,-0.021163420797200003
ACH-000159,-0.29052901748300003
ACH-000160,-0.415001897851
ACH-000163,-0.197133961602
ACH-000167,-0.13385387168500001
ACH-000168,-0.148079882433
ACH-000169,-0.0242099045935
ACH-000178,-0.15339833422000002
ACH-000182,-0.128475572572
ACH-000183,-0.16920298251200003
ACH-000188,-0.23666445541499997
ACH-000189,-0.00320117536834
ACH-000190,-0.113161079007
ACH-000198,0.017134025405600002
ACH-000204,-0.192618566509
ACH-000206,-0.20256473447599999
ACH-000207,-0.0727913910148
ACH-000211,-0.11784146836300001
ACH-000215,-0.215691047872
ACH-000221,-0.298524207824
ACH-000222,-0.0268381016208
ACH-000223,-0.253606287342
ACH-000226,-0.181483400682
ACH-000227,0.293206495311
ACH-000228,-0.310167345917
ACH-000231,-0.26654345902
ACH-000232,-0.189461337269
ACH-000233,-0.16339732684299998
ACH-000234,-0.128120447232
ACH-000235,-0.280204761455
ACH-000237,-0.10179263981799999
ACH-000238,-0.208698778778
ACH-000243,-0.197335279348
ACH-000244,-0.047671031201599996
ACH-000246,-0.142923099946
ACH-000248,-0.144269058534
ACH-000250,-0.128727140459
ACH-000251,-0.03512660110080001
ACH-000253,-0.161823969533
ACH-000255,-0.244907100977
ACH-000256,-0.111462497582
ACH-000257,-0.22154227227200002
ACH-000258,-0.660879926602
ACH-000259,-0.187490683431
ACH-000260,-0.134318037606
ACH-000261,-0.212494688832
ACH-000262,-0.411359911454
ACH-000263,-0.013492723837800001
ACH-000264,-0.23343097520199999
ACH-000265,-0.326190116597
ACH-000266,-0.17647255338399997
ACH-000272,-0.17243966139199998
ACH-000273,-0.0561609787353
ACH-000274,-0.0648363674415
ACH-000277,-0.059042154892899996
ACH-000278,-0.312375173892
ACH-000279,-0.16213601081100001
ACH-000280,-0.0943808774975
ACH-000281,-0.24073266264600002
ACH-000288,-0.17561025582000003
ACH-000291,-0.058983684124600005
ACH-000293,-0.0198051255652
ACH-000294,-0.168905207466
ACH-000295,0.045145575985699994
ACH-000296,-0.426278781167
ACH-000302,-0.19762636755399998
ACH-000304,-0.20916598360999997
ACH-000307,-0.139810407905
ACH-000308,0.036062466465800004
ACH-000310,0.0231141141481
ACH-000311,0.12825784051
ACH-000312,-0.0871066043199
ACH-000315,-0.305368898647
ACH-000316,-0.0992898154311
ACH-000317,-0.176768725602
ACH-000318,-0.143598075342
ACH-000319,0.026102758218900003
ACH-000320,-0.24102389972600002
ACH-000322,-0.268549406531
ACH-000323,-0.351239286696
ACH-000324,-0.09844491418279999
ACH-000329,-0.179123829384
ACH-000330,-0.10299908725099999
ACH-000331,-0.141832101278
ACH-000332,-0.101248992634
ACH-000334,0.000773576392378
ACH-000335,-0.26845235620499996
ACH-000336,-0.0171316730858
ACH-000337,0.290860563178
ACH-000339,-0.15012404569
ACH-000341,0.0449386833871
ACH-000348,-0.0480160542937
ACH-000350,0.0184045359598
ACH-000352,-0.0013710147221099999
ACH-000356,0.05145606532890001
ACH-000361,-0.11254409127699999
ACH-000362,-0.15915156839199998
ACH-000363,0.08282344045139999
ACH-000364,-0.0976247624205
ACH-000365,-0.109761941377
ACH-000366,-0.10059343858400001
ACH-000368,-0.193818303683
ACH-000374,-0.188746188744
ACH-000375,-0.24321433652600002
ACH-000376,-0.18243455781
ACH-000381,-0.8817589300640001
