,GRP (2922)
ACH-000004,-0.22405558947700002
ACH-000007,0.158800605865
ACH-000009,0.047520091781599993
ACH-000011,-0.170937497436
ACH-000012,-0.07656668764880001
ACH-000013,-0.07348079064089999
ACH-000014,-0.13034093154999998
ACH-000015,0.005922879348039999
ACH-000017,0.023481695294099998
ACH-000018,-0.0624018325796
ACH-000019,-0.22883738086599997
ACH-000021,0.104675745853
ACH-000022,-0.0513731875001
ACH-000025,-0.017550349267
ACH-000028,-0.137100109677
ACH-000030,-0.0644221264143
ACH-000035,0.0637914400552
ACH-000036,-0.25104981280099997
ACH-000037,-0.200075716801
ACH-000039,0.0586536326748
ACH-000040,-0.30929090626999994
ACH-000041,-0.0657761104153
ACH-000042,0.0492644849276
ACH-000045,-0.017014959162700002
ACH-000047,0.0712933695328
ACH-000052,-0.0492706678254
ACH-000053,-0.0230214606545
ACH-000054,-0.053590038206
ACH-000055,-0.369422399587
ACH-000060,-0.219611475767
ACH-000067,0.0719728300987
ACH-000070,-0.21498275436500003
ACH-000075,-0.25683764921999996
ACH-000078,0.0814628221083
ACH-000082,0.008719009235
ACH-000085,-0.1613905912
ACH-000086,-0.108205723153
ACH-000087,-0.138702260162
ACH-000092,-0.0973341418273
ACH-000095,-0.15656962297399998
ACH-000097,-0.10360674809800001
ACH-000098,-0.124818477739
ACH-000099,0.0806886469563
ACH-000108,0.017240468869400002
ACH-000113,-0.143367799086
ACH-000115,-0.230118743411
ACH-000116,-0.18837726017099998
ACH-000118,0.11788159390000001
ACH-000120,-0.199565905779
ACH-000123,0.10023385463500001
ACH-000127,-0.033810527371900004
ACH-000128,-0.39387495839599995
ACH-000132,-0.138854161456
ACH-000133,-0.13371331468800002
ACH-000137,-0.1991927205
ACH-000138,0.091540802781
ACH-000142,-0.14730323507999998
ACH-000143,0.0005241011820919999
ACH-000146,-0.058728981615
ACH-000148,-0.19912686038
ACH-000150,0.0012650642398399998
ACH-000152,-0.0688071060854
ACH-000153,-0.204721584241
ACH-000159,-0.259589614254
ACH-000160,-0.050469451169699996
ACH-000163,-0.16807077225900002
ACH-000167,0.0898037572041
ACH-000168,0.214496024225
ACH-000169,-0.12878330002399999
ACH-000178,-0.0812423842062
ACH-000182,-0.006933698929759999
ACH-000183,-0.11676371480999999
ACH-000188,-0.148996591729
ACH-000189,-0.39361487250699995
ACH-000190,-0.25405207040600003
ACH-000198,0.00983752805656
ACH-000204,-0.171459129385
ACH-000206,-0.05826810083719999
ACH-000207,-0.20176622867
ACH-000211,-0.06994397670989999
ACH-000215,-0.012659007549299998
ACH-000221,-0.17303725563499997
ACH-000222,0.222451728451
ACH-000223,-0.18880913840100003
ACH-000226,-0.0387009558251
ACH-000227,-0.174332555183
ACH-000228,-0.142448067631
ACH-000231,-0.0575657495507
ACH-000232,-0.283923195768
ACH-000233,0.00834944199987
ACH-000234,-0.307896482112
ACH-000235,-0.0019384684191800002
ACH-000237,-0.0046966359167
ACH-000238,-0.0700947154395
ACH-000243,0.030371453456099998
ACH-000244,-0.417674772206
ACH-000246,-0.19438615906800003
ACH-000248,-0.112564412808
ACH-000250,-0.107421493955
ACH-000251,0.384297994201
ACH-000253,-0.25920080713599997
ACH-000255,-0.00690455702714
ACH-000256,-0.323224975367
ACH-000257,-0.155293257382
ACH-000258,0.22739977570999997
ACH-000259,-0.10713740314200002
ACH-000260,-0.00781484951753
ACH-000261,-0.127176058281
ACH-000262,-0.302906669692
ACH-000263,-0.029819979295200003
ACH-000264,-0.0693350721768
ACH-000265,-0.022664434712400004
ACH-000266,0.0166266938632
ACH-000272,0.008765896637669999
ACH-000273,0.00761402918589
ACH-000274,-0.115138098563
ACH-000277,-0.142519840386
ACH-000278,0.0280413779771
ACH-000279,-0.140156062811
ACH-000280,-0.13270320444800002
ACH-000281,0.0154984597283
ACH-000288,-0.08122951124319999
ACH-000291,-0.031035017996200003
ACH-000293,0.181627136316
ACH-000294,0.0977913689528
ACH-000295,0.013742945022700001
ACH-000296,0.0856047198652
ACH-000302,0.022261276469400005
ACH-000304,-0.0480823442919
ACH-000307,-0.0604473386976
ACH-000308,-0.159670364628
ACH-000310,-0.117524765506
ACH-000311,0.023453984546400002
ACH-000312,0.130628124784
ACH-000315,-0.146845489149
ACH-000316,-0.158797810816
ACH-000317,0.150816341591
ACH-000318,-0.135864051022
ACH-000319,-0.0203275271503
ACH-000320,0.412083054737
ACH-000322,-0.317673423107
ACH-000323,0.067972287539
ACH-000324,-0.011850909255699999
ACH-000329,-0.0367429271321
ACH-000330,0.06682518095840001
ACH-000331,-0.074525306579
ACH-000332,-0.0233371231732
ACH-000334,0.0861406439907
ACH-000335,0.071045669598
ACH-000336,-0.126131862407
ACH-000337,-0.228886153184
ACH-000339,0.112219462234
ACH-000341,-0.253000101937
ACH-000348,-0.113404396746
ACH-000350,0.026026336094700002
ACH-000352,-0.14854245525499998
ACH-000356,-0.265086001174
ACH-000361,0.0321062684741
ACH-000362,0.0946912778915
ACH-000363,-0.144169234245
ACH-000364,-0.24787759259599998
ACH-000365,-0.08114076957710001
ACH-000366,-0.05974048037819999
ACH-000368,-0.0542000287732
ACH-000374,-0.06497177013199999
ACH-000375,-0.0413848506464
ACH-000376,0.00721776841594
ACH-000381,-0.14142971724099998
ACH-000383,-0.0113215999912
ACH-000387,-0.0430704296889
ACH-000389,-0.187752099855
ACH-000390,-0.154017719986
ACH-000393,-0.0789871137193
ACH-000395,0.11031564948799999
ACH-000397,-0.08884411510260001
ACH-000401,-0.11847091592
ACH-000402,-0.0050103385848599994
ACH-000403,-0.20039298509
ACH-000404,0.0398565125616
ACH-000406,-0.108112478903
ACH-000407,-0.137534002257
ACH-000408,-0.103560393765
ACH-000410,-0.037399326912
ACH-000411,0.0832827722354
ACH-000414,0.0645586737101
ACH-000415,-0.155212282336
ACH-000416,-0.0918273239343
ACH-000420,-0.12789539561799998
ACH-000421,-0.0222543710783
ACH-000424,-0.12496844797599999
ACH-000425,-0.1235556921
ACH-000426,-0.0763948010788
ACH-000427,0.134353131598
ACH-000433,-0.22923871449000002
ACH-000436,-0.17330151123100002
ACH-000444,0.203733537339
ACH-000445,-0.0376066266415
ACH-000448,-0.119393707565
ACH-000450,0.055874707399399995
ACH-000452,-0.186411928216
ACH-000454,-0.187300648224
ACH-000458,-0.189547385192
ACH-000459,-0.387679224035
ACH-000460,-0.0549465012381
ACH-000461,0.19030686618599998
ACH-000463,-0.23350095666200002
ACH-000464,-0.0385771838215
ACH-000466,-0.00967529350443
ACH-000467,0.06303916080210001
ACH-000468,-0.00793905417061
ACH-000469,-0.0925834029948
ACH-000470,-0.229837724652
ACH-000471,0.00044013290841199995
ACH-000472,-0.166565090917
ACH-000473,-0.23026517504799998
ACH-000475,-0.30560276292399996
ACH-000476,-0.12504501421599998
ACH-000477,-0.416721528188
ACH-000480,-0.159149428327
ACH-000481,-0.121158616581
ACH-000483,0.10104283783399999
ACH-000484,-0.0229450221783
ACH-000485,-0.0752572201193
ACH-000486,-0.0103252364022
ACH-000487,0.0628750329763
ACH-000488,-0.08230272535710001
ACH-000490,-0.0239122863347
ACH-000491,-0.057253135529100004
ACH-000495,-0.131658222948
ACH-000496,-0.159110403037
ACH-000499,0.282821285132
ACH-000500,-0.679137681694
ACH-000502,-0.136245633201
ACH-000503,-0.302570621239
ACH-000505,-0.06407992315769999
ACH-000507,-0.0993311107363
ACH-000510,0.0316879916359
ACH-000511,-0.0796709487016
ACH-000512,-0.244170009531
ACH-000516,0.121369703671
ACH-000517,-0.054395426495
ACH-000518,0.06536949858459999
ACH-000520,0.192526659258
ACH-000521,0.121563537261
ACH-000522,-0.18284555666299998
ACH-000524,-0.250813690067
ACH-000527,-0.0633723708225
ACH-000528,0.0599518585963
ACH-000537,-0.12736140151
ACH-000541,-0.186209695733
ACH-000542,-0.157509711904
ACH-000544,0.10720661810000001
ACH-000545,-0.234266442681
ACH-000547,-0.0275025426832
ACH-000548,-0.32584928693000004
ACH-000549,-0.069998926374
ACH-000550,-0.08098330992060002
ACH-000552,0.0879452441572
ACH-000556,-0.069280095504
ACH-000557,0.053597546343
ACH-000570,-0.031203030328900004
ACH-000571,-0.0968884523738
ACH-000573,-0.143190360746
ACH-000576,-0.0502768275564
ACH-000580,-0.030674555428299995
ACH-000584,0.012177959660200001
ACH-000585,-0.106231805183
ACH-000588,0.0357811321686
