,ALG10B (144245)
ACH-000004,0.0403645725475
ACH-000007,-0.154696816126
ACH-000009,0.11811479799
ACH-000011,-0.163889228169
ACH-000012,-0.125652549995
ACH-000013,0.038037231432300006
ACH-000014,0.195043215057
ACH-000015,-0.07931161134869999
ACH-000017,-0.133287948015
ACH-000018,0.0772818649445
ACH-000019,-0.07739240901269999
ACH-000021,0.0306092451984
ACH-000022,0.083575217317
ACH-000025,-0.270869008917
ACH-000028,-0.036325810437800005
ACH-000030,-0.0108165840212
ACH-000035,0.196569472481
ACH-000036,-0.010686775296100001
ACH-000037,0.049278891490400004
ACH-000039,-0.24156481552200001
ACH-000040,-0.00330057531822
ACH-000041,0.18129155899099997
ACH-000042,0.008295070453359999
ACH-000045,0.267381443547
ACH-000047,0.111438827346
ACH-000052,-0.00654219543818
ACH-000053,-0.0505666793503
ACH-000054,0.160885959513
ACH-000055,0.011486272967499999
ACH-000060,0.145194878744
ACH-000067,-0.058625250178899996
ACH-000070,0.049561572684899996
ACH-000075,0.164128725982
ACH-000078,-0.129072096789
ACH-000082,-0.08199597152110001
ACH-000085,0.17303542407000003
ACH-000086,-0.0537348182654
ACH-000087,0.0245147315454
ACH-000092,-0.131922689117
ACH-000095,-0.049789131057599995
ACH-000097,-0.00220763032765
ACH-000098,0.36336580566
ACH-000099,-0.0595439953546
ACH-000108,0.181901787117
ACH-000113,0.16372586674
ACH-000115,-0.09413126415260001
ACH-000116,-0.0776323010564
ACH-000118,0.027369994369999998
ACH-000120,0.171605340281
ACH-000123,-0.107297518385
ACH-000127,-0.05156269866140001
ACH-000128,-0.0927663867056
ACH-000132,0.15622870973
ACH-000133,-0.013551214349100001
ACH-000137,0.23958713090300002
ACH-000138,0.0214265421951
ACH-000142,-0.06520708785040001
ACH-000143,0.15346772641200002
ACH-000146,0.048528177351099995
ACH-000148,0.061538614693599995
ACH-000150,-0.0638175475546
ACH-000152,0.007105531818699999
ACH-000153,0.0991239034709
ACH-000159,0.0398995918346
ACH-000160,0.0239649994092
ACH-000163,-0.13083828391799998
ACH-000167,-0.149292308246
ACH-000168,0.182190017064
ACH-000169,0.305690585775
ACH-000178,0.06406833412980001
ACH-000182,0.154318749598
ACH-000183,-0.0491843863458
ACH-000188,-0.103165459204
ACH-000189,0.07007551262219999
ACH-000190,0.129806451287
ACH-000198,0.11846143929300001
ACH-000204,0.20483455578499998
ACH-000206,-0.0335144952873
ACH-000207,0.0258374320671
ACH-000211,0.020220674235200003
ACH-000215,0.066757298001
ACH-000221,0.0941204924241
ACH-000222,-0.22878367554200002
ACH-000223,-0.012103486896699999
ACH-000226,0.0398258983893
ACH-000227,0.0366126053615
ACH-000228,0.10576942443
ACH-000231,0.0414414079504
ACH-000232,-0.13946168820399998
ACH-000233,-0.021258287325
ACH-000234,0.058945223230999995
ACH-000235,0.0036004303513099997
ACH-000237,-0.143416379127
ACH-000238,-0.08062718320510001
ACH-000243,0.0711255793425
ACH-000244,-0.0737313250104
ACH-000246,0.0175074404147
ACH-000248,0.10761553323100001
ACH-000250,0.0806736725291
ACH-000251,0.11009054835200001
ACH-000253,0.0251260484693
ACH-000255,-0.293950634584
