,PKMYT1 (9088)
ACH-000004,-0.696970279791
ACH-000007,-1.02012677981
ACH-000009,-1.16617978759
ACH-000011,-1.14129961639
ACH-000012,-1.43250989386
ACH-000013,-1.48034809942
ACH-000014,-1.1006687147
ACH-000015,-0.90176358006
ACH-000017,-0.164282015365
ACH-000018,-0.9563532838490001
ACH-000019,-1.01857641564
ACH-000021,-1.0084810929
ACH-000022,-1.5902843026499998
ACH-000025,-1.25064724661
ACH-000028,-1.19398661861
ACH-000030,-0.871689884333
ACH-000035,-1.32251287249
ACH-000036,-1.27964438298
ACH-000037,-1.29920512583
ACH-000039,-1.00825444142
ACH-000040,-0.576615788428
ACH-000041,-0.713964731986
ACH-000042,-1.2886409313299998
ACH-000045,-0.872275978307
ACH-000047,-0.892391649506
ACH-000052,-1.1460351068799999
ACH-000053,-1.2582640353799999
ACH-000054,-0.8192433273119999
ACH-000055,-1.28507526442
ACH-000060,-1.1225506812100001
ACH-000067,-1.21233440859
ACH-000070,-1.11014372431
ACH-000075,-1.3747058498299998
ACH-000078,-1.29028938685
ACH-000082,-0.315998367995
ACH-000085,-0.989215420343
ACH-000086,-1.24073716482
ACH-000087,-1.15634395063
ACH-000092,-1.48948777283
ACH-000095,-0.985127496459
ACH-000097,-0.9917213591399999
ACH-000098,-1.369012864
ACH-000099,-1.2779969716500001
ACH-000108,-1.3905418440200001
ACH-000113,-1.05904978042
ACH-000115,-0.6923523344850001
ACH-000116,-0.796577848072
ACH-000118,-1.14139993486
ACH-000120,-0.931851464648
ACH-000123,-1.09770751206
ACH-000127,-1.36323360746
ACH-000128,-0.18943859301399998
ACH-000132,-0.972435092643
ACH-000133,-1.19741128875
ACH-000137,-1.4758452075
ACH-000138,-1.2091288484799998
ACH-000142,-1.3836969289399998
ACH-000143,-0.8057822658949999
ACH-000146,-1.15386429798
ACH-000148,-1.17781746575
ACH-000150,-1.04432563894
ACH-000152,-1.39812705232
ACH-000153,-0.579089244704
ACH-000159,-1.2145236349600002
ACH-000160,-1.16263843749
ACH-000163,-0.669179086226
ACH-000167,-1.02888210953
ACH-000168,-1.05617226681
ACH-000169,-0.604794692346
ACH-000178,-0.992129444034
ACH-000182,-1.37349397815
ACH-000183,-1.24056978347
ACH-000188,-1.0357115422499998
ACH-000189,-0.841463899042
ACH-000190,-1.03150836656
ACH-000198,-1.1706102948200001
ACH-000204,-1.3259491407700001
ACH-000206,-0.953204996524
ACH-000207,-0.952211341194
ACH-000211,-1.40911960273
ACH-000215,-1.06075673558
ACH-000221,-0.859477261988
ACH-000222,-1.22560297544
ACH-000223,-1.1333079564700002
ACH-000226,-1.2578333278899998
ACH-000227,-1.17722765983
ACH-000228,-1.2105977148
ACH-000231,-1.27839696118
ACH-000232,-1.03731932268
ACH-000233,-1.3621323896700002
ACH-000234,-0.8092198794709999
ACH-000235,-1.0030083636
ACH-000237,-1.3410138660200002
ACH-000238,-0.681980118254
ACH-000243,-1.30071646889
ACH-000244,-0.666731507202
ACH-000246,-1.0916468538700002
ACH-000248,-0.765025269816
ACH-000250,-1.09211749373
ACH-000251,-1.27893691943
ACH-000253,-0.960456936325
ACH-000255,-1.15140119516
ACH-000256,-1.1882255172799998
ACH-000257,-0.0680874526004
ACH-000258,-1.68254055097
ACH-000259,-1.2158724353
ACH-000260,-1.2634165852500001
ACH-000261,-0.498588749687
ACH-000262,-0.827477321208
ACH-000263,-1.10639953144
ACH-000264,-0.557205759247
ACH-000265,-1.2770934894200001
ACH-000266,-0.661758113833
ACH-000272,-0.577806333823
ACH-000273,-1.45491922709
ACH-000274,-0.727698393523
ACH-000277,-0.439278270357
ACH-000278,-1.33300696156
ACH-000279,-0.953481116444
ACH-000280,-0.886576888056
ACH-000281,-1.46984905884
ACH-000288,-1.28673678588
ACH-000291,-1.12004674388
ACH-000293,-1.7001792864200003
ACH-000294,-0.90378920658
ACH-000295,-1.1504761286399998
ACH-000296,-1.1956985315000002
ACH-000302,-1.27047353998
ACH-000304,-0.9278138992110001
ACH-000307,-1.1790117822200001
ACH-000308,-1.66174100986
ACH-000310,-0.8569056909370001
ACH-000311,-1.2557870791399999
ACH-000312,-0.813079211667
ACH-000315,-1.34860353426
ACH-000316,-0.815646839737
ACH-000317,-0.9370886102760001
ACH-000318,-0.913219309693
ACH-000319,-0.999276589911
ACH-000320,-1.3685873664100001
ACH-000322,-1.5244018267299997
ACH-000323,-0.388442762488
ACH-000324,-1.0578676394
ACH-000329,-0.9691750786579999
ACH-000330,-0.576162263479
ACH-000331,-1.0471008776700002
ACH-000332,-1.02934917008
ACH-000334,-0.538846881623
ACH-000335,-0.970985455599
ACH-000336,-1.27340052161
ACH-000337,-0.478733321589
ACH-000339,-0.951388268739
ACH-000341,-0.44033891248199997
ACH-000348,-1.1089905278
ACH-000350,-0.7678104354549999
ACH-000352,-0.43286637678400003
ACH-000356,-1.33226384134
ACH-000361,-1.08016944893
ACH-000362,-1.21392901518
ACH-000363,-0.474872873572
ACH-000364,-1.04526284349
ACH-000365,-1.1274605095999999
