,NCEH1 (57552)
ACH-000004,-0.13696611974700001
ACH-000007,0.211393120717
ACH-000009,-0.138255775463
ACH-000011,0.058384302177
ACH-000012,-0.113064861408
ACH-000013,0.0186011289241
ACH-000014,-0.125519827324
ACH-000015,-0.065246166537
ACH-000017,0.061905993840899995
ACH-000018,0.0100676787341
ACH-000019,-0.038112654408400004
ACH-000021,-0.052228910103
ACH-000022,0.051901620609099995
ACH-000025,-0.0536919582813
ACH-000028,-0.0243707632265
ACH-000030,-0.00389605698379
ACH-000035,-0.137693007598
ACH-000036,0.0225370601827
ACH-000037,-0.198263140429
ACH-000039,-0.356443952175
ACH-000040,0.168125428075
ACH-000041,-0.010832570605
ACH-000042,-0.193444299632
ACH-000045,0.180295063927
ACH-000047,0.051334801259500004
ACH-000052,-0.284840158858
ACH-000053,-0.045022986252699994
ACH-000054,0.0653259234074
ACH-000055,-0.133175712082
ACH-000060,-0.0860241444067
ACH-000067,-0.07401586644210001
ACH-000070,-0.014130573275600002
ACH-000075,0.20465427616999998
ACH-000078,0.0360395726265
ACH-000082,0.05064800796419999
ACH-000085,-0.220899364569
ACH-000086,-0.05042962047180001
ACH-000087,0.0266219804471
ACH-000092,-0.11957966034000002
ACH-000095,0.10965478973300001
ACH-000097,0.0519058983521
ACH-000098,-0.0574477209808
ACH-000099,0.0928902251606
ACH-000108,0.15837415997999998
ACH-000113,0.045870360262799996
ACH-000115,-0.197147731437
ACH-000116,0.08435105603819999
ACH-000118,0.583216714185
ACH-000120,0.0590513696799
ACH-000123,-0.0802338621945
ACH-000127,0.365530459362
ACH-000128,-0.204989918375
ACH-000132,-0.06606431309449999
ACH-000133,-0.0839531652795
ACH-000137,0.0420565120697
ACH-000138,-0.06529478863549999
ACH-000142,0.0938917976887
ACH-000143,0.10535083162799999
ACH-000146,0.0739890836329
ACH-000148,0.06977859780960001
ACH-000150,0.30470410414
ACH-000152,-0.10510217710799999
ACH-000153,0.026413507179099998
ACH-000159,-0.0478402160351
ACH-000160,-0.0586549823213
ACH-000163,-0.0776956097325
ACH-000167,-0.42886251863200003
ACH-000168,-0.06937839901319999
ACH-000169,-0.00399490579271
ACH-000178,0.0194112258825
ACH-000182,-0.065691662667
ACH-000183,-0.0568315013874
ACH-000188,0.020565243779900003
ACH-000189,-0.0785047632311
ACH-000190,0.16754904072899998
ACH-000198,-0.0271225554098
ACH-000204,0.155845936439
ACH-000206,-0.0459052162001
ACH-000207,-0.217107721604
ACH-000211,-0.0146192428384
ACH-000215,-0.018402127598700004
ACH-000221,0.0197637754075
ACH-000222,0.05957960996949999
ACH-000223,-0.049947285279400004
ACH-000226,-0.0803307818313
ACH-000227,-0.20044441373100003
ACH-000228,-0.0683116923131
ACH-000231,0.0651524254985
ACH-000232,-0.0958106992397
ACH-000233,-0.10251763911699999
ACH-000234,-0.236120310311
ACH-000235,0.020248924913400003
ACH-000237,0.0347363505972
ACH-000238,-0.072901178888
ACH-000243,-0.00212462346413
ACH-000244,-0.304453862524
ACH-000246,-0.055484595391699996
ACH-000248,-0.103685262098
ACH-000250,0.10190355960000001
ACH-000251,0.274395106006
ACH-000253,0.159113084764
ACH-000255,-0.046269430193600004
ACH-000256,-0.10955762886600001
ACH-000257,-0.14498624271
ACH-000258,0.123311622364
ACH-000259,0.0461588782811
ACH-000260,0.04740717581040001
ACH-000261,0.00143057793571
ACH-000262,-0.07620676172789999
ACH-000263,-0.159838668312
ACH-000264,-0.047411483308600004
ACH-000265,0.121816749686
ACH-000266,0.0302374876526
ACH-000272,-0.09605785252469999
ACH-000273,-0.0220832236082
ACH-000274,-0.021837048069700004
ACH-000277,0.0816153869931
ACH-000278,0.0438539898555
ACH-000279,-0.0638368410859
ACH-000280,-0.318440934691
ACH-000281,-0.0305486743602
ACH-000288,0.0166125230922
ACH-000291,-0.0632402771701
ACH-000293,0.06734750224399999
ACH-000294,0.00806490559937
ACH-000295,-0.07444877055150001
ACH-000296,-0.23628105537799998
ACH-000302,0.0718685380874
ACH-000304,0.10780658254799999
ACH-000307,-0.053013858077499997
ACH-000308,0.0131720784967
ACH-000310,-0.0201360113933
ACH-000311,0.252517363163
ACH-000312,0.043806435530099996
ACH-000315,-0.15777282808499998
ACH-000316,0.12297329482899999
ACH-000317,-0.022582680731
ACH-000318,-0.024470962206200004
ACH-000319,-0.053831564845699995
ACH-000320,0.0189620642725
ACH-000322,0.15956382115999998
ACH-000323,0.14758135784499998
ACH-000324,-0.10294074747700001
ACH-000329,0.125638575167
ACH-000330,0.0793900413479
ACH-000331,-0.174221316614
ACH-000332,0.000262905599353
