,CBFB (865)
ACH-000004,-1.30462523806
ACH-000007,0.266899654878
ACH-000009,0.13248508386299998
ACH-000011,0.0404447740056
ACH-000012,-0.41628219570299996
ACH-000013,-0.306246717632
ACH-000014,-0.729464415372
ACH-000015,0.0646620436088
ACH-000017,-0.268195699426
ACH-000018,-0.053378139787099994
ACH-000019,-0.37139259574699995
ACH-000021,-0.354019279162
ACH-000022,-0.13853436623600002
ACH-000025,-0.544454992218
ACH-000028,-0.031974719246
ACH-000030,0.295198474823
ACH-000035,-0.243157719446
ACH-000036,-0.554127335787
ACH-000037,-0.414501463057
ACH-000039,-0.10214194546599999
ACH-000040,0.0033599567975
ACH-000041,-0.0972887875953
ACH-000042,-0.22981985260600002
ACH-000045,-0.720216802599
ACH-000047,0.12344238911699999
ACH-000052,-0.167225760874
ACH-000053,-0.507836910272
ACH-000054,0.16921227606800002
ACH-000055,-0.0545995182757
ACH-000060,0.12911431729599998
ACH-000067,-0.483587666003
ACH-000070,-0.681001215274
ACH-000075,-0.44990228610699995
ACH-000078,-0.120075453916
ACH-000082,-0.9990349438700001
ACH-000085,0.176361522511
ACH-000086,-0.448610642965
ACH-000087,0.112497281431
ACH-000092,-0.010819867936
ACH-000095,-0.017165651997
ACH-000097,-0.141674831838
ACH-000098,0.044695980848400006
ACH-000099,-0.07862388559339999
ACH-000108,-0.027626248387700003
ACH-000113,-1.02054474693
ACH-000115,-0.326277764076
ACH-000116,-0.0667504613937
ACH-000118,0.135231172738
ACH-000120,0.16279851194199998
ACH-000123,0.159447436382
ACH-000127,-0.14161484013800002
ACH-000128,-0.0316268017309
ACH-000132,0.18963429556800002
ACH-000133,-0.289584128078
ACH-000137,-0.57698073054
ACH-000138,-0.0841582915767
ACH-000142,-0.0939479959354
ACH-000143,-0.43100141282399995
ACH-000146,-1.2441376683399998
ACH-000148,-0.45858064719499997
ACH-000150,-0.317808625075
ACH-000152,0.295715448784
ACH-000153,-0.253398103778
ACH-000159,-0.11716493511800001
ACH-000160,-0.0778753503617
ACH-000163,-0.743950489972
ACH-000167,-0.375729142788
ACH-000168,-1.09867652008
ACH-000169,0.12143935693600001
ACH-000178,-0.205988693115
ACH-000182,-0.181676510373
ACH-000183,-0.968915244807
ACH-000188,-0.2637249265
ACH-000189,0.045971073907900006
ACH-000190,-0.0009681289127410001
ACH-000198,-0.9775332501180001
ACH-000204,-0.572429555734
ACH-000206,-0.816960277677
ACH-000207,-0.619229051851
ACH-000211,-0.545200158853
ACH-000215,-0.43499104143399997
ACH-000221,-0.133912280877
ACH-000222,-0.492738943165
ACH-000223,-0.0938788581335
ACH-000226,-0.45525099715499995
ACH-000227,-0.375454001779
ACH-000228,-0.0280185425741
ACH-000231,0.118034266095
ACH-000232,-0.484794600762
ACH-000233,-0.9970640782269999
ACH-000234,-0.077649739067
ACH-000235,-0.209192034045
ACH-000237,0.280420895115
ACH-000238,-0.588608962417
ACH-000243,-0.129109255339
ACH-000244,-0.231510140405
ACH-000246,-0.216462613187
ACH-000248,-0.19698818085499997
ACH-000250,-0.0148746616943
ACH-000251,-0.45571856272399996
ACH-000253,-0.432600410503
ACH-000255,0.26395275309099997
