,AAAS (8086)
ACH-000718,-0.35564145090800003
ACH-000720,-0.762795982919
ACH-000721,-0.498590524908
ACH-000724,-0.29474617688099997
ACH-000725,-0.713678178707
ACH-000732,-0.518731850893
ACH-000734,-0.632363845585
ACH-000735,-0.421872124306
ACH-000736,-0.428100333916
ACH-000738,-1.1506217587799998
ACH-000746,-0.499293957899
ACH-000747,-0.605493951675
ACH-000748,-0.546605383527
ACH-000753,-0.420237537511
ACH-000756,-1.48504884225
ACH-000757,-0.8809033108069999
ACH-000758,-0.5638249522959999
ACH-000760,-0.46161052841000005
ACH-000763,-0.432836361423
ACH-000764,-0.6809437231550001
ACH-000765,-0.538409105159
ACH-000766,-0.31431100679900004
ACH-000767,-0.732326969268
ACH-000768,-0.393948772463
ACH-000769,-0.36340144456999995
ACH-000770,-0.564551065858
ACH-000771,-0.5779379933340001
ACH-000773,-0.5069432986069999
ACH-000776,-0.549491491124
ACH-000777,-0.430101232783
ACH-000778,-0.314126151355
ACH-000781,-0.520977821688
ACH-000782,-0.128451345294
ACH-000783,-0.7390299552320001
ACH-000784,-0.420531460748
ACH-000785,-0.629397820401
ACH-000787,-0.616316490463
ACH-000788,-0.46852659206299996
ACH-000791,-0.38281162324100004
ACH-000792,-0.438424351712
ACH-000794,-0.411854536775
ACH-000796,-0.330475300535
ACH-000799,-0.49866871946900004
ACH-000800,-0.615049650325
ACH-000802,-0.32360873449
ACH-000804,-0.773442563056
ACH-000805,-0.912733917798
ACH-000809,-0.5914735477499999
ACH-000810,-0.387961134259
ACH-000811,-0.6271151784260001
ACH-000817,-0.55472853352
ACH-000819,-0.685751918659
ACH-000820,-0.6047372059699999
ACH-000821,-0.88368645971
ACH-000822,-0.526068357902
ACH-000823,-0.550638099308
ACH-000824,-0.34528470005999995
ACH-000827,-0.7084825212710001
ACH-000829,-0.481771048481
ACH-000831,-0.6013591842530001
ACH-000832,-0.309231381162
ACH-000833,-0.433397309418
ACH-000834,-0.441984869067
ACH-000835,-0.530559078601
ACH-000836,-0.367393583342
ACH-000837,-0.32028231055100004
ACH-000838,-0.617434069307
ACH-000839,-0.577096057258
ACH-000840,-0.538276114235
ACH-000841,-0.471920861322
ACH-000843,-0.281183366106
ACH-000846,-0.38387249434500004
ACH-000847,-0.48753556929499997
ACH-000848,-0.7622829511589999
ACH-000849,-0.44290434190800004
ACH-000851,-0.7081686478829999
ACH-000855,-0.288344580771
ACH-000856,-0.48301574017300003
ACH-000858,-0.6177431311899999
ACH-000859,-0.431482599749
ACH-000861,-0.589262838667
ACH-000862,-0.37753998383599996
ACH-000865,-0.559151937721
ACH-000866,-0.36093972290799997
ACH-000867,-0.431416436131
ACH-000869,-0.36539531025
ACH-000872,-0.37386473336900006
ACH-000873,-0.337542830071
ACH-000876,-0.5259450818460001
ACH-000878,-0.548095663361
ACH-000880,-0.6269324082559999
ACH-000881,-0.28966655677299996
ACH-000882,-0.536165948541
ACH-000884,-0.48951809815200004
ACH-000885,-0.34025706520099996
ACH-000887,-0.581868184037
ACH-000888,-0.498635008808
ACH-000889,-0.627500294509
ACH-000890,-0.43534044987
ACH-000896,-0.43823486581200005
ACH-000898,-0.5544259813719999
ACH-000900,-0.73060442665
ACH-000901,-0.593912550547
ACH-000905,-0.280141209017
ACH-000906,-0.5695679523430001
ACH-000907,-0.48773484355499996
ACH-000910,-0.159758877995
ACH-000911,-0.426932154189
ACH-000912,-0.536356583837
ACH-000913,-0.546236328393
ACH-000915,-0.46657456031499994
ACH-000916,-0.9403471873270001
ACH-000917,-0.479378198693
ACH-000921,-0.424844192315
ACH-000924,-0.404971668002
ACH-000926,-0.36683831371500003
ACH-000928,-0.957233842573
ACH-000929,-0.517661087033
ACH-000932,-0.686834327713
ACH-000935,-0.720821641946
ACH-000936,-0.22892875603
ACH-000937,-0.59519303882
ACH-000938,-0.250248428642
ACH-000939,-0.486281194425
ACH-000941,-0.558865801988
ACH-000943,-0.454991120242
ACH-000946,-0.41609849385200004
ACH-000947,-0.388605741227
ACH-000948,-0.407373494529
ACH-000950,-0.298204120234
ACH-000953,-0.7669407192000001
ACH-000957,-0.446329581173
ACH-000958,-0.24139814980500002
ACH-000960,-0.634858636321
ACH-000963,-0.33432647209800004
ACH-000968,-0.492011288851
ACH-000969,-0.5442707337870001
ACH-000973,-0.386166051564
ACH-000974,-0.361943998997
ACH-000975,-0.753533336949
ACH-000976,-0.538507297716
ACH-000978,-0.229119080502
ACH-000980,-0.332632441724
ACH-000984,-0.449370267907
ACH-000986,-0.317740536711
ACH-000988,-0.5624663886300001
ACH-000993,-0.6050008581790001
ACH-000994,-0.497916880738
ACH-000996,-0.424927323689
ACH-001001,-0.597756108245
ACH-001020,-0.454766200315
ACH-001028,-0.463868194537
ACH-001031,-0.6218477601519999
ACH-001038,-0.43069139923
ACH-001048,-0.654550791668
ACH-001050,-0.543582820509
ACH-001053,-0.323386536981
ACH-001054,-0.24501003950199998
ACH-001061,-0.7169630294329999
ACH-001067,-0.63485770295
ACH-001075,-0.448013862998
ACH-001096,-0.255626521199
ACH-001128,-0.687574828436
ACH-001134,-0.28520609609700004
ACH-001151,-0.619107979392
ACH-001163,-0.725791639161
ACH-001164,-0.596643641076
ACH-001173,-0.45139942975599995
ACH-001183,-0.44843093710299997
ACH-001184,-0.330299072535
ACH-001190,-0.7654198339589999
ACH-001192,-0.6835020442309999
ACH-001193,-0.963964576947
ACH-001196,-0.626059687677
ACH-001197,-0.652632647708
ACH-001205,-0.303605230336
ACH-001211,-0.545623828248
ACH-001212,-0.7033903606890001
ACH-001228,-0.927918581727
ACH-001232,-0.6659646761860001
ACH-001239,-0.389765404112
ACH-001274,-0.517031774934
ACH-001275,-0.423217846841
ACH-001277,-0.805144456332
ACH-001278,-0.38055911095899997
ACH-001280,-0.38035739758299997
ACH-001283,-0.35945588579800003
ACH-001289,-0.5420738228649999
ACH-001295,-0.381739679619
ACH-001300,-0.60063776464
ACH-001301,-0.520380556152
ACH-001302,-0.304018832453
ACH-001303,-0.24169659444699998
ACH-001306,-0.454156262429
ACH-001318,-0.401057122154
ACH-001322,-0.691379421398
ACH-001328,-0.472647709142
ACH-001332,-0.474367627544
ACH-001333,-0.492191406505
ACH-001336,-0.5876811168739999
ACH-001340,-0.431402291423
ACH-001346,-0.476996474573
ACH-001353,-0.605441750293
ACH-001354,-0.56666033604
ACH-001367,-0.805662753867
ACH-001368,-0.46814173062200004
ACH-001374,-0.523011411765
ACH-001375,-0.561788450828
ACH-001377,-0.335602382886
ACH-001380,-0.517220570663
ACH-001391,-0.32942370157699996
ACH-001407,-0.450752826504
ACH-001408,-0.583801111941
ACH-001413,-0.517150929612
ACH-001430,-0.56539921897
ACH-001431,-0.460531358882
ACH-001450,-0.363549217359
ACH-001496,-0.66761244334
ACH-001500,-0.257790417637
ACH-001521,-0.6528980271329999
ACH-001523,-0.644668911293
ACH-001532,-0.8849532795399999
ACH-001536,-0.44036510016900005
ACH-001550,-0.384023804611
ACH-001552,-0.516090075245
ACH-001554,-0.465010596592
ACH-001645,-0.616796935641
ACH-001654,-0.58011995283
ACH-001715,-0.39307184070100004
ACH-001735,-0.377403074673
ACH-001736,-0.560289337484
ACH-001737,-0.6386948597300001
ACH-001740,-0.603990228667
ACH-001745,-0.519056683939
ACH-001750,-0.669508121518
ACH-001765,-0.46311505041
ACH-001956,-0.410728456333
ACH-001957,-0.488339307626
