,SPHK2 (56848)
ACH-000004,-0.29451198448399996
ACH-000007,-0.261349626396
ACH-000009,-0.277003828497
ACH-000011,-0.20800633054099998
ACH-000012,-0.254023475113
ACH-000013,-0.469817498195
ACH-000014,-0.483936673366
ACH-000015,-0.37067143210000003
ACH-000017,-0.34321214144400003
ACH-000018,-0.302001171475
ACH-000019,-0.26686387185
ACH-000021,-0.26422878629
ACH-000022,-0.24492855204599998
ACH-000025,-0.177289987618
ACH-000028,-0.307406481219
ACH-000030,-0.283720781205
ACH-000035,-0.28120950134100003
ACH-000036,-0.305229642027
ACH-000037,-0.266603596549
ACH-000039,-0.263778601937
ACH-000040,-0.274571515668
ACH-000041,-0.263106564296
ACH-000042,-0.09744869845519999
ACH-000045,-0.135779555928
ACH-000047,-0.320792224723
ACH-000052,-0.307596705341
ACH-000053,-0.300051825308
ACH-000054,-0.301954861999
ACH-000055,-0.148564800359
ACH-000060,-0.186670623888
ACH-000067,-0.396555987671
ACH-000070,-0.171250344146
ACH-000075,-0.168114586378
ACH-000078,-0.43249897021000006
ACH-000082,-0.23363698226399998
ACH-000085,-0.438230948799
ACH-000086,-0.248214390136
ACH-000087,-0.23678127559
ACH-000092,-0.389904397204
ACH-000095,-0.277993793956
ACH-000097,-0.33951552580399996
ACH-000098,-0.384720791834
ACH-000099,-0.294267483136
ACH-000108,-0.23686081170499998
ACH-000113,-0.41080649056400004
ACH-000115,-0.33664867032799994
ACH-000116,-0.15080796409299999
ACH-000118,-0.315016661877
ACH-000120,-0.16517724899800001
ACH-000123,-0.40607229923199994
ACH-000127,-0.15875926588199998
ACH-000128,-0.273339105335
ACH-000132,-0.178805690292
ACH-000133,-0.482879838154
ACH-000137,-0.392392044917
ACH-000138,-0.219788204823
ACH-000142,-0.33268062614300004
ACH-000143,-0.131229407598
ACH-000146,-0.368337387925
ACH-000148,-0.278846677069
ACH-000150,-0.366063707583
ACH-000152,-0.458805309241
ACH-000153,-0.166987805542
ACH-000159,-0.39540200919299995
ACH-000160,-0.304561997377
ACH-000163,-0.11084433869999999
ACH-000167,-0.15199963999000002
ACH-000168,-0.158118823817
ACH-000169,-0.24972200090500002
ACH-000178,-0.467119386301
ACH-000182,-0.251587900563
ACH-000183,-0.215468269895
ACH-000188,-0.315273750728
ACH-000189,-0.5151538209300001
ACH-000190,-0.563871189664
ACH-000198,-0.245286297594
ACH-000204,-0.267096484318
ACH-000206,-0.250906165487
ACH-000207,-0.296412875103
ACH-000211,-0.234874194541
ACH-000215,-0.15505321611099998
ACH-000221,-0.237410918605
ACH-000222,-0.316517739135
ACH-000223,-0.0443663493028
ACH-000226,-0.253041372855
ACH-000227,-0.09131713958460001
ACH-000228,-0.23269430977299999
ACH-000231,-0.119922466283
ACH-000232,-0.27290654103
ACH-000233,-0.313364570239
ACH-000234,-0.6447904853249999
ACH-000235,-0.253121790143
ACH-000237,-0.273572169599
ACH-000238,-0.175724310581
ACH-000243,-0.158138252606
ACH-000244,-0.30623101435899996
ACH-000246,-0.336098655149
ACH-000248,-0.118850076708
ACH-000250,-0.341837965348
ACH-000251,-0.200168038741
ACH-000253,-0.5559981946060001
ACH-000255,-0.45520764208000003
ACH-000256,-0.225833722009
ACH-000257,-0.33577544608800003
ACH-000258,-0.290110153449
ACH-000259,-0.199041112368
ACH-000260,-0.297743509751
ACH-000261,-0.202576148431
ACH-000262,-0.31070957429900004
ACH-000263,0.028016936931699998
ACH-000264,-0.169021733697
ACH-000265,-0.293155407919
ACH-000266,-0.282691926457
ACH-000272,-0.287484355721
ACH-000273,-0.31271838693500004
ACH-000274,-0.346592181546
ACH-000277,-0.151736385431
ACH-000278,-0.177412721041
ACH-000279,-0.262385185229
ACH-000280,-0.316160805371
ACH-000281,-0.20294516264600002
ACH-000288,-0.21897275185400003
ACH-000291,-0.351980071325
ACH-000293,-0.429465385162
ACH-000294,-0.531212649217
ACH-000295,-0.24411876303100002
ACH-000296,-0.24757588675900002
ACH-000302,-0.506508985532
ACH-000304,-0.23114075016
ACH-000307,-0.152158361037
ACH-000308,-0.39987465474
ACH-000310,-0.49463357472499997
ACH-000311,-0.262908114556
ACH-000312,-0.130919859251
ACH-000315,-0.318082584693
ACH-000316,-0.073721962236
ACH-000317,0.00407642711881
ACH-000318,-0.052096801287400005
ACH-000319,-0.38870330134099995
ACH-000320,-0.12254184398600002
ACH-000322,0.0196138627499
ACH-000323,-0.197128594439
ACH-000324,-0.286552661162
ACH-000329,-0.220893005374
ACH-000330,0.031024428376799997
ACH-000331,-0.234486521374
ACH-000332,-0.20907807763099998
ACH-000334,-0.455013610478
ACH-000335,-0.308153001183
ACH-000336,-0.196393740102
ACH-000337,-0.136274330884
ACH-000339,-0.301412952743
ACH-000341,-0.457490950481
ACH-000348,-0.11534711012
ACH-000350,-0.114191502979
ACH-000352,-0.12224934661499999
ACH-000356,-0.35088728005900005
ACH-000361,-0.248693371686
ACH-000362,-0.248164503641
ACH-000363,-0.177144242423
ACH-000364,-0.344438535841
ACH-000365,-0.188170457982
ACH-000366,-0.29330282185
ACH-000368,-0.263731729115
ACH-000374,-0.0826865479815
ACH-000375,-0.232016065537
ACH-000376,-0.240791731798
ACH-000381,-0.229775552619
ACH-000383,-0.363482161783
ACH-000387,-0.295592654362
ACH-000389,-0.21026519206099997
ACH-000390,-0.17677449976
ACH-000393,-0.14782949899599998
ACH-000395,-0.47340112292
ACH-000397,-0.30557296067699996
ACH-000401,-0.274258602578
ACH-000402,-0.29998458069
ACH-000403,-0.203038624821
ACH-000404,-0.253461408298
ACH-000406,-0.197056798191
ACH-000407,-0.336619502113
ACH-000408,-0.34663414107600005
ACH-000410,-0.305681435239
ACH-000411,-0.326748632662
ACH-000414,-0.271767922111
ACH-000415,-0.26122041287799996
ACH-000416,-0.244854940924
ACH-000420,-0.194507353635
ACH-000421,-0.132690473703
ACH-000424,-0.06723263701719999
ACH-000425,-0.342840787587
ACH-000426,-0.313220995745
ACH-000427,-0.457137140818
ACH-000433,-0.157705812468
ACH-000436,-0.24985223041700003
ACH-000444,-0.201080611241
ACH-000445,-0.200920817955
ACH-000448,-0.226070629212
ACH-000450,-0.379346665427
ACH-000452,-0.194218258175
ACH-000454,-0.165018524293
ACH-000458,-0.17342555797000003
ACH-000459,-0.274199745927
ACH-000460,-0.314732019686
ACH-000461,-0.27666090863299997
ACH-000463,-0.243467403647
ACH-000464,-0.202184815782
ACH-000466,-0.230753907086
ACH-000467,-0.32170372280299997
ACH-000468,-0.322230903939
ACH-000469,-0.418759773621
ACH-000470,-0.12922919892999998
ACH-000471,-0.277108087287
ACH-000472,-0.283059660385
ACH-000473,-0.192433995521
ACH-000475,-0.193030755297
ACH-000476,-0.285802215579
ACH-000477,-0.10937625223200001
ACH-000480,-0.312519909943
ACH-000481,-0.197381641528
ACH-000483,-0.320911348369
ACH-000484,-0.410551993829
ACH-000485,-0.262914215578
ACH-000486,-0.334863356755
ACH-000487,-0.1416187742
ACH-000488,-0.22885882979400002
ACH-000490,-0.286974575384
ACH-000491,-0.29530318445
ACH-000495,-0.217449270565
ACH-000496,-0.0959098567902
ACH-000499,-0.311372133564
ACH-000500,0.302340619843
ACH-000502,-0.21876489661899998
ACH-000503,-0.55090172074
ACH-000505,-0.318079063207
ACH-000507,-0.26861131825999995
ACH-000510,-0.324205797465
ACH-000511,-0.329567829719
ACH-000512,-0.435568780847
ACH-000516,-0.443349498242
ACH-000517,-0.330699329428
ACH-000518,-0.159753184523
ACH-000520,-0.139430735725
ACH-000521,0.00819110532819
ACH-000522,-0.134520963815
ACH-000524,-0.21639455590300002
ACH-000527,-0.19464548793900002
ACH-000528,-0.149174680678
ACH-000537,-0.132968447392
ACH-000541,-0.40365480994
ACH-000542,-0.237420902987
ACH-000544,-0.21028900787500002
ACH-000545,-0.252657131436
ACH-000547,-0.160211596769
ACH-000548,-0.35043841760600003
ACH-000549,-0.259788534613
ACH-000550,-0.17333556451200002
ACH-000552,-0.25041076491
ACH-000556,-0.5412834840190001
ACH-000557,-0.107793195055
ACH-000570,-0.21705543759399998
ACH-000571,-0.436214076391
ACH-000573,-0.230578258004
ACH-000576,-0.221459099942
ACH-000580,-0.345866965837
ACH-000584,-0.207361851309
ACH-000585,-0.41257402301
ACH-000588,-0.23628993146699998
ACH-000589,-0.129983459297
ACH-000591,-0.225868195846
ACH-000593,-0.288698630568
ACH-000600,-0.19904219103
ACH-000601,-0.298013255251
ACH-000604,-0.19612599254000002
ACH-000605,-0.26939744316500003
ACH-000606,-0.272937030641
ACH-000608,-0.367751059246
ACH-000614,-0.0891133604643
ACH-000616,-0.267008596893
ACH-000618,-0.368848815497
ACH-000619,-0.27117555953600003
ACH-000620,-0.43498915844999997
ACH-000621,-0.306546863426
ACH-000622,0.11267242269500001
ACH-000623,-0.24134458326400002
ACH-000624,-0.315339570012
ACH-000627,-0.406379586545
ACH-000630,-0.178800962826
ACH-000632,-0.200896889588
ACH-000633,-0.324091234913
ACH-000637,-0.329430401539
ACH-000638,-0.11221141195699999
ACH-000646,-0.188198586838
ACH-000647,-0.213016041351
ACH-000648,-0.0605396257431
ACH-000649,-0.298515206627
ACH-000651,-0.154261893814
ACH-000652,-0.11926495925999998
ACH-000653,-0.308042413503
ACH-000657,-0.29969132286899997
ACH-000658,-0.273836624159
ACH-000661,-0.530455031878
ACH-000662,0.0176261145699
ACH-000663,-0.48210164503700004
ACH-000665,-0.23837738048300003
ACH-000671,-0.244579798403
ACH-000673,-0.268791120969
ACH-000676,-0.20292958327399999
ACH-000677,-0.326019799466
ACH-000681,-0.149116956733
ACH-000682,-0.29025716929900003
ACH-000683,-0.10542725886
ACH-000684,-0.327663740139
ACH-000688,-0.197927249503
ACH-000693,-0.232342637711
ACH-000694,-0.295977475365
ACH-000695,-0.5250775104300001
ACH-000696,-0.25633448482099996
ACH-000697,-0.420076649802
ACH-000699,-0.314600333043
ACH-000701,-0.359814700832
ACH-000706,-0.409503627106
ACH-000711,-0.255978736372
ACH-000713,-0.304194797063
ACH-000714,-0.47073134094700003
ACH-000718,-0.336521624525
ACH-000720,-0.205722518801
ACH-000721,-0.28949639877300004
ACH-000724,-0.263588566642
ACH-000725,-0.42642428584299996
ACH-000732,-0.139371703077
ACH-000734,-0.39857081168200004
ACH-000735,-0.29281498935
ACH-000736,-0.463642531974
ACH-000738,-0.245667556616
ACH-000746,-0.23347156730500002
ACH-000747,-0.192957278895
ACH-000748,-0.207092801505
ACH-000753,-0.199602418422
