,MEIG1 (644890)
ACH-000004,0.293729274883
ACH-000007,0.334572342813
ACH-000009,0.27031653959699997
ACH-000011,0.38953738838600005
ACH-000012,0.26509408954700003
ACH-000013,0.302896953902
ACH-000014,0.269374646951
ACH-000015,0.334036025603
ACH-000017,0.199881353243
ACH-000018,0.427167692418
ACH-000019,0.421880641102
ACH-000021,0.19385606202599998
ACH-000022,0.29462944813299996
ACH-000025,0.412023716069
ACH-000028,0.336065935401
ACH-000030,0.230965268376
ACH-000035,0.235636307481
ACH-000036,0.327629680518
ACH-000037,0.364476551575
ACH-000039,0.317040143346
ACH-000040,0.41352012416
ACH-000041,0.373291919377
ACH-000042,0.24892014408500002
ACH-000045,0.36227492020900004
ACH-000047,0.379074561299
ACH-000052,0.373815966041
ACH-000053,0.220297360055
ACH-000054,0.38437791026900003
ACH-000055,0.303334067592
ACH-000060,0.281559270093
ACH-000067,0.37141320436700004
ACH-000070,0.235377931895
ACH-000075,0.387996985136
ACH-000078,0.321720370587
ACH-000082,0.372150095458
ACH-000085,0.246542375801
ACH-000086,0.403860394774
ACH-000087,0.531758881731
ACH-000092,0.257260074478
ACH-000095,0.260436730292
ACH-000097,0.265145531734
ACH-000098,0.379998196527
ACH-000099,0.283335827269
ACH-000108,0.183282632841
ACH-000113,0.314106530693
ACH-000115,0.247133550924
ACH-000116,0.226838819679
ACH-000118,0.303190986439
ACH-000120,0.389143005035
ACH-000123,0.27849023890700003
ACH-000127,0.21604762850900003
ACH-000128,0.323312453094
ACH-000132,0.426916281434
ACH-000133,0.427683234225
ACH-000137,0.40644503013899996
ACH-000138,0.28953531607
ACH-000142,0.33456385552400003
ACH-000143,0.440565680905
ACH-000146,0.326349323713
ACH-000148,0.37282451174599995
ACH-000150,0.211307316717
ACH-000152,0.373755607741
ACH-000153,0.116857149514
ACH-000159,0.247044107094
ACH-000160,0.246982407559
ACH-000163,0.228853239881
ACH-000167,0.059596598319899996
ACH-000168,0.221701071882
ACH-000169,0.358098609354
ACH-000178,0.252162276076
ACH-000182,0.339252426321
ACH-000183,0.287070898844
ACH-000188,0.288762147586
ACH-000189,0.234234274901
ACH-000190,0.33361559203499996
ACH-000198,0.181790312233
ACH-000204,0.489664609134
ACH-000206,0.41525459046700003
ACH-000207,0.29714904875
ACH-000211,0.329236551581
