,PPP2R2A (5520)
ACH-000004,-0.6523378404119999
ACH-000007,-0.149637066081
ACH-000009,-0.344209564639
ACH-000011,-1.0359916425799998
ACH-000012,-0.682264624615
ACH-000013,-0.334256010943
ACH-000014,-1.0945855626
ACH-000015,-0.62729740073
ACH-000017,-0.11539966792400001
ACH-000018,0.165735743788
ACH-000019,-0.18925578885299998
ACH-000021,-0.0250553697614
ACH-000022,0.155314341749
ACH-000025,-0.59588892997
ACH-000028,-0.450062898548
ACH-000030,0.103984117011
ACH-000035,-0.33797221902900004
ACH-000036,-0.531755585668
ACH-000037,-0.23552173735800003
ACH-000039,-0.31748572784699997
ACH-000040,-0.264375616031
ACH-000041,-0.12390114496099999
ACH-000042,-0.612049147943
ACH-000045,0.0113956396308
ACH-000047,0.0856417727612
ACH-000052,-0.539938223756
ACH-000053,-0.42208342272
ACH-000054,-0.614413207854
ACH-000055,-0.330606630806
ACH-000060,-0.361739881249
ACH-000067,-0.841207664204
ACH-000070,-0.300847540282
ACH-000075,-0.37178231947499996
ACH-000078,-0.25477362828600003
ACH-000082,0.13327210248
ACH-000085,-0.27272197373
ACH-000086,0.0132880343891
ACH-000087,-0.459236838345
ACH-000092,-0.0141268095236
ACH-000095,0.11886263494999999
ACH-000097,-0.384552956056
ACH-000098,-0.244154651651
ACH-000099,-0.47143983677
ACH-000108,-0.264290384515
ACH-000113,-0.544138091515
ACH-000115,-0.133063263312
ACH-000116,-0.46457134034100006
ACH-000118,-0.6678145372950001
ACH-000120,-0.40501011676700005
ACH-000123,-0.36288548640600005
ACH-000127,-0.537071489164
ACH-000128,-0.0443193402814
ACH-000132,-0.113377844784
ACH-000133,-0.242233375863
ACH-000137,-0.139141448434
ACH-000138,0.0597913247833
ACH-000142,-0.273852302303
ACH-000143,0.0234651684712
ACH-000146,-0.218634602013
ACH-000148,-0.39813439859099997
ACH-000150,-0.26056074703000004
ACH-000152,-0.449787844018
ACH-000153,-0.005288585554229999
ACH-000159,0.141317009021
ACH-000160,-0.137797455239
ACH-000163,-0.90504596234
ACH-000167,-0.34854571793000005
ACH-000168,0.08037750568560001
ACH-000169,-0.059543152323000004
ACH-000178,-0.29072017676600004
ACH-000182,-0.224730851875
ACH-000183,-0.421403016344
ACH-000188,-0.561626375346
ACH-000189,-0.0732419031158
ACH-000190,-0.681037029801
ACH-000198,-0.5128532851659999
ACH-000204,-0.368667142663
ACH-000206,-0.6867674718760001
ACH-000207,0.24083974978
ACH-000211,-1.37572571129
ACH-000215,-0.32153784399199997
ACH-000221,-0.17240560509199998
ACH-000222,-0.36728008747599994
ACH-000223,-0.310537336634
ACH-000226,-0.659429364807
ACH-000227,-0.631562038343
ACH-000228,-0.430087688431
ACH-000231,0.01116794493
ACH-000232,0.0650188173769
ACH-000233,-0.506541374206
ACH-000234,-0.44722311565
ACH-000235,-0.22342492049100002
ACH-000237,-0.10567901810699999
ACH-000238,0.0740036091049
ACH-000243,-1.02941161139
ACH-000244,-0.7044742607269999
ACH-000246,-0.5069976543379999
ACH-000248,-0.504456722262
ACH-000250,-0.755723717206
ACH-000251,-0.6937245117190001
ACH-000253,-0.318130476208
ACH-000255,-0.40608520741099996
ACH-000256,0.27335877684
ACH-000257,-0.006210427185729999
ACH-000258,0.0277188715203
ACH-000259,0.128764303432
ACH-000260,-0.29494886360100003
ACH-000261,-0.36052219254600004
ACH-000262,-0.42181459840999996
