,DYNLL1 (8655)
ACH-000004,-0.607137557751
ACH-000007,-0.606148863514
ACH-000009,-0.32733095733199996
ACH-000011,-0.8427959146170001
ACH-000012,-0.297112346739
ACH-000013,0.0811537598827
ACH-000014,-0.49107079732500003
ACH-000015,-0.655026534018
ACH-000017,-0.36005430059
ACH-000018,-0.760550887823
ACH-000019,-0.368547540266
ACH-000021,-0.43742160969599997
ACH-000022,-0.569159587902
ACH-000025,-0.886303814495
ACH-000028,-0.234178656184
ACH-000030,-0.549654130275
ACH-000035,-0.40420760230499997
ACH-000036,-0.37390549296899994
ACH-000037,-0.774724291074
ACH-000039,-0.5552645972370001
ACH-000040,-1.16568023819
ACH-000041,-0.713861806849
ACH-000042,-0.720985554772
ACH-000045,-0.843566081963
ACH-000047,-0.7649383051880001
ACH-000052,-0.720274701401
ACH-000053,-0.00387989452752
ACH-000054,-0.704474598539
ACH-000055,-0.42464933147699996
ACH-000060,-1.035552509
ACH-000067,-0.558422203794
ACH-000070,-0.882467286443
ACH-000075,-0.617807941802
ACH-000078,-0.330107673652
ACH-000082,-0.8058640645730001
ACH-000085,-0.511088391927
ACH-000086,-1.0985858184000001
ACH-000087,-0.565912900392
ACH-000092,-0.562460628012
ACH-000095,-0.50643636276
ACH-000097,-0.126934027856
ACH-000098,-0.49750557727600003
ACH-000099,-0.35944860599
ACH-000108,-0.660367153981
ACH-000113,-0.9633522322120001
ACH-000115,-0.535167132227
ACH-000116,-0.382317833324
ACH-000118,-0.516242377261
ACH-000120,-0.548757013668
ACH-000123,-0.863191481514
ACH-000127,-0.558045924928
ACH-000128,-0.338560253652
ACH-000132,-0.0926829010313
ACH-000133,-0.532370852092
ACH-000137,-0.5865916472079999
ACH-000138,-0.773221826312
ACH-000142,-0.810851154749
ACH-000143,-0.544266316838
ACH-000146,-0.604541363631
ACH-000148,-0.797877323001
ACH-000150,-1.0346641605
ACH-000152,-0.7944180141509999
ACH-000153,-0.56283328825
ACH-000159,-0.437916195125
ACH-000160,-0.0160261800866
ACH-000163,-0.7707050633879999
ACH-000167,-0.266057561731
ACH-000168,-0.611138401907
ACH-000169,-0.63190994573
ACH-000178,-0.97666608869
ACH-000182,-0.418614614021
ACH-000183,0.04962372008859999
ACH-000188,-0.607341421264
ACH-000189,-0.18177222737799997
ACH-000190,0.00617910561449
ACH-000198,-0.43940994932599997
ACH-000204,-0.287353581766
ACH-000206,-0.7847717224490001
ACH-000207,-0.7517958248559999
ACH-000211,-0.505068793341
ACH-000215,-0.550191955801
ACH-000221,-0.765784492238
ACH-000222,-0.947187330844
ACH-000223,-0.205355721781
ACH-000226,-0.877229736042
ACH-000227,-0.8280488957909999
ACH-000228,-0.280819690661
ACH-000231,-1.1115029828799998
ACH-000232,-0.725516950401
ACH-000233,-0.807234129997
ACH-000234,-0.824572385179
ACH-000235,-0.618140263649
ACH-000237,-0.828831978809
ACH-000238,-1.09398781184
ACH-000243,-0.395328031796
ACH-000244,-0.90249182465
ACH-000246,-0.0708668181092
ACH-000248,-0.8227846530580001
ACH-000250,-1.25841904427
ACH-000251,-1.0815893594600001
ACH-000253,-0.243986817975
ACH-000255,-0.0435152549487
ACH-000256,-1.01479178869
ACH-000257,-0.32716821643800004
ACH-000258,-0.93037551161
ACH-000259,-0.45066073774800003
ACH-000260,-0.582042705218
ACH-000261,-0.913432017484
ACH-000262,-0.7413839842929999
ACH-000263,-0.984481348001
ACH-000264,-1.2611185999799999
ACH-000265,-0.7653956627159999
ACH-000266,-0.694791456892
ACH-000272,-0.146595488242
ACH-000273,-0.5999095997070001
ACH-000274,-0.387046986382
ACH-000277,-0.388073164869
ACH-000278,-0.259036094821
ACH-000279,-0.727450852623
ACH-000280,-0.617015553973
ACH-000281,-0.6557284412300001
ACH-000288,-1.20212784241
ACH-000291,-0.279600422956
ACH-000293,-0.243078256997
